Date,cmp_score,energy_score,temperature_score,vector_ad_cmp,vector_ad_energy,vector_ad_temperature
2019-03-06,0,1,1,204.832809871857,3746.9,-0.7716149749903898
2019-03-07,0,1,1,207.95114810933578,3807.8,-0.7509193349468652
2019-03-08,0,1,1,205.0088778565378,3616.9,-0.5179919352413136
2019-03-11,0,1,1,306.9399941356422,3465.5,-0.9530061730189293
2019-03-12,0,1,1,187.65628153621012,3818.2999999999997,-0.8077308958506583
2019-03-13,0,1,1,189.03713920814852,3856.4,-0.8608902849820648
2019-03-14,0,1,1,189.27693995835145,3784.9,-0.8154410362590303
2019-03-15,0,1,1,206.8858622525921,3645.8,-0.3759630329818308
2019-03-18,0,1,1,193.01357465215514,3716.8,-0.8434410198473283
2019-03-19,0,1,1,196.26023540188984,3749.3,-0.8986293932967273
2019-03-20,0,1,1,187.62174714038224,3773.0,-0.8446584104381238
2019-03-21,0,1,1,201.29421253478571,3646.6,-0.6851802430439048
2019-03-22,0,1,1,183.79466804015496,3787.5,-0.16697764822859198
2019-03-25,0,1,1,191.66262024714246,3850.0,-0.24813702094829634
2019-03-26,0,1,1,191.1635948604717,3786.4,-0.7878468495343307
2019-03-27,0,1,1,184.05868629325232,3850.1,-0.6141657919141634
2019-03-28,0,1,1,184.4650644431359,3729.5,-0.5269194662404811
2019-03-29,0,1,1,185.51161688690573,3845.3,-0.3938180949801659
2019-04-01,0,1,1,231.85236681992035,3579.5,-0.11260086850639012
2019-04-02,0,1,1,201.20834972735497,3664.4,-0.15520953918423494
2019-04-03,0,1,1,180.0981954379483,3755.0,-0.7914990213067175
2019-04-04,0,1,1,193.13207915828926,3728.0,-0.9870931095612053
2019-04-05,0,1,1,219.6109286898084,3623.5,-0.618629557413747
2019-04-08,0,1,1,221.4909478963052,3576.9,-0.4019340322521363
2019-04-09,0,1,1,207.72828406356714,3665.4,-0.2570645519474637
2019-04-10,0,1,1,193.38665931237966,3881.3,-0.27289062962780625
2019-04-11,0,1,1,221.91602015176025,3705.6,-0.5248904819224885
2019-04-12,0,1,1,194.5805745700256,3699.5,-0.5654701682823408
2019-04-15,0,1,1,243.5247831330527,3571.5,-0.4546876245199441
2019-04-16,0,1,1,228.24898685431805,3682.0,-0.35323840862031364
2019-05-08,0,1,1,316.2576165090576,3451.1,-0.7363106478573185
2019-05-13,0,1,1,267.38735946189104,3510.4,0.14792071792386108
2019-05-20,0,1,1,294.45950485593903,3455.6,-0.1004269625984344
2019-05-22,1,1,1,359.65227651163246,3351.3,0.37557275840263216
2019-05-23,0,1,1,261.70548332050674,3676.5,0.6020074082906076
2019-05-24,0,1,1,332.06963125225934,3642.9,0.45348575621354853
2019-05-27,0,1,1,230.86376935326953,3540.3,0.1738917171941666
2019-05-28,1,1,1,363.07883441479225,3384.3,0.0740656887489302
2019-05-30,0,1,1,281.95687613534125,3479.8,0.4356306942152134
2019-06-03,4,2,1,544.7409659645649,4532.4,1.7114560333689672
2019-06-04,4,2,1,439.0486077873373,4457.6,1.6355720198760435
2019-06-06,0,2,1,330.7371161511857,4317.4,1.061775254747733
2019-06-07,0,1,1,271.94264101095416,4153.0,0.8998623061719231
2019-06-10,0,1,1,278.82582376817714,4209.8,1.3227026380415827
2019-06-11,0,1,1,292.94859617346447,4050.4,0.9676303823928759
2019-06-12,0,1,1,206.46045626224202,4055.0,1.1733693922373267
2019-06-13,0,1,1,242.04792913801052,3881.0,1.2878041077721099
2019-06-14,0,1,1,204.16699047591223,4034.6,1.5402097569303905
2019-06-17,4,2,1,435.8715407089664,4420.5,1.6651951909187352
2019-06-18,3,2,1,403.177380317889,4411.8,1.7552820946376073
2019-06-20,3,2,1,393.83062349188947,4395.6,1.5921517554710012
2019-06-21,1,2,1,348.93758754253207,4401.9,1.5032822423429253
2019-07-15,0,1,1,190.7136072754131,3857.2,0.24003660596072593
2019-07-16,2,1,1,376.658147396293,4284.7,1.5316880227948217
2019-07-29,0,1,1,219.88942675809753,3726.7,1.9046153404418633
2019-07-30,0,1,2,200.27780705805625,3776.7,2.00728194693229
2019-07-31,0,1,1,203.0826432760893,3651.6,1.9159776526226222
2019-08-01,0,1,1,228.0775306775691,3588.8,1.9200356212586076
2019-08-05,0,1,2,261.531183609143,3464.0,2.01539788420426
2019-08-06,0,1,1,317.54634307454614,3396.7,1.9188182306678117
2019-08-29,0,1,2,189.4809752983201,3722.4,1.9853689162979695
2019-08-30,0,1,2,201.2826867864991,3883.6,2.060441336063696
2019-09-02,3,2,1,415.5249210336227,4422.7,1.7569052820920013
2019-09-03,1,1,1,344.5897270668305,4268.7,1.4976010862525457
2019-09-04,0,1,1,316.091885375098,4241.9,1.4079199793972723
2019-09-05,0,1,1,265.9714270368624,4172.9,1.0865288634272432
2019-09-06,0,1,1,199.7850845283504,3707.0,0.5841523462922724
2019-09-09,2,1,1,371.2907216723774,3468.5,0.9656013980748833
2019-09-10,0,1,1,191.0836466053478,3792.9,0.3930220235373686
2019-09-11,0,1,1,201.58412635918353,3689.5,1.252905577502637
2019-09-12,0,1,1,196.41995825271985,3799.5,1.5215431012048586
2019-09-13,0,1,1,200.10956998606292,3913.3,1.5840358181990306
2019-09-16,0,1,1,302.24413972812636,4223.3,1.8027603276786346
2019-09-17,0,1,1,261.7672248391799,4145.9,1.866876232127201
2019-09-18,0,1,1,239.32872790370848,4111.6,1.4724416807094374
2019-09-19,0,1,1,288.0513843049469,4184.4,0.6864131559191002
2019-09-20,0,1,1,217.54889105667408,3847.6,0.8588768229484721
2019-09-23,0,1,1,211.39082288500987,3639.4,0.9022970873535135
2019-09-24,0,1,1,189.96336488911288,3829.8,1.0159202091610997
2019-09-25,0,1,1,186.0167734372203,3795.6,1.196499813462442
2019-09-26,0,1,1,186.71904027175162,3902.9,1.0913984257904252
2019-09-27,0,1,1,189.89807792602173,3686.0,1.081253504200462
2019-09-30,0,1,1,272.66594946930286,4146.2,1.340963496903516
2019-10-01,0,1,1,225.5656002141899,4128.4,1.1908186573720632
2019-10-02,0,1,1,266.2344831159205,4165.8,1.2115142974155877
2019-10-03,0,1,1,199.29435516341647,4016.0,0.8073406212714598
2019-10-04,0,1,1,240.50812876072806,3637.9,0.5683262686119304
2019-10-07,0,1,1,276.2549547066652,3650.2,0.7578334039124404
2019-10-08,0,1,1,257.36417777149836,3752.4,0.6827609841467135
2019-10-09,0,1,1,201.64443954643804,3980.8,0.3617756650402825
2019-10-10,0,1,1,262.12668692828174,3569.4,0.7314566077785364
2019-10-11,0,1,1,331.6820163952235,3422.5,0.69736967123626
2019-10-14,0,1,1,236.08303623934518,4003.4,0.7253696548245583
2019-10-15,0,1,1,229.87648857592686,4122.8,0.3207901818168316
2019-10-16,0,1,1,179.7803103791016,3818.7,0.6543552036948169
2019-10-17,0,1,1,187.34609683684175,3761.2,0.5577755501583684
2019-10-18,0,1,1,203.8438618158093,3985.6,0.49731181748218894
2019-10-21,0,1,1,265.3893743163159,4173.1,0.40154375767293743
2019-10-22,0,1,1,244.44974943736668,4143.7,0.573601627838711
2019-10-23,0,1,1,224.1663667903675,4099.7,0.7586449976396369
2019-10-24,0,1,1,242.77001462289894,4130.3,0.19823952901007805
2019-10-25,0,1,1,183.23405796958426,3826.1,0.7801522314103588
2019-10-28,0,1,1,202.1880312976006,3811.1,0.6977754680998587
2019-10-29,0,1,1,214.6394185605153,4061.1,0.5537175815223834
2019-10-30,0,1,1,232.4998064515246,4111.5,0.4149350541716888
2019-10-31,0,1,1,208.19490867930583,4067.5,-0.07810813510051572
2019-11-04,0,1,1,193.14367709042264,3924.6,0.22299313768958776
2019-11-05,0,1,1,202.70846060286195,4028.4,0.16455838933140057
2019-11-06,0,1,1,205.86325558484967,4046.2999999999997,-0.026571933423503332
2019-11-07,0,1,1,307.7188327028654,4290.1,-0.3646007208010722
2019-11-08,0,1,1,285.78845323069896,4172.8,-0.21851384990560416
2019-11-11,0,1,1,215.09848906954016,4067.7,-0.4299340158404342
2019-11-12,0,1,1,210.3266031675624,4022.8,-0.2919630822169368
2019-11-13,0,1,1,192.45238372120508,3895.1,-0.28506453553576194
2019-11-14,0,1,1,272.3999999999864,4143.7,-0.8604844881184662
2019-11-15,0,1,1,204.20460327827888,4026.3,-0.5200209195593063
2019-11-18,0,1,1,286.8605235998724,4194.2,-0.6726005402723506
2019-11-19,0,1,1,274.8139734439072,4196.3,-0.5443687313752175
2019-11-20,0,1,1,203.48601917573984,4004.4,-0.36257173648307944
2019-11-21,0,1,1,283.77850517613933,4214.2,-0.43602096879441204
2019-11-22,0,1,1,266.6362315965373,4170.0,-0.5261078725132842
2019-11-25,0,1,1,244.52828057301912,4135.4,0.03105122120748691
2019-11-26,0,1,1,202.82011734540225,4029.5,-0.1393834615038924
2019-11-27,0,1,1,235.64753340530717,4106.6,-0.3361949403491757
2019-11-28,0,1,1,254.05889081077254,4121.6,-0.3077891598972791
2019-11-29,0,1,1,199.04692913984127,3964.5,-0.19173125690810192
2019-12-02,0,1,1,239.10232119324635,4106.2,-0.4603687806103235
2019-12-03,2,2,1,368.10781029476163,4346.2,-0.6567744625920082
2019-12-04,0,1,1,331.4552156777524,4278.1,-0.7054700862238308
2019-12-05,0,1,1,218.82157114873198,4078.0,-0.7598468659460328
2019-12-06,0,1,1,221.76997091585446,4093.4,-0.7716149749903898
2019-12-09,0,1,1,241.569203335184,4096.4,-0.426687640931646
2019-12-10,0,1,1,238.369125517533,4088.4,-0.4185717036596756
2019-12-11,0,1,1,301.6366025534637,4231.1,-0.8945714246607421
2019-12-12,0,1,1,319.58197696364994,4282.1,-0.9911510781971904
2019-12-13,0,1,1,317.1238243967022,4268.6,-1.2829190231245278
2019-12-16,0,2,1,322.6309346606481,4297.7,-0.5545136529651805
2019-12-17,2,2,1,388.14657025407547,4384.1,-0.5886005895074564
2019-12-18,1,2,1,343.9197580831971,4308.9,-0.5208325132865033
2019-12-19,0,1,1,248.01483826577672,4165.6,-0.44738328097517066
2019-12-20,0,1,1,193.18177967916932,3982.8,-0.47213688965468054
