Date,cmp_score,energy_score,temperature_score,vector_ad_cmp,vector_ad_energy,vector_ad_temperature
2019-01-07,0,1,1,206.43759347560547,4020.1,-1.0609481387361361
2019-01-08,0,1,1,239.68512678095013,4064.6,-1.2151509469035746
2019-01-09,0,1,1,195.89670747616165,3916.3,-1.4444261748367395
2019-01-10,0,1,1,204.832809871857,3947.3,-1.4233247379296166
2019-01-11,0,1,1,212.43012968974034,3906.6,-1.479730501969811
2019-01-14,0,1,1,209.1506633984231,4007.2,-0.9708612350172643
2019-01-15,0,1,1,203.795583857937,3960.0,-1.0869191380064416
2019-01-16,0,1,1,192.21820933513112,3871.8,-1.007382952741131
2019-01-17,0,1,1,193.36928401377037,3907.9,-1.2009480566776263
2019-01-18,0,1,1,196.06611129921816,3742.8,-1.3510928962090796
2019-01-21,0,1,1,221.72198808418565,3755.7,-1.3454117401187002
2019-01-22,0,1,1,221.6978123482413,3578.8,-1.432252268928784
2019-01-23,0,1,1,199.60160319996785,3945.6,-1.8498172415716632
2019-01-24,0,1,1,211.1568137664446,3668.6,-1.530049313056028
2019-01-25,0,1,1,191.66846375969766,3741.2000000000003,-1.6988608083130128
2019-01-28,0,1,1,191.02167416290706,3828.7000000000003,-1.4497015340635204
2019-01-29,0,1,1,183.45920527463838,3781.0,-1.4752667364702274
2019-01-30,0,1,1,188.3027349774726,3775.3,-1.6168898418661115
2019-01-31,0,1,1,185.9453683209098,3768.2,-1.7325419479916904
2019-02-01,0,1,1,187.55351236381193,3848.1,-1.905005615021062
2019-02-04,0,1,1,199.94079123581824,3763.2,-1.2926581478508923
2019-02-05,0,1,1,189.07099195803272,3821.2,-1.149411855000614
2019-02-06,0,1,1,236.13419913260532,3593.3,-1.0508032171461732
2019-02-07,0,1,1,197.10383050565935,3721.0,-1.2342233994927052
2019-02-08,0,1,1,225.9054669546512,3644.5,-1.1088321686407616
2019-02-11,0,1,1,201.5638856541706,3811.4,-1.1717306824985327
2019-02-12,0,1,1,193.51899131608562,3670.9,-1.083266966234055
2019-02-13,0,1,1,217.51652810766012,3619.5,-0.8990351901603258
2019-02-14,0,1,1,222.68363208821327,3591.8,-0.6166005730957544
2019-02-15,0,1,1,193.38045402780574,3837.8,-0.40720939147891705
2019-02-18,0,1,1,236.18128630354897,3571.7,-0.6109194170053751
2019-02-19,0,1,1,208.2133521174882,3649.0,-0.6214701354589367
2019-02-20,0,1,1,202.85797987755154,3638.2,-0.6490643221836363
2019-02-21,0,1,1,199.82152036253768,3693.2,-0.5058180293333578
2019-02-22,0,1,1,201.05601209613,3693.7,-0.20552835027045152
2019-02-25,0,1,1,212.93341682318675,3607.8,-0.34796304939353295
2019-02-26,0,1,1,203.20905491637015,3666.6,0.00954398743676516
2019-02-27,0,1,1,249.96735786899146,3547.9,0.07771786052131704
2019-02-28,0,1,1,234.63708146836774,3573.6,0.005486018800780056
2019-03-01,0,1,1,253.03659814340745,3554.7,-0.5581658247375673
2019-03-04,0,1,1,231.3356003731425,3558.0,-0.7261657262673554
2019-03-05,0,1,1,218.03155734893954,3639.0,-0.645006353547651
