nan,4.092334297216964245e+01,3.915507629910725740e+01,2.692805228754023972e+01,3.572562105824227530e+01,4.368981574700505632e+01,1.591979899373336416e+01,4.622726468211034501e+01,3.863262869664124111e+01,2.461544230754944351e+01,3.058365576583000589e+01,3.548295365385210687e+01,2.634539808008297612e+01,4.991031957430592314e+01,2.322756982570150086e+01,3.937511904744026481e+01,4.018801811485552662e+02,1.705290591071944561e+02,6.340977842572716838e+01,2.803997146964985276e+01,4.372825173720761427e+01,2.066107451241016335e+01,4.565610583452347271e+01,3.614636911227363214e+01,3.779523779533127481e+01,7.292077893175425629e+01,3.334186557449707067e+01,1.083261741223891477e+02,9.254793352637793191e+01,9.306427886138969541e+01,9.383219063839509033e+01,4.282242403214682014e+01,4.129891039731670332e+01,4.179760758690679268e+01,6.752895675198996628e+01,4.092334297197277238e+01,1.084671378805597044e+02,3.790725524237445399e+01,5.688866319403617666e+01,3.506108954361371843e+01,5.652043878107103581e+01,4.443422104637159720e+01,6.998628437062292562e+01,4.162114847065171119e+01,3.126147789201930749e+01,3.811981112227196178e+01,4.236413577547774878e+01,2.631805463943609524e+01,4.796832288070984163e+01,2.240357114360877233e+01,3.457860610266924795e+01,1.558974021552805311e+01,3.850402576353611295e+01,1.859032006160872541e+01,1.383329317224939636e+01,3.463639704118102713e+01,1.622837022006226704e+01,2.465116630120163776e+01,3.659289548530336589e+01,3.497656358208289618e+01,2.473539973410085224e+01,2.216664160385109383e+01,3.414791355291075803e+01
4.092334297216964245e+01,nan,1.658432995341550154e+01,2.254240448576229028e+01,1.701763790856007219e+01,1.330864380766977995e+01,3.922448215077175604e+01,1.569713349630520760e+01,1.646815108013899476e+01,2.377898231613598767e+01,2.068042552785624011e+01,1.653118265608749482e+01,6.151032433652240172e+01,8.420546300579192689e+01,5.570062836272578011e+01,7.426116077726808840e+01,3.955781591544180742e+02,1.953167683533374657e+02,3.837290710894102830e+01,2.663831826513236933e+01,2.769548699693345029e+01,5.364624870409291191e+01,2.925200847801887960e+01,2.528873266887045190e+01,2.410974906542225327e+01,1.022905665249690799e+02,6.812224306344643310e+01,1.351354875671649154e+02,1.201039549722971458e+02,1.221245266111763641e+02,1.245715858452630158e+02,7.213431915531022298e+01,6.992109838955411760e+01,7.478288574258523624e+01,9.601916475373985804e+01,7.026236545968387759e+01,1.366068812322374413e+02,6.992224252696942699e+01,8.240485422597740239e+01,6.000666629640514316e+01,8.859435647945535663e+01,7.643664042857213303e+01,1.003601514546728026e+02,5.344005988021412179e+01,2.939387691348939313e+01,7.109205300185999477e+01,1.257934815481066693e+01,5.816115542183086973e+01,1.699411662890518215e+01,2.401332963168987078e+01,9.903534723134887585e+00,3.847700612067159653e+01,7.749064459660020532e+01,4.248293775157246444e+01,4.651021393197479625e+01,7.114829583344105401e+01,4.469451867956647817e+01,5.140894863741464604e+01,7.271973597319635019e+01,1.550225789993860737e+01,6.006929332029028501e+01,3.147570491684873772e+01,6.967811708132796866e+01
3.915507629910725740e+01,1.658432995341550154e+01,nan,2.061067684487295892e+01,1.714409519338310872e+01,1.707395677594507077e+01,3.852687373768253565e+01,1.843040965375088192e+01,2.104091252769117304e+01,2.707914326563399499e+01,2.209796370689304368e+01,1.608477541072189254e+01,6.037482919228893508e+01,8.449946745393246772e+01,5.536063583450709302e+01,7.515956359638136064e+01,4.181021884659238026e+02,2.042942975219768016e+02,3.611758574407397049e+01,1.994392137956982225e+01,2.902137143545277098e+01,4.605735554716225977e+01,2.567800615328441083e+01,2.273675438581883768e+01,2.165917819310749337e+01,1.059841497583579155e+02,6.513125209912605840e+01,1.410378672555731896e+02,1.241727828471427131e+02,1.266067928666848701e+02,1.278398998748201478e+02,7.223627897388169572e+01,7.145124211656727198e+01,7.564548896001853961e+01,9.943600957402868801e+01,7.306654501210351782e+01,1.415593161893286265e+02,7.069483715236403043e+01,8.706870850081737956e+01,6.209669878505883389e+01,9.153360038809894661e+01,7.836734013601534343e+01,1.042466306409143044e+02,4.434591300215048193e+01,2.926567955809125721e+01,7.156647259710960896e+01,1.906620045993651047e+01,5.789784106516967910e+01,2.544955795302355384e+01,2.791701989820516161e+01,1.712074764692982853e+01,3.847908522802880071e+01,7.221080251596841038e+01,3.538813360448078527e+01,4.387801271708529782e+01,6.973435308367055541e+01,4.518583848953964832e+01,5.190761023200870738e+01,7.229273822458927157e+01,2.092653817549694750e+01,5.895218401378621564e+01,2.973482806405876389e+01,6.992910695852668823e+01
2.692805228754023972e+01,2.254240448576229028e+01,2.061067684487295892e+01,nan,1.766352173276252913e+01,2.364402672980584441e+01,2.598461083000567484e+01,2.597845260968356129e+01,2.169608259563887387e+01,1.957140771630921705e+01,1.501998668428978512e+01,1.795995545627225098e+01,4.497110183215766455e+01,7.067899263570080848e+01,4.016366517146764181e+01,6.096162727487629240e+01,4.025848481997434192e+02,1.873563449686050149e+02,4.540308359578096287e+01,1.714409519324302167e+01,2.943739118866748683e+01,3.304542328394498441e+01,2.781078927352689334e+01,2.253885533957284082e+01,2.525707821584145663e+01,8.871617665346315107e+01,5.176408021014342609e+01,1.240116123594844169e+02,1.087669067317478806e+02,1.098886709356502109e+02,1.108129956277136756e+02,5.721538254701435022e+01,5.498363392858318122e+01,5.948041694541512925e+01,8.270429251255212932e+01,5.630772593531229830e+01,1.251552635729146203e+02,5.502145036265028466e+01,7.148258529175488718e+01,4.674013264851073757e+01,7.564020095164195823e+01,6.369552574546283807e+01,8.806270493238750419e+01,4.194091081514914521e+01,2.263448696148121897e+01,5.591422001606941450e+01,2.412301805339059513e+01,4.568238172432647559e+01,2.865239955060114951e+01,1.905780679942694178e+01,1.650696822579784140e+01,2.439999999991061230e+01,5.929316992711107304e+01,2.610134096161943873e+01,3.138662135361211014e+01,5.478831992314209032e+01,3.086745859312061313e+01,3.720000000003765450e+01,5.770545901388507559e+01,1.767257762775394525e+01,4.524422615080113275e+01,2.005193257509546356e+01,5.479999999999195381e+01
3.572562105824227530e+01,1.701763790856007219e+01,1.714409519338310872e+01,1.766352173276252913e+01,nan,1.735741916307392430e+01,3.579497171391090404e+01,1.987158775736335770e+01,1.323026832659069285e+01,2.349808502846802583e+01,1.856448221734366300e+01,1.415344481029761248e+01,5.550351340236558428e+01,8.156862141781219577e+01,5.237098433290561417e+01,7.154075761409173140e+01,4.170404296947763783e+02,2.006920028302335197e+02,3.518863452880255949e+01,1.566652482239903854e+01,2.600922913130488467e+01,4.282055581147024981e+01,2.286656948445334336e+01,1.649242250313260882e+01,1.641462762297944877e+01,1.028630157053898699e+02,6.116992725194752722e+01,1.377946297937697295e+02,1.219822937970675980e+02,1.239412764174735884e+02,1.242809719949265173e+02,6.821495437221904012e+01,6.827005199940153091e+01,7.168709786281308993e+01,9.589077119306358554e+01,6.821026315739980816e+01,1.391321673805387036e+02,6.633128975070050615e+01,8.380453448351588008e+01,5.791718225184097690e+01,8.761917598334436263e+01,7.500399989321955729e+01,9.999919999688053451e+01,4.412527620294751074e+01,2.251044202153306983e+01,6.740207711928869116e+01,1.619382598397407946e+01,5.404738661592590176e+01,1.912903552191873757e+01,2.134666250277920341e+01,1.341044369156100480e+01,3.496283741321966687e+01,6.929126929120661771e+01,3.354519339624424390e+01,4.102097024687079596e+01,6.545105041180389094e+01,4.071756377781630931e+01,4.904528519641742434e+01,6.913522980362597536e+01,1.516838818073728490e+01,5.531582052181042997e+01,2.460243890318190552e+01,6.634093758755091130e+01
4.368981574700505632e+01,1.330864380766977995e+01,1.707395677594507077e+01,2.364402672980584441e+01,1.735741916307392430e+01,nan,4.050283940669026350e+01,1.419295599897258953e+01,1.839565166010181585e+01,2.670430676864006969e+01,2.241428116190958875e+01,1.918749592828670458e+01,6.396999296543507540e+01,8.778154703586149310e+01,6.027271356092875010e+01,7.903214535869523161e+01,4.187293159070729871e+02,2.079788450780604023e+02,2.916161861056997395e+01,2.260973241746902218e+01,2.801999286239986731e+01,4.956450342729843328e+01,2.414290786158602131e+01,2.115088650594825026e+01,1.982321870980591427e+01,1.093968920947898624e+02,6.947114508921815457e+01,1.437336425476250952e+02,1.281836182980784997e+02,1.308403607454292512e+02,1.308752077361961597e+02,7.346182682174789136e+01,7.502746163908211940e+01,7.950748392447751201e+01,1.031123658927119351e+02,7.607470013086101801e+01,1.460870973084267064e+02,7.421158939144071098e+01,9.132885633791433122e+01,6.593208627063727079e+01,9.551209347508286385e+01,8.291103665978236847e+01,1.075910776970107037e+02,4.251117500139417871e+01,2.920821802169061598e+01,7.388206818981302604e+01,1.523154621181592283e+01,6.240897371382739323e+01,1.717672844222322937e+01,2.759999999997858922e+01,1.415344481040361480e+01,4.231689969736315504e+01,7.593049453287123640e+01,4.073131473446306217e+01,4.831397313411633121e+01,7.336593214841404631e+01,4.940121455997100242e+01,5.635601121445752426e+01,7.609362653999323811e+01,1.957549488510989377e+01,6.242563575960862465e+01,3.287308929822511061e+01,7.328628793988856671e+01
1.591979899373336416e+01,3.922448215077175604e+01,3.852687373768253565e+01,2.598461083000567484e+01,3.579497171391090404e+01,4.050283940669026350e+01,nan,4.557192117960345001e+01,3.708584635683321551e+01,2.454057864028144564e+01,2.659323222188751146e+01,3.304300228487657165e+01,2.712637093306091884e+01,4.955320373101502440e+01,2.310324652495075526e+01,3.996198193285884059e+01,3.949707837296472803e+02,1.675832927233657585e+02,5.956911951670726069e+01,2.852086955205942331e+01,4.388165903900777209e+01,2.017126669296010988e+01,4.668875667646800309e+01,3.577708764011529752e+01,4.014174884078806116e+01,6.979169004982007607e+01,3.364996285286326838e+01,1.049540851992299224e+02,8.816802141375723068e+01,9.012347086074458957e+01,9.166460603741234081e+01,4.035839441806265171e+01,3.703187815907467240e+01,4.051271405363423384e+01,6.492826811182480640e+01,3.848324310648042257e+01,1.052319343165397640e+02,3.767227096932583663e+01,5.171614834849742692e+01,3.291200388902917240e+01,5.526228370234784393e+01,4.345664506149971373e+01,6.851335636210254165e+01,4.080588192902767020e+01,3.458554611391071631e+01,3.754464009678233083e+01,4.082940117094308619e+01,3.153410851761951150e+01,4.784140466178155293e+01,2.175499942551266841e+01,3.379704129073329000e+01,1.886796226422402256e+01,3.636921775344662677e+01,1.770423678086906349e+01,1.654085850205349573e+01,3.325537550549816501e+01,1.474584687312638565e+01,2.156664090674051693e+01,3.730522751566635264e+01,3.664751014739677970e+01,2.583640841915879349e+01,2.099904759748443439e+01,3.346879143335052476e+01
4.622726468211034501e+01,1.569713349630520760e+01,1.843040965375088192e+01,2.597845260968356129e+01,1.987158775736335770e+01,1.419295599897258953e+01,4.557192117960345001e+01,nan,2.123770232398153013e+01,3.127682848372185020e+01,2.743720102323177557e+01,1.934114784599957204e+01,6.729160423108370992e+01,9.114208687546934584e+01,6.075392991414610577e+01,8.154409849883586503e+01,4.051901282114416176e+02,2.033113867937516375e+02,2.935847407467384684e+01,3.064375956057280703e+01,2.630285155644332562e+01,5.682253074274681381e+01,2.415615863519694884e+01,2.699629604229778579e+01,2.596305066811729034e+01,1.086307507108998038e+02,7.332775736378181364e+01,1.429612534920264864e+02,1.276545338011870427e+02,1.289644912369220719e+02,1.309974045545091599e+02,7.839285681740422262e+01,7.623332604572178184e+01,8.136141591691102803e+01,1.033185365749482258e+02,7.589150150044424947e+01,1.442187227789840733e+02,7.490046728824189870e+01,9.143128567400397344e+01,6.565972890580776777e+01,9.547355654839743977e+01,8.375965615971746558e+01,1.061350083620435640e+02,5.437205164420790027e+01,3.208738069712948260e+01,7.573532861228831337e+01,1.614434885642423012e+01,6.583859050739980034e+01,1.834339118050674955e+01,3.311072333857998728e+01,1.596496163497942788e+01,4.437657039472794196e+01,8.139385726210473138e+01,4.661673519238259900e+01,5.248847492542652304e+01,7.650150325316555211e+01,4.943844657763109751e+01,5.354026522174414993e+01,7.848464818042849345e+01,2.234278407012167023e+01,6.601333198680148939e+01,3.798736632099303989e+01,7.451389132232584700e+01
3.863262869664124111e+01,1.646815108013899476e+01,2.104091252769117304e+01,2.169608259563887387e+01,1.323026832659069285e+01,1.839565166010181585e+01,3.708584635683321551e+01,2.123770232398153013e+01,nan,2.390313786936911100e+01,1.846943420908394273e+01,1.688549673565211862e+01,5.826010641938103163e+01,8.430041518290325087e+01,5.498363392857906717e+01,7.434406499510268418e+01,4.202130888013740559e+02,2.035166823629074031e+02,3.523634487314235031e+01,1.734358671076617497e+01,3.150365058221357017e+01,4.701318963872137147e+01,2.498959783589773309e+01,1.874459922245856802e+01,1.921665943900472939e+01,1.057135752872017918e+02,6.462692937169218510e+01,1.405287159266803485e+02,1.255910824859788164e+02,1.267002762427864440e+02,1.272062891526918094e+02,7.104364855487088448e+01,7.204443073544275933e+01,7.465440375485856350e+01,9.940865153498771178e+01,7.148818084123378469e+01,1.421278297871441794e+02,6.888250866504711212e+01,8.641573930714579888e+01,6.228579292265597189e+01,9.031677585038477218e+01,7.695193304916294608e+01,1.022803989041475745e+02,4.341244061320842462e+01,2.568112147091210318e+01,7.030675643212046566e+01,1.684280261705453086e+01,5.785360835765941090e+01,2.017919720919763193e+01,2.384952829724572609e+01,1.242577965377347127e+01,3.818690875128746853e+01,7.242320070253200015e+01,3.658196276837973215e+01,4.327031314881705981e+01,6.834032484562696652e+01,4.346216745623781463e+01,5.079212537401192407e+01,7.140084033119110529e+01,1.487548318540383185e+01,5.810335618529798296e+01,2.623890241622115482e+01,6.875463620739535031e+01
2.461544230754944351e+01,2.377898231613598767e+01,2.707914326563399499e+01,1.957140771630921705e+01,2.349808502846802583e+01,2.670430676864006969e+01,2.454057864028144564e+01,3.127682848372185020e+01,2.390313786936911100e+01,nan,1.708332520336894689e+01,2.224589849845761691e+01,4.256007518795815514e+01,6.806702579076090842e+01,4.057388322564609950e+01,5.894132675805899169e+01,4.104600345953365945e+02,1.873648846502230469e+02,4.686149805543533375e+01,1.961631973615664748e+01,2.968366554180942174e+01,3.391990566055690692e+01,3.118461158991408055e+01,2.234636435759170325e+01,2.386964599649615337e+01,8.900247187575675412e+01,5.047771785652427923e+01,1.241766483684178866e+02,1.102440928123180299e+02,1.108757863557227097e+02,1.110985148415513493e+02,5.618540735825430943e+01,5.748182321384664561e+01,5.919189133651639168e+01,8.353969116529839312e+01,5.715382751841394793e+01,1.267103784225626271e+02,5.263002945092588902e+01,7.344984683435596651e+01,4.871467951244792971e+01,7.566980903903490230e+01,6.324175835639494636e+01,8.647774280127134716e+01,3.981959316716212527e+01,2.477418010735879506e+01,5.376244042080396923e+01,2.643028565869393631e+01,4.288029850645821028e+01,3.205744843247493492e+01,1.490234880841446596e+01,2.178072542419157642e+01,2.256014184364243036e+01,5.676618711864565370e+01,2.456338738858856274e+01,2.799428513110890648e+01,5.160310068206388934e+01,2.971060416726470521e+01,3.790303417925876772e+01,5.530135622212702629e+01,1.890608367707937632e+01,4.299953488119769673e+01,2.015936506938058059e+01,5.324659613541501102e+01
