nan,3.633013074570511094e+02,7.860178115033141921e+01,5.138692440689592331e+02,3.460712065456958157e+02,1.062683395935957691e+02,1.251642121374988506e+02,1.246402824130402109e+02,6.038483253268173030e+02,4.838844490164912600e+02,8.680092165409918437e+01,2.998226142238024750e+02,1.080607236695926758e+02,5.782687264585568983e+02,3.354936661101021400e+02,3.008351043345856510e+02,1.030914157434935987e+02,5.086082972189895486e+02,2.567831770190477414e+02,3.099259266340703221e+02,3.088318636410610907e+02,3.810870766636083431e+02,2.584557215462806994e+02,7.042499556269022776e+01,9.613740167077456533e+01,9.017139235920978990e+01,1.324271875409151278e+02,8.098592470311844238e+01,1.156754079309247629e+02,1.140547237074896145e+02,1.443789458335054690e+02,1.387360083035684966e+02,1.243794195195161763e+02,1.251699644483124274e+02,1.099847262123707168e+02
3.633013074570511094e+02,nan,3.206543310170619634e+02,2.637195480050984315e+02,2.060058251603274471e+02,4.664382488604497894e+02,4.871078730630202358e+02,4.473883324361520408e+02,3.406720417058076009e+02,2.455736142178162993e+02,3.888880558721096463e+02,3.165445940148211434e+02,4.721955527109547575e+02,3.087271934896614880e+02,2.655075140179699247e+02,2.635037760639928024e+02,4.612064179952355971e+02,1.995567087321328188e+02,1.964118122720837221e+02,1.711775686239093659e+02,1.815713633808665861e+02,1.539002274202597107e+02,2.030353663774252482e+02,3.696194800061326760e+02,3.996334320349180302e+02,3.821402883758876214e+02,4.172822545951332245e+02,3.737603510272310245e+02,4.245613265477690561e+02,4.180767393673378365e+02,5.048616444135984125e+02,4.324419961104547383e+02,4.819103651095326200e+02,4.877540363749079120e+02,4.718396337740105650e+02
7.860178115033141921e+01,3.206543310170619634e+02,nan,4.491625986210303267e+02,2.824376745407813587e+02,1.885078247712474990e+02,2.062809734318646235e+02,2.063182008451872207e+02,5.367074435854237890e+02,4.182651790431517043e+02,1.533038812294639115e+02,2.424914019094059938e+02,1.902419512095218010e+02,5.109412490688083039e+02,2.958131842903415532e+02,2.788679974468119553e+02,1.826883685405717870e+02,4.648941384874523806e+02,2.197307443213202305e+02,2.709892986817086467e+02,2.737546346639508101e+02,3.368491650575768972e+02,2.244281622257053357e+02,1.270477075747821800e+02,1.551690690827171295e+02,1.465654802468588400e+02,1.849834587199464409e+02,1.364551208273729799e+02,1.708037470315023256e+02,1.667947241371842324e+02,2.269276536696916935e+02,1.945867415833014888e+02,2.045447628271274709e+02,2.049842920811178146e+02,1.901561463639888245e+02
5.138692440689592331e+02,2.637195480050984315e+02,4.491625986210303267e+02,nan,1.556544891739438867e+02,6.240990946957095957e+02,6.573079643515578709e+02,6.058968889175920367e+02,9.850563435650190058e+01,5.090068761814405462e+01,5.255316546127452284e+02,2.826016277376854191e+02,6.404199871958937820e+02,9.304278585687347913e+01,2.839349221212387420e+02,3.110225715281775365e+02,6.334753665297577072e+02,1.280499902382574930e+02,2.915459483512169641e+02,2.490191960472171502e+02,2.570207773702368854e+02,2.053087431162876157e+02,3.000954514817353243e+02,5.290675571229055549e+02,5.682713436378809320e+02,5.499687263835999147e+02,5.911673874631484296e+02,5.399276988634940153e+02,5.966428747584435541e+02,5.892067888271413949e+02,6.779286098107986618e+02,6.053855630918260431e+02,6.542501050821443869e+02,6.549651593787355068e+02,6.397493259082040140e+02
3.460712065456958157e+02,2.060058251603274471e+02,2.824376745407813587e+02,1.556544891739438867e+02,nan,4.651332712244918071e+02,4.892779986878736622e+02,4.468721517391603584e+02,2.484553883496950561e+02,1.344577256984344729e+02,3.832626253628228596e+02,1.594099118624091318e+02,4.724782323028110227e+02,2.351302617699699340e+02,1.821954993955546058e+02,2.084633301086584822e+02,4.657245537868922156e+02,2.363996615902794929e+02,1.659079262723653301e+02,1.578125470296825767e+02,1.673597323133455461e+02,1.681047292612643389e+02,1.743284256797790874e+02,3.670559630356204366e+02,4.051123301011961075e+02,3.878721438824768484e+02,4.291899346442987166e+02,3.779244368918297710e+02,4.320166663451761337e+02,4.255095768604922455e+02,5.102532704451749055e+02,4.426988140937357912e+02,4.863907893864875405e+02,4.870181926786771101e+02,4.716349435739601290e+02
1.062683395935957691e+02,4.664382488604497894e+02,1.885078247712474990e+02,6.240990946957095957e+02,4.651332712244918071e+02,nan,2.483867951393412454e+01,2.808273490981337517e+01,7.131629827746158981e+02,5.991078700868541773e+02,9.731186977961829143e+01,3.904141390882248857e+02,1.578353572560111928e+01,6.951596075722362684e+02,4.498033348031277114e+02,4.146584136370771603e+02,1.755904325424220502e+01,6.235380341246298030e+02,3.590077436490620926e+02,4.155776702374766387e+02,4.143239312421990803e+02,4.920656866720146922e+02,3.570351243225298958e+02,1.127013753243993364e+02,8.886664166048251445e+01,1.005393455320323852e+02,9.145053307667751596e+01,1.091208504365876308e+02,7.033747223203744170e+01,7.550046357473456737e+01,4.145744806398945315e+01,8.812899636329422037e+01,2.617479703845505412e+01,3.107410497511647662e+01,2.357286575734999801e+01
1.251642121374988506e+02,4.871078730630202358e+02,2.062809734318646235e+02,6.573079643515578709e+02,4.892779986878736622e+02,2.483867951393412454e+01,nan,1.821208390041924829e+01,7.463678449665422932e+02,6.268920162196891397e+02,1.072470046202269742e+02,4.300679016155469299e+02,2.071907333825818753e+01,7.187765160326238174e+02,4.673462099985603118e+02,4.291489251996269445e+02,2.787974174919486003e+01,6.431350713497120068e+02,3.789186720128818706e+02,4.350567779037445462e+02,4.337121626148003770e+02,5.118362238060036020e+02,3.770799384745874931e+02,1.248993194536505484e+02,9.701463807081364621e+01,1.098231305327445710e+02,9.093646133431921896e+01,1.195611977190300337e+02,7.331793777792665878e+01,7.961205938796598502e+01,2.429156232119563796e+01,8.581095501167739314e+01,2.092271492908274411e+01,2.320344802010667706e+01,2.419586741579913891e+01
1.246402824130402109e+02,4.473883324361520408e+02,2.063182008451872207e+02,6.058968889175920367e+02,4.468721517391603584e+02,2.808273490981337517e+01,1.821208390041924829e+01,nan,6.990777925238328407e+02,5.817562376115954521e+02,9.270857565513014720e+01,3.935296685130535934e+02,2.296083622169843252e+01,6.760513589957490694e+02,3.987287799996316835e+02,3.492109963904701431e+02,2.299913041828447291e+01,5.753799440369830336e+02,3.406541941617655311e+02,3.880282463945168274e+02,3.818121003844573238e+02,4.617632293719435665e+02,3.414193901933364828e+02,1.023851551739359849e+02,8.623781073287872800e+01,9.261792483100066420e+01,1.111740977026479271e+02,1.008309476302268735e+02,8.480188677143365794e+01,8.761004508611512165e+01,2.695180884459816895e+01,1.061500824304716986e+02,2.254950110297815513e+01,2.334095113755118334e+01,2.651188412792862792e+01
6.038483253268173030e+02,3.406720417058076009e+02,5.367074435854237890e+02,9.850563435650190058e+01,2.484553883496950561e+02,7.131629827746158981e+02,7.463678449665422932e+02,6.990777925238328407e+02,nan,1.195330916524573439e+02,6.223147756561667165e+02,3.555959504831333220e+02,7.295709424038178668e+02,3.393641112430211138e+01,3.731862805623969734e+02,4.018443479756641636e+02,7.227426651305382848e+02,1.736115203550666024e+02,3.781720243487118296e+02,3.338387634772278147e+02,3.429880464389020176e+02,2.799008395843032417e+02,3.850140776647149892e+02,6.233092330456875061e+02,6.617761555087885199e+02,6.444579738043382804e+02,6.857545916725664483e+02,6.343662033872852817e+02,6.897739919712835217e+02,6.827648497103574528e+02,7.667844547198332066e+02,6.995144601793507491e+02,7.438406280917903359e+02,7.441177326203190887e+02,7.291212244887715315e+02
4.838844490164912600e+02,2.455736142178162993e+02,4.182651790431517043e+02,5.090068761814405462e+01,1.344577256984344729e+02,5.991078700868541773e+02,6.268920162196891397e+02,5.817562376115954521e+02,1.195330916524573439e+02,nan,5.101351977662386048e+02,2.670325822816334949e+02,6.099777045105802245e+02,1.016905108649517473e+02,2.795527857131949077e+02,3.077279317839004875e+02,6.031033079000673069e+02,1.705811243953893097e+02,2.648561873923236476e+02,2.306352965181236812e+02,2.406551059088286593e+02,1.961309766456451484e+02,2.729506915177133237e+02,5.044720012052198399e+02,5.427398640232753451e+02,5.249326051980314105e+02,5.661856939202940566e+02,5.148570286982674133e+02,5.698959905105541566e+02,5.632549689083983822e+02,6.474953590567333777e+02,5.801719745041021952e+02,6.241346008674654513e+02,6.248177974417858422e+02,6.095381858423675112e+02
