nan,4.181482990519150178e+01,2.709391075499991075e+01,6.270183410395598855e+01,2.319655146783641797e+01,1.452721583786933479e+01,3.562695608664920144e+01,2.918629815512939629e+01,1.967333220377334513e+01,2.079615349049027273e+01,3.260429419570180443e+01,3.733738073298508908e+01,4.541893878108407989e+01,3.624141277599510147e+01,2.312401349246895066e+01,3.761489066845692264e+01,5.217048974276537621e+01,5.853409262985203299e+01,2.363387399475305628e+01,1.912903552194923407e+01,6.534829760598178439e+01,7.507436313416128826e+01,5.413316912947203008e+01,5.210297496304766440e+01,4.923575936247936369e+01,4.756132882920701377e+01,3.359761896325202457e+01,2.815670435260519611e+01,1.795995545651323511e+01,2.271915491386253194e+01,3.618397435329653433e+01,3.438371707654666665e+01,3.212475680841802017e+01,4.765039349260334234e+01,4.757814624383632207e+01,4.203046514137232492e+01,5.063121566780675664e+01,6.361635009963914911e+01,4.199809519490083431e+01,2.604304129705723980e+01,2.048218738318782783e+01,3.627891949879479938e+01,3.237035680989648512e+01,4.922763451558529368e+01,2.279298137585478301e+01,1.697998822142796271e+01,4.992153843783178502e+01,6.162596855222649594e+01,6.063794191758177732e+01,6.779616508328481927e+01,7.728596250290213732e+01,7.592733368161893281e+01,5.571929647797188778e+01,5.514054769405267820e+01,7.105378244681990907e+01
4.181482990519150178e+01,nan,2.014745641514009478e+01,3.293144394040550083e+01,5.116248625701997810e+01,4.109501186275567619e+01,6.593208627064561256e+01,4.341981114652737972e+01,4.657896520963254261e+01,4.340138246646167630e+01,6.664653029228081493e+01,7.671245009775292090e+01,6.611989110698897321e+01,7.570468941882056413e+01,5.956240424966120628e+01,7.670932146747267666e+01,8.986478731961543076e+01,9.738155882917477868e+01,5.240763303183942412e+01,4.319259195741734914e+01,3.242221460665964372e+01,4.234146903450571386e+01,2.659924810967359221e+01,2.711457172813026517e+01,5.645517395834185237e+01,2.063007513316389208e+01,2.133541656494664807e+01,2.438688171948457040e+01,4.587984306860580830e+01,4.843634998634846767e+01,1.962039754947413073e+01,2.301651580930484897e+01,2.298521263769591627e+01,2.725582506548007800e+01,2.554995107627489048e+01,1.789748585695964778e+01,2.488051446413406254e+01,1.020446960895162363e+02,8.117043796851227455e+01,6.133710133353041982e+01,3.184964677983575854e+01,6.938933635653273768e+01,6.460712035062449843e+01,2.386629422428048741e+01,2.856571371417332017e+01,3.216208948436073456e+01,2.455361480515787775e+01,3.522726217008395366e+01,3.320000000000252527e+01,4.163652242923340907e+01,4.839504106827398289e+01,4.891789038787310773e+01,3.126659559338060745e+01,3.120769135966293817e+01,4.447381251928042190e+01
2.709391075499991075e+01,2.014745641514009478e+01,nan,4.066841526295392839e+01,3.939746184717931499e+01,2.986904752414702102e+01,5.512603740522276752e+01,3.603997780243378202e+01,3.491017043785261365e+01,3.169858040983300640e+01,5.382044221297051223e+01,6.201548193798684139e+01,5.983042704176219928e+01,6.046089645381683653e+01,4.574363343678752614e+01,6.216751563315004603e+01,7.682603725300262454e+01,8.424041785271495542e+01,4.226393261399509527e+01,3.120512778375901775e+01,4.212932470383503158e+01,5.185518296178360487e+01,3.280731625719704425e+01,3.373306982769239681e+01,5.253417935020991791e+01,2.769548699698164640e+01,1.850405360996152737e+01,1.705520448426440439e+01,3.098644865098629708e+01,3.651629773128600220e+01,1.771327186040177537e+01,1.891454466804466605e+01,2.133541656492876015e+01,3.148841056642664071e+01,2.905718499784275011e+01,2.206173157299399179e+01,2.805138142767347631e+01,8.972223804611027731e+01,6.751829381730684077e+01,5.022031461470283631e+01,2.102569856159693629e+01,5.788540403241484000e+01,5.248847492545338866e+01,2.992524018283229026e+01,1.831283702758348042e+01,2.139158713141211265e+01,3.250846043724752832e+01,3.960606014235624173e+01,4.002799020685863951e+01,4.688880463394147569e+01,5.623522028053400845e+01,5.345951739400559433e+01,3.359047484034677922e+01,3.483676219168459909e+01,4.943844657753813721e+01
6.270183410395598855e+01,3.293144394040550083e+01,4.066841526295392839e+01,nan,7.601368297878990177e+01,6.570357676717415529e+01,9.172218924556948139e+01,7.333975729439552538e+01,7.283076273113952936e+01,6.695311792589748734e+01,9.136213657746206707e+01,9.931283904913480853e+01,9.387481025279484470e+01,9.520840299049649502e+01,8.076732012391525473e+01,1.002492892742978228e+02,1.158861510276328914e+02,1.228143314112840869e+02,7.655481696145022852e+01,6.624801883830707538e+01,1.664692163734345698e+01,1.505191017782917129e+01,1.498799519615299047e+01,1.646815108020873097e+01,5.624458492453503311e+01,1.896523134580458603e+01,3.399294044356893352e+01,3.895227849561529609e+01,6.714759861678119535e+01,7.106166336359011382e+01,3.315901084170921109e+01,3.504054794093111980e+01,3.998399679872883894e+01,2.188332698653464092e+01,1.967739820198868017e+01,2.633628675422846044e+01,1.898209682835918954e+01,1.290010852667452639e+02,1.062532823022482091e+02,8.834296802800940895e+01,4.555611923771222393e+01,9.732502247623529001e+01,9.028045192620702153e+01,1.914993472570753852e+01,4.702509968091938219e+01,4.926824535133945204e+01,1.675708805241560739e+01,1.417603611736683078e+01,1.059056183586497291e+01,1.656502339267193591e+01,2.064558064090074296e+01,2.135415650406317667e+01,1.627267648544374268e+01,1.735741916299861387e+01,1.769971751186875863e+01
2.319655146783641797e+01,5.116248625701997810e+01,3.939746184717931499e+01,7.601368297878990177e+01,nan,2.406989821333178980e+01,2.549980392081981861e+01,2.233203976351600417e+01,2.020692950450121828e+01,2.484512024525348650e+01,3.111526956333482019e+01,3.389159187764507664e+01,4.048110670423616853e+01,3.623699766809671985e+01,2.618396455846678350e+01,3.329144034131100938e+01,4.648956872243346083e+01,5.149788345166715686e+01,2.301303978182519927e+01,2.085377663635448187e+01,7.684998373456319598e+01,8.762921887132394261e+01,6.749222177407558831e+01,6.701164077978535261e+01,6.448069478533679444e+01,6.224467848740102482e+01,4.863414438437185083e+01,4.203998097049511529e+01,2.187601426220011192e+01,3.180440221102127296e+01,4.594779646511808835e+01,4.726436289636464494e+01,4.536959334179850600e+01,6.354337101539530863e+01,6.247047302527107604e+01,5.394515733591808271e+01,6.308977730187582722e+01,5.445732273990742556e+01,3.821203998745184549e+01,2.237856116909906135e+01,3.599111001347203853e+01,2.689535275834664674e+01,2.457315608544526953e+01,6.233458109269959380e+01,3.689769640501857140e+01,3.409633411380425372e+01,6.472464754633777773e+01,7.558941724871274914e+01,7.384849355268279680e+01,8.155685133696488265e+01,9.140240697049524954e+01,8.895032321470471004e+01,6.949532358367744678e+01,6.613682786466196717e+01,8.422351215664231461e+01
1.452721583786933479e+01,4.109501186275567619e+01,2.986904752414702102e+01,6.570357676717415529e+01,2.406989821333178980e+01,nan,3.424383156127757388e+01,2.805423319212517441e+01,2.096854787531320241e+01,1.673320053069053159e+01,3.429052347224305208e+01,4.012380839351407502e+01,4.227907283755008194e+01,3.840208327683059508e+01,2.738758842984728759e+01,4.075291400624302440e+01,5.381895576838191886e+01,6.099468829330191966e+01,2.340939982140353237e+01,1.566141756035931820e+01,6.573522647711965305e+01,7.733976984709512692e+01,5.675350209456986761e+01,5.570493694459532463e+01,5.108894205206268424e+01,5.119374961848168937e+01,3.527945577811583178e+01,2.987172576199515461e+01,2.009178936779171920e+01,2.254595307367211632e+01,3.632079294289118110e+01,3.289498442011959867e+01,3.052605444537070412e+01,5.072119872399179030e+01,5.090225928190912441e+01,4.471957065985791502e+01,5.263306945257921399e+01,6.515826885361140342e+01,4.338294595807803944e+01,2.759130297761775452e+01,2.539291239690774660e+01,3.715696435390520236e+01,3.155439747487212543e+01,5.289536841728865824e+01,2.386294198116038245e+01,2.289454083409387053e+01,5.332466596238734269e+01,6.474812738603515072e+01,6.463064288710037886e+01,7.165137821423918751e+01,8.041890325041629239e+01,7.845814170626283612e+01,5.955031486063084856e+01,5.602713628233854593e+01,7.406591658786530274e+01
3.562695608664920144e+01,6.593208627064561256e+01,5.512603740522276752e+01,9.172218924556948139e+01,2.549980392081981861e+01,3.424383156127757388e+01,nan,3.268271714533141648e+01,2.716762779482520784e+01,3.488724695354628125e+01,2.350829640787005914e+01,2.762607463974046595e+01,2.842815505800401610e+01,3.363093813741571836e+01,3.194745686280226238e+01,2.266627450647187203e+01,3.308171700505278778e+01,3.665187580465894257e+01,3.405407464611178625e+01,3.225647221878637794e+01,9.201738966089628491e+01,1.042849941267014486e+02,8.417505568753138334e+01,8.464797693980878535e+01,7.719689112910177187e+01,7.913431619719381160e+01,6.417102149726265736e+01,5.751938803570780578e+01,2.792848008768603663e+01,3.520227265392850313e+01,6.217266280282967017e+01,6.129665569995710683e+01,6.023420954905869706e+01,7.672287794394765115e+01,7.983082111568037931e+01,6.914564339132151360e+01,8.001799797546827619e+01,3.971901307931785396e+01,2.627546383982796385e+01,1.893990496283739944e+01,4.875407675264242613e+01,1.780786343159696017e+01,1.791535654130071720e+01,8.008695274510886009e+01,5.034600282048900510e+01,4.711178196584438638e+01,8.318076700775678489e+01,9.316394152246363092e+01,9.178060797356920375e+01,9.923708984044255033e+01,1.087566089945743073e+02,1.066740830755032903e+02,8.739610975325074094e+01,7.837856849928608938e+01,1.021222796455303268e+02
2.918629815512939629e+01,4.341981114652737972e+01,3.603997780243378202e+01,7.333975729439552538e+01,2.233203976351600417e+01,2.805423319212517441e+01,3.268271714533141648e+01,nan,2.701999259810282794e+01,2.852928320161807108e+01,3.666496965768619987e+01,4.686832619157114266e+01,3.789036816919374928e+01,5.070069033062595310e+01,4.181482990522272303e+01,4.443062007219968734e+01,5.667168605221468880e+01,6.110240584461754310e+01,3.537456713514119855e+01,3.149857139622235636e+01,7.287139356428157555e+01,8.356267109184024378e+01,6.490978354609696055e+01,6.417476139418864989e+01,6.677484556328295184e+01,5.890059422451129478e+01,4.476784560373226185e+01,4.221658441901471548e+01,3.040263146512474890e+01,3.580391040098298561e+01,4.485532298403077789e+01,4.559824558034456032e+01,4.303858733740127462e+01,6.017308368364557936e+01,6.065377152330939481e+01,5.093054093564299478e+01,6.130318099413600663e+01,6.492580380714525745e+01,4.876392108927522884e+01,2.989849494536694507e+01,3.659289548538156112e+01,3.560449409837143264e+01,3.383016405512988456e+01,6.107176106843750318e+01,3.680652116136751317e+01,3.777406517706424438e+01,6.338832700108651608e+01,7.368364811815928306e+01,7.204665155300081381e+01,8.080990038357455774e+01,8.807360558084134539e+01,8.810266738302082956e+01,6.859620980780628940e+01,6.675088014400897407e+01,8.264913792654100178e+01
1.967333220377334513e+01,4.657896520963254261e+01,3.491017043785261365e+01,7.283076273113952936e+01,2.020692950450121828e+01,2.096854787531320241e+01,2.716762779482520784e+01,2.701999259810282794e+01,nan,2.118867622107419990e+01,2.568423641064985219e+01,3.515451606833634202e+01,3.334186557462994926e+01,3.664751014735002599e+01,2.636057662492872922e+01,3.403997649819944371e+01,4.646547105111795162e+01,5.390153986671211328e+01,2.561874313864602470e+01,1.988366163461940062e+01,7.346836053704335256e+01,8.478490431675808736e+01,6.446704584514587566e+01,6.353455752582372895e+01,6.123136451205433417e+01,5.783009597084075182e+01,4.483034686462199403e+01,3.664969304101063585e+01,1.720929981153767585e+01,2.308592644885076695e+01,4.274576002364780436e+01,4.242829244734590333e+01,4.041781785300606344e+01,5.595426704013861041e+01,5.877958829390071571e+01,5.031103258727973326e+01,6.117515835694417348e+01,5.716502427182616941e+01,3.759361647942777296e+01,2.118867622108014359e+01,3.066724637130197806e+01,2.791128803909710854e+01,2.517776797098591501e+01,5.950731047524236317e+01,2.989046670757447899e+01,2.987440375977604390e+01,6.066564101696261702e+01,7.357608307049810037e+01,7.228277803185032724e+01,7.947729235446649909e+01,8.890084364053203103e+01,8.780159451856258102e+01,6.729279307623302486e+01,6.313414290222893754e+01,8.340743372146346246e+01
2.079615349049027273e+01,4.340138246646167630e+01,3.169858040983300640e+01,6.695311792589748734e+01,2.484512024525348650e+01,1.673320053069053159e+01,3.488724695354628125e+01,2.852928320161807108e+01,2.118867622107419990e+01,nan,3.390103243264724853e+01,3.818271860407719487e+01,4.327031314884896318e+01,3.737164700678231100e+01,2.853208720021140010e+01,4.029292741911289255e+01,5.157053422254066533e+01,6.051432888169767210e+01,2.790555500250252408e+01,1.737124060049843521e+01,6.761893226010263902e+01,7.920202017626711211e+01,5.867742325631396483e+01,5.922026680117100028e+01,5.818178409091438397e+01,5.359999999997279474e+01,3.993795187540236924e+01,3.300181813174879863e+01,2.304430515340713015e+01,2.066494616506879467e+01,3.771683974033575026e+01,3.824133888873322462e+01,3.393405369238583091e+01,5.266953578688156767e+01,5.363282576929063339e+01,4.663046214652639776e+01,5.401333168763365933e+01,6.286238939143704130e+01,4.255067567036672216e+01,2.578061287096045717e+01,2.985297305130275447e+01,3.692153842948745535e+01,3.326980613114471907e+01,5.520289847461518207e+01,2.863005413891063355e+01,2.638484413451177701e+01,5.801654936302374921e+01,6.678442932302272084e+01,6.645900992338680169e+01,7.377696117352819272e+01,8.303348722051748609e+01,8.029246539991163445e+01,6.006662967067800452e+01,5.902541825343281090e+01,7.642617352713077139e+01
