3.260429419570180443e+01,6.664653029228081493e+01,5.382044221297051223e+01,9.136213657746206707e+01,3.111526956333482019e+01,3.429052347224305208e+01,2.350829640787005914e+01,3.666496965768619987e+01,2.568423641064985219e+01,3.390103243264724853e+01,nan,2.578681833809243074e+01,3.003198295150395580e+01,3.232336616130267259e+01,2.786826151736692836e+01,2.505673562133739196e+01,3.354280846920650561e+01,4.117086348380944827e+01,3.583741062075693407e+01,3.515679166253422494e+01,9.168467701858850205e+01,1.036687030882422391e+02,8.243203260868916971e+01,8.256585250573425583e+01,7.109205300176104458e+01,7.692385845762190399e+01,6.059438917928085289e+01,5.574226403733363355e+01,2.788261106856301197e+01,3.249615361855823181e+01,6.276049712998088381e+01,5.935115837114693704e+01,5.825736005000111817e+01,7.594208319505229099e+01,7.744210740933121428e+01,6.971714279861957664e+01,7.927572137797611163e+01,4.028498479579516811e+01,2.444913086390846146e+01,1.777638883466022079e+01,4.830072463223739021e+01,2.407986710924345175e+01,2.498319435150290602e+01,7.852540990022903600e+01,4.833052865424131284e+01,4.514509940180938941e+01,8.002499609490311627e+01,9.204781366223531336e+01,8.978908619648245804e+01,9.793058766291659367e+01,1.068703887894543811e+02,1.060965597934167448e+02,8.635554411850301904e+01,7.690513636939235198e+01,1.003059320279707549e+02
3.733738073298508908e+01,7.671245009775292090e+01,6.201548193798684139e+01,9.931283904913480853e+01,3.389159187764507664e+01,4.012380839351407502e+01,2.762607463974046595e+01,4.686832619157114266e+01,3.515451606833634202e+01,3.818271860407719487e+01,2.578681833809243074e+01,nan,4.418868633484982666e+01,2.002398561720814030e+01,2.698443996082398044e+01,1.378114654157262642e+01,2.594763958430515061e+01,2.799257044287344698e+01,4.044354089347847037e+01,3.835622504889074946e+01,1.012632213589501191e+02,1.117103397183886244e+02,9.062096887587398442e+01,9.012080780815439596e+01,7.530312078527022379e+01,8.522534834191192488e+01,6.931781877693271099e+01,6.193674192263521405e+01,3.588648770773873053e+01,3.814079181142509611e+01,6.951028700854240583e+01,6.712376628287618985e+01,6.448565732005222628e+01,8.104122407762743308e+01,8.315575746756408648e+01,7.844080570723384938e+01,8.783621121155566414e+01,3.334186557465653777e+01,1.666133247962822495e+01,2.613197275370610129e+01,5.289688081542919207e+01,2.449489742787429591e+01,2.618396455846152193e+01,8.440284355402179983e+01,5.475472582343212480e+01,5.081259686336035486e+01,8.833300628876747851e+01,9.930478336912754855e+01,9.732502247623979486e+01,1.051391458973059940e+02,1.154317114141594942e+02,1.133941797447927229e+02,9.274308599567218891e+01,8.831398530249092005e+01,1.085113818914971660e+02
4.541893878108407989e+01,6.611989110698897321e+01,5.983042704176219928e+01,9.387481025279484470e+01,4.048110670423616853e+01,4.227907283755008194e+01,2.842815505800401610e+01,3.789036816919374928e+01,3.334186557462994926e+01,4.327031314884896318e+01,3.003198295150395580e+01,4.418868633484982666e+01,nan,5.319248067160882698e+01,5.021712855192073022e+01,3.901794458965616741e+01,4.142463035440716368e+01,4.967639278370003808e+01,4.886552977303508527e+01,4.707440918373919203e+01,9.319570805571918015e+01,1.057044937549821242e+02,8.680184329840616897e+01,8.828771148920095868e+01,8.128665327101073501e+01,8.268107401329945105e+01,6.842104939276620712e+01,6.301237973604367681e+01,4.535372090580779059e+01,4.334235803461444192e+01,6.629630457272266142e+01,6.410865776167236163e+01,6.349425170830781440e+01,8.234269852269900980e+01,8.326247654255122654e+01,7.337029371618149298e+01,8.360861199661431442e+01,4.957580054819466397e+01,3.983365411306709802e+01,2.718234721275228694e+01,5.975148533718919452e+01,3.284143724022966637e+01,3.153664535111581202e+01,8.506374080653330338e+01,5.664485854866494208e+01,5.484961257843267646e+01,8.642407072113901734e+01,9.696184816721300592e+01,9.539224287117266954e+01,1.034980193047568235e+02,1.117468567790782430e+02,1.106952573509808389e+02,9.206953893662480937e+01,8.826414900740205383e+01,1.055696926206249628e+02
3.624141277599510147e+01,7.570468941882056413e+01,6.046089645381683653e+01,9.520840299049649502e+01,3.623699766809671985e+01,3.840208327683059508e+01,3.363093813741571836e+01,5.070069033062595310e+01,3.664751014735002599e+01,3.737164700678231100e+01,3.232336616130267259e+01,2.002398561720814030e+01,5.319248067160882698e+01,nan,2.013951340032237880e+01,2.257077756742492625e+01,3.013834766538028376e+01,3.451005650530538560e+01,3.895227849562247968e+01,3.566510900027487452e+01,9.838129903594554548e+01,1.081325112997940323e+02,8.715228052095383759e+01,8.609668983185332536e+01,6.994054618030450854e+01,8.171756237189538297e+01,6.647826712548908290e+01,5.839178024344990803e+01,3.597999444139335878e+01,3.659726765757411471e+01,6.676526042789487292e+01,6.381473184148177324e+01,6.096293956167330919e+01,7.658302684014319084e+01,7.947225931102718732e+01,7.615983193260771600e+01,8.371284250340954713e+01,3.917754458879078072e+01,2.365417510711148097e+01,2.967827488246124190e+01,5.086767146236425674e+01,3.400000000000925837e+01,3.023904760406570347e+01,8.012989454629047259e+01,5.202153400272885619e+01,4.775102093154146132e+01,8.475942425478520192e+01,9.588159364543854224e+01,9.336980239876794485e+01,1.003936252956662116e+02,1.114572563810779968e+02,1.087411605602762705e+02,8.862866353498949934e+01,8.624337655726658625e+01,1.046716771624930118e+02
2.312401349246895066e+01,5.956240424966120628e+01,4.574363343678752614e+01,8.076732012391525473e+01,2.618396455846678350e+01,2.738758842984728759e+01,3.194745686280226238e+01,4.181482990522272303e+01,2.636057662492872922e+01,2.853208720021140010e+01,2.786826151736692836e+01,2.698443996082398044e+01,5.021712855192073022e+01,2.013951340032237880e+01,nan,2.871654575322565250e+01,3.902614508247263103e+01,4.527038767228475535e+01,2.915064321759148314e+01,2.351850335367708311e+01,8.300746954337549255e+01,9.270167204537007422e+01,7.148370443676063246e+01,6.854837707781744882e+01,5.361193896877954757e+01,6.508701867498713511e+01,5.090854545167970002e+01,4.348976891182561388e+01,2.849561369754175288e+01,2.673424769847778038e+01,5.388135113383023622e+01,5.117655713313504151e+01,4.350816015416260285e+01,6.277706587600538057e+01,6.284075110943528841e+01,6.042251236090673672e+01,6.923698433639897587e+01,5.031421270371011190e+01,3.148332892188736665e+01,2.368797163114282966e+01,3.719139685463677125e+01,3.300908965719233379e+01,2.809412750024933558e+01,6.566216566640090946e+01,3.769986737376861186e+01,3.297028965599275807e+01,6.680479024740589011e+01,7.926159221205493566e+01,7.807073715552505178e+01,8.416174903122403350e+01,9.492986885061715441e+01,9.341691495651279808e+01,7.285163004355024441e+01,7.273513593854005421e+01,8.815894736207994242e+01
3.761489066845692264e+01,7.670932146747267666e+01,6.216751563315004603e+01,1.002492892742978228e+02,3.329144034131100938e+01,4.075291400624302440e+01,2.266627450647187203e+01,4.443062007219968734e+01,3.403997649819944371e+01,4.029292741911289255e+01,2.505673562133739196e+01,1.378114654157262642e+01,3.901794458965616741e+01,2.257077756742492625e+01,2.871654575322565250e+01,nan,2.338888624960746299e+01,2.490236936514697419e+01,3.925098724875054756e+01,3.779312106715731545e+01,1.015204412913925154e+02,1.125991118970362095e+02,9.137877215197894998e+01,9.083171252376737925e+01,7.656317652765326898e+01,8.640555537690686094e+01,7.062124326297323762e+01,6.280891656441431792e+01,3.540169487478679855e+01,4.035839441799011951e+01,7.020883135331801839e+01,6.860903730562547764e+01,6.636143458365712888e+01,8.252611707817330000e+01,8.473015991959644566e+01,7.814448157099923264e+01,8.817165077281961771e+01,2.809412750015225058e+01,1.593486742965377800e+01,2.386294198127253452e+01,5.343257433437313608e+01,2.043526363911336219e+01,2.104091252780094123e+01,8.545220886553676110e+01,5.573652303472656655e+01,5.057904704519400241e+01,8.963927710545753769e+01,1.003561657298412229e+02,9.828041513959053077e+01,1.059290328474263845e+02,1.166286414223288830e+02,1.141451707257113668e+02,9.370421548681612478e+01,8.981046709598172129e+01,1.095664182128417679e+02
5.217048974276537621e+01,8.986478731961543076e+01,7.682603725300262454e+01,1.158861510276328914e+02,4.648956872243346083e+01,5.381895576838191886e+01,3.308171700505278778e+01,5.667168605221468880e+01,4.646547105111795162e+01,5.157053422254066533e+01,3.354280846920650561e+01,2.594763958430515061e+01,4.142463035440716368e+01,3.013834766538028376e+01,3.902614508247263103e+01,2.338888624960746299e+01,nan,2.312124564112114911e+01,5.218428882334416841e+01,5.189990366079064188e+01,1.156885474020741214e+02,1.279562425206328697e+02,1.071111572153051696e+02,1.061176705360289958e+02,8.609483143607747024e+01,1.008745755877469321e+02,8.462907301872245114e+01,7.839183630971675143e+01,5.022668613398737847e+01,5.008792269596320779e+01,8.497623197105056647e+01,8.317595806479751275e+01,8.037711116981439829e+01,9.738008009855306568e+01,1.006204750535411705e+02,9.405530288079582135e+01,1.035049757257868066e+02,2.127909772518589548e+01,2.036467529813474897e+01,3.328903723450994789e+01,7.044316858293713324e+01,3.114096979860756775e+01,3.005062395357430916e+01,1.018579402894216770e+02,6.990278964390029159e+01,6.760828351615415954e+01,1.034353904618643014e+02,1.153110575791050394e+02,1.145907500629366353e+02,1.218477738819849208e+02,1.315495343967476458e+02,1.297523795543079075e+02,1.090761202096918652e+02,9.904584796946424774e+01,1.252709064387848912e+02
5.853409262985203299e+01,9.738155882917477868e+01,8.424041785271495542e+01,1.228143314112840869e+02,5.149788345166715686e+01,6.099468829330191966e+01,3.665187580465894257e+01,6.110240584461754310e+01,5.390153986671211328e+01,6.051432888169767210e+01,4.117086348380944827e+01,2.799257044287344698e+01,4.967639278370003808e+01,3.451005650530538560e+01,4.527038767228475535e+01,2.490236936514697419e+01,2.312124564112114911e+01,nan,5.902785782998679309e+01,5.723942697127421297e+01,1.236669074570869071e+02,1.351438936836919993e+02,1.138665886026291787e+02,1.129394882226556263e+02,9.553118862444625847e+01,1.084737756326634468e+02,9.244968361224472631e+01,8.499712936326714896e+01,5.587758047727859179e+01,5.940801292752443885e+01,9.234595822236856577e+01,9.043981424129633240e+01,8.775329053659046963e+01,1.045770146829817548e+02,1.073078561895661807e+02,1.007396644822854483e+02,1.105011131165594094e+02,1.680476123031965230e+01,2.570105056210987016e+01,4.165534779594700154e+01,7.618986809281733485e+01,3.368703014513202021e+01,3.814288924554336546e+01,1.084731856266736258e+02,7.760226800809057579e+01,7.305493823144077226e+01,1.115954120920558665e+02,1.231684375155126929e+02,1.210918329203355768e+02,1.283647303584458257e+02,1.389193722991696518e+02,1.366777231300041819e+02,1.165381997458437269e+02,1.087361577397242201e+02,1.322749862975285566e+02
2.363387399475305628e+01,5.240763303183942412e+01,4.226393261399509527e+01,7.655481696145022852e+01,2.301303978182519927e+01,2.340939982140353237e+01,3.405407464611178625e+01,3.537456713514119855e+01,2.561874313864602470e+01,2.790555500250252408e+01,3.583741062075693407e+01,4.044354089347847037e+01,4.886552977303508527e+01,3.895227849562247968e+01,2.915064321759148314e+01,3.925098724875054756e+01,5.218428882334416841e+01,5.902785782998679309e+01,nan,2.337862271383958301e+01,7.752264185389475415e+01,8.722751859356723969e+01,6.752421787774562745e+01,6.454641740639705461e+01,6.084340555875346723e+01,6.180485417835252804e+01,4.769737938291578416e+01,4.067038234406435748e+01,2.697554448009441330e+01,3.337544007199353047e+01,4.802166177878036990e+01,4.679145221080585060e+01,4.054232356439981544e+01,6.114638174084238642e+01,6.203740806964584209e+01,5.366563145996139639e+01,6.572427253310067385e+01,6.242563575971992407e+01,4.441441207538328939e+01,2.912043955707284226e+01,3.648561360319243363e+01,3.911214645095081721e+01,3.014100197408511761e+01,6.253063249319338013e+01,3.670422319023698776e+01,3.692587168909739859e+01,6.349299173927689566e+01,7.699974025931685162e+01,7.522765448957483159e+01,8.279420269561776990e+01,9.249778375730595315e+01,9.114384235921671973e+01,7.029537680385772092e+01,5.786328715174263948e+01,8.624615933490539987e+01
1.912903552194923407e+01,4.319259195741734914e+01,3.120512778375901775e+01,6.624801883830707538e+01,2.085377663635448187e+01,1.566141756035931820e+01,3.225647221878637794e+01,3.149857139622235636e+01,1.988366163461940062e+01,1.737124060049843521e+01,3.515679166253422494e+01,3.835622504889074946e+01,4.707440918373919203e+01,3.566510900027487452e+01,2.351850335367708311e+01,3.779312106715731545e+01,5.189990366079064188e+01,5.723942697127421297e+01,2.337862271383958301e+01,nan,6.753961800305337704e+01,7.867706146015234481e+01,5.768049930435546457e+01,5.675773075105670529e+01,5.585552792692033108e+01,5.183975308576886931e+01,3.850194800273460061e+01,3.182451884962724975e+01,1.846076921453586550e+01,2.209796370703923429e+01,3.748493030543200888e+01,3.745717554754639167e+01,3.231098884284448758e+01,5.268472264328959653e+01,5.175635226713068704e+01,4.539427276646397047e+01,5.350140185075947130e+01,6.252039667182629756e+01,4.130472127990453401e+01,2.678507046849125217e+01,2.834360598081832094e+01,3.594662710186932486e+01,3.157974034093058435e+01,5.312024096332514489e+01,2.735836252407868585e+01,2.202907170079444299e+01,5.581111000502036035e+01,6.645539857678896567e+01,6.530666122231687609e+01,7.149265696561988648e+01,8.132109197496207287e+01,7.959296451319070798e+01,5.978494793844987498e+01,5.609848482800666858e+01,7.466404757312764673e+01
6.534829760598178439e+01,3.242221460665964372e+01,4.212932470383503158e+01,1.664692163734345698e+01,7.684998373456319598e+01,6.573522647711965305e+01,9.201738966089628491e+01,7.287139356428157555e+01,7.346836053704335256e+01,6.761893226010263902e+01,9.168467701858850205e+01,1.012632213589501191e+02,9.319570805571918015e+01,9.838129903594554548e+01,8.300746954337549255e+01,1.015204412913925154e+02,1.156885474020741214e+02,1.236669074570869071e+02,7.752264185389475415e+01,6.753961800305337704e+01,nan,1.779887636897053227e+01,1.840869359842738362e+01,1.971395444859128787e+01,6.506929639489484885e+01,2.028595573285572939e+01,3.397646244095956547e+01,4.025518600132549096e+01,6.861719901014366485e+01,7.274393445505593547e+01,3.547167884370109903e+01,3.515679166245124065e+01,3.899948717618767091e+01,2.597537295207082408e+01,2.115088650639019008e+01,2.838027484011855250e+01,2.117734638705536554e+01,1.302545200751206096e+02,1.069728937628366481e+02,8.848683517905109852e+01,4.760672221455202191e+01,9.861683426266782249e+01,9.023081513541455934e+01,2.276839915338015174e+01,4.844460754305680439e+01,5.347298383309078673e+01,1.878297101120026369e+01,1.809751364138374896e+01,1.787959731070118252e+01,2.149976744070587742e+01,2.476126006483341513e+01,2.355589098304404772e+01,1.970583669879047761e+01,2.139532659259995029e+01,2.146252548061836052e+01
