nan,2.219909908079198857e+01,4.526543935496748361e+01,1.987561319784609992e+01,3.752332607861985281e+01,9.731762430308158685e+01,1.390591241163273253e+02,2.225434788979388827e+02,2.118051935151588907e+02,2.617479703849506834e+01,2.771281292116941586e+01,2.887490259727429631e+01,3.702755730533515077e+01,2.249266547127045257e+01,1.538310761845421659e+01,1.735280957104493638e+01,3.229365262719162644e+01,2.105991452991776569e+01,1.902419512103915977e+01,3.762127057931233765e+01,6.612473062328786000e+01,6.855887980415197092e+01,7.918282642092694346e+01,8.839456996897679630e+01,9.602333049845861979e+01,3.046571843880660424e+01,7.400432419797566297e+01,5.081102242631982335e+01,3.814288924552267446e+01,6.474689181733451449e+01
2.219909908079198857e+01,nan,3.819738210910668386e+01,2.104091252769117304e+01,3.131006228012647696e+01,9.058211744046496960e+01,1.300953496478244347e+02,2.142783236820735908e+02,2.042942975219768016e+02,2.679402918594638194e+01,2.140280355510501664e+01,3.618397435350120617e+01,4.586065852140839638e+01,2.251399564716717094e+01,2.136539257769524625e+01,2.196360626171971830e+01,2.854610306151229082e+01,1.895679297810341524e+01,2.273675438581883768e+01,3.435112807457915807e+01,5.808132229901364241e+01,6.282037885907749342e+01,7.145124211656727198e+01,8.219975669062708334e+01,8.706870850081737956e+01,2.791701989820516161e+01,6.802234926848230145e+01,4.387801271708529782e+01,3.401881832179060439e+01,5.895218401378621564e+01
4.526543935496748361e+01,3.819738210910668386e+01,nan,4.134343962464391353e+01,3.822250645886536091e+01,8.885673863027594166e+01,1.279974999755937972e+02,2.087294900103940449e+02,2.003580794477724396e+02,3.575695736486733978e+01,4.132795663952985876e+01,4.686832619161080515e+01,6.526132085696487195e+01,4.230366414396885943e+01,4.641551464764557267e+01,4.809490617525594303e+01,4.174014853841018891e+01,3.910396399340890383e+01,4.196570028000901686e+01,4.322036556983557887e+01,6.715712918221161942e+01,6.209025688466986281e+01,7.552059321799792713e+01,7.908678777140661964e+01,8.991284669054500966e+01,3.888032921686869514e+01,6.757987866225072082e+01,4.656006872841193456e+01,3.853517873325724707e+01,6.215593294281428882e+01
1.987561319784609992e+01,2.104091252769117304e+01,4.134343962464391353e+01,nan,2.994394763548083560e+01,8.889634413180921513e+01,1.305655390982119570e+02,2.145745558075377062e+02,2.035166823629074031e+02,2.077305947644878970e+01,2.046264890009457460e+01,3.550999859197491304e+01,4.371910337590147577e+01,2.042743253569420858e+01,1.804438971026050353e+01,2.136913662258792002e+01,2.457315608546802821e+01,1.306598637651810790e+01,1.874459922245856802e+01,3.263617624682675000e+01,5.650769859060996936e+01,6.178931946554597232e+01,7.204443073544275933e+01,8.082375888315202417e+01,8.641573930714579888e+01,2.384952829724572609e+01,6.731894235652397640e+01,4.327031314881705981e+01,3.181194744128377039e+01,5.810335618529798296e+01
3.752332607861985281e+01,3.131006228012647696e+01,3.822250645886536091e+01,2.994394763548083560e+01,nan,6.925084837037172747e+01,1.070274731085481221e+02,1.891636328684886905e+02,1.780355020774856314e+02,2.096091601044482289e+01,2.271915491388847030e+01,4.983813800707680741e+01,6.543515874505520458e+01,3.025227264181747344e+01,3.702539668946707252e+01,4.104631530363657532e+01,2.762028240246473842e+01,2.520952201067555976e+01,2.958377933936203874e+01,2.440983408363116425e+01,4.001199820056525169e+01,4.510787071009206528e+01,4.959516105428484423e+01,6.094587762926889951e+01,6.286620713868898491e+01,2.077305947631044347e+01,4.802166177883773202e+01,2.815102129599027236e+01,2.084994004779700205e+01,4.121941290211768916e+01
9.731762430308158685e+01,9.058211744046496960e+01,8.885673863027594166e+01,8.889634413180921513e+01,6.925084837037172747e+01,nan,4.642413165592509472e+01,1.226937651227710120e+02,1.126743981568132256e+02,7.361304232283981719e+01,7.771537814358458718e+01,1.113100175186742007e+02,1.322452267569527180e+02,7.656526627649239458e+01,1.004382397296807170e+02,1.056181802532824747e+02,6.735458410535650842e+01,7.971047609937721745e+01,8.347358863737420620e+01,6.311386535473651094e+01,4.480178567879768536e+01,3.109469408101302790e+01,2.785677655450601975e+01,1.858601624891615600e+01,2.545270123192860368e+01,7.057705009423047215e+01,2.684771871132524623e+01,5.170686608180246679e+01,6.324808297485360242e+01,3.562920150669150843e+01
1.390591241163273253e+02,1.300953496478244347e+02,1.279974999755937972e+02,1.305655390982119570e+02,1.070274731085481221e+02,4.642413165592509472e+01,nan,8.015385205966711624e+01,7.346400479152838159e+01,1.145467590113481435e+02,1.179647404947700551e+02,1.524844910146269683e+02,1.750995145624593761e+02,1.144454455188592732e+02,1.435297878490844425e+02,1.502941116611152381e+02,1.061561114586771168e+02,1.180881027030268342e+02,1.224045750779269213e+02,1.045424315768463686e+02,7.318032522475768076e+01,6.770760666281836393e+01,5.826147955541433276e+01,5.016931333002332849e+01,5.131705369552629037e+01,1.134442594404776088e+02,6.537277720889656507e+01,9.225269643762764815e+01,1.044620505255443987e+02,7.422991310790006025e+01
2.225434788979388827e+02,2.142783236820735908e+02,2.087294900103940449e+02,2.145745558075377062e+02,1.891636328684886905e+02,1.226937651227710120e+02,8.015385205966711624e+01,nan,3.204247181470974226e+01,1.994624776743764301e+02,2.018851158456276380e+02,2.364409440008714114e+02,2.594424791740940464e+02,1.973249097301087147e+02,2.270383227562989248e+02,2.326312102878617907e+02,1.880689235360102316e+02,2.008872320482024350e+02,2.055186609532113948e+02,1.886953099576533930e+02,1.564184132384068846e+02,1.505871176428790932e+02,1.367116673880674966e+02,1.335023595297182339e+02,1.275956112097722439e+02,1.967402348275349198e+02,1.478626389592723456e+02,1.751301230513954863e+02,1.873255988913566341e+02,1.552443235677326925e+02
2.118051935151588907e+02,2.042942975219768016e+02,2.003580794477724396e+02,2.035166823629074031e+02,1.780355020774856314e+02,1.126743981568132256e+02,7.346400479152838159e+01,3.204247181470974226e+01,nan,1.886461237343891355e+02,1.927086920717670750e+02,2.246365954157850808e+02,2.483748779567188478e+02,1.851217977440781510e+02,2.166242830340108014e+02,2.219722505179564109e+02,1.765242193015026544e+02,1.899355680224624336e+02,1.927153341070959414e+02,1.789417782408636981e+02,1.446352654091941758e+02,1.404694984685848738e+02,1.239625749974492237e+02,1.238812334455853090e+02,1.129311294550873157e+02,1.861216806285765415e+02,1.380301416358318249e+02,1.633048682679254284e+02,1.772947827772007656e+02,1.432139657994310369e+02
2.617479703849506834e+01,2.679402918594638194e+01,3.575695736486733978e+01,2.077305947644878970e+01,2.096091601044482289e+01,7.361304232283981719e+01,1.145467590113481435e+02,1.994624776743764301e+02,1.886461237343891355e+02,nan,1.809309260450623214e+01,4.060147780549331031e+01,5.453072528399838603e+01,1.753624817271222369e+01,2.810551547298595310e+01,3.415494107729846718e+01,1.977473135026921014e+01,1.603995012501494344e+01,2.084226475198057926e+01,2.107510379577145798e+01,4.330542691176930248e+01,4.650333321377931384e+01,5.740104528658073235e+01,6.534340058488332659e+01,7.213542818892805997e+01,1.534144712874266503e+01,5.209836849652046453e+01,3.025756103848205569e+01,1.886372179634042823e+01,4.488741471720267384e+01
