nan,4.092334297216964245e+01,2.692805228754023972e+01,3.572562105824227530e+01,4.368981574700505632e+01,1.591979899373336416e+01,4.622726468211034501e+01,2.461544230754944351e+01,3.058365576583000589e+01,3.548295365385210687e+01,2.634539808008297612e+01,4.096046874742192756e+01,2.496397404270254583e+01,4.991031957430592314e+01,2.322756982570150086e+01,3.937511904744026481e+01,1.924577875795626625e+01,4.106202138229462548e+02,3.604068811773586845e+02,2.569049629726875423e+02,4.018801811485552662e+02,2.118270993050892912e+02,2.236779828235103764e+02,2.043679035465058860e+02,9.204868277168637292e+01,2.638484413432831133e+01,9.746137696543024731e+01,8.587432678047875356e+01,1.093032478931996252e+02,1.060067922352200043e+02,6.981804924211402863e+01,7.485666303007691624e+01,7.784908477307604358e+01,6.340977842572716838e+01,7.916160685592326729e+01,5.118593556819992330e+01,2.552802381689481237e+01,3.225895224587866039e+01,3.876699627261490377e+01,4.322776885284827131e+01,3.289255234849818521e+01,2.296780355187284783e+01,5.824912016500731937e+01,4.033856715349385524e+01,2.803997146964985276e+01,4.372825173720761427e+01,2.066107451241016335e+01,3.779523779533127481e+01,7.292077893175425629e+01,3.334186557449707067e+01,1.083261741223891477e+02,2.578992051173239375e+01,3.501999428882535881e+01,9.254793352637793191e+01,9.306427886138969541e+01,9.383219063839509033e+01,4.282242403214682014e+01,4.179760758690679268e+01,6.752895675198996628e+01,4.092334297197277238e+01,1.084671378805597044e+02,3.790725524237445399e+01,3.506108954361371843e+01,5.652043878107103581e+01,4.796832288070984163e+01,1.558974021552805311e+01,3.850402576353611295e+01,1.859032006160872541e+01,3.463639704118102713e+01,1.622837022006226704e+01,2.465116630120163776e+01,3.659289548530336589e+01,3.497656358208289618e+01,2.216664160385109383e+01
4.092334297216964245e+01,nan,2.254240448576229028e+01,1.701763790856007219e+01,1.330864380766977995e+01,3.922448215077175604e+01,1.569713349630520760e+01,2.377898231613598767e+01,2.068042552785624011e+01,1.653118265608749482e+01,6.151032433652240172e+01,4.559999999997580034e+01,5.883128419466875414e+01,8.420546300579192689e+01,5.570062836272578011e+01,7.426116077726808840e+01,4.280747598256421327e+01,4.145644461359561888e+02,3.634501341312198974e+02,2.710869971061194406e+02,3.955781591544180742e+02,1.986514535562003232e+02,2.134962294749057605e+02,1.896172987889335673e+02,8.454300680714358407e+01,4.226582543846471651e+01,8.937203141921854410e+01,6.623352625362163337e+01,1.144251720558399370e+02,1.024656039849087392e+02,3.993394545990598488e+01,4.360000000001503651e+01,4.494441010826871263e+01,3.837290710894102830e+01,4.043167075453470716e+01,2.577750957707062440e+01,3.611537068882060453e+01,2.900482718431196005e+01,2.000399960002551225e+01,1.990778742117964129e+01,2.712342161298033005e+01,3.246413405594243784e+01,3.224406922224537198e+01,2.242855323008423341e+01,2.663831826513236933e+01,2.769548699693345029e+01,5.364624870409291191e+01,2.410974906542225327e+01,1.022905665249690799e+02,6.812224306344643310e+01,1.351354875671649154e+02,4.010386515040453048e+01,2.949711850325505225e+01,1.201039549722971458e+02,1.221245266111763641e+02,1.245715858452630158e+02,7.213431915531022298e+01,7.478288574258523624e+01,9.601916475373985804e+01,7.026236545968387759e+01,1.366068812322374413e+02,6.992224252696942699e+01,6.000666629640514316e+01,8.859435647945535663e+01,1.699411662890518215e+01,3.847700612067159653e+01,7.749064459660020532e+01,4.248293775157246444e+01,7.114829583344105401e+01,4.469451867956647817e+01,5.140894863741464604e+01,7.271973597319635019e+01,1.550225789993860737e+01,3.147570491684873772e+01
2.692805228754023972e+01,2.254240448576229028e+01,nan,1.766352173276252913e+01,2.364402672980584441e+01,2.598461083000567484e+01,2.597845260968356129e+01,1.957140771630921705e+01,1.501998668428978512e+01,1.795995545627225098e+01,4.497110183215766455e+01,3.758297486874770499e+01,4.048901085477096728e+01,7.067899263570080848e+01,4.016366517146764181e+01,6.096162727487629240e+01,3.138662135380093687e+01,4.168723545643248372e+02,3.661971053954582658e+02,2.678745975265442780e+02,4.025848481997434192e+02,2.075098069971583072e+02,2.209007016738879656e+02,1.988800643603855463e+02,8.848141047701270168e+01,2.521269521529131552e+01,9.404849812730137160e+01,7.677186984821844362e+01,1.142817570743493292e+02,1.047335667300000637e+02,4.852710582758427904e+01,5.507812632978964018e+01,5.675209247233647858e+01,4.540308359578096287e+01,5.455272678803917330e+01,3.161518622441349535e+01,1.894835085138563358e+01,2.281753711502864945e+01,2.430144028669878864e+01,2.625109521519962286e+01,2.251399564730705194e+01,2.121131773351473981e+01,3.891323682259395866e+01,2.311017092124096806e+01,1.714409519324302167e+01,2.943739118866748683e+01,3.304542328394498441e+01,2.525707821584145663e+01,8.871617665346315107e+01,5.176408021014342609e+01,1.240116123594844169e+02,2.456013029315431595e+01,2.519047439017231227e+01,1.087669067317478806e+02,1.098886709356502109e+02,1.108129956277136756e+02,5.721538254701435022e+01,5.948041694541512925e+01,8.270429251255212932e+01,5.630772593531229830e+01,1.251552635729146203e+02,5.502145036265028466e+01,4.674013264851073757e+01,7.564020095164195823e+01,2.865239955060114951e+01,2.439999999991061230e+01,5.929316992711107304e+01,2.610134096161943873e+01,5.478831992314209032e+01,3.086745859312061313e+01,3.720000000003765450e+01,5.770545901388507559e+01,1.767257762775394525e+01,2.005193257509546356e+01
3.572562105824227530e+01,1.701763790856007219e+01,1.766352173276252913e+01,nan,1.735741916307392430e+01,3.579497171391090404e+01,1.987158775736335770e+01,2.349808502846802583e+01,1.856448221734366300e+01,1.415344481029761248e+01,5.550351340236558428e+01,4.939635614094273564e+01,5.210911628497109405e+01,8.156862141781219577e+01,5.237098433290561417e+01,7.154075761409173140e+01,3.914281543276755571e+01,4.318333011707100582e+02,3.804132489806407307e+02,2.830996997526001451e+02,4.170404296947763783e+02,2.178527943359803487e+02,2.324041307722342538e+02,2.093009316749832180e+02,1.021026934022366248e+02,2.982348068222380633e+01,1.084309918796180909e+02,8.681750975466164277e+01,1.291572684752772773e+02,1.199959999333328540e+02,3.858704445783780557e+01,4.405814340169968801e+01,4.552274156948560346e+01,3.518863452880255949e+01,4.809324276834484380e+01,2.220630541097525068e+01,1.949358868961429891e+01,2.231770597506319120e+01,1.732512626252209387e+01,2.061843835002497727e+01,1.657467948412523384e+01,2.291549693986073066e+01,2.714111272593808621e+01,1.828223181095673056e+01,1.566652482239903854e+01,2.600922913130488467e+01,4.282055581147024981e+01,1.641462762297944877e+01,1.028630157053898699e+02,6.116992725194752722e+01,1.377946297937697295e+02,3.154425462743229147e+01,1.936181809613549731e+01,1.219822937970675980e+02,1.239412764174735884e+02,1.242809719949265173e+02,6.821495437221904012e+01,7.168709786281308993e+01,9.589077119306358554e+01,6.821026315739980816e+01,1.391321673805387036e+02,6.633128975070050615e+01,5.791718225184097690e+01,8.761917598334436263e+01,1.912903552191873757e+01,3.496283741321966687e+01,6.929126929120661771e+01,3.354519339624424390e+01,6.545105041180389094e+01,4.071756377781630931e+01,4.904528519641742434e+01,6.913522980362597536e+01,1.516838818073728490e+01,2.460243890318190552e+01
4.368981574700505632e+01,1.330864380766977995e+01,2.364402672980584441e+01,1.735741916307392430e+01,nan,4.050283940669026350e+01,1.419295599897258953e+01,2.670430676864006969e+01,2.241428116190958875e+01,1.918749592828670458e+01,6.396999296543507540e+01,5.353578242645881602e+01,5.939023488743692525e+01,8.778154703586149310e+01,6.027271356092875010e+01,7.903214535869523161e+01,4.649989247302379880e+01,4.346934552072365250e+02,3.834792302068053687e+02,2.896908697215133657e+02,4.187293159070729871e+02,2.174241936860071291e+02,2.329123440266639875e+02,2.091051410176176546e+02,1.074132207878339784e+02,3.562246482232749401e+01,1.129212114706830619e+02,9.216680530428381246e+01,1.342391895088429976e+02,1.248781806401530758e+02,3.290714208181982059e+01,3.760850967527662192e+01,3.882473438411617650e+01,2.916161861056997395e+01,3.965249046411588552e+01,1.835211159541587733e+01,2.709095790108971613e+01,2.780215818960190077e+01,1.991983935667881411e+01,1.765446119188683483e+01,2.181742422939038661e+01,3.156707145100964595e+01,2.683579698843590222e+01,2.034502396163917481e+01,2.260973241746902218e+01,2.801999286239986731e+01,4.956450342729843328e+01,1.982321870980591427e+01,1.093968920947898624e+02,6.947114508921815457e+01,1.437336425476250952e+02,3.600888779182679400e+01,2.252820454480166390e+01,1.281836182980784997e+02,1.308403607454292512e+02,1.308752077361961597e+02,7.346182682174789136e+01,7.950748392447751201e+01,1.031123658927119351e+02,7.607470013086101801e+01,1.460870973084267064e+02,7.421158939144071098e+01,6.593208627063727079e+01,9.551209347508286385e+01,1.717672844222322937e+01,4.231689969736315504e+01,7.593049453287123640e+01,4.073131473446306217e+01,7.336593214841404631e+01,4.940121455997100242e+01,5.635601121445752426e+01,7.609362653999323811e+01,1.957549488510989377e+01,3.287308929822511061e+01
1.591979899373336416e+01,3.922448215077175604e+01,2.598461083000567484e+01,3.579497171391090404e+01,4.050283940669026350e+01,nan,4.557192117960345001e+01,2.454057864028144564e+01,2.659323222188751146e+01,3.304300228487657165e+01,2.712637093306091884e+01,3.670640271112319653e+01,2.402332200181188782e+01,4.955320373101502440e+01,2.310324652495075526e+01,3.996198193285884059e+01,2.692805228757287139e+01,4.047021620896197760e+02,3.550632619688964269e+02,2.514470123107540189e+02,3.949707837296472803e+02,2.065197327133751628e+02,2.183142688877898365e+02,1.989500439808822421e+02,8.575966417843397949e+01,2.785677655438460221e+01,8.989771965952080279e+01,7.966630404384764574e+01,1.023148083123750212e+02,9.932814304108845249e+01,6.595756211375710620e+01,7.165696058306566840e+01,7.415874864096791441e+01,5.956911951670726069e+01,7.568038054883724897e+01,5.131705369539334782e+01,2.515869630955893044e+01,3.329384327477427519e+01,3.671511950139713321e+01,4.089205301758318001e+01,3.571218279515215244e+01,2.399999999998684430e+01,5.706277245288395505e+01,3.948468057367474415e+01,2.852086955205942331e+01,4.388165903900777209e+01,2.017126669296010988e+01,4.014174884078806116e+01,6.979169004982007607e+01,3.364996285286326838e+01,1.049540851992299224e+02,2.557498778062831590e+01,3.395290856475681807e+01,8.816802141375723068e+01,9.012347086074458957e+01,9.166460603741234081e+01,4.035839441806265171e+01,4.051271405363423384e+01,6.492826811182480640e+01,3.848324310648042257e+01,1.052319343165397640e+02,3.767227096932583663e+01,3.291200388902917240e+01,5.526228370234784393e+01,4.784140466178155293e+01,1.886796226422402256e+01,3.636921775344662677e+01,1.770423678086906349e+01,3.325537550549816501e+01,1.474584687312638565e+01,2.156664090674051693e+01,3.730522751566635264e+01,3.664751014739677970e+01,2.099904759748443439e+01
4.622726468211034501e+01,1.569713349630520760e+01,2.597845260968356129e+01,1.987158775736335770e+01,1.419295599897258953e+01,4.557192117960345001e+01,nan,3.127682848372185020e+01,2.743720102323177557e+01,1.934114784599957204e+01,6.729160423108370992e+01,5.232207946936253506e+01,6.286875217457314591e+01,9.114208687546934584e+01,6.075392991414610577e+01,8.154409849883586503e+01,5.029671957491739676e+01,4.249370776950203208e+02,3.744029914410584752e+02,2.814240927852555387e+02,4.051901282114416176e+02,2.081084332746097232e+02,2.224650983862460691e+02,1.980864457755929777e+02,9.423035604310832980e+01,4.373556904846374493e+01,1.005130837254662168e+02,7.552906725226738160e+01,1.251635729755279272e+02,1.116351199219645594e+02,3.201999375379417501e+01,3.693237062521033920e+01,3.651191586305652237e+01,2.935847407467384684e+01,3.603775797674168047e+01,1.513142425605642849e+01,3.464794366197354947e+01,2.997332147085295873e+01,2.324478436144543636e+01,1.899473611300708953e+01,2.799428513095063664e+01,3.687600846067186211e+01,2.956754978023496250e+01,2.098380327772055765e+01,3.064375956057280703e+01,2.630285155644332562e+01,5.682253074274681381e+01,2.596305066811729034e+01,1.086307507108998038e+02,7.332775736378181364e+01,1.429612534920264864e+02,4.294182110725208901e+01,2.992791339194890554e+01,1.276545338011870427e+02,1.289644912369220719e+02,1.309974045545091599e+02,7.839285681740422262e+01,8.136141591691102803e+01,1.033185365749482258e+02,7.589150150044424947e+01,1.442187227789840733e+02,7.490046728824189870e+01,6.565972890580776777e+01,9.547355654839743977e+01,1.834339118050674955e+01,4.437657039472794196e+01,8.139385726210473138e+01,4.661673519238259900e+01,7.650150325316555211e+01,4.943844657763109751e+01,5.354026522174414993e+01,7.848464818042849345e+01,2.234278407012167023e+01,3.798736632099303989e+01
2.461544230754944351e+01,2.377898231613598767e+01,1.957140771630921705e+01,2.349808502846802583e+01,2.670430676864006969e+01,2.454057864028144564e+01,3.127682848372185020e+01,nan,1.708332520336894689e+01,2.224589849845761691e+01,4.256007518795815514e+01,4.238301546601849878e+01,3.897486369441527643e+01,6.806702579076090842e+01,4.057388322564609950e+01,5.894132675805899169e+01,2.812258878545720364e+01,4.228469226564150745e+02,3.714436700227689698e+02,2.715036648003302275e+02,4.104600345953365945e+02,2.151089026516674778e+02,2.291326253504900876e+02,2.073551542643985499e+02,9.457864452402668576e+01,2.529189593510798773e+01,1.016488071745256434e+02,8.583612293211466238e+01,1.205089208316418166e+02,1.127283460359390261e+02,5.292409659116958665e+01,5.778165798929046559e+01,6.088415228934051271e+01,4.686149805543533375e+01,6.058514669456646828e+01,3.418069630638584044e+01,2.222791038342349168e+01,2.317930111150053207e+01,2.228901074532432958e+01,2.883608850045248673e+01,2.301651580929923213e+01,1.969365379991309339e+01,4.190274454014947736e+01,2.637877935015332653e+01,1.961631973615664748e+01,2.968366554180942174e+01,3.391990566055690692e+01,2.386964599649615337e+01,8.900247187575675412e+01,5.047771785652427923e+01,1.241766483684178866e+02,2.605225518085485348e+01,2.316894473208470728e+01,1.102440928123180299e+02,1.108757863557227097e+02,1.110985148415513493e+02,5.618540735825430943e+01,5.919189133651639168e+01,8.353969116529839312e+01,5.715382751841394793e+01,1.267103784225626271e+02,5.263002945092588902e+01,4.871467951244792971e+01,7.566980903903490230e+01,3.205744843247493492e+01,2.256014184364243036e+01,5.676618711864565370e+01,2.456338738858856274e+01,5.160310068206388934e+01,2.971060416726470521e+01,3.790303417925876772e+01,5.530135622212702629e+01,1.890608367707937632e+01,2.015936506938058059e+01
3.058365576583000589e+01,2.068042552785624011e+01,1.501998668428978512e+01,1.856448221734366300e+01,2.241428116190958875e+01,2.659323222188751146e+01,2.743720102323177557e+01,1.708332520336894689e+01,nan,1.851701919861938350e+01,5.155657087114045822e+01,4.411439674295979074e+01,4.571389285545284764e+01,7.545594741305096420e+01,4.690074626271571390e+01,6.683831236656055808e+01,3.355234716071985446e+01,4.318108845316458542e+02,3.807728981952363370e+02,2.802861395074391453e+02,4.199615220469768246e+02,2.225492305086477529e+02,2.371166801387122973e+02,2.151367936918464636e+02,1.053990512291852468e+02,2.933393938794221967e+01,1.107877249517610636e+02,9.449571418854924332e+01,1.293448104872389592e+02,1.224281013493508965e+02,4.449179699667114818e+01,5.055531623880120407e+01,5.282575129621192644e+01,3.899948717629395389e+01,5.565608681889295895e+01,3.224655020288508922e+01,2.522221243267697943e+01,2.162221080310140309e+01,2.098761539587119174e+01,2.519047438999433197e+01,2.216664160414716633e+01,2.273323558133292366e+01,3.684562389207875555e+01,2.364402672981538345e+01,1.867618804799466048e+01,3.194745686265419238e+01,3.905073622875725903e+01,2.387969849084363361e+01,9.762704543310881888e+01,5.875372328622955109e+01,1.325334674714385130e+02,3.131261726526278366e+01,2.334780503605117730e+01,1.170469991072271938e+02,1.194025125364246662e+02,1.194688243852759655e+02,6.254854115006398274e+01,6.798823427614443915e+01,9.217548481019183271e+01,6.318734050419806181e+01,1.345695359284727033e+02,6.348543139967411975e+01,5.557553418538002177e+01,8.318365224009093595e+01,2.890259503933377871e+01,3.023110980430679362e+01,6.237820132077568758e+01,2.917258987470132325e+01,6.021162678426183845e+01,3.760425507833854653e+01,4.743838108542340137e+01,6.291073040423287921e+01,1.676663353232050113e+01,2.609521028831838763e+01
3.548295365385210687e+01,1.653118265608749482e+01,1.795995545627225098e+01,1.415344481029761248e+01,1.918749592828670458e+01,3.304300228487657165e+01,1.934114784599957204e+01,2.224589849845761691e+01,1.851701919861938350e+01,nan,5.576809123508240873e+01,5.246713256898905087e+01,5.025057213597400363e+01,8.111226787611232680e+01,5.083148630525247569e+01,7.164132885423047981e+01,3.809041874275047945e+01,4.357401060265075898e+02,3.847467738656168308e+02,2.862242477499062829e+02,4.217682776122562132e+02,2.239042652563923070e+02,2.378735798696259849e+02,2.152070630811275009e+02,1.083475888056963043e+02,3.565837909947067175e+01,1.143699261169754209e+02,9.274481117554272203e+01,1.334058469483242959e+02,1.254801976408220838e+02,4.178420754331241938e+01,4.491414031242720029e+01,4.806662043463828127e+01,3.725372464594850896e+01,5.150999902937719099e+01,2.720294101738083725e+01,2.149232421117442371e+01,2.524757414093081564e+01,1.946484009710532703e+01,2.340939982141831521e+01,1.923746345048497730e+01,2.377561776266234617e+01,3.270229349717588718e+01,2.211605751492350791e+01,1.723252738283764884e+01,2.664732631998934664e+01,4.348792935965604300e+01,2.145879772942371488e+01,1.038968719452782210e+02,6.207350481484262872e+01,1.392339039170952617e+02,3.304542328395904605e+01,2.401332963158693801e+01,1.236899349178933392e+02,1.246916196061598043e+02,1.257718569474549213e+02,7.059405074081811904e+01,7.252365131467868764e+01,9.727733548976296163e+01,7.144340417417083700e+01,1.403595383292261261e+02,6.848649501900044356e+01,6.074076061431372153e+01,8.900157301975258406e+01,2.262034482485024611e+01,3.324334519864987669e+01,6.879767437933459462e+01,3.347835121373942968e+01,6.484442921335158871e+01,4.216728589797839533e+01,5.046662263314971142e+01,6.840584770329121511e+01,1.633646228487870644e+01,2.589517329530214340e+01
