,0,1
0,576.0,243.33910495438622
1,577.0,243.9537661115308
2,578.0,243.82780809415485
3,579.0,244.10325684021583
4,580.0,242.86621831782205
5,581.0,243.01736563464212
6,582.0,244.8555492530205
7,583.0,244.73299736652206
8,584.0,243.64695770726047
9,585.0,244.40916513093717
10,586.0,244.31094940669328
11,587.0,238.77420296171633
12,588.0,238.6186916400284
13,589.0,237.8110174066796
14,590.0,236.8506702544841
15,591.0,238.53519656436652
16,592.0,240.17127222047233
17,593.0,240.73686880077224
18,594.0,240.07132273555754
19,595.0,239.26754899066628
20,596.0,238.88105826959188
21,597.0,238.97648419875915
22,598.0,238.87703949940484
23,599.0,238.57644477190647
24,600.0,235.29827878673345
25,601.0,234.95531490051067
26,602.0,234.05503626283695
27,603.0,235.60848881142053
28,604.0,235.63055828988234
29,605.0,235.56536247929355
30,606.0,235.43457689982077
31,607.0,235.52154890794708
32,608.0,235.54702290624826
33,609.0,235.7344268451194
34,610.0,235.78600467372368
35,611.0,235.75648453435446
36,612.0,235.75750253172805
37,613.0,235.80330786482943
38,614.0,235.68114052676714
39,615.0,235.69879083270254
40,616.0,235.6444779747667
41,617.0,235.6363299663206
42,618.0,235.65941525854512
43,619.0,235.69980907925765
44,620.0,235.69980907925765
45,621.0,235.7388385480864
46,622.0,235.7310331712841
47,623.0,235.7632711004879
48,624.0,233.87449625814125
49,625.0,237.35509263548067
50,626.0,238.33992531675858
51,627.0,240.1626115780724
52,628.0,239.83961307507352
53,629.0,235.48520123354078
54,630.0,238.69176776755756
55,632.0,239.70515221830448
56,633.0,239.75287276693783
57,634.0,238.24659493894808
58,635.0,236.7374917498295
59,636.0,234.45187139369412
60,637.0,231.3055122559736
61,638.0,231.2207603136077
62,639.0,231.3995678474744
63,640.0,233.04454509814164
64,641.0,235.11052719944485
65,641.0,234.20640469465974
66,642.0,227.7865667681016
67,643.0,223.5194846092861
68,644.0,222.62003503727146
69,645.0,220.58286424832542
70,646.0,221.75662335090755
71,647.0,221.75662335091175
72,457.0,213.0911542040163
73,458.0,209.6526651392732
74,459.0,206.68275206218775
75,460.0,206.76131166153488
76,461.0,206.76131166154389
77,462.0,208.59223379598487
78,463.0,205.39172329964947
79,464.0,204.8300759165937
80,465.0,206.18671150197588
81,466.0,194.17806261264215
82,467.0,195.60613487311156
83,468.0,183.55424266411393
84,469.0,183.5590368246632
85,470.0,184.55871694395273
86,471.0,184.5470129804317
87,472.0,186.0163433679907
88,473.0,190.5906608415028
89,474.0,193.741683692473
