nan,9.063156183142049827e+01,3.299939393374550889e+01,5.104821250541633049e+01,6.819384136415381192e+01,5.631340870520781294e+01,5.319097667837962717e+01,4.473387977810140370e+01,4.802332766479399595e+01,8.719633019802373042e+01,7.432469307033574069e+01,5.812400536780889837e+01,5.512313488908601045e+01,1.335221329967362465e+02,3.632464727977408643e+02,1.302944357983036241e+02,4.162064872151810846e+02,5.994664294188376630e+01,5.219042057697361514e+01,4.582305096782619671e+02,5.277908676739313023e+02,3.663617884004835332e+02,7.502991403433671849e+02,8.386873553357002038e+02,8.248266727016041386e+02,5.132604796786966972e+02,5.937732900695355056e+02,1.537603329860933172e+02,2.100102854624038571e+02,5.047037943190036913e+02,2.338474716562099331e+02,4.266457078185587761e+02,2.595534627008375423e+02,3.238276084585727972e+02,1.649053061608467772e+02,1.553602265703848104e+02,1.746960789485581813e+02,2.030507325768595592e+02,8.174105455647577401e+01,4.040693009868447803e+02,1.319442306431000986e+02,2.231093005681225634e+02,2.598867445638671256e+02,1.119514180347982517e+02,1.814602986881847926e+02,9.683883518507265364e+01
9.063156183142049827e+01,nan,6.894751627145532780e+01,7.884668667733910752e+01,4.404906355415715780e+01,5.648929102050579587e+01,6.613440859340774125e+01,1.097757714616476932e+02,6.968270947661075354e+01,6.860204078597246280e+01,4.666990464960054652e+01,6.106521104523917387e+01,5.956240424963607438e+01,2.070903184603287457e+02,4.405935995903714115e+02,2.055929959896488981e+02,4.933714219530736500e+02,1.234581710540082753e+02,7.609678048381356064e+01,3.900541500868837375e+02,4.576020978972888429e+02,3.052115332027833574e+02,6.797767868940522931e+02,7.640293188091638967e+02,7.529784060648694322e+02,4.443087214989164977e+02,5.290253680117806425e+02,9.304364567231704086e+01,2.863804462598694727e+02,4.323282086563402800e+02,1.873294424269692513e+02,3.563106509774888764e+02,1.870905663041209266e+02,2.565880745475070626e+02,2.195256704806946857e+02,2.255230365173422911e+02,1.083534955596787057e+02,1.302790850443803379e+02,7.192885373757388834e+01,3.279892681171241406e+02,6.600606032783487365e+01,1.550230950536177659e+02,1.898816473490708745e+02,5.657702714002721223e+01,1.159786187191535305e+02,4.348608972986720289e+01
3.299939393374550889e+01,6.894751627145532780e+01,nan,4.747378223822715881e+01,4.894404968935968725e+01,4.441801436352378829e+01,3.795365595037463180e+01,5.594568794822203728e+01,3.636481816261157718e+01,7.958592840447177252e+01,6.104424624811288425e+01,4.761008296572109799e+01,4.880327857838652506e+01,1.480988858837132511e+02,3.832697222583603889e+02,1.507140338521954277e+02,4.334687993385448976e+02,7.943903322673138234e+01,5.499236310616986856e+01,4.404205263154744898e+02,5.064090046592775138e+02,3.498100055744548627e+02,7.336224642143937444e+02,8.162712294329624001e+02,8.047443320707478733e+02,4.972688608790939497e+02,5.820689993462964367e+02,1.345998514115219393e+02,2.269022697109938917e+02,4.900871759187294856e+02,2.263830382338753680e+02,4.114411744101437876e+02,2.434521718941973347e+02,3.094232053353489391e+02,1.755530688993985109e+02,1.730904965617816345e+02,1.594294828442950518e+02,1.860412857405672185e+02,6.271586721079774662e+01,3.813082742349052410e+02,1.146814719124452466e+02,2.067032655765279117e+02,2.403980033194953876e+02,9.445845647690254054e+01,1.673673803343987174e+02,7.634657818135676166e+01
5.104821250541633049e+01,7.884668667733910752e+01,4.747378223822715881e+01,nan,7.471546024754599102e+01,4.358164751354066624e+01,5.178107762492213340e+01,7.142100531355919202e+01,5.559136623613257910e+01,7.055324230678391473e+01,4.985579204066139170e+01,5.107641334314938319e+01,6.382225317240723683e+01,1.589877982739651543e+02,3.777207434070812724e+02,1.517624459476099616e+02,4.381796891687251332e+02,8.649624269296155887e+01,7.408859561361516910e+01,4.508596233862589884e+02,5.204805471869237863e+02,3.590993177381450323e+02,7.389986738824368331e+02,8.303158916942384167e+02,8.176199606174001246e+02,5.042512072370321334e+02,5.869319551702670879e+02,1.404939856364036643e+02,2.275008571412542153e+02,4.931388445458344449e+02,2.268398554046410709e+02,4.173784853103958312e+02,2.439675388243263967e+02,3.124629898083960597e+02,1.643761539883354317e+02,1.653089229291534537e+02,1.610227313145696826e+02,1.874831192401131261e+02,6.356728718453359050e+01,3.874699472217212133e+02,1.220419599973753293e+02,2.093410614284854887e+02,2.485191340722117275e+02,1.117103397183973641e+02,1.655913041195071003e+02,8.571767612344309839e+01
6.819384136415381192e+01,4.404906355415715780e+01,4.894404968935968725e+01,7.471546024754599102e+01,nan,5.350887776811154595e+01,4.884424223994582093e+01,9.257386240185805093e+01,5.013262410845282346e+01,7.173395290934260515e+01,5.674786339590013995e+01,5.194304573281878135e+01,5.119374961848604499e+01,1.888910797258644152e+02,4.243308143418348095e+02,1.895936707804305001e+02,4.736727984590219762e+02,1.117590264810878153e+02,6.854254153443379494e+01,4.033335096418362582e+02,4.709622490179014562e+02,3.153753319459204363e+02,6.946682661529914640e+02,7.787458635524183137e+02,7.660319575579065940e+02,4.604919108952970532e+02,5.447433157001515838e+02,1.085312858119282993e+02,2.690204453196764121e+02,4.514763338204876959e+02,1.965103559612067841e+02,3.747477017941524196e+02,2.069863763632772020e+02,2.733952450208288383e+02,2.098563318082202045e+02,2.118270993050628590e+02,1.217052176367010787e+02,1.524388401950058665e+02,6.485183112298221886e+01,3.450017970967682004e+02,7.996399189636809979e+01,1.706134812961838918e+02,2.048218738318799410e+02,5.976888822792324163e+01,1.333572645190477033e+02,4.711857383239779296e+01
5.631340870520781294e+01,5.648929102050579587e+01,4.441801436352378829e+01,4.358164751354066624e+01,5.350887776811154595e+01,nan,4.468198742225678188e+01,6.912134257951412053e+01,5.345951739398828551e+01,5.969254559825239426e+01,4.501199840042411182e+01,4.670760109446616326e+01,4.723219241154999537e+01,1.682279406044077632e+02,3.944350897169214818e+02,1.598319117072821882e+02,4.521129062524071287e+02,8.360669829625692273e+01,4.834542377516721245e+01,4.343368278191479135e+02,5.027947493759270401e+02,3.456206012378312948e+02,7.230162377153105808e+02,8.116756002246220305e+02,7.995135521052803824e+02,4.887546623818587932e+02,5.658666980835679396e+02,1.274870973863843062e+02,2.444697118254183295e+02,4.733399623948912449e+02,2.082970955150235284e+02,4.013445402643372404e+02,2.274843291305990647e+02,2.968156330114709363e+02,1.808937809876253482e+02,1.819973626182579096e+02,1.466096859010240223e+02,1.744142196037833230e+02,6.560975537223031040e+01,3.719045038716270710e+02,1.037396741849561579e+02,1.962312921019539544e+02,2.338707335260296531e+02,8.638888817437693035e+01,1.504893351703105395e+02,6.675687230540074779e+01
5.319097667837962717e+01,6.613440859340774125e+01,3.795365595037463180e+01,5.178107762492213340e+01,4.884424223994582093e+01,4.468198742225678188e+01,nan,7.042613151382579417e+01,4.277756421296729883e+01,7.952257541100011906e+01,5.329915571563456922e+01,3.892145937654169785e+01,5.499963636243227683e+01,1.603476223709029398e+02,3.926967277683849034e+02,1.603246705906358613e+02,4.418419626970761556e+02,9.725677354301825517e+01,7.333212120211202034e+01,4.425580187952764959e+02,5.098079638452069275e+02,3.500413689837266134e+02,7.315242169607234928e+02,8.194510357550369690e+02,8.059989081878464958e+02,4.953581330714170008e+02,5.792918435469316591e+02,1.350395497622923529e+02,2.347461607779917756e+02,4.858152735351196156e+02,2.230849165676541475e+02,4.108815887819605450e+02,2.390313786932591995e+02,3.070296402629535351e+02,1.808783016284708083e+02,1.818170509055719890e+02,1.515165997506598217e+02,1.849774040254565364e+02,6.703670636298501506e+01,3.784090907998894409e+02,1.130076103632144680e+02,2.042453426641552880e+02,2.399139845861476488e+02,9.776052373018927710e+01,1.628176894566595934e+02,6.937780624956566555e+01
4.473387977810140370e+01,1.097757714616476932e+02,5.594568794822203728e+01,7.142100531355919202e+01,9.257386240185805093e+01,6.912134257951412053e+01,7.042613151382579417e+01,nan,7.395998918335979511e+01,1.045837463470999751e+02,9.509574122955348230e+01,7.466511903157652341e+01,7.531905469401304742e+01,1.086653578653279055e+02,3.421536496955730513e+02,1.083734284776351160e+02,3.928507095577096493e+02,5.159069683580986521e+01,6.363269599818897859e+01,4.881329327140306873e+02,5.579149756011220234e+02,3.967586672021117806e+02,7.798149524085843041e+02,8.713459932770676915e+02,8.568697450604748838e+02,5.426755937021711134e+02,6.169361717390248714e+02,1.781891130232033902e+02,1.850867904524563698e+02,5.293410242934170356e+02,2.521729565199316596e+02,4.555067507732497916e+02,2.819392842439569904e+02,3.518847538612499193e+02,1.449513021673000139e+02,1.415559253440139003e+02,2.010253715330443640e+02,2.319403371559200764e+02,1.096788037863105671e+02,4.346514925776663176e+02,1.585812094795726352e+02,2.518100871688885150e+02,2.857738966385908839e+02,1.351425913618738832e+02,2.091973231186300382e+02,1.206807358280718461e+02
4.802332766479399595e+01,6.968270947661075354e+01,3.636481816261157718e+01,5.559136623613257910e+01,5.013262410845282346e+01,5.345951739398828551e+01,4.277756421296729883e+01,7.395998918335979511e+01,nan,7.975362060748516058e+01,6.055344746580974657e+01,4.519291979943522364e+01,5.107954580846882209e+01,1.649363513601527416e+02,3.943557784539269733e+02,1.659816857367135583e+02,4.474208756864132397e+02,9.891006015565780274e+01,9.014743479436629059e+01,4.333299897306938533e+02,5.011704699999845616e+02,3.436619268990959881e+02,7.260674348846662269e+02,8.141524181625950405e+02,8.012611060072739519e+02,4.878734262080731696e+02,5.742813247877764979e+02,1.261732142730762689e+02,2.400806531147415512e+02,4.853785326938049138e+02,2.178832715010579193e+02,4.028242296585481768e+02,2.346070757671158162e+02,3.023505250532811033e+02,1.790526179646650746e+02,1.892198721064946199e+02,1.538924299632704731e+02,1.843075690252533150e+02,6.376958522683529651e+01,3.776673668719583361e+02,1.116107521701962497e+02,2.008705055502086623e+02,2.370552678174397272e+02,1.084221379608474507e+02,1.645225820366306948e+02,8.852118390533129855e+01
8.719633019802373042e+01,6.860204078597246280e+01,7.958592840447177252e+01,7.055324230678391473e+01,7.173395290934260515e+01,5.969254559825239426e+01,7.952257541100011906e+01,1.045837463470999751e+02,7.975362060748516058e+01,nan,5.269535083859549474e+01,5.724753269787764509e+01,7.046814883335942170e+01,1.983395069067257452e+02,4.133815670781675067e+02,1.903529353595648104e+02,4.838022736614627206e+02,1.001758453919743346e+02,7.413069539668379093e+01,4.106868393313851016e+02,4.860956284518542816e+02,3.235836831485813150e+02,6.990106150839216070e+02,7.937888888111234564e+02,7.804465388481161199e+02,4.628827929400702033e+02,5.332766636559318840e+02,1.255471226273297134e+02,2.739652532712754009e+02,4.498403272273496327e+02,1.698446348872738554e+02,3.715052624122621410e+02,2.080569152900323502e+02,2.689559071669503396e+02,1.915958245891454226e+02,1.980420157441354547e+02,1.212204603191975849e+02,1.496422400260040320e+02,8.005997751685272590e+01,3.526307984280439314e+02,8.761734988001190061e+01,1.752041095408349065e+02,2.115065956418480368e+02,9.379125758834989313e+01,1.204571293033374246e+02,7.053963424914034874e+01
