nan,2.958715937699835763e+02,2.517207977104698386e+02,2.802144892756134027e+02,2.716650879299530175e+02,4.468397475605756313e+02,4.410175506711701132e+02,4.615960138476043539e+02,3.282260196876670193e+02,4.869526465684367054e+02,2.772992607274500187e+02,2.509403116281296775e+02,2.583990712057612882e+02,3.370773205067481513e+02,3.684297490702944629e+02,2.262971497831781562e+02,2.646779174771157841e+02,3.351143088559460921e+02,2.622145686265332643e+02,4.357935290937757031e+02,4.612851612614614965e+02,4.076123648762421112e+02,5.589955277102118316e+02,4.341098478495871404e+02,6.199248986772522585e+02,5.869036036692862126e+02,6.406522925893503952e+02,6.814900146003635655e+02,8.207126659190784039e+02,1.520780904667077948e+03,1.728267710743898306e+03,1.294968725491084570e+03,1.308573268869572757e+03,6.392503109111354433e+02,5.322727120565177756e+02,2.987681375247432243e+02,3.532790398537740657e+02,4.047988142275191876e+02
2.958715937699835763e+02,nan,2.164173745335485819e+02,1.386062047673119366e+02,1.089476938718433985e+02,4.095687488078102092e+02,4.651344751789566203e+02,4.122296447370059695e+02,2.228628277663406436e+02,4.898554888944268555e+02,2.216162448919277210e+02,1.800177768999102170e+02,1.475902435800422836e+02,3.100820536567649697e+02,2.678975923744194461e+02,1.541256630155454843e+02,1.887885589753915383e+02,1.401850205977419535e+02,1.948882756863341683e+02,3.803985278625569322e+02,4.383027264346042671e+02,3.588445903173301303e+02,5.257132298126067553e+02,4.053336403507830710e+02,5.399811848573917814e+02,4.755175706532904769e+02,5.409853232759683124e+02,6.147281675667618401e+02,7.543958642516586224e+02,1.492094742300231246e+03,1.709664247739884104e+03,1.256621374957463786e+03,1.266813640595965353e+03,5.338554111367557198e+02,4.226317546044191431e+02,1.371265109306503405e+02,1.961118048461132162e+02,2.369013296712462306e+02
2.517207977104698386e+02,2.164173745335485819e+02,nan,1.769334338105959716e+02,1.910857399179753600e+02,4.797671101690904152e+02,5.127132531932469419e+02,4.955299385506568797e+02,2.854509414943377124e+02,5.477064907411593140e+02,2.901020510096302019e+02,2.439921310206227361e+02,1.634737899480786609e+02,3.543930021882345045e+02,3.590338145634641478e+02,1.702440601019795849e+02,2.644877312845133588e+02,2.442025388893558784e+02,2.572793034816679665e+02,4.563693241224727331e+02,4.912959189734819461e+02,4.210275050397376617e+02,5.744309183879172451e+02,4.701254300715839349e+02,5.141041139691437820e+02,4.952767307273950905e+02,5.328205701734729018e+02,6.111726433668102345e+02,7.300810913864149825e+02,1.466693314909430228e+03,1.678453145011798824e+03,1.224028234968459856e+03,1.237429529306627956e+03,5.266792572334624083e+02,4.298636062753015494e+02,2.237559384686530564e+02,2.501215704412670391e+02,2.784887789481079494e+02
2.802144892756134027e+02,1.386062047673119366e+02,1.769334338105959716e+02,nan,1.243524024697536703e+02,4.547560224999804177e+02,5.047492842986414416e+02,4.589896730864456913e+02,2.624219503014019779e+02,5.358393789187157381e+02,2.533111920148733134e+02,2.082479291613583428e+02,1.283788144515470151e+02,3.390723816532570254e+02,3.098665519219717339e+02,1.222875300265606171e+02,2.188541066555256975e+02,1.533075340615228015e+02,2.060046601413986309e+02,4.145918474837818621e+02,4.746999052032799113e+02,3.934217075861449757e+02,5.630553791590896253e+02,4.371460167952881193e+02,4.987032785133855555e+02,4.481703247650444837e+02,5.089282857141888599e+02,5.832600792099395903e+02,7.146741915026552761e+02,1.468205217263579016e+03,1.681502899194648307e+03,1.226274422794508837e+03,1.237180148563661533e+03,5.069756601652407539e+02,3.870741531024851270e+02,1.358175246424852105e+02,1.518630962412953807e+02,2.002126869106800768e+02
2.716650879299530175e+02,1.089476938718433985e+02,1.910857399179753600e+02,1.243524024697536703e+02,nan,4.097978038008569115e+02,4.643145485551824549e+02,4.085169274338578020e+02,2.068058026265135254e+02,4.872353024976697498e+02,2.115587861565151968e+02,1.560958679786103573e+02,1.396515664072664435e+02,2.981677380267434501e+02,2.585368058903738984e+02,1.173664347247599551e+02,1.811487786323798161e+02,1.116508844568112409e+02,1.588715204183083642e+02,3.651171866675281876e+02,4.257736487853792937e+02,3.493248345022191756e+02,5.229686032640948952e+02,3.960199994949580287e+02,5.396286130293667611e+02,4.711290269130097386e+02,5.407792895442635199e+02,6.089405882350234833e+02,7.510794365444945697e+02,1.495328405401302234e+03,1.712224611433911605e+03,1.258650642553379612e+03,1.269940471045791128e+03,5.264513652751051040e+02,4.177327375248432872e+02,1.150985664550195651e+02,1.644540057280052565e+02,2.227454152165524022e+02
4.468397475605756313e+02,4.095687488078102092e+02,4.797671101690904152e+02,4.547560224999804177e+02,4.097978038008569115e+02,nan,1.657390720379743243e+02,1.198131879218301918e+02,2.615795099009020532e+02,2.024616506897159809e+02,2.640572665161813575e+02,2.971200430802194319e+02,4.443317679392474133e+02,2.169040340795590396e+02,2.046120231071036812e+02,4.366237739748225408e+02,2.805714169333548398e+02,4.077736627101026556e+02,3.381315720248509251e+02,1.452170788853687213e+02,1.170552006533667537e+02,1.810568971345232399e+02,2.052939356143519944e+02,1.479605352788548203e+02,9.176768058526936329e+02,8.499816468606832132e+02,9.242625600985910523e+02,9.818773854203894871e+02,1.138375333534598667e+03,1.865192451196388902e+03,2.082638211500021953e+03,1.634419383144972926e+03,1.645849033174064743e+03,9.160372918173193284e+02,7.925369896730409209e+02,4.219544999167615060e+02,5.456585012624854016e+02,6.025277420999003652e+02
4.410175506711701132e+02,4.651344751789566203e+02,5.127132531932469419e+02,5.047492842986414416e+02,4.643145485551824549e+02,1.657390720379743243e+02,nan,1.231298501582426468e+02,3.068177309087483877e+02,2.143052029233018345e+02,2.812651418146314199e+02,3.168340890750205290e+02,4.821531706833333146e+02,2.037256979372404544e+02,2.426747617697296278e+02,4.770392017434368768e+02,3.169608177677455387e+02,4.851896124197243694e+02,3.718498621756002649e+02,1.769596564192066808e+02,1.374481720504300881e+02,1.706448944445914719e+02,1.243671982477701192e+02,1.603216766379981948e+02,9.966861893294185393e+02,9.524858424144697437e+02,1.006184635144065282e+03,1.086421575632589111e+03,1.224884386381019567e+03,1.977825351238070652e+03,2.191034714467120011e+03,1.736947759721062766e+03,1.749560081849147082e+03,1.004438549638552672e+03,8.863927797539919311e+02,4.912171006795340418e+02,6.267374569945354779e+02,6.829572168152424183e+02
4.615960138476043539e+02,4.122296447370059695e+02,4.955299385506568797e+02,4.589896730864456913e+02,4.085169274338578020e+02,1.198131879218301918e+02,1.231298501582426468e+02,nan,2.499772789674920261e+02,2.050334606838528373e+02,2.529550157636510619e+02,2.940337395606237010e+02,4.509112551267754156e+02,1.875087197972682986e+02,1.971427908902798265e+02,4.499256827521651303e+02,2.827816118491286375e+02,4.090474789067887968e+02,3.398863339412197320e+02,1.443179822476330401e+02,1.352372729686541106e+02,1.602642817349023687e+02,1.650890668699779553e+02,1.301125666490105459e+02,9.443105421417217258e+02,8.806466714863556717e+02,9.520099159147454202e+02,1.011504384567855595e+03,1.164207610351353196e+03,1.904321653502893923e+03,2.122034495478340887e+03,1.666611940434849430e+03,1.676869559625917645e+03,9.391452283858975534e+02,8.167003856984517824e+02,4.363048475550331773e+02,5.637639222227793425e+02,6.129026023765901527e+02
3.282260196876670193e+02,2.228628277663406436e+02,2.854509414943377124e+02,2.624219503014019779e+02,2.068058026265135254e+02,2.615795099009020532e+02,3.068177309087483877e+02,2.499772789674920261e+02,nan,3.449431257468092440e+02,1.708037470314894790e+02,1.236284756841599943e+02,2.679376046769186814e+02,1.479827016917779758e+02,1.202450830595152809e+02,2.455609089411423440e+02,1.239793531197713463e+02,2.141875813393280907e+02,1.538939894862565723e+02,1.966645875596375390e+02,2.700601414500372357e+02,2.113840107482075155e+02,3.426987014857280087e+02,2.344726849763104042e+02,7.109420229526518824e+02,6.611870537147686946e+02,7.220031024864174469e+02,7.886733163991299307e+02,9.341646107619341137e+02,1.679584758206623292e+03,1.895214140935002433e+03,1.444656803535014888e+03,1.453884011879907803e+03,7.142040044693034133e+02,5.968812277162014652e+02,2.176830723782513815e+02,3.394496722637833841e+02,4.095040903336506517e+02
4.869526465684367054e+02,4.898554888944268555e+02,5.477064907411593140e+02,5.358393789187157381e+02,4.872353024976697498e+02,2.024616506897159809e+02,2.143052029233018345e+02,2.050334606838528373e+02,3.449431257468092440e+02,nan,3.556553387761876479e+02,3.828787797723917947e+02,5.344987932633830496e+02,2.872582113709221971e+02,2.724892658436294823e+02,5.178463092462823170e+02,3.662873189178297935e+02,4.665948135159772505e+02,3.886759061223004323e+02,2.383140784762741475e+02,2.635969650811671841e+02,2.934498253535022059e+02,3.067241105619198152e+02,2.721481949233121327e+02,9.717304152901643874e+02,8.935892568736496742e+02,9.730316336070584384e+02,1.012756950111925221e+03,1.177464054653055427e+03,1.889734499870278341e+03,2.106910952081267624e+03,1.666704724898804216e+03,1.677531567512215815e+03,9.591779813986628369e+02,8.369017146595034546e+02,4.737410263002347506e+02,5.969014659053990499e+02,6.691768077272254232e+02
