nan,2.572659324512285934e+02,2.368162156610058275e+02,1.052078780320181068e+03,1.294605855077134947e+03,4.650161287525303067e+01,1.080622413241553886e+03,9.976922972540179444e+02,3.372358225337451643e+01,9.544896018291660766e+02,4.662188327384507147e+01,5.180761334012597672e+02,1.919140974498747028e+03,1.853196071655668220e+03,1.805819392962651818e+03,1.726421130547236999e+03,1.331282088815139332e+03,3.385451225464633467e+02,2.543880500338014485e+02,2.319161917590059829e+02,9.069156520867750260e+01,1.847774878062801065e+02,1.041737010958132856e+02,1.552701181811877177e+03,9.462917943213923309e+02,3.869883719183307136e+01,5.400740689942523431e+01,2.766039768333057509e+02,1.725312725276202173e+02,3.728592227637705747e+01
2.572659324512285934e+02,nan,5.030149103157962287e+01,7.792333668420520780e+02,1.028782892548276777e+03,2.627098780023319478e+02,8.099959506071620581e+02,7.447912996269490122e+02,2.690156872749243462e+02,7.070384430849569526e+02,3.076260067029438687e+02,3.414465697587245927e+02,1.647890918720047239e+03,1.587300148050141388e+03,1.531265881550294580e+03,1.461239254879227474e+03,1.066948321147748857e+03,9.959678709677359620e+01,7.785833288736695579e+01,1.577577890311597173e+02,3.472889287034645918e+02,1.681356595133818246e+02,1.916075155102259657e+02,1.279898433470406189e+03,6.716774225772365980e+02,2.931522471344878227e+02,3.127089381517577635e+02,1.283264586903260351e+02,1.142817570743469702e+02,2.245870877855624883e+02
2.368162156610058275e+02,5.030149103157962287e+01,nan,8.055432949258532744e+02,1.057604387282882726e+03,2.429212217983433391e+02,8.379344127078204565e+02,7.698647153883596275e+02,2.456579736137222767e+02,7.385234999646252163e+02,2.849294649558062815e+02,3.594489115298582078e+02,1.676099328798863098e+03,1.617140735990532221e+03,1.559141456058429867e+03,1.489955918811023821e+03,1.096432542384620319e+03,1.252191678617960520e+02,8.779886104044888384e+01,1.498553969665421164e+02,3.247312735170424389e+02,1.560912553604462971e+02,1.754728469023241928e+02,1.309028280825131787e+03,7.000275423153009342e+02,2.697213376802069433e+02,2.893402149719254339e+02,1.326692127058877588e+02,9.422865806112284304e+01,2.029451157332936475e+02
1.052078780320181068e+03,7.792333668420520780e+02,8.055432949258532744e+02,nan,4.258660822371289782e+02,1.053827158503708006e+03,2.507566150672798244e+02,3.428721044354586525e+02,1.064284623585251438e+03,3.719647295107423588e+02,1.101777618215218808e+03,5.806991648005014213e+02,9.335719790139373799e+02,8.845983495349740906e+02,8.019608968023326270e+02,7.614423156090030034e+02,4.214420956667676705e+02,6.928041570314088631e+02,8.133089941713418511e+02,8.626092510517147502e+02,1.142212239472157080e+03,9.152823389533965610e+02,9.800795069788969158e+02,5.696813144206172410e+02,2.282283067456800154e+02,1.088519214345801629e+03,1.108072777393254682e+03,7.449329634269112148e+02,8.915584557391623548e+02,1.019814336043575963e+03
1.294605855077134947e+03,1.028782892548276777e+03,1.057604387282882726e+03,4.258660822371289782e+02,nan,1.278431351305192948e+03,2.553476062155304476e+02,3.257188972104438562e+02,1.303835633812792139e+03,3.639114177928494200e+02,1.343964701917426055e+03,9.422584783380760882e+02,6.370503276821933696e+02,5.648084985196384196e+02,5.545672186489199476e+02,4.497551333781592575e+02,1.218510566224161664e+02,9.424240234628862254e+02,1.040490499716361228e+03,1.105629449680141079e+03,1.387869849805810190e+03,1.153919234608731813e+03,1.206079466701924730e+03,3.210928837579833726e+02,3.517380843753155091e+02,1.332313596718132658e+03,1.348813938243526309e+03,1.035129441181151151e+03,1.132750422643932779e+03,1.260230074232479410e+03
4.650161287525303067e+01,2.627098780023319478e+02,2.429212217983433391e+02,1.053827158503708006e+03,1.278431351305192948e+03,nan,1.072667180443214420e+03,9.778985632467213236e+02,5.425716542560279265e+01,9.340361449108993384e+02,7.263057207539738158e+01,5.237759826490691921e+02,1.908029266022930869e+03,1.838577014976526925e+03,1.797607921655886457e+03,1.710852045034867160e+03,1.317108347859047853e+03,3.309868879578151564e+02,2.443053826668847250e+02,2.215786993372593940e+02,1.127191199397901329e+02,1.771602664256589321e+02,8.868009923309972464e+01,1.544160198943100795e+03,9.399186347764501761e+02,6.945041396567152958e+01,7.735838674638978318e+01,2.822637064873906070e+02,1.755945329445152083e+02,5.376095237250846282e+01
1.080622413241553886e+03,8.099959506071620581e+02,8.379344127078204565e+02,2.507566150672798244e+02,2.553476062155304476e+02,1.072667180443214420e+03,nan,1.971630797081151343e+02,1.090592572870363938e+03,2.099447546379468292e+02,1.130069236816925468e+03,7.262708034886188670e+02,8.425853547267408885e+02,7.762146094992051530e+02,7.375612788101010437e+02,6.492766436581662219e+02,2.665807194828467459e+02,7.292528779511314951e+02,8.296865914307639969e+02,8.900835915800284965e+02,1.173185748293931056e+03,9.383828642936745155e+02,9.963383361087762751e+02,4.920951127576723820e+02,1.501417996428834272e+02,1.117281844477933646e+03,1.135717852285500157e+03,8.140072726947784076e+02,9.179816120162739708e+02,1.046521246798173252e+03
9.976922972540179444e+02,7.447912996269490122e+02,7.698647153883596275e+02,3.428721044354586525e+02,3.257188972104438562e+02,9.778985632467213236e+02,1.971630797081151343e+02,nan,1.004860268893137345e+03,1.390188476430170965e+02,1.045896208999728515e+03,7.587459126743289062e+02,9.430991464315923167e+02,8.774146568185367414e+02,8.563801959410342306e+02,7.531321265222991315e+02,3.856234432707378801e+02,6.698614782176991866e+02,7.463852088566652583e+02,8.089405416963593325e+02,1.090171509442437582e+03,8.569603024644671905e+02,9.045309060501962222e+02,6.183152593944352020e+02,1.944942158523156763e+02,1.035079281987614877e+03,1.049921673269015855e+03,7.761641063589513578e+02,8.365384868611884031e+02,9.635628884509753789e+02
3.372358225337451643e+01,2.690156872749243462e+02,2.456579736137222767e+02,1.064284623585251438e+03,1.303835633812792139e+03,5.425716542560279265e+01,1.090592572870363938e+03,1.004860268893137345e+03,nan,9.622233420573395506e+02,4.949343390798819797e+01,5.325203470291188523e+02,1.928428997915146510e+03,1.862624127407351580e+03,1.815372666975017182e+03,1.734725154022963807e+03,1.340453654551322416e+03,3.484374262331779164e+02,2.628623974630090743e+02,2.255613442059736258e+02,9.099010935260947974e+01,1.799897774875099969e+02,1.050287579665772313e+02,1.563473261683744795e+03,9.559702087408383022e+02,3.664969304081848378e+01,5.016612402807461990e+01,2.881160877146763823e+02,1.794444760921984710e+02,4.515750214520777206e+01
9.544896018291660766e+02,7.070384430849569526e+02,7.385234999646252163e+02,3.719647295107423588e+02,3.639114177928494200e+02,9.340361449108993384e+02,2.099447546379468292e+02,1.390188476430170965e+02,9.622233420573395506e+02,nan,1.002259926366404557e+03,7.289306139818779684e+02,9.833892413485165207e+02,9.043149893704111264e+02,8.899569427787075711e+02,7.808774551746214456e+02,4.057175372103100699e+02,6.287334570388250086e+02,7.053379331923111977e+02,7.677884083521984167e+02,1.046431956698569593e+03,8.151947006697232609e+02,8.649522530174731401e+02,6.453298071528924993e+02,1.904046217926842814e+02,9.911273581129787544e+02,1.006860387541384171e+03,7.382212134584083287e+02,7.980997431399272273e+02,9.198565105493375995e+02
