Date,cmp_score,energy_score,temperature_score,vector_ad_cmp,vector_ad_energy,vector_ad_temperature
2019-01-04,0,1,1,96.74357692711712,714.5,-2.040807325996436
2019-04-17,0,2,1,91.24474035704537,856.0,-0.8941430610674097
2019-04-18,0,1,1,85.27454665524556,747.8,-0.5447157850683279
2019-04-19,0,1,1,102.04106520247299,744.4,-0.5842949263627223
2019-04-23,0,1,1,99.1795103528378,684.4,-0.8500405893393702
2019-04-24,0,1,1,137.23541774053427,604.4,-0.6408365567832857
2019-04-26,0,1,1,91.57810473262495,620.4,-0.924675541494514
2019-04-29,0,1,1,89.69093742841811,720.9,-0.9733013436561985
2019-04-30,0,1,1,78.91385209871373,744.5,-0.7290415002393645
2019-05-02,0,1,1,86.29134429488097,830.6,-0.3377734177290658
2019-05-03,0,1,1,81.01152270278007,790.9,-0.5684632698449644
2019-05-06,0,1,1,88.23740487646161,807.7,-1.1395337370926548
2019-05-07,0,1,1,81.55184383453224,788.5,-0.7290415002393645
2019-05-09,0,1,1,83.88611907904922,791.6999999999999,-0.6385748915664631
2019-05-10,0,1,1,97.50045497330444,751.7,-0.31515676556084044
2019-05-14,0,2,1,96.56010343603367,876.8,-0.3954458807580403
2019-05-15,0,1,1,92.69586298991014,785.6,-0.8172464436954435
2019-05-16,0,1,1,88.81619509997265,777.0,-0.5311457937673927
2019-05-17,0,1,1,91.20164537365034,825.0,-0.6148274067898265
2019-05-21,0,2,1,108.27029972698493,901.8,-0.16136353081690794
2019-05-29,0,2,1,128.56683177794255,907.5,-0.35360507424682347
2019-05-31,0,2,1,114.88753795245287,962.3,0.146222938670957
2019-08-02,3,3,1,224.57310247528238,1101.2,1.357344662279425
2019-08-07,4,4,1,275.75850981794997,1175.2,1.1096923210373575
2019-08-08,3,2,1,225.093243789491,1052.0,1.297410534033628
2019-08-09,1,2,1,177.49478447254052,921.0,1.5925578448289692
2019-08-19,0,1,1,123.35797485661642,815.0,1.3335971775027884
2019-08-20,0,1,1,120.04255830147957,812.4,1.2702705514317574
2019-08-21,0,1,1,108.85125402846754,763.2,1.3087188601177409
2019-08-22,0,1,1,107.62316308321272,606.7,1.0576740210504387
2019-08-23,0,1,1,139.90845246761296,710.1,1.4048396318326983
2019-08-26,0,1,1,125.12600191483011,795.2,1.5190537252822365
2019-08-27,0,2,1,145.36590091639334,870.5,1.4376337774766255
2019-08-28,1,2,1,154.81635568794707,998.8,1.3008030318588617
2019-12-23,1,2,1,163.57736922646313,942.1999999999999,-0.5560241111524405
2019-12-24,0,1,1,143.10594474429865,694.9,-0.7957606241356294
