Date,cmp_score,energy_score,temperature_score,vector_ad_cmp,vector_ad_energy,vector_ad_temperature
2019-01-01,0,0,1,38.835035728063865,393.7,-1.5817656310143364
2019-01-02,3,3,1,101.11379727811983,498.6,-1.3323224372334028
2019-01-03,3,3,1,102.89723028342674,486.8,-1.609371992381396
2019-01-06,0,0,1,24.116384471965375,358.1,-1.3599287986004627
2019-01-13,0,0,1,31.703627552718462,378.9,-1.1193590781160845
2019-01-20,0,0,1,29.355749011070657,350.2,-1.3875351599675227
2019-01-27,0,0,1,26.211447880681142,360.5,-1.7296568526235854
2019-02-03,0,0,1,25.802325476650616,367.8,-1.2918988366602082
2019-02-10,0,0,1,33.73306982767521,378.3,-1.0937245997038145
2019-02-17,0,0,1,27.669477768840395,371.6,-1.1065418389099493
2019-02-24,0,0,1,27.85964823898097,340.6,-1.1114715462969242
2019-03-03,0,0,1,33.86561678162656,378.2,-0.9438614951397755
2019-03-10,0,0,1,29.98933143635363,372.6,-0.5297660746338781
2019-03-17,0,0,1,27.533252622933023,371.1,-0.6362477541925374
2019-03-24,0,0,1,37.22579750656397,375.0,-0.4656798786032035
2019-03-31,1,0,1,76.16928514828358,437.8,-0.5632880848653079
2019-04-07,0,0,1,68.17272181744673,433.5,-0.8176609860332161
2019-04-14,0,0,1,59.90442387671993,340.375,-0.9566787343459102
2019-04-20,0,0,1,46.592703291394194,340.3,-0.18961626493260522
2019-04-21,0,0,1,50.845648781381215,317.7,-0.18271467459084037
2019-04-22,0,0,1,29.911870553376193,378.1,-0.39469209223076407
2019-04-25,0,0,1,28.028556866250177,378.4,-0.6382196371473274
2019-04-27,0,0,1,26.542042121890326,374.1,-0.4390594587135388
2019-04-28,0,0,1,34.07521093116754,371.0,-0.5613162019105179
2019-05-01,0,0,1,30.748008065649383,356.9,-0.20539132857092524
2019-05-04,0,0,1,29.543188724299124,372.6,-0.2882104126721046
2019-05-05,0,0,1,29.645910341900315,337.0,-1.0769635945880995
2019-05-12,0,0,1,27.466343040116154,355.4,-0.30792924222000445
2019-05-18,0,0,1,30.413155048502222,383.5,-0.41342498030126884
2019-05-19,0,0,1,31.143538655714693,342.4,-0.28328070528512966
2019-05-26,0,0,1,36.60382493674245,338.0,0.15743513511043247
2019-06-02,0,0,1,36.36041803939308,328.6,1.3415508494618196
2019-06-09,0,0,1,41.4921679356494,321.1,1.1985893352395458
2019-06-16,0,1,1,67.49814812276071,452.6,1.2488723505866905
2019-06-23,0,0,1,61.400977190927705,414.4,1.3178882540043402
2019-06-30,0,0,2,26.396969523007776,339.8,1.8700154813455365
2019-07-07,0,0,2,26.52395144018573,358.0,1.6422630000672926
2019-07-14,3,1,1,91.45665640073851,445.3,1.2409848187675303
2019-07-21,0,0,2,29.353023694320548,361.5,1.5781768040366182
2019-07-28,0,0,1,25.559342714525318,343.3,1.0102745130571018
2019-08-04,0,0,2,30.06925339951695,340.9,1.495357719935439
2019-08-11,0,0,2,39.64845520318829,328.7,1.6935319568918323
2019-08-12,4,4,1,314.14060546194844,686.9,1.4046511040150993
2019-08-13,4,3,1,176.7366402305788,523.5,1.3543680886679548
2019-08-14,0,0,1,37.20860115626503,392.9,1.0990092460226513
2019-08-15,0,0,1,41.205824830928016,378.6,1.1601376176211413
2019-08-16,0,0,1,37.09447398199351,390.4,1.1226718414801313
2019-08-17,3,3,1,150.50953458170767,527.0,1.2932397170694654
2019-08-18,0,0,1,66.44335933711363,309.5,1.3652134449192994
2019-08-25,0,0,2,43.71544349541121,321.5,1.565359564830483
2019-09-01,0,0,2,49.38987750542319,327.4,1.500287427322414
2019-09-08,0,0,1,28.73047162849629,367.90000000000003,0.4551894612837206
2019-09-15,0,0,1,28.397182958917988,350.0,1.2991553659338353
2019-09-22,0,0,1,33.699851631854145,380.3,0.4768801737864104
2019-09-29,0,0,1,35.58651429965214,382.3,0.9106944238402078
2019-10-06,0,0,1,51.41984052872749,320.2,0.5054724766308653
2019-10-13,0,0,1,59.73541663034233,317.9,0.4847677056055705
2019-10-20,0,0,1,33.5451933964547,380.6,0.5527976675458248
2019-10-27,0,0,1,28.744390757158055,364.2,0.5508257845910349
2019-11-01,0,0,1,58.06203578927066,406.1,0.0667285191900931
2019-11-03,0,0,1,42.09132927344528,403.9,-0.09792370753487079
2019-11-10,0,0,1,45.89379042964689,437.6,-0.3039854763104246
2019-11-17,0,0,1,27.501272697737186,369.2,-0.48046900076412835
2019-11-24,0,0,1,29.423799890652177,383.6,-0.10482529787663583
2019-12-01,0,0,1,37.972621716220935,389.8,-0.4834268251963134
2019-12-08,0,0,1,42.79813080030595,336.6,-0.7141371309067419
2019-12-15,0,0,1,29.046170143446393,354.5,-0.7180808968163218
2019-12-22,0,0,1,37.41657386775441,340.9,-0.5139910109955581
2019-12-25,0,0,1,35.261310242303004,358.5,-0.386804560411604
2019-12-26,0,0,1,38.12190971081034,344.09999999999997,-0.5820209729358128
2019-12-27,4,4,1,198.53503469160478,643.2,-0.7151230723841369
2019-12-28,0,0,1,48.68018077200643,401.7,-0.7723076780730465
2019-12-29,0,0,1,68.59037833399138,306.7,-0.846253288877671
2019-12-30,0,0,1,53.06448906752024,412.3,-0.8038578053496863
2019-12-31,0,0,1,47.87149464975311,399.6,-0.8216047519427963
