nan,6.123528394643075501e+01,4.875735841901199308e+01,2.449163122374661228e+01,2.462519035459421346e+01,2.476449070746256709e+01,2.419256084005990459e+01,2.264155471693585042e+01,2.263448696127217019e+01,2.264862026702730446e+01,2.264508776754905739e+01,2.263802111492963576e+01,2.419586741573857935e+01,2.433433787880820987e+01,2.419256084005990104e+01,2.419256084005990104e+01,2.447529366524536698e+01,2.984761296988420654e+01,1.657467948408053005e+01,2.278244938543702602e+01,6.311893535223802587e+00,2.277542535277881441e+01,2.207260745811423064e+01,2.263095225570501512e+01,2.278244938543702602e+01,1.671406593262094376e+01,2.278947125319058031e+01,2.292596780945135748e+01,2.222071105972984029e+01,2.278244938543702602e+01,2.251044202142641026e+01,2.263095225570501867e+01,2.236425719759098385e+01,2.222431101294256095e+01,2.111681794210481655e+01,2.221711052319810875e+01,2.222431101294256095e+01,2.263095225570501867e+01,2.362710308099577006e+01,2.391317628421619546e+01,2.390648447597429183e+01,2.376552124402071087e+01,2.115844984870111318e+02,1.576649612310864654e+02,2.955401833930540079e+01,3.532024914974412155e+01,2.906544339933591914e+01,1.226839842848282984e+02,2.314476182638309254e+01,2.390648447597429183e+01,2.419256084005990459e+01,2.433433787880820987e+01,2.433433787880820631e+01,2.291898776124285675e+01,2.447529366524536698e+01,2.491906900347602871e+01,2.505673562138531807e+01,2.518412198191550644e+01,2.348105619430267055e+01,9.748846085563151576e+00,2.505673562138531807e+01,2.505354266366335736e+01,2.505673562138531807e+01,2.519364999359957480e+01,2.533614019538098105e+01,2.533614019538098105e+01,2.278596058980177830e+01,2.263802111492963576e+01,7.868926229162398478e+00,2.151464617417632397e+01,9.511004153084995494e+01,5.179961389817496098e+01,2.278244938543702602e+01,5.948310684555743677e+01,5.604997769847906142e+01
6.123528394643075501e+01,nan,1.346996659238616445e+01,8.072769041660986034e+01,8.073264519387439009e+01,8.091575866294523678e+01,8.043282911846378624e+01,7.911510601648714669e+01,7.911712836042522667e+01,7.900784771147739605e+01,7.900379737708811945e+01,7.911409482513212765e+01,8.043183449356357073e+01,8.043581291937069011e+01,8.043282911846381467e+01,8.043183449356357073e+01,8.061960059439640247e+01,8.719816511830968864e+01,7.300520529386928104e+01,7.929691040639603727e+01,5.851632250919396938e+01,7.929489264763526535e+01,7.863434364194820603e+01,7.911207240364772986e+01,7.929691040639602306e+01,7.298876625892508230e+01,7.929489264763525114e+01,7.929791926652301015e+01,7.863332626819241966e+01,7.919090856910280252e+01,7.900683514734659241e+01,7.900784771147736762e+01,7.882334679522305976e+01,7.864146488971306326e+01,7.777608887055188802e+01,7.871772354431973895e+01,7.871772354432059160e+01,7.911207240364768722e+01,7.995698843753406493e+01,8.025359805018125314e+01,8.024761678704281564e+01,7.995798896920813092e+01,1.436985734097593479e+02,1.231532378786688184e+02,4.427550112646967762e+01,4.449719092257401343e+01,4.461748536168303758e+01,6.436023617110184603e+01,7.923635529225209950e+01,8.025160434533384546e+01,8.043282911846398520e+01,8.054514262201048780e+01,8.054514262201037411e+01,7.929388374900038627e+01,8.062158519900238218e+01,8.109944512757164148e+01,8.121083671530543313e+01,8.121083671530544734e+01,7.977167417072303124e+01,6.630113121206908033e+01,8.110437719383585886e+01,8.110141799006969165e+01,8.110437719383587307e+01,8.121182179953854074e+01,8.139582298865215648e+01,8.139582298865217069e+01,7.919292897727673619e+01,7.911409482513214186e+01,6.696745478215521530e+01,7.816802415310239383e+01,2.653902786463740426e+01,2.462843884617935686e+01,7.929691040639603727e+01,3.761914406256473598e+01,2.200363606316010490e+01
4.875735841901199308e+01,1.346996659238616445e+01,nan,6.925546909811531293e+01,6.928203230275512681e+01,6.946078030082875898e+01,6.896491861809163026e+01,6.758224618936543493e+01,6.757987866221721163e+01,6.749459237598226480e+01,6.750170368220345551e+01,6.757159166395298655e+01,6.896375859826669341e+01,6.899159369082585158e+01,6.896491861809161605e+01,6.896375859826669341e+01,6.918265678622066162e+01,7.556930593832392162e+01,6.138794669965756867e+01,6.775485222476690694e+01,4.669732326375885378e+01,6.775957496915103206e+01,6.707249808975359429e+01,6.757632721597114767e+01,6.775485222476689273e+01,6.140228008795762804e+01,6.776429738438966410e+01,6.778790452580756209e+01,6.712734167237671556e+01,6.768515346809813593e+01,6.747206829496191460e+01,6.749459237598225059e+01,6.728565969060595364e+01,6.710350214407621650e+01,6.619607239104161067e+01,6.718809418341902528e+01,6.719047551550573871e+01,6.757632721597101977e+01,6.845845455456895934e+01,6.875347263956871302e+01,6.875579975536678035e+01,6.849467132558490334e+01,1.555974292846770481e+02,1.250638237061381375e+02,3.107667935928818181e+01,3.216706390082899247e+01,3.146553670287537940e+01,7.194553495527013354e+01,6.776429738438976358e+01,6.875579975536614086e+01,6.896491861809133184e+01,6.907039886955912777e+01,6.907039886955909935e+01,6.777964296158560842e+01,6.918034402921122705e+01,6.964711049282674082e+01,6.975614668256842776e+01,6.978825116020607311e+01,6.828176916278604835e+01,5.382638758081394315e+01,6.968270947659829062e+01,6.967696893522278856e+01,6.968270947659830483e+01,6.978481210120148148e+01,6.997142273814360180e+01,6.996684929307593848e+01,6.768278954062107289e+01,6.757395948144524311e+01,5.483210738244515881e+01,6.658888796188143999e+01,3.851441288660650031e+01,1.739425192412715759e+01,6.775721363810640696e+01,2.928754001277665253e+01,1.720465053408525335e+01
2.449163122374661228e+01,8.072769041660986034e+01,6.925546909811531293e+01,nan,3.999999999939958251e-01,5.656854249525140599e-01,6.928203230251411826e-01,2.116601048850883959e+00,2.190890230018859963e+00,2.116601048854345635e+00,2.116601048850512257e+00,2.116601048851332489e+00,5.656854249430993686e-01,5.656854249515314015e-01,6.928203230247075295e-01,5.656854249480132157e-01,3.999999999963908537e-01,7.121797525905542159e+00,6.299206299209711091e+00,1.999999999998482103e+00,2.341281700265895793e+01,1.999999999997926103e+00,2.399999999999514078e+00,2.116601048851982636e+00,1.999999999996990852e+00,6.273754856543066083e+00,1.876166303928718415e+00,1.876166303930069779e+00,2.227105745131831682e+00,1.999999999999586109e+00,2.227105745122437863e+00,2.116601048852617684e+00,2.433105012164439973e+00,2.399999999996873967e+00,3.836665218643007247e+00,2.592296279357440447e+00,2.653299832271809766e+00,2.116601048788736783e+00,1.058300524326868608e+00,7.999999999173974530e-01,8.944271909555469025e-01,9.797958971540228212e-01,2.376993058466933064e+02,1.831445330879413120e+02,5.389471217104728851e+01,5.556689662020047393e+01,5.345951739400562275e+01,1.456395550666095744e+02,1.131370849890682706e+00,8.000000000183011828e-01,6.928203229562255316e-01,5.656854249983229721e-01,5.656854249368353793e-01,1.743559577392903348e+00,4.000000000009114043e-01,8.000000000106809450e-01,7.999999999970583975e-01,7.999999999999467537e-01,1.326649916141587005e+00,2.476126006486752829e+01,7.999999999995497380e-01,8.000000000010102363e-01,8.000000000030980107e-01,8.944271910034176098e-01,9.797958971091993430e-01,9.797958971126315975e-01,1.999999999999805045e+00,2.116601048850480282e+00,1.673320053068150770e+01,3.149603149605098462e+00,1.192550208586623484e+02,7.627214432543514988e+01,1.876166303929689416e+00,8.692709589075201393e+01,8.052229504925949755e+01
2.462519035459421346e+01,8.073264519387439009e+01,6.928203230275512681e+01,3.999999999939958251e-01,nan,8.944271909967207446e-01,6.928203230277922842e-01,2.227105745131875203e+00,2.227105745132025305e+00,2.227105745130315118e+00,2.227105745134204451e+00,2.297825058614254790e+00,6.928203230247133027e-01,6.928203230224516673e-01,7.999999999966227460e-01,6.928203230294208703e-01,4.000000000032961633e-01,6.974238309664865909e+00,6.412487816753406733e+00,2.116601048849979350e+00,2.355928691620381343e+01,2.116601048850511813e+00,2.497999199361218281e+00,2.227105745128882930e+00,2.116601048846072253e+00,6.412487816751712977e+00,1.999999999996432187e+00,1.999999999997394085e+00,2.399999999995257927e+00,2.116601048848999689e+00,2.332380757933896653e+00,2.227105745136782389e+00,2.529822128099645351e+00,2.497999199359382416e+00,3.979949748415101851e+00,2.742261840168664477e+00,2.742261840103457970e+00,2.227105745062759379e+00,1.264911064001942531e+00,8.944271909725926006e-01,9.797958972519997811e-01,1.058300524311188484e+00,2.378301915232795238e+02,1.832506480206832009e+02,5.402962150524297158e+01,5.561438662792200915e+01,5.358656548054087665e+01,1.457279657443969256e+02,1.058300524498792639e+00,8.944271909760638239e-01,7.999999998792414191e-01,6.928203230382945499e-01,6.928203230262488521e-01,1.876166303915996592e+00,6.928203229505431882e-01,6.928203230239565746e-01,7.999999999669846762e-01,7.999999999942032369e-01,1.385640646055929404e+00,2.485477821264966281e+01,7.999999999984922505e-01,6.928203230311577032e-01,7.999999999992164490e-01,8.944271909987104863e-01,9.797958971108911008e-01,9.797958971089693048e-01,2.116601048852214895e+00,2.227105745132136772e+00,1.687127736717052784e+01,3.274141108748462425e+00,1.193830808783222182e+02,7.640104711324316611e+01,1.999999999997714273e+00,8.704573510517340651e+01,8.066225883274039177e+01
2.476449070746256709e+01,8.091575866294523678e+01,6.946078030082875898e+01,5.656854249525140599e-01,8.944271909967207446e-01,nan,7.999999999978619769e-01,2.399999999999411493e+00,2.399999999999150813e+00,2.399999999999794298e+00,2.332380757936829863e+00,2.332380757938673721e+00,7.999999999963611774e-01,7.999999999966098674e-01,8.944271909973418033e-01,8.000000000027798208e-01,8.000000000020449642e-01,7.008566187174127826e+00,6.548282217497679802e+00,2.297825058612645854e+00,2.363725872431091801e+01,2.227105745131543912e+00,2.653299832286545090e+00,2.400000000002469491e+00,2.297825058614596294e+00,6.548282217495395408e+00,2.116601048847206457e+00,2.116601048847151834e+00,2.497999199359601352e+00,2.227105745133462378e+00,2.497999199357419098e+00,2.400000000000519496e+00,2.799999999983693755e+00,2.592296279346958610e+00,4.118252056392455174e+00,2.828427124756916378e+00,2.884441020186148119e+00,2.399999999839801834e+00,1.200000000128234268e+00,9.797958970060243189e-01,1.058300524089304417e+00,1.264911064109277117e+00,2.379751247504654827e+02,1.833593193704642488e+02,5.417600945067764684e+01,5.576235289153419217e+01,5.373118275266003963e+01,1.458799506443572795e+02,1.264911063946841052e+00,9.797958971072600054e-01,8.944271909374255092e-01,7.999999999919981120e-01,6.928203230292351300e-01,2.000000000003893774e+00,6.928203229779928973e-01,7.999999999394576955e-01,8.944271909895792350e-01,7.999999999683957697e-01,1.549193338481635429e+00,2.502478771138693148e+01,6.928203230308311866e-01,7.999999999987892352e-01,8.944271909981327262e-01,8.000000000035648595e-01,8.944271909995672454e-01,8.944271910018585237e-01,2.297825058613495841e+00,2.399999999998450040e+00,1.702703732303496764e+01,3.394112549696062686e+00,1.195016317880220953e+02,7.654436621985968259e+01,2.116601048852559064e+00,8.718073181615307021e+01,8.079603950689669034e+01
2.419256084005990459e+01,8.043282911846378624e+01,6.896491861809163026e+01,6.928203230251411826e-01,6.928203230277922842e-01,7.999999999978619769e-01,nan,1.743559577414583117e+00,1.743559577415966677e+00,1.743559577415970674e+00,1.743559577412499006e+00,1.743559577413425599e+00,3.554942078031219526e-06,3.999999999827472674e-01,1.200526457431389780e-06,3.999999999982514209e-01,5.656854249447980099e-01,7.188880302244823106e+00,6.026607669329399286e+00,1.599999999999288658e+00,2.311363234110979192e+01,1.599999999995300071e+00,2.000000000000989875e+00,1.743559577415625839e+00,1.600000000004560219e+00,6.053098380168627557e+00,1.442220510190239224e+00,1.442220510179785808e+00,1.876166303918978207e+00,1.599999999991444710e+00,1.876166303932028434e+00,1.743559577406478489e+00,2.116601048850459854e+00,1.999999999976351361e+00,3.464101615098216236e+00,2.227105745153968641e+00,2.227105745094406508e+00,1.743559577021516871e+00,7.999999998990851013e-01,3.999999999405942086e-01,5.656854246469893432e-01,6.928203225581088809e-01,2.373877840159410937e+02,1.828398206080916282e+02,5.358059350174919899e+01,5.523622000100318985e+01,5.313379338989641099e+01,1.453431800945612906e+02,6.928203230367252496e-01,3.999999995324909352e-01,5.430936664205503719e-06,3.999999999234128412e-01,3.999999998649271249e-01,1.264911064092485216e+00,3.999999999990057065e-01,9.797958970787141730e-01,1.058300524355326067e+00,1.058300524432992162e+00,9.797958970879951934e-01,2.443276488652032441e+01,1.058300524424023781e+00,1.058300524427061351e+00,1.058300524424302669e+00,1.131370849901915721e+00,1.199999999998072830e+00,1.200000000000509770e+00,1.599999999995537658e+00,1.743559577413871686e+00,1.643897807042899473e+01,2.742261840162440567e+00,1.189547813246696109e+02,7.597473264184608865e+01,1.442220510182999460e+00,8.654802135231048510e+01,8.022867317860865910e+01
2.264155471693585042e+01,7.911510601648714669e+01,6.758224618936543493e+01,2.116601048850883959e+00,2.227105745131875203e+00,2.399999999999411493e+00,1.743559577414583117e+00,nan,4.000000000143262291e-01,3.999999999988719246e-01,5.656854249472103024e-01,5.656854249394224210e-01,1.876166303926986023e+00,1.876166303929242885e+00,1.743559577411797790e+00,1.743559577413846595e+00,1.999999999996642686e+00,8.187795796183351626e+00,4.816637831517146751e+00,6.928203230290227443e-01,2.161110825478413133e+01,5.656854249430683934e-01,6.928203230544163205e-01,4.343426495710559708e-06,6.928203230237488519e-01,4.849742261192743875e+00,4.000000000080479179e-01,5.656854249452979433e-01,6.928203230381125843e-01,6.928203230349763153e-01,6.928203230300423732e-01,7.791212882704137618e-06,6.928203229789798856e-01,8.000000000168112635e-01,1.743559577352294943e+00,8.000000000079164897e-01,7.999999999663233163e-01,1.329054105818520516e-05,1.264911063926316359e+00,1.549193338056384039e+00,1.442220510263973132e+00,1.326649915945260716e+00,2.357082942961464767e+02,1.810944504947622136e+02,5.194304573279896431e+01,5.377731863899254705e+01,5.149135849829566780e+01,1.438070930100453211e+02,1.385640646177256352e+00,1.442220510300718184e+00,1.743559577279493400e+00,1.876166303939020841e+00,1.876166303929876600e+00,5.656854248327537471e-01,1.999999999968106401e+00,2.592296279371065104e+00,2.742261840145755247e+00,2.742261840134680551e+00,9.797958971232560987e-01,2.276488524021290871e+01,2.683281572995241060e+00,2.653299832287519422e+00,2.742261840161939190e+00,2.828427124747825427e+00,2.966479394838807959e+00,2.966479394836125660e+00,5.656854249489439157e-01,5.656854249496967579e-01,1.487010423635444667e+01,1.131370849920268817e+00,1.173964224327130523e+02,7.441505224079342895e+01,5.656854249380468547e-01,8.477735546712955284e+01,7.866384175718854976e+01
2.263448696127217019e+01,7.911712836042522667e+01,6.757987866221721163e+01,2.190890230018859963e+00,2.227105745132025305e+00,2.399999999999150813e+00,1.743559577415966677e+00,4.000000000143262291e-01,nan,3.747042094588687786e-06,4.000000000001084355e-01,6.928203230267900858e-01,1.876166303926521728e+00,1.876166303925831391e+00,1.743559577415003004e+00,1.743559577411620376e+00,2.116601048851007416e+00,8.294576541330005881e+00,4.783304297239823200e+00,4.000000000291599189e-01,2.161110825478444042e+01,5.656854249579905680e-01,6.928203230347841357e-01,4.000000000234086861e-01,4.000000000203403072e-01,4.849742261197511617e+00,5.656854249330010020e-01,5.656854249800880030e-01,6.928203230393591427e-01,5.656854249564230441e-01,5.656854249420487646e-01,4.000000000336593753e-01,5.656854249012597258e-01,6.928203230867554518e-01,1.743559577363117175e+00,6.928203232308037807e-01,6.928203229282010600e-01,4.000000009089675346e-01,1.264911063977333106e+00,1.549193338758391159e+00,1.549193338074970061e+00,1.264911064077432590e+00,2.356791038679514543e+02,1.810944504947616736e+02,5.193996534462385739e+01,5.369096758300423033e+01,5.148514348819779229e+01,1.438082056073316153e+02,1.385640646159205902e+00,1.549193338271006581e+00,1.743559577420817686e+00,1.876166303896662502e+00,1.876166303943061164e+00,5.656854248994106493e-01,1.999999999955229368e+00,2.592296279388188740e+00,2.683281573006593312e+00,2.799999999984577048e+00,1.058300524361945438e+00,2.275785578651881735e+01,2.742261840159094355e+00,2.683281572990529273e+00,2.683281573002912257e+00,2.828427124747665999e+00,2.966479394837350458e+00,2.966479394839775630e+00,4.000000000070714767e-01,6.928203230284835090e-01,1.485395570210285143e+01,1.200000000011365753e+00,1.173964224327128818e+02,7.441290210709421160e+01,6.928203230281096969e-01,8.476980594527744017e+01,7.866384175718845029e+01
2.264862026702730446e+01,7.900784771147739605e+01,6.749459237598226480e+01,2.116601048854345635e+00,2.227105745130315118e+00,2.399999999999794298e+00,1.743559577415970674e+00,3.999999999988719246e-01,3.747042094588687786e-06,nan,5.656854249659257761e-01,5.656854249563855186e-01,1.876166303929251100e+00,1.876166303924543088e+00,1.743559577412618466e+00,1.743559577421976536e+00,2.078460969083856913e+00,8.294576541331458941e+00,4.749736834817992026e+00,4.000000000284446577e-01,2.157405849625912708e+01,6.928203230287899306e-01,6.928203230061742435e-01,4.000000000262639022e-01,4.000000000392490707e-01,4.749736834813630182e+00,5.656854249684817315e-01,5.656854249356575437e-01,6.928203230258977996e-01,5.656854249638689769e-01,5.656854249993632511e-01,4.767416880819348219e-06,5.656854248415804642e-01,7.999999998948821300e-01,1.743559577434319774e+00,6.928203230709877314e-01,7.999999998408059421e-01,3.999999995809365161e-01,1.264911064024814680e+00,1.549193338547972365e+00,1.549193337991600528e+00,1.264911064017214537e+00,2.356791038679503743e+02,1.810917999247896262e+02,5.193688477373044066e+01,5.369096758301341055e+01,5.149135849829117006e+01,1.437503391300386397e+02,1.496662954415917346e+00,1.549193338587457669e+00,1.743559577406450289e+00,1.876166303920004497e+00,1.876166303885204112e+00,5.656854253232165286e-01,2.000000000012216006e+00,2.592296279356591793e+00,2.683281573009893783e+00,2.742261840158651154e+00,1.058300524414920174e+00,2.277191252398676014e+01,2.742261840153000563e+00,2.653299832282200565e+00,2.683281572990390274e+00,2.828427124748513766e+00,2.966479394839059314e+00,2.966479394838084538e+00,4.000000000213089768e-01,6.928203230318020767e-01,1.486472334085098979e+01,1.131370849912333609e+00,1.173855186980064502e+02,7.441075191126597588e+01,6.928203230262670598e-01,8.477169338877244797e+01,7.866384175718883398e+01
