"","CET","1086","1085","1047","1046","1045","1022","294","1226","ToU","Holiday","Year","Month","Month_day","Week_day","Hour","Time"
"5572","2015-02-28 01:15:00.0",0.4,8,16.4,4,40,2.4,5.2,228,"F3","No",2015,2,28,6,1,"01:15"
"5573","2015-02-28 01:30:00.0",0.8,7.2,16.8,3.6,39.6,2.4,5.2,174.4,"F3","No",2015,2,28,6,1,"01:30"
"5574","2015-02-28 01:45:00.0",0.4,8,18.8,4,37.2,2.4,5.2,217.6,"F3","No",2015,2,28,6,1,"01:45"
"5575","2015-02-28 02:00:00.0",0.8,7.2,18,4,36.8,2.4,5.2,222.8,"F3","No",2015,2,28,6,2,"02:00"
"5576","2015-02-28 02:15:00.0",0.4,7.6,14.4,3.6,36.8,2.4,5.2,160,"F3","No",2015,2,28,6,2,"02:15"
"5577","2015-02-28 02:30:00.0",0.8,7.6,17.6,4.8,37.6,2.4,5.2,224.4,"F3","No",2015,2,28,6,2,"02:30"
"5578","2015-02-28 02:45:00.0",0.4,7.2,15.6,4,36.8,2.8,5.2,214.4,"F3","No",2015,2,28,6,2,"02:45"
"5579","2015-02-28 03:00:00.0",0.8,6.8,16.4,4,41.6,2.4,4.8,177.2,"F3","No",2015,2,28,6,3,"03:00"
"5580","2015-02-28 03:15:00.0",0.4,6.8,18.4,3.6,38,2.4,5.2,221.2,"F3","No",2015,2,28,6,3,"03:15"
"5581","2015-02-28 03:30:00.0",0.8,6.8,17.2,4,38,2.4,5.2,208,"F3","No",2015,2,28,6,3,"03:30"
"5582","2015-02-28 03:45:00.0",0.4,6.4,17.2,3.2,36.8,2.4,5.6,174,"F3","No",2015,2,28,6,3,"03:45"
"5583","2015-02-28 04:00:00.0",0.8,6.8,16.8,4,37.2,2.4,5.2,222.8,"F3","No",2015,2,28,6,4,"04:00"
"5584","2015-02-28 04:15:00.0",0.4,7.2,18.4,4,36.8,2.4,5.2,198.8,"F3","No",2015,2,28,6,4,"04:15"
"5585","2015-02-28 04:30:00.0",0.8,6.8,18,3.6,40,2,5.6,191.6,"F3","No",2015,2,28,6,4,"04:30"
"5586","2015-02-28 04:45:00.0",0.4,6.8,18.8,4.8,40,2.4,5.2,226,"F3","No",2015,2,28,6,4,"04:45"
"5587","2015-02-28 05:00:00.0",0.8,7.2,19.6,4,36.8,3.6,5.2,198,"F3","No",2015,2,28,6,5,"05:00"
"5588","2015-02-28 05:15:00.0",0.4,6.4,16.8,4,37.6,5.6,5.6,178,"F3","No",2015,2,28,6,5,"05:15"
"5589","2015-02-28 05:30:00.0",0.8,6.8,16.4,3.6,36.4,5.2,5.2,168,"F3","No",2015,2,28,6,5,"05:30"
"5590","2015-02-28 05:45:00.0",0.8,6.8,17.6,4.4,42.4,5.2,5.6,177.2,"F3","No",2015,2,28,6,5,"05:45"
"5591","2015-02-28 06:00:00.0",0.4,6.8,13.2,4.4,38,18.8,5.6,180.4,"F3","No",2015,2,28,6,6,"06:00"
"5592","2015-02-28 06:15:00.0",0.4,7.2,8.8,3.6,36.8,44.4,5.2,210.4,"F3","No",2015,2,28,6,6,"06:15"
"5593","2015-02-28 06:30:00.0",0.8,6.8,9.6,4.8,39.6,48,5.2,217.6,"F3","No",2015,2,28,6,6,"06:30"
"5594","2015-02-28 06:45:00.0",0.4,7.2,9.6,4,40,45.6,5.2,220,"F3","No",2015,2,28,6,6,"06:45"
"5595","2015-02-28 07:00:00.0",1.2,6.8,8.4,4,37.6,45.2,5.6,217.6,"F2","No",2015,2,28,6,7,"07:00"
"5596","2015-02-28 07:15:00.0",2,7.2,8.8,4.4,36.8,45.2,5.2,222.8,"F2","No",2015,2,28,6,7,"07:15"
"5597","2015-02-28 07:30:00.0",2,6.8,8.8,4.4,42.8,46,5.2,234.8,"F2","No",2015,2,28,6,7,"07:30"
"5598","2015-02-28 07:45:00.0",1.6,6.4,9.2,4.4,36.8,44,5.2,225.6,"F2","No",2015,2,28,6,7,"07:45"
"5599","2015-02-28 08:00:00.0",3.2,6.8,10.4,4.4,37.2,44.4,5.6,248.8,"F2","No",2015,2,28,6,8,"08:00"
"5600","2015-02-28 08:15:00.0",4,6.4,10.4,4,36.8,43.6,5.2,265.2,"F2","No",2015,2,28,6,8,"08:15"
"5601","2015-02-28 08:30:00.0",4,6.4,9.2,4.4,41.2,42.8,5.2,269.6,"F2","No",2015,2,28,6,8,"08:30"
"5602","2015-02-28 08:45:00.0",4,4.8,9.2,4.8,38.8,43.6,5.2,264.8,"F2","No",2015,2,28,6,8,"08:45"
"5603","2015-02-28 09:00:00.0",4,4.8,9.6,4.8,36.8,42.4,4.8,266,"F2","No",2015,2,28,6,9,"09:00"
"5604","2015-02-28 09:15:00.0",4,4.4,9.2,4,42.8,43.6,5.6,268,"F2","No",2015,2,28,6,9,"09:15"
"5605","2015-02-28 09:30:00.0",4,4.8,8.8,4.4,36.8,42,5.6,256.4,"F2","No",2015,2,28,6,9,"09:30"
"5606","2015-02-28 09:45:00.0",4,4.4,8.8,4.4,38,43.2,5.6,263.6,"F2","No",2015,2,28,6,9,"09:45"
"5607","2015-02-28 10:00:00.0",4,4.8,8.8,3.6,42,42.4,6,263.2,"F2","No",2015,2,28,6,10,"10:00"
"5608","2015-02-28 10:15:00.0",4,4.4,8.8,4.4,37.6,42,6,264.8,"F2","No",2015,2,28,6,10,"10:15"
"5609","2015-02-28 10:30:00.0",4,4.8,8.4,4.4,39.6,42.4,5.6,260,"F2","No",2015,2,28,6,10,"10:30"
"5610","2015-02-28 10:45:00.0",2.4,4.4,8,4.4,40.4,41.6,6.4,261.6,"F2","No",2015,2,28,6,10,"10:45"
"5611","2015-02-28 11:00:00.0",2,4.8,9.6,4,37.2,41.6,6.4,255.6,"F2","No",2015,2,28,6,11,"11:00"
"5612","2015-02-28 11:15:00.0",1.6,4.4,10,4.8,42.4,41.6,6.4,264.8,"F2","No",2015,2,28,6,11,"11:15"
"5613","2015-02-28 11:30:00.0",2,4.8,9.6,4,38.8,41.6,6.4,259.6,"F2","No",2015,2,28,6,11,"11:30"
"5614","2015-02-28 11:45:00.0",2,4.4,9.2,4.4,39.2,41.6,5.6,260,"F2","No",2015,2,28,6,11,"11:45"
"5615","2015-02-28 12:00:00.0",1.6,4.8,8.8,4,41.6,41.2,6,263.2,"F2","No",2015,2,28,6,12,"12:00"
"5616","2015-02-28 12:15:00.0",2,4.4,9.6,4.4,37.2,38.8,5.6,258.8,"F2","No",2015,2,28,6,12,"12:15"
"5617","2015-02-28 12:30:00.0",1.6,4.4,8.8,4.4,42.4,39.2,6,264,"F2","No",2015,2,28,6,12,"12:30"
"5618","2015-02-28 12:45:00.0",2,4.8,10,4,42.4,39.6,6,260.8,"F2","No",2015,2,28,6,12,"12:45"
"5619","2015-02-28 13:00:00.0",2,4.4,9.2,4,37.6,35.6,6,240,"F2","No",2015,2,28,6,13,"13:00"
"5620","2015-02-28 13:15:00.0",1.6,4.8,10.4,4.4,43.2,32.8,5.6,222,"F2","No",2015,2,28,6,13,"13:15"
"5621","2015-02-28 13:30:00.0",2.8,4.4,9.6,4.8,40.4,32.4,5.6,217.2,"F2","No",2015,2,28,6,13,"13:30"
"5622","2015-02-28 13:45:00.0",3.6,4.8,8.8,3.6,39.6,34,5.6,215.2,"F2","No",2015,2,28,6,13,"13:45"
"5623","2015-02-28 14:00:00.0",2.8,4.4,9.6,4.8,42.4,18.8,5.6,186.8,"F2","No",2015,2,28,6,14,"14:00"
"5624","2015-02-28 14:15:00.0",2,4.8,9.2,4.4,39.6,2.4,5.6,157.6,"F2","No",2015,2,28,6,14,"14:15"
"5625","2015-02-28 14:30:00.0",2,4.8,10.4,3.6,40.4,2.4,5.6,154.4,"F2","No",2015,2,28,6,14,"14:30"
"5626","2015-02-28 14:45:00.0",2,4.4,10.8,4.8,42.4,2.4,6,157.6,"F2","No",2015,2,28,6,14,"14:45"
"5627","2015-02-28 15:00:00.0",2,4.8,9.6,4.4,38.4,2.8,5.6,138.4,"F2","No",2015,2,28,6,15,"15:00"
"5628","2015-02-28 15:15:00.0",2.4,4.4,8.8,4.8,41.6,2.4,5.6,138.8,"F2","No",2015,2,28,6,15,"15:15"
"5629","2015-02-28 15:30:00.0",2,4.8,9.2,3.6,43.2,2.4,6,140,"F2","No",2015,2,28,6,15,"15:30"
"5630","2015-02-28 15:45:00.0",1.6,4.4,9.6,4.4,37.2,2.4,6,139.2,"F2","No",2015,2,28,6,15,"15:45"
"5631","2015-02-28 16:00:00.0",0.4,4.8,9.6,4,43.2,2.4,5.6,141.6,"F2","No",2015,2,28,6,16,"16:00"
"5632","2015-02-28 16:15:00.0",0.8,4.8,10.4,4.8,42.4,2.4,6,151.2,"F2","No",2015,2,28,6,16,"16:15"
"5633","2015-02-28 16:30:00.0",0.4,4.8,8.8,3.6,37.2,2.4,6.8,138.4,"F2","No",2015,2,28,6,16,"16:30"
"5634","2015-02-28 16:45:00.0",0.8,4.4,9.2,4.4,43.2,2.4,6.8,147.2,"F2","No",2015,2,28,6,16,"16:45"
"5635","2015-02-28 17:00:00.0",0.4,4.8,8.4,4,40.8,2.4,6.8,142,"F2","No",2015,2,28,6,17,"17:00"
"5636","2015-02-28 17:15:00.0",0.8,4.4,9.2,4.8,38.8,2.4,6.4,149.2,"F2","No",2015,2,28,6,17,"17:15"
"5637","2015-02-28 17:30:00.0",0.4,4.4,10.4,4,42.4,2.4,7.2,206.8,"F2","No",2015,2,28,6,17,"17:30"
"5638","2015-02-28 17:45:00.0",0.8,4.8,10.8,4,40,2.4,6.8,163.6,"F2","No",2015,2,28,6,17,"17:45"
"5639","2015-02-28 18:00:00.0",0.4,5.2,8.8,4.4,39.6,2.4,7.2,199.6,"F2","No",2015,2,28,6,18,"18:00"
"5640","2015-02-28 18:15:00.0",0.8,6,8.4,4.4,43.2,2.4,6.8,217.2,"F2","No",2015,2,28,6,18,"18:15"
"5641","2015-02-28 18:30:00.0",0.4,6.8,8.4,3.6,37.6,2.4,6.4,162.8,"F2","No",2015,2,28,6,18,"18:30"
"5642","2015-02-28 18:45:00.0",0.8,6.8,8.8,4.4,40.8,2.4,7.6,228.4,"F2","No",2015,2,28,6,18,"18:45"
"5643","2015-02-28 19:00:00.0",0.4,7.2,8,4.4,42.4,2,6.4,198.8,"F2","No",2015,2,28,6,19,"19:00"
"5644","2015-02-28 19:15:00.0",2,7.2,8.8,4,36,2.4,7.2,179.2,"F2","No",2015,2,28,6,19,"19:15"
"5645","2015-02-28 19:30:00.0",0.8,7.2,9.2,4,42.8,2.4,6,228.4,"F2","No",2015,2,28,6,19,"19:30"
"5646","2015-02-28 19:45:00.0",0.8,8,8.8,4.4,38.8,2.4,6,184.8,"F2","No",2015,2,28,6,19,"19:45"
"5647","2015-02-28 20:00:00.0",0.4,9.2,9.2,4,37.6,2.4,6,202,"F2","No",2015,2,28,6,20,"20:00"
"5648","2015-02-28 20:15:00.0",0.8,8.4,8.8,3.2,42.4,2.4,5.6,223.2,"F2","No",2015,2,28,6,20,"20:15"
"5649","2015-02-28 20:30:00.0",0.4,8.4,10.4,4.8,36.8,2.4,6,172,"F2","No",2015,2,28,6,20,"20:30"
"5650","2015-02-28 20:45:00.0",0.8,8.4,10,4,38.4,2.4,6,212,"F2","No",2015,2,28,6,20,"20:45"
"5651","2015-02-28 21:00:00.0",0.8,8,8.8,3.6,41.6,2.4,5.6,220.4,"F2","No",2015,2,28,6,21,"21:00"
"5652","2015-02-28 21:15:00.0",0.4,8.4,8.8,3.6,37.2,2.4,6,164,"F2","No",2015,2,28,6,21,"21:15"
"5653","2015-02-28 21:30:00.0",0.8,8.4,8.4,4.4,37.6,2.4,5.6,220.8,"F2","No",2015,2,28,6,21,"21:30"
"5654","2015-02-28 21:45:00.0",0.4,8.4,13.2,4.4,42,2.4,6.4,214,"F2","No",2015,2,28,6,21,"21:45"
"5655","2015-02-28 22:00:00.0",0.8,8.4,17.6,4,36.4,2,6.8,186,"F2","No",2015,2,28,6,22,"22:00"
"5656","2015-02-28 22:15:00.0",0.4,8.4,18,4.4,37.6,2.4,6.4,230.8,"F2","No",2015,2,28,6,22,"22:15"
"5657","2015-02-28 22:30:00.0",0.8,8.4,16.8,4,38.8,2.4,6.4,202,"F2","No",2015,2,28,6,22,"22:30"
"5658","2015-02-28 22:45:00.0",0.4,8.4,16.4,3.6,39.6,2.4,6.4,202,"F2","No",2015,2,28,6,22,"22:45"
"5659","2015-02-28 23:00:00.0",0.8,8,17.2,4.4,37.2,2.4,5.6,224,"F3","No",2015,2,28,6,23,"23:00"
"5660","2015-02-28 23:15:00.0",0.4,8.4,16,4,36.8,2.4,5.6,188,"F3","No",2015,2,28,6,23,"23:15"
"5661","2015-02-28 23:30:00.0",0.8,8,19.6,4,37.2,2.4,5.6,208.8,"F3","No",2015,2,28,6,23,"23:30"
"5662","2015-02-28 23:45:00.0",0.4,8.4,18,4,36.8,2.4,6,226,"F3","No",2015,2,28,6,23,"23:45"
"5663","2015-03-01 00:00:00.0",0.8,8.4,16,3.2,37.2,2.4,5.6,186,"F3","Yes",2015,3,1,7,0,"00:00"
"5664","2015-03-01 00:15:00.0",0.4,8,16.4,4.8,38.4,2.4,5.6,212.8,"F3","Yes",2015,3,1,7,0,"00:15"
"5665","2015-03-01 00:30:00.0",0.8,7.2,15.6,3.6,40.4,2.4,6,228.8,"F3","Yes",2015,3,1,7,0,"00:30"
"5666","2015-03-01 00:45:00.0",0.4,7.2,17.6,3.6,37.6,2.4,5.6,176.4,"F3","Yes",2015,3,1,7,0,"00:45"
"5667","2015-03-01 01:00:00.0",0.8,7.2,16.4,3.2,36.8,2,6,219.6,"F3","Yes",2015,3,1,7,1,"01:00"
"5668","2015-03-01 01:15:00.0",0.4,7.6,17.6,4.4,37.6,2.4,6,223.2,"F3","Yes",2015,3,1,7,1,"01:15"
"5669","2015-03-01 01:30:00.0",0.8,6.4,15.6,3.6,36.8,2.4,6,170.8,"F3","Yes",2015,3,1,7,1,"01:30"
"5670","2015-03-01 01:45:00.0",0.4,6.4,16.4,3.6,37.2,2.4,5.6,223.2,"F3","Yes",2015,3,1,7,1,"01:45"
"5671","2015-03-01 02:00:00.0",0.8,6.4,18,3.6,36.8,2.4,6,223.2,"F3","Yes",2015,3,1,7,2,"02:00"
"5672","2015-03-01 02:15:00.0",0.8,6.8,16,4,37.6,2.4,6,171.6,"F3","Yes",2015,3,1,7,2,"02:15"
"5673","2015-03-01 02:30:00.0",0.4,6.4,18.8,4,37.2,2.4,5.6,223.2,"F3","Yes",2015,3,1,7,2,"02:30"
"5674","2015-03-01 02:45:00.0",0.8,6.4,17.2,4.4,36.8,2.4,6,224.4,"F3","Yes",2015,3,1,7,2,"02:45"
"5675","2015-03-01 03:00:00.0",0.4,6.8,17.6,3.6,37.6,2.4,5.6,170.4,"F3","Yes",2015,3,1,7,3,"03:00"
"5676","2015-03-01 03:15:00.0",0.8,6.4,17.6,4,36.8,2.4,5.6,226,"F3","Yes",2015,3,1,7,3,"03:15"
"5677","2015-03-01 03:30:00.0",0.4,6.4,16.4,3.2,37.6,2.4,5.2,219.2,"F3","Yes",2015,3,1,7,3,"03:30"
"5678","2015-03-01 03:45:00.0",0.8,6.4,17.6,4.4,36.8,2.4,5.2,170,"F3","Yes",2015,3,1,7,3,"03:45"
"5679","2015-03-01 04:00:00.0",0.4,6.8,18,3.2,37.6,2.4,5.2,223.2,"F3","Yes",2015,3,1,7,4,"04:00"
"5680","2015-03-01 04:15:00.0",0.8,6.4,17.6,4,37.2,2.4,5.6,220,"F3","Yes",2015,3,1,7,4,"04:15"
"5681","2015-03-01 04:30:00.0",0.4,6.4,17.2,4,37.6,2.4,5.2,177.6,"F3","Yes",2015,3,1,7,4,"04:30"
"5682","2015-03-01 04:45:00.0",0.8,6.4,17.6,4,36.8,2.4,5.2,222.4,"F3","Yes",2015,3,1,7,4,"04:45"
"5683","2015-03-01 05:00:00.0",0.8,6.4,15.6,3.2,36.8,2.4,5.6,214,"F3","Yes",2015,3,1,7,5,"05:00"
"5684","2015-03-01 05:15:00.0",0.4,6.4,17.2,4.8,37.6,2.4,5.2,179.6,"F3","Yes",2015,3,1,7,5,"05:15"
"5685","2015-03-01 05:30:00.0",0.8,6.8,18.4,3.6,36.8,2.4,5.2,224,"F3","Yes",2015,3,1,7,5,"05:30"
"5686","2015-03-01 05:45:00.0",0.4,6.4,16.8,4,37.6,2.4,5.2,223.6,"F3","Yes",2015,3,1,7,5,"05:45"
"5687","2015-03-01 06:00:00.0",0.8,6.4,17.6,4.4,36.8,2.4,5.6,177.2,"F3","Yes",2015,3,1,7,6,"06:00"
"5688","2015-03-01 06:15:00.0",0.4,6.4,17.2,4.4,37.6,2.4,5.2,228.8,"F3","Yes",2015,3,1,7,6,"06:15"
"5689","2015-03-01 06:30:00.0",0.8,6.4,16.8,4.8,36.8,2.4,5.2,220.4,"F3","Yes",2015,3,1,7,6,"06:30"
"5690","2015-03-01 06:45:00.0",0.4,6.4,16,4,36.8,2.4,5.6,177.6,"F3","Yes",2015,3,1,7,6,"06:45"
"5691","2015-03-01 07:00:00.0",0.8,6.8,15.6,4.4,37.6,2.4,5.2,222,"F3","Yes",2015,3,1,7,7,"07:00"
"5692","2015-03-01 07:15:00.0",0.4,6.4,18,4.4,36.8,2.4,5.2,221.6,"F3","Yes",2015,3,1,7,7,"07:15"
"5693","2015-03-01 07:30:00.0",0.8,6.4,16,4.8,37.6,2.4,5.2,174.8,"F3","Yes",2015,3,1,7,7,"07:30"
"5694","2015-03-01 07:45:00.0",0.4,6.4,17.6,3.6,36.8,2.4,5.6,222,"F3","Yes",2015,3,1,7,7,"07:45"
"5695","2015-03-01 08:00:00.0",0.8,6.8,17.6,4.4,37.6,2.4,5.2,217.6,"F3","Yes",2015,3,1,7,8,"08:00"
"5696","2015-03-01 08:15:00.0",0.4,7.2,16.4,4,36.8,2.4,5.2,136,"F3","Yes",2015,3,1,7,8,"08:15"
"5697","2015-03-01 08:30:00.0",0.8,7.2,17.6,4.4,37.6,2.4,5.2,213.2,"F3","Yes",2015,3,1,7,8,"08:30"
"5698","2015-03-01 08:45:00.0",0.4,7.2,19.2,4.4,36.8,2.4,5.2,201.2,"F3","Yes",2015,3,1,7,8,"08:45"
"5699","2015-03-01 09:00:00.0",0.8,7.2,17.6,4.4,36.8,2.4,6,142.8,"F3","Yes",2015,3,1,7,9,"09:00"
"5700","2015-03-01 09:15:00.0",0.4,7.2,17.6,4.4,37.6,2.4,6,211.6,"F3","Yes",2015,3,1,7,9,"09:15"
"5701","2015-03-01 09:30:00.0",0.8,7.6,17.2,3.6,42.4,2.4,6,195.6,"F3","Yes",2015,3,1,7,9,"09:30"
"5702","2015-03-01 09:45:00.0",0.8,7.6,17.2,3.6,38.4,2.4,6,147.2,"F3","Yes",2015,3,1,7,9,"09:45"
"5703","2015-03-01 10:00:00.0",0.4,6.8,18.8,4.4,38.4,2.4,6,211.6,"F3","Yes",2015,3,1,7,10,"10:00"
"5704","2015-03-01 10:15:00.0",0.8,7.6,18,4.4,42.4,2.4,5.6,172.4,"F3","Yes",2015,3,1,7,10,"10:15"
"5705","2015-03-01 10:30:00.0",0.4,6.8,17.6,3.6,36.8,2.4,5.2,170.8,"F3","Yes",2015,3,1,7,10,"10:30"
"5706","2015-03-01 10:45:00.0",0.8,7.2,18,4,40,2.4,5.6,212.8,"F3","Yes",2015,3,1,7,10,"10:45"
"5707","2015-03-01 11:00:00.0",0.4,7.6,15.2,4.8,41.2,2.4,5.6,137.2,"F3","Yes",2015,3,1,7,11,"11:00"
"5708","2015-03-01 11:15:00.0",0.8,6.8,16.4,3.6,36.8,2.4,5.6,194.4,"F3","Yes",2015,3,1,7,11,"11:15"
"5709","2015-03-01 11:30:00.0",0.4,6,16.8,4,43.6,2.4,5.6,187.6,"F3","Yes",2015,3,1,7,11,"11:30"
"5710","2015-03-01 11:45:00.0",0.8,5.6,18,4.4,38,2.4,5.2,140.4,"F3","Yes",2015,3,1,7,11,"11:45"
"5711","2015-03-01 12:00:00.0",0.4,6,17.6,4,41.2,2.4,5.6,214.4,"F3","Yes",2015,3,1,7,12,"12:00"
"5712","2015-03-01 12:15:00.0",0.8,5.6,16.4,3.2,42.4,2.4,5.6,141.2,"F3","Yes",2015,3,1,7,12,"12:15"
"5713","2015-03-01 12:30:00.0",0.4,6,17.2,4.4,40,2.4,5.2,171.6,"F3","Yes",2015,3,1,7,12,"12:30"
"5714","2015-03-01 12:45:00.0",0.8,5.6,16,4.4,40.8,2.4,5.6,188.4,"F3","Yes",2015,3,1,7,12,"12:45"
"5715","2015-03-01 13:00:00.0",0.4,5.6,18,4,42.8,2.4,5.2,136,"F3","Yes",2015,3,1,7,13,"13:00"
"5716","2015-03-01 13:15:00.0",0.8,6,16,4,39.6,2.4,5.6,205.6,"F3","Yes",2015,3,1,7,13,"13:15"
"5717","2015-03-01 13:30:00.0",0.4,5.6,17.6,4,42,2.4,6,142.8,"F3","Yes",2015,3,1,7,13,"13:30"
"5718","2015-03-01 13:45:00.0",0.8,6,16.4,4.4,43.2,2.4,5.2,172.4,"F3","Yes",2015,3,1,7,13,"13:45"
"5719","2015-03-01 14:00:00.0",0.4,5.6,17.6,3.6,38,2.4,5.6,174,"F3","Yes",2015,3,1,7,14,"14:00"
"5720","2015-03-01 14:15:00.0",0.8,6,18,4.4,43.6,2.4,5.6,130.4,"F3","Yes",2015,3,1,7,14,"14:15"
"5721","2015-03-01 14:30:00.0",0.4,5.6,18.4,4,40.8,2.4,5.6,210,"F3","Yes",2015,3,1,7,14,"14:30"
"5722","2015-03-01 14:45:00.0",0.8,6,20,4.8,40.4,2.4,5.6,137.6,"F3","Yes",2015,3,1,7,14,"14:45"
"5723","2015-03-01 15:00:00.0",0.8,5.6,15.2,3.6,42.8,2.4,5.6,167.2,"F3","Yes",2015,3,1,7,15,"15:00"
"5724","2015-03-01 15:15:00.0",0.4,6,17.6,4.8,41.6,2.4,5.6,163.6,"F3","Yes",2015,3,1,7,15,"15:15"
"5725","2015-03-01 15:30:00.0",0.8,5.6,18.4,3.6,39.6,2.4,5.6,142,"F3","Yes",2015,3,1,7,15,"15:30"
"5726","2015-03-01 15:45:00.0",0.4,6,18.4,4.4,42.8,2.4,5.6,193.2,"F3","Yes",2015,3,1,7,15,"15:45"
"5727","2015-03-01 16:00:00.0",0.8,6,18.8,4,42,2.4,5.6,126.8,"F3","Yes",2015,3,1,7,16,"16:00"
"5728","2015-03-01 16:15:00.0",0.4,6,17.2,4.4,39.2,2.4,5.6,203.2,"F3","Yes",2015,3,1,7,16,"16:15"
"5729","2015-03-01 16:30:00.0",0.8,6.4,16,4,43.2,2.4,6,133.6,"F3","Yes",2015,3,1,7,16,"16:30"
"5730","2015-03-01 16:45:00.0",0.4,6,18,4,40,2.4,5.6,166.4,"F3","Yes",2015,3,1,7,16,"16:45"
"5731","2015-03-01 17:00:00.0",0.8,6,16,4.8,40.4,2.4,5.6,172.8,"F3","Yes",2015,3,1,7,17,"17:00"
"5732","2015-03-01 17:15:00.0",0.4,6.4,17.2,4,43.2,2.4,5.6,142,"F3","Yes",2015,3,1,7,17,"17:15"
"5733","2015-03-01 17:30:00.0",0.8,6,16.8,4,38.4,2.4,6.4,214.8,"F3","Yes",2015,3,1,7,17,"17:30"
"5734","2015-03-01 17:45:00.0",0.8,6.4,18.4,4,43.2,2.4,5.6,146.4,"F3","Yes",2015,3,1,7,17,"17:45"
"5735","2015-03-01 18:00:00.0",0.4,6,17.2,4.4,42.4,2.4,5.6,206.8,"F3","Yes",2015,3,1,7,18,"18:00"
"5736","2015-03-01 18:15:00.0",0.8,6.4,16.4,4,38.8,2.4,6,200,"F3","Yes",2015,3,1,7,18,"18:15"
"5737","2015-03-01 18:30:00.0",0.4,6,17.6,4,42.4,2.4,6.4,182.4,"F3","Yes",2015,3,1,7,18,"18:30"
"5738","2015-03-01 18:45:00.0",0.8,6.8,17.2,4,38.8,2.4,6.8,229.6,"F3","Yes",2015,3,1,7,18,"18:45"
"5739","2015-03-01 19:00:00.0",0.4,7.2,18.4,4,41.2,2,6.4,184,"F3","Yes",2015,3,1,7,19,"19:00"
"5740","2015-03-01 19:15:00.0",0.8,6.8,17.2,4,42,2.4,6.4,213.2,"F3","Yes",2015,3,1,7,19,"19:15"
"5741","2015-03-01 19:30:00.0",0.4,7.2,18,4,37.2,2.4,6.4,215.6,"F3","Yes",2015,3,1,7,19,"19:30"
"5742","2015-03-01 19:45:00.0",0.8,7.2,15.6,4.4,42.4,2.4,6.4,174,"F3","Yes",2015,3,1,7,19,"19:45"
"5743","2015-03-01 20:00:00.0",0.4,6.8,17.6,3.6,40.8,2.4,6.4,233.6,"F3","Yes",2015,3,1,7,20,"20:00"
"5744","2015-03-01 20:15:00.0",0.8,7.2,16.4,4.4,38,2.4,6,192,"F3","Yes",2015,3,1,7,20,"20:15"
"5745","2015-03-01 20:30:00.0",0.4,7.2,18.4,4.8,43.2,2.4,6.4,206.4,"F3","Yes",2015,3,1,7,20,"20:30"
"5746","2015-03-01 20:45:00.0",0.8,6.8,17.6,4,38.4,2.4,6,231.2,"F3","Yes",2015,3,1,7,20,"20:45"
"5747","2015-03-01 21:00:00.0",0.4,7.2,16,4.4,39.6,2.4,6.4,181.2,"F3","Yes",2015,3,1,7,21,"21:00"
"5748","2015-03-01 21:15:00.0",0.8,7.2,17.2,4,42.8,2.8,6,221.6,"F3","Yes",2015,3,1,7,21,"21:15"
"5749","2015-03-01 21:30:00.0",0.4,6.8,17.2,4.4,36.4,2,6.8,218.4,"F3","Yes",2015,3,1,7,21,"21:30"
"5750","2015-03-01 21:45:00.0",0.8,6.8,17.6,4,41.6,2.8,6.8,179.6,"F3","Yes",2015,3,1,7,21,"21:45"
"5751","2015-03-01 22:00:00.0",0.4,6.8,17.2,4,39.2,2,6.8,232,"F3","Yes",2015,3,1,7,22,"22:00"
"5752","2015-03-01 22:15:00.0",0.8,7.2,17.2,4,37.6,2.8,6.8,205.2,"F3","Yes",2015,3,1,7,22,"22:15"
"5753","2015-03-01 22:30:00.0",0.8,6.8,16.4,4,42.4,2,6.8,199.6,"F3","Yes",2015,3,1,7,22,"22:30"
"5754","2015-03-01 22:45:00.0",0.4,6.8,17.2,4.8,37.6,2.4,6.8,233.2,"F3","Yes",2015,3,1,7,22,"22:45"
"5755","2015-03-01 23:00:00.0",0.8,6.8,18,3.2,37.6,2.4,6.4,181.6,"F3","Yes",2015,3,1,7,23,"23:00"
"5756","2015-03-01 23:15:00.0",0.4,6.8,17.6,3.6,41.6,2.4,6,217.6,"F3","Yes",2015,3,1,7,23,"23:15"
"5757","2015-03-01 23:30:00.0",0.8,6.8,18.4,4.4,37.2,2.4,6,227.2,"F3","Yes",2015,3,1,7,23,"23:30"
"5758","2015-03-01 23:45:00.0",0.4,6.8,16.8,3.2,38.4,2.4,6.4,164.8,"F3","Yes",2015,3,1,7,23,"23:45"
"5759","2015-03-02 00:00:00.0",0.4,7.2,18.4,3.6,41.6,2.4,6,236.4,"F3","No",2015,3,2,1,0,"00:00"
"5760","2015-03-02 00:15:00.0",0.8,6.8,17.2,4,36.8,2.4,6.4,206.4,"F3","No",2015,3,2,1,0,"00:15"
"5761","2015-03-02 00:30:00.0",0.4,6.8,16,4.4,38.4,2.8,6,188.8,"F3","No",2015,3,2,1,0,"00:30"
"5762","2015-03-02 00:45:00.0",0.8,6.8,17.2,3.6,41.6,2.4,6,230,"F3","No",2015,3,2,1,0,"00:45"
"5763","2015-03-02 01:00:00.0",0.8,6.8,14.4,3.6,36.4,2.4,6.4,191.6,"F3","No",2015,3,2,1,1,"01:00"
"5764","2015-03-02 01:15:00.0",0.4,6.8,17.6,3.6,38.4,2.4,6,201.2,"F3","No",2015,3,2,1,1,"01:15"
