"","CET","1086","1085","1047","1046","1045","1022","294","1226","ToU","Holiday","Year","Month","Month_day","Week_day","Hour","Time"
"6696","2015-03-11 18:15:00.0",11.6,5.2,11.2,11.6,43.2,29.6,9.2,418.4,"F1","No",2015,3,11,3,18,"18:15"
"6697","2015-03-11 18:30:00.0",11.6,6,10.8,6.8,42.8,29.2,10.4,419.6,"F1","No",2015,3,11,3,18,"18:30"
"6698","2015-03-11 18:45:00.0",12.4,6.4,10,6.4,43.2,41.2,10.4,446,"F1","No",2015,3,11,3,18,"18:45"
"6699","2015-03-11 19:00:00.0",11.6,6.8,10,5.2,42,34.4,10.8,392.4,"F2","No",2015,3,11,3,19,"19:00"
"6700","2015-03-11 19:15:00.0",12.4,6.8,10.8,6,43.2,28.4,10.8,332.4,"F2","No",2015,3,11,3,19,"19:15"
"6701","2015-03-11 19:30:00.0",8.4,6.8,10.4,6.4,42,23.6,10.4,300.4,"F2","No",2015,3,11,3,19,"19:30"
"6702","2015-03-11 19:45:00.0",8,6.4,10,4.4,42.4,23.2,10.4,282.4,"F2","No",2015,3,11,3,19,"19:45"
"6703","2015-03-11 20:00:00.0",6.8,6,12,6,42.8,14.4,10.4,266.8,"F2","No",2015,3,11,3,20,"20:00"
"6704","2015-03-11 20:15:00.0",7.2,6,13.2,5.6,37.6,2.4,10,249.2,"F2","No",2015,3,11,3,20,"20:15"
"6705","2015-03-11 20:30:00.0",8,5.6,9.6,6,43.2,2.4,8.8,224.8,"F2","No",2015,3,11,3,20,"20:30"
"6706","2015-03-11 20:45:00.0",6.8,5.2,10,5.6,42,2.4,8.4,210.4,"F2","No",2015,3,11,3,20,"20:45"
"6707","2015-03-11 21:00:00.0",6.8,5.2,10.4,6,42.8,2.4,8.4,210.8,"F2","No",2015,3,11,3,21,"21:00"
"6708","2015-03-11 21:15:00.0",6,5.2,10.4,5.6,39.6,2.4,8.4,198.4,"F2","No",2015,3,11,3,21,"21:15"
"6709","2015-03-11 21:30:00.0",7.2,5.2,12,5.2,41.2,2.8,7.6,200.8,"F2","No",2015,3,11,3,21,"21:30"
"6710","2015-03-11 21:45:00.0",6.8,5.6,10.8,5.6,42,2.4,7.2,192.8,"F2","No",2015,3,11,3,21,"21:45"
"6711","2015-03-11 22:00:00.0",6.8,5.2,10.4,5.2,42,2.4,7.6,190.8,"F2","No",2015,3,11,3,22,"22:00"
"6712","2015-03-11 22:15:00.0",6.4,6.4,10.4,5.2,38.4,2.4,7.2,181.6,"F2","No",2015,3,11,3,22,"22:15"
"6713","2015-03-11 22:30:00.0",5.6,6.4,11.6,5.2,42,2.4,6.8,186,"F2","No",2015,3,11,3,22,"22:30"
"6714","2015-03-11 22:45:00.0",2,6.8,11.2,5.2,42.8,2.4,7.2,183.6,"F2","No",2015,3,11,3,22,"22:45"
"6715","2015-03-11 23:00:00.0",2,6.8,9.2,4.8,37.6,2.4,6.8,168.4,"F3","No",2015,3,11,3,23,"23:00"
"6716","2015-03-11 23:15:00.0",1.6,6.8,9.6,5.6,43.2,2.4,6.8,186.4,"F3","No",2015,3,11,3,23,"23:15"
"6717","2015-03-11 23:30:00.0",2,6.4,9.2,4.8,41.6,2.4,6.8,209.6,"F3","No",2015,3,11,3,23,"23:30"
"6718","2015-03-11 23:45:00.0",1.6,6.8,9.2,5.2,37.6,2.4,7.2,168.4,"F3","No",2015,3,11,3,23,"23:45"
"6719","2015-03-12 00:00:00.0",2,6.8,9.6,4.4,42.8,2.4,6.4,224.8,"F3","No",2015,3,12,4,0,"00:00"
"6720","2015-03-12 00:15:00.0",1.6,6.8,8.8,5.2,39.2,2.4,6.4,169.2,"F3","No",2015,3,12,4,0,"00:15"
"6721","2015-03-12 00:30:00.0",2,6.4,11.6,4.8,40,2.4,6.4,210,"F3","No",2015,3,12,4,0,"00:30"
"6722","2015-03-12 00:45:00.0",1.6,6.4,10.4,4.8,42,2.4,6.4,199.6,"F3","No",2015,3,12,4,0,"00:45"
"6723","2015-03-12 01:00:00.0",2,6,9.2,5.2,38,2.4,6.8,183.2,"F3","No",2015,3,12,4,1,"01:00"
"6724","2015-03-12 01:15:00.0",1.6,6,9.2,4.8,40,2,6.4,220,"F3","No",2015,3,12,4,1,"01:15"
"6725","2015-03-12 01:30:00.0",2,6,9.6,5.2,42,2.4,6,168.8,"F3","No",2015,3,12,4,1,"01:30"
"6726","2015-03-12 01:45:00.0",1.6,6,10.4,4.8,36,2.4,6,212,"F3","No",2015,3,12,4,1,"01:45"
"6727","2015-03-12 02:00:00.0",2,5.6,9.6,5.2,41.2,2.4,6.4,196,"F3","No",2015,3,12,4,2,"02:00"
"6728","2015-03-12 02:15:00.0",1.6,6,11.2,4.4,40,2.4,6,187.2,"F3","No",2015,3,12,4,2,"02:15"
"6729","2015-03-12 02:30:00.0",2,6,9.2,5.6,37.2,2.4,6.4,217.2,"F3","No",2015,3,12,4,2,"02:30"
"6730","2015-03-12 02:45:00.0",1.6,6,9.2,4.8,42.8,2.4,6,163.2,"F3","No",2015,3,12,4,2,"02:45"
"6731","2015-03-12 03:00:00.0",2,5.6,8.8,5.6,38,2.4,6,216.4,"F3","No",2015,3,12,4,3,"03:00"
"6732","2015-03-12 03:15:00.0",2,6,8.8,4.8,39.2,2.4,6,186,"F3","No",2015,3,12,4,3,"03:15"
"6733","2015-03-12 03:30:00.0",1.6,6,9.6,4.4,42,2.4,6.4,192,"F3","No",2015,3,12,4,3,"03:30"
"6734","2015-03-12 03:45:00.0",2,6,9.6,5.6,36.8,2.4,6,217.2,"F3","No",2015,3,12,4,3,"03:45"
"6735","2015-03-12 04:00:00.0",1.6,6,12,4.4,41.2,2.4,6,163.6,"F3","No",2015,3,12,4,4,"04:00"
"6736","2015-03-12 04:15:00.0",2,5.6,19.2,4.8,40.4,2.4,6.4,233.2,"F3","No",2015,3,12,4,4,"04:15"
"6737","2015-03-12 04:30:00.0",1.6,6,15.2,6.8,37.2,2.4,6,187.6,"F3","No",2015,3,12,4,4,"04:30"
"6738","2015-03-12 04:45:00.0",2,6,17.2,8,42,2.4,6,206,"F3","No",2015,3,12,4,4,"04:45"
"6739","2015-03-12 05:00:00.0",1.6,6,11.6,7.2,40,5.2,6.4,228.8,"F3","No",2015,3,12,4,5,"05:00"
"6740","2015-03-12 05:15:00.0",2,6,9.2,6.4,37.6,9.2,6,178.8,"F3","No",2015,3,12,4,5,"05:15"
"6741","2015-03-12 05:30:00.0",2,6,9.6,7.2,42.4,9.2,6.4,246,"F3","No",2015,3,12,4,5,"05:30"
"6742","2015-03-12 05:45:00.0",1.6,6,9.6,6.8,36,9.2,6,203.2,"F3","No",2015,3,12,4,5,"05:45"
"6743","2015-03-12 06:00:00.0",2,6,10.8,8.4,40.8,20.8,6.4,216,"F3","No",2015,3,12,4,6,"06:00"
"6744","2015-03-12 06:15:00.0",1.6,6,34,11.6,39.2,40.8,6,258.4,"F3","No",2015,3,12,4,6,"06:15"
"6745","2015-03-12 06:30:00.0",2,6,114.8,12,37.6,42,6,346.8,"F3","No",2015,3,12,4,6,"06:30"
"6746","2015-03-12 06:45:00.0",1.6,6.4,87.2,13.6,42,42.4,6,325.2,"F3","No",2015,3,12,4,6,"06:45"
"6747","2015-03-12 07:00:00.0",2.4,5.2,78,15.6,36.4,41.6,6,317.2,"F2","No",2015,3,12,4,7,"07:00"
"6748","2015-03-12 07:15:00.0",3.2,5.2,76.8,13.6,40.4,42.4,6.4,349.6,"F2","No",2015,3,12,4,7,"07:15"
"6749","2015-03-12 07:30:00.0",3.6,4,78,12.4,38.8,40.8,6.4,330.8,"F2","No",2015,3,12,4,7,"07:30"
"6750","2015-03-12 07:45:00.0",7.2,4.8,131.2,15.2,38,42,6.8,400,"F2","No",2015,3,12,4,7,"07:45"
"6751","2015-03-12 08:00:00.0",9.6,7.6,144,18.8,42,41.2,7.6,439.2,"F1","No",2015,3,12,4,8,"08:00"
"6752","2015-03-12 08:15:00.0",10.4,6.8,145.6,16.4,36.4,40.8,8.4,498.4,"F1","No",2015,3,12,4,8,"08:15"
"6753","2015-03-12 08:30:00.0",9.6,5.6,168.8,16.4,41.6,40.8,8,530.4,"F1","No",2015,3,12,4,8,"08:30"
"6754","2015-03-12 08:45:00.0",9.6,5.2,140,36.8,42,40.4,8,560.8,"F1","No",2015,3,12,4,8,"08:45"
"6755","2015-03-12 09:00:00.0",12,6.8,109.6,34.4,38.8,42,8.4,532,"F1","No",2015,3,12,4,9,"09:00"
"6756","2015-03-12 09:15:00.0",10.8,7.2,133.6,27.2,42,42.8,9.2,560.4,"F1","No",2015,3,12,4,9,"09:15"
"6757","2015-03-12 09:30:00.0",8.8,8.8,153.2,22,42.4,43.6,9.6,578.4,"F1","No",2015,3,12,4,9,"09:30"
"6758","2015-03-12 09:45:00.0",10,8.8,136,23.2,38.4,42.8,10.4,572,"F1","No",2015,3,12,4,9,"09:45"
"6759","2015-03-12 10:00:00.0",8.8,8.4,124.8,24.4,42.4,42.4,10.4,580,"F1","No",2015,3,12,4,10,"10:00"
"6760","2015-03-12 10:15:00.0",9.2,8.8,142.8,24.8,42.4,43.2,10,590.8,"F1","No",2015,3,12,4,10,"10:15"
"6761","2015-03-12 10:30:00.0",10.4,8,134,23.6,38.4,43.6,10,597.6,"F1","No",2015,3,12,4,10,"10:30"
"6762","2015-03-12 10:45:00.0",10.4,8.4,139.2,27.6,43.2,44,10,585.6,"F1","No",2015,3,12,4,10,"10:45"
"6763","2015-03-12 11:00:00.0",9.6,8,127.2,25.2,42.4,43.6,10,585.2,"F1","No",2015,3,12,4,11,"11:00"
"6764","2015-03-12 11:15:00.0",9.6,8.4,138.8,26,38.8,44,10.4,591.2,"F1","No",2015,3,12,4,11,"11:15"
"6765","2015-03-12 11:30:00.0",11.2,7.6,174.4,25.6,42.4,43.2,10,633.2,"F1","No",2015,3,12,4,11,"11:30"
"6766","2015-03-12 11:45:00.0",11.2,6,175.2,37.2,43.2,44,10,653.6,"F1","No",2015,3,12,4,11,"11:45"
"6767","2015-03-12 12:00:00.0",10,5.2,145.6,26.4,42.4,43.2,10,601.6,"F1","No",2015,3,12,4,12,"12:00"
"6768","2015-03-12 12:15:00.0",10.4,4.8,158.8,24.4,42.4,42.8,10,616.4,"F1","No",2015,3,12,4,12,"12:15"
"6769","2015-03-12 12:30:00.0",10,5.2,172.8,22,43.2,43.6,10,616.4,"F1","No",2015,3,12,4,12,"12:30"
"6770","2015-03-12 12:45:00.0",10,4.8,158,22.8,38,42.4,10.4,604.8,"F1","No",2015,3,12,4,12,"12:45"
"6771","2015-03-12 13:00:00.0",9.6,4.8,193.6,26.4,43.2,42.4,10,631.6,"F1","No",2015,3,12,4,13,"13:00"
"6772","2015-03-12 13:15:00.0",9.6,4.8,162.8,28.8,42.4,42,10,612.8,"F1","No",2015,3,12,4,13,"13:15"
"6773","2015-03-12 13:30:00.0",9.6,4.8,168,26.8,43.2,42.4,10,617.2,"F1","No",2015,3,12,4,13,"13:30"
"6774","2015-03-12 13:45:00.0",10,4.8,170.4,24.8,42.4,40.8,10.4,608.4,"F1","No",2015,3,12,4,13,"13:45"
"6775","2015-03-12 14:00:00.0",10.8,4.8,159.6,21.6,41.2,43.2,10.8,599.2,"F1","No",2015,3,12,4,14,"14:00"
"6776","2015-03-12 14:15:00.0",11.2,4.8,157.6,20,40,41.6,10.4,600.8,"F1","No",2015,3,12,4,14,"14:15"
"6777","2015-03-12 14:30:00.0",12.4,5.2,150.4,26.4,42.4,41.2,10.4,618.4,"F1","No",2015,3,12,4,14,"14:30"
"6778","2015-03-12 14:45:00.0",11.6,4.8,148,25.6,43.2,42.8,10,607.2,"F1","No",2015,3,12,4,14,"14:45"
"6779","2015-03-12 15:00:00.0",12,4.8,148,18.8,42.4,39.6,10.4,596,"F1","No",2015,3,12,4,15,"15:00"
"6780","2015-03-12 15:15:00.0",11.6,4.8,132,17.6,42.8,40.4,10.4,580,"F1","No",2015,3,12,4,15,"15:15"
"6781","2015-03-12 15:30:00.0",10,4.8,97.2,22.4,40.8,39.6,10,542,"F1","No",2015,3,12,4,15,"15:30"
"6782","2015-03-12 15:45:00.0",12,4.8,71.2,19.2,40,40,10,520.4,"F1","No",2015,3,12,4,15,"15:45"
"6783","2015-03-12 16:00:00.0",10,4.4,71.2,15.2,42.4,39.2,10,518.4,"F1","No",2015,3,12,4,16,"16:00"
"6784","2015-03-12 16:15:00.0",8.4,4.8,69.6,16.8,43.2,39.6,9.6,520,"F1","No",2015,3,12,4,16,"16:15"
"6785","2015-03-12 16:30:00.0",13.2,4.8,61.2,17.2,43.2,40,10,505.6,"F1","No",2015,3,12,4,16,"16:30"
"6786","2015-03-12 16:45:00.0",10.8,4.4,28.4,17.6,42.4,40,10,478.4,"F1","No",2015,3,12,4,16,"16:45"
"6787","2015-03-12 17:00:00.0",11.2,4.8,31.2,15.6,43.2,44,8.8,480.4,"F1","No",2015,3,12,4,17,"17:00"
"6788","2015-03-12 17:15:00.0",9.6,4.8,24.8,14.8,42.4,44,9.2,467.6,"F1","No",2015,3,12,4,17,"17:15"
"6789","2015-03-12 17:30:00.0",11.6,4.4,26.8,16,43.2,44.4,10,485.6,"F1","No",2015,3,12,4,17,"17:30"
"6790","2015-03-12 17:45:00.0",10,4.8,23.6,16.4,40.8,43.2,9.2,469.2,"F1","No",2015,3,12,4,17,"17:45"
"6791","2015-03-12 18:00:00.0",10.4,5.6,15.6,13.6,40,44.4,9.6,464,"F1","No",2015,3,12,4,18,"18:00"
"6792","2015-03-12 18:15:00.0",10.8,6.8,10,11.2,42.4,43.6,9.6,438.8,"F1","No",2015,3,12,4,18,"18:15"
"6793","2015-03-12 18:30:00.0",11.2,7.6,10,7.6,42,42.8,9.6,449.2,"F1","No",2015,3,12,4,18,"18:30"
"6794","2015-03-12 18:45:00.0",11.6,8,10.4,6.4,38.8,41.6,10.4,424.8,"F1","No",2015,3,12,4,18,"18:45"
"6795","2015-03-12 19:00:00.0",8.8,8,9.6,6,41.2,35.6,10.4,376,"F2","No",2015,3,12,4,19,"19:00"
"6796","2015-03-12 19:15:00.0",10,8.4,10,6.8,42.8,29.6,10,322,"F2","No",2015,3,12,4,19,"19:15"
"6797","2015-03-12 19:30:00.0",8,7.6,9.6,5.2,42,24.8,8.8,291.6,"F2","No",2015,3,12,4,19,"19:30"
"6798","2015-03-12 19:45:00.0",8.8,7.6,11.2,5.6,38.4,25.2,9.2,274,"F2","No",2015,3,12,4,19,"19:45"
"6799","2015-03-12 20:00:00.0",8,7.2,12,6,42,14.4,8.4,259.6,"F2","No",2015,3,12,4,20,"20:00"
"6800","2015-03-12 20:15:00.0",7.6,7.6,11.2,6.4,42,2.4,8.4,243.2,"F2","No",2015,3,12,4,20,"20:15"
"6801","2015-03-12 20:30:00.0",7.6,7.2,10,5.6,38.4,2.8,8,224.8,"F2","No",2015,3,12,4,20,"20:30"
"6802","2015-03-12 20:45:00.0",7.2,7.2,9.6,6,42.4,2.4,8,227.6,"F2","No",2015,3,12,4,20,"20:45"
"6803","2015-03-12 21:00:00.0",6.8,7.2,10.8,6.4,42.8,2.4,8,212.8,"F2","No",2015,3,12,4,21,"21:00"
"6804","2015-03-12 21:15:00.0",4.4,7.2,10,5.2,37.2,2.4,7.2,198.4,"F2","No",2015,3,12,4,21,"21:15"
"6805","2015-03-12 21:30:00.0",4,6.4,9.6,6.4,43.2,2.4,7.2,199.2,"F2","No",2015,3,12,4,21,"21:30"
"6806","2015-03-12 21:45:00.0",3.6,6,9.2,5.6,41.2,2.4,6.8,189.2,"F2","No",2015,3,12,4,21,"21:45"
"6807","2015-03-12 22:00:00.0",3.2,6.4,9.6,6,38.8,2.8,7.2,185.2,"F2","No",2015,3,12,4,22,"22:00"
"6808","2015-03-12 22:15:00.0",3.2,7.2,9.6,5.6,41.6,2.4,7.2,186,"F2","No",2015,3,12,4,22,"22:15"
"6809","2015-03-12 22:30:00.0",2.8,6.8,10,6,37.6,2.4,7.6,181.6,"F2","No",2015,3,12,4,22,"22:30"
"6810","2015-03-12 22:45:00.0",2.8,6.8,12,6,41.6,2.4,7.2,184,"F2","No",2015,3,12,4,22,"22:45"
"6811","2015-03-12 23:00:00.0",2.8,6.8,11.2,5.2,41.6,2.4,6.8,176,"F3","No",2015,3,12,4,23,"23:00"
"6812","2015-03-12 23:15:00.0",3.2,6.8,10,6,36.8,2.4,6.8,164.8,"F3","No",2015,3,12,4,23,"23:15"
"6813","2015-03-12 23:30:00.0",2.8,6.4,9.6,5.6,41.6,2.4,7.2,167.6,"F3","No",2015,3,12,4,23,"23:30"
"6814","2015-03-12 23:45:00.0",1.2,6.8,10.4,6.4,40.4,2.4,6.8,206.4,"F3","No",2015,3,12,4,23,"23:45"
"6815","2015-03-13 00:00:00.0",0.8,6.8,8.8,4.8,36.8,2.4,6.8,160,"F3","No",2015,3,13,5,0,"00:00"
"6816","2015-03-13 00:15:00.0",0.8,6.4,9.6,5.6,42,2.4,6.4,231.6,"F3","No",2015,3,13,5,0,"00:15"
"6817","2015-03-13 00:30:00.0",0.4,6.8,9.2,5.2,38.4,2.4,6.8,180,"F3","No",2015,3,13,5,0,"00:30"
"6818","2015-03-13 00:45:00.0",0.8,6.8,9.6,5.6,37.6,2.4,6.8,176.4,"F3","No",2015,3,13,5,0,"00:45"
"6819","2015-03-13 01:00:00.0",0.8,6.8,8.8,5.6,42,2.4,6.8,186,"F3","No",2015,3,13,5,1,"01:00"
"6820","2015-03-13 01:15:00.0",0.4,6.4,8.8,4.4,36.4,2.4,6.4,178.4,"F3","No",2015,3,13,5,1,"01:15"
"6821","2015-03-13 01:30:00.0",0.8,6.8,10,5.2,38.4,2.4,6.8,183.2,"F3","No",2015,3,13,5,1,"01:30"
"6822","2015-03-13 01:45:00.0",0.8,6.4,12.4,5.2,40,2.4,6.4,185.2,"F3","No",2015,3,13,5,1,"01:45"
"6823","2015-03-13 02:00:00.0",0.8,6.8,8.8,5.2,37.2,2.4,6.8,180.8,"F3","No",2015,3,13,5,2,"02:00"
"6824","2015-03-13 02:15:00.0",0.4,6.8,8.8,4.4,38.4,2.4,6.8,178,"F3","No",2015,3,13,5,2,"02:15"
"6825","2015-03-13 02:30:00.0",0.8,6,8.8,6.4,39.2,2.4,6.8,186,"F3","No",2015,3,13,5,2,"02:30"
"6826","2015-03-13 02:45:00.0",0.8,6.4,9.6,4.4,37.2,2.8,6.8,180.4,"F3","No",2015,3,13,5,2,"02:45"
"6827","2015-03-13 03:00:00.0",0.4,6,8.8,5.6,38.4,2.4,6.4,182.8,"F3","No",2015,3,13,5,3,"03:00"
"6828","2015-03-13 03:15:00.0",0.8,6,10.8,4.8,40,2.4,6.8,183.6,"F3","No",2015,3,13,5,3,"03:15"
"6829","2015-03-13 03:30:00.0",0.8,6,12,4.8,36,2.4,6.8,180.8,"F3","No",2015,3,13,5,3,"03:30"
"6830","2015-03-13 03:45:00.0",0.4,6,17.2,4.8,36.8,2.4,6.8,188,"F3","No",2015,3,13,5,3,"03:45"
"6831","2015-03-13 04:00:00.0",0.8,6,16.8,5.2,36.4,2.4,6.4,185.2,"F3","No",2015,3,13,5,4,"04:00"
"6832","2015-03-13 04:15:00.0",0.8,6,18.8,5.2,40.4,2.4,6.4,196.4,"F3","No",2015,3,13,5,4,"04:15"
"6833","2015-03-13 04:30:00.0",0.8,6.4,18.4,6,38,2.4,6.4,187.2,"F3","No",2015,3,13,5,4,"04:30"
"6834","2015-03-13 04:45:00.0",0.4,6,17.2,7.6,36.4,2.4,6.4,190.4,"F3","No",2015,3,13,5,4,"04:45"
"6835","2015-03-13 05:00:00.0",0.8,6,18.4,8,36.8,5.6,6,196.8,"F3","No",2015,3,13,5,5,"05:00"
"6836","2015-03-13 05:15:00.0",0.8,6,17.2,8,36.4,8.8,6.4,202.8,"F3","No",2015,3,13,5,5,"05:15"
"6837","2015-03-13 05:30:00.0",0.4,6.4,16,6,36.8,9.2,6,186,"F3","No",2015,3,13,5,5,"05:30"
"6838","2015-03-13 05:45:00.0",0.8,6,18.4,7.6,36.4,8.8,6.4,190.8,"F3","No",2015,3,13,5,5,"05:45"
"6839","2015-03-13 06:00:00.0",0.8,6.4,15.6,7.6,36.8,21.2,6,217.2,"F3","No",2015,3,13,5,6,"06:00"
"6840","2015-03-13 06:15:00.0",0.4,6.4,10,10,36.4,38.8,6.4,236.4,"F3","No",2015,3,13,5,6,"06:15"
"6841","2015-03-13 06:30:00.0",0.8,6,46.8,12.4,36,40.8,6,285.2,"F3","No",2015,3,13,5,6,"06:30"
"6842","2015-03-13 06:45:00.0",0.8,6.4,156,14.4,37.2,41.6,6.4,384,"F3","No",2015,3,13,5,6,"06:45"
"6843","2015-03-13 07:00:00.0",1.2,6,129.6,16.4,36,39.6,6,370.8,"F2","No",2015,3,13,5,7,"07:00"
"6844","2015-03-13 07:15:00.0",2,6,109.2,12.4,37.2,41.6,6.4,364.4,"F2","No",2015,3,13,5,7,"07:15"
"6845","2015-03-13 07:30:00.0",2,6,97.2,11.2,36,39.2,6.4,348.4,"F2","No",2015,3,13,5,7,"07:30"
"6846","2015-03-13 07:45:00.0",8,6,79.6,12.8,37.2,40,7.2,348,"F2","No",2015,3,13,5,7,"07:45"
"6847","2015-03-13 08:00:00.0",9.2,6.4,124.8,20.4,36.4,40,7.6,414.8,"F1","No",2015,3,13,5,8,"08:00"
"6848","2015-03-13 08:15:00.0",8.8,6.4,151.6,20.8,37.2,39.6,8,493.6,"F1","No",2015,3,13,5,8,"08:15"
"6849","2015-03-13 08:30:00.0",10.4,6,150,18.8,40,38.8,8,511.6,"F1","No",2015,3,13,5,8,"08:30"
"6850","2015-03-13 08:45:00.0",9.6,6.4,149.6,23.6,38.8,39.2,8.4,559.6,"F1","No",2015,3,13,5,8,"08:45"
"6851","2015-03-13 09:00:00.0",10.4,6.4,164.8,36.8,36.8,39.2,8,591.6,"F1","No",2015,3,13,5,9,"09:00"
"6852","2015-03-13 09:15:00.0",9.2,6.4,106.4,33.2,42,42,8.4,539.6,"F1","No",2015,3,13,5,9,"09:15"
"6853","2015-03-13 09:30:00.0",10.8,6,136.4,24.4,38,42.8,9.2,572,"F1","No",2015,3,13,5,9,"09:30"
"6854","2015-03-13 09:45:00.0",10.4,4.8,125.2,27.6,40,41.6,8.8,549.6,"F1","No",2015,3,13,5,9,"09:45"
"6855","2015-03-13 10:00:00.0",10.8,4.8,120.8,20.4,41.6,43.2,9.6,562.8,"F1","No",2015,3,13,5,10,"10:00"
"6856","2015-03-13 10:15:00.0",12,4.4,118,28.8,37.6,42,10,558.4,"F1","No",2015,3,13,5,10,"10:15"
"6857","2015-03-13 10:30:00.0",10.4,4.8,152.8,25.2,42,42.4,10.8,608.8,"F1","No",2015,3,13,5,10,"10:30"
"6858","2015-03-13 10:45:00.0",10.8,4.8,131.6,24.4,39.6,43.2,10.8,563.2,"F1","No",2015,3,13,5,10,"10:45"
"6859","2015-03-13 11:00:00.0",10.4,4.8,146,26,39.2,42.4,10.8,591.2,"F1","No",2015,3,13,5,11,"11:00"
"6860","2015-03-13 11:15:00.0",11.2,4.8,154,22.4,42.4,42.8,11.2,590.4,"F1","No",2015,3,13,5,11,"11:15"
"6861","2015-03-13 11:30:00.0",10.4,4.8,136.4,26.4,37.2,42,10.4,573.6,"F1","No",2015,3,13,5,11,"11:30"
"6862","2015-03-13 11:45:00.0",12.8,4.8,149.2,34,41.6,43.2,10.8,619.2,"F1","No",2015,3,13,5,11,"11:45"
"6863","2015-03-13 12:00:00.0",10,4.8,162.4,23.6,41.6,42.4,10,599.6,"F1","No",2015,3,13,5,12,"12:00"
"6864","2015-03-13 12:15:00.0",11.6,4.8,169.2,22,38,42.8,10.8,612.4,"F1","No",2015,3,13,5,12,"12:15"
"6865","2015-03-13 12:30:00.0",11.2,4.8,177.2,21.6,42,42,10,604.4,"F1","No",2015,3,13,5,12,"12:30"
"6866","2015-03-13 12:45:00.0",11.6,4.4,168,20.8,41.6,42,10.4,617.2,"F1","No",2015,3,13,5,12,"12:45"
"6867","2015-03-13 13:00:00.0",10,4.8,165.2,25.2,41.6,42.8,9.6,597.6,"F1","No",2015,3,13,5,13,"13:00"
"6868","2015-03-13 13:15:00.0",11.2,4.8,176,30,38,42.4,9.6,622.8,"F1","No",2015,3,13,5,13,"13:15"
"6869","2015-03-13 13:30:00.0",12,4.8,184,21.2,42.8,43.2,10.8,622,"F1","No",2015,3,13,5,13,"13:30"
"6870","2015-03-13 13:45:00.0",10.8,4.8,181.6,23.6,41.6,40.4,10,618.8,"F1","No",2015,3,13,5,13,"13:45"
"6871","2015-03-13 14:00:00.0",9.6,4.8,172.4,25.2,41.6,42,10,607.2,"F1","No",2015,3,13,5,14,"14:00"
"6872","2015-03-13 14:15:00.0",9.2,4.8,152,20,38,42,10.8,578.8,"F1","No",2015,3,13,5,14,"14:15"
"6873","2015-03-13 14:30:00.0",10.4,4.8,168,22.8,42,41.6,10.4,620,"F1","No",2015,3,13,5,14,"14:30"
"6874","2015-03-13 14:45:00.0",9.2,4.8,166.4,22.8,42.8,42,9.6,602.4,"F1","No",2015,3,13,5,14,"14:45"
"6875","2015-03-13 15:00:00.0",10,4.8,120.4,15.6,41.6,40.4,10,558.8,"F1","No",2015,3,13,5,15,"15:00"
"6876","2015-03-13 15:15:00.0",10.8,4.8,106,17.2,40,42.8,9.2,540.4,"F1","No",2015,3,13,5,15,"15:15"
"6877","2015-03-13 15:30:00.0",8.8,4.8,96.4,16.4,39.6,42,9.6,526,"F1","No",2015,3,13,5,15,"15:30"
"6878","2015-03-13 15:45:00.0",10,5.6,50,16.4,42.8,42.8,9.6,492.8,"F1","No",2015,3,13,5,15,"15:45"
"6879","2015-03-13 16:00:00.0",9.2,6.4,55.6,14,41.6,42,10.4,491.2,"F1","No",2015,3,13,5,16,"16:00"
"6880","2015-03-13 16:15:00.0",10,6.4,44.8,16.4,42.4,42.8,10.4,504,"F1","No",2015,3,13,5,16,"16:15"
"6881","2015-03-13 16:30:00.0",10,6.4,42,15.2,38.4,41.2,10.4,476.4,"F1","No",2015,3,13,5,16,"16:30"
"6882","2015-03-13 16:45:00.0",9.2,5.2,26,16.4,40.4,40.8,10,470,"F1","No",2015,3,13,5,16,"16:45"
"6883","2015-03-13 17:00:00.0",9.6,6,24.8,14.4,42.4,41.6,9.6,461.6,"F1","No",2015,3,13,5,17,"17:00"
"6884","2015-03-13 17:15:00.0",11.2,6.4,20,13.6,41.6,42,9.6,461.2,"F1","No",2015,3,13,5,17,"17:15"
"6885","2015-03-13 17:30:00.0",11.6,6.4,17.6,13.6,38.4,42.4,9.2,450.4,"F1","No",2015,3,13,5,17,"17:30"
"6886","2015-03-13 17:45:00.0",8.4,7.2,10.8,12.4,40.8,41.2,9.2,430,"F1","No",2015,3,13,5,17,"17:45"
"6887","2015-03-13 18:00:00.0",9.2,7.6,10,12.8,42,42.4,9.6,441.2,"F1","No",2015,3,13,5,18,"18:00"
"6888","2015-03-13 18:15:00.0",10.8,7.2,10,10,41.6,41.2,9.2,387.2,"F1","No",2015,3,13,5,18,"18:15"
"6889","2015-03-13 18:30:00.0",8.8,8.8,10,7.2,37.6,41.6,10,390.8,"F1","No",2015,3,13,5,18,"18:30"
"6890","2015-03-13 18:45:00.0",10,8.8,10,6.8,41.2,40.4,10.4,372.4,"F1","No",2015,3,13,5,18,"18:45"
"6891","2015-03-13 19:00:00.0",10,8.4,10,6.4,41.2,35.2,9.6,335.6,"F2","No",2015,3,13,5,19,"19:00"
"6892","2015-03-13 19:15:00.0",7.6,9.2,10.8,5.6,37.6,28,8.8,278.4,"F2","No",2015,3,13,5,19,"19:15"
"6893","2015-03-13 19:30:00.0",7.2,8.4,12.4,5.6,41.2,24,8.4,260.4,"F2","No",2015,3,13,5,19,"19:30"
