"","X","original_MP","mp_discord_original","mp_annotated_3","av_3","discord_3","mp_annotated_4","av_4","discord_4","mp_annotated_6","av_6","discord_6","mp_annotated_8","av_8","discord_8","mp_annotated_10","av_10","discord_10","mp_annotated_11","av_11","discord_11"
"1",1,1.34558124827369,NA,11.824990260786,0,NA,11.824990260786,0,NA,11.824990260786,0,NA,NA,NA,NA,11.824990260786,0,NA,11.5821900929762,0.0231692615031917,NA
"2",2,1.34982019401173,NA,11.8292292065241,0,NA,11.8292292065241,0,NA,11.8292292065241,0,NA,NA,NA,NA,11.8292292065241,0,NA,11.1964276178774,0.060385236218103,NA
"3",3,1.38467330414743,NA,11.8640823166598,0,NA,11.8640823166598,0,NA,11.8640823166598,0,NA,NA,NA,NA,11.8640823166598,0,NA,11.2120347681021,0.062221786341115,NA
"4",4,1.40598982570078,NA,11.8853988382131,0,NA,11.8853988382131,0,NA,11.8853988382131,0,NA,NA,NA,NA,11.8853988382131,0,NA,10.9688159293705,0.0874651335536383,NA
"5",5,1.41901306696171,NA,11.8984220794741,0,NA,11.8984220794741,0,NA,11.8984220794741,0,NA,NA,NA,NA,11.8984220794741,0,NA,11.2175232380772,0.0649749275540151,NA
"6",6,1.42589363860993,NA,11.9053026511223,0,NA,11.9053026511223,0,NA,11.9053026511223,0,NA,NA,NA,NA,11.9053026511223,0,NA,11.0579148675389,0.0808621729118104,NA
"7",7,1.43771531393012,NA,11.9171243264425,0,NA,11.9171243264425,0,NA,11.9171243264425,0,NA,NA,NA,NA,2.32983330189474,0.914869437112395,NA,2.64831677394213,0.884478079005547,NA
"8",8,1.44288966130674,NA,11.9222986738191,0,NA,11.9222986738191,0,NA,11.9222986738191,0,NA,NA,NA,NA,2.32277500202272,0.916036740271764,NA,2.65452418573011,0.884379498597995,NA
"9",9,1.4397660025622,NA,11.9191750150745,0,NA,11.9191750150745,0,NA,11.9191750150745,0,NA,NA,NA,NA,2.31591857852355,0.916392940201567,NA,2.66647416702368,0.882941093052403,NA
"10",10,1.43602397328186,NA,11.9154329857942,0,NA,11.9154329857942,0,NA,11.9154329857942,0,NA,NA,NA,NA,11.0019383482709,0.0871704345571916,NA,11.9154329857942,0,NA
"11",11,1.44007604464893,NA,11.9194850571613,0,NA,11.9194850571613,0,NA,11.9194850571613,0,NA,NA,NA,NA,11.1365849792267,0.0747084188621557,NA,11.9194850571613,0,NA
"12",12,1.42859738352496,NA,11.9080063960373,0,NA,11.9080063960373,0,NA,11.9080063960373,0,NA,NA,NA,NA,11.0984412629804,0.0772529378412727,NA,11.9080063960373,0,NA
"13",13,1.42056904575558,NA,11.8999780582679,0,NA,11.8999780582679,0,NA,11.8999780582679,0,NA,NA,NA,NA,11.0846860667172,0.077799424621874,NA,11.8999780582679,0,NA
"14",14,1.41160574420366,NA,11.891014756716,0,NA,11.891014756716,0,NA,11.891014756716,0,NA,NA,NA,NA,11.0629392001264,0.0790192992372823,NA,11.891014756716,0,NA
"15",15,1.41801203926647,NA,11.8974210517788,0,NA,11.8974210517788,0,NA,11.8974210517788,0,NA,NA,NA,NA,11.1336737783139,0.0728807581184195,NA,11.8974210517788,0,NA
"16",16,1.38783393562374,NA,11.8672429481361,0,NA,11.8672429481361,0,NA,11.8672429481361,0,NA,NA,NA,NA,11.6397160278451,0.0217118083681331,NA,11.8672429481361,0,NA
"17",17,1.38081790850256,NA,11.8602269210149,0,NA,11.8602269210149,0,NA,11.8602269210149,0,NA,NA,NA,NA,11.7251530815182,0.0128894520039694,NA,11.8602269210149,0,NA
"18",18,1.37701823287917,NA,11.8564272453915,0,NA,11.8564272453915,0,NA,11.8564272453915,0,NA,NA,NA,NA,11.2960122750241,0.0534777266254468,NA,11.8564272453915,0,NA
"19",19,1.37827167077636,NA,11.8576806832887,0,NA,2.10845814467709,0.93032178885003,NA,11.8576806832887,0,NA,NA,NA,NA,4.49962441238771,0.702144201272756,NA,11.8576806832887,0,NA
"20",20,1.3744509676906,NA,11.8538599802029,0,NA,2.10168865936893,0.930603177067522,NA,11.8538599802029,0,NA,NA,NA,NA,4.49584788916131,0.702139985399579,NA,11.8538599802029,0,NA
"21",21,1.37513876524458,NA,11.8545477777569,0,NA,2.09396277874052,0.931406054230952,NA,11.8545477777569,0,NA,NA,NA,NA,4.51746535139094,0.700142767364605,NA,11.8545477777569,0,NA
"22",22,1.37337848497411,NA,11.8527874974865,0,NA,11.1807005464208,0.0641340509052732,NA,11.8527874974865,0,NA,NA,NA,NA,11.8527874974865,0,NA,11.8527874974865,0,NA
"23",23,1.35849066220295,NA,11.8378996747153,0,NA,11.2073871870354,0.0601667982351919,NA,11.8378996747153,0,NA,NA,NA,NA,11.8378996747153,0,NA,11.8378996747153,0,NA
"24",24,1.35022030825213,NA,11.8296293207645,0,NA,11.1371479440181,0.066080193636834,NA,11.8296293207645,0,NA,NA,NA,NA,11.8296293207645,0,NA,11.8296293207645,0,NA
"25",25,1.32736412627152,NA,11.8067731387839,0,NA,10.8897645082635,0.0875057581420342,NA,11.8067731387839,0,NA,NA,NA,NA,11.8067731387839,0,NA,11.8067731387839,0,NA
"26",26,1.32116817557354,NA,2.6050748317665,0.877482913906692,NA,3.63716716520701,0.778995267112088,NA,11.8005771880859,0,NA,NA,NA,NA,11.8005771880859,0,NA,11.8005771880859,0,NA
"27",27,1.3231779183495,NA,2.58148722828717,0.879925546523162,NA,3.65426779809066,0.777555215474665,NA,11.8025869308618,0,NA,NA,NA,NA,11.8025869308618,0,NA,11.8025869308618,0,NA
"28",28,1.30850882382899,NA,2.56641873901466,0.879963658858649,NA,3.6759693118477,0.774084541867582,NA,11.7879178363413,0,NA,NA,NA,NA,11.7879178363413,0,NA,11.7879178363413,0,NA
"29",29,1.28823297313,NA,10.6841844162848,0.103389186171078,NA,11.7676419856423,0,NA,11.7676419856423,0,NA,NA,NA,NA,11.7676419856423,0,NA,11.7676419856423,0,NA
"30",30,1.28862090772163,NA,10.8797446041499,0.084764829297477,NA,11.768029920234,0,NA,11.768029920234,0,NA,NA,NA,NA,11.768029920234,0,NA,11.768029920234,0,NA
"31",31,1.2889469287571,NA,10.7908798558813,0.0932758788421263,NA,11.7683559412694,0,NA,11.7683559412694,0,NA,NA,NA,NA,11.7683559412694,0,NA,11.7683559412694,0,NA
"32",32,1.28924556570775,NA,11.2547291843802,0.0490414481605092,NA,11.7686545782201,0,NA,11.7686545782201,0,NA,NA,NA,NA,11.7686545782201,0,NA,11.7686545782201,0,NA
"33",33,1.29141282699394,NA,11.2833156526897,0.0465203892924178,NA,11.7708218395063,0,NA,11.7708218395063,0,NA,NA,NA,NA,11.7708218395063,0,NA,11.7708218395063,0,NA
"34",34,1.29173172320042,NA,11.3248456181039,0.0425878135948259,NA,11.7711407357128,0,NA,11.7711407357128,0,NA,NA,NA,NA,11.7711407357128,0,NA,11.7711407357128,0,NA
"35",35,1.293829477686,NA,11.3269433725895,0.0425878135948259,NA,11.7732384901983,0,NA,11.7732384901983,0,NA,NA,NA,NA,11.7732384901983,0,NA,11.7732384901983,0,NA
"36",36,1.29440141312871,NA,11.3524641636144,0.0402070633490506,NA,11.7738104256411,0,NA,11.7738104256411,0,NA,NA,NA,NA,11.7738104256411,0,NA,11.7738104256411,0,NA
"37",37,1.29394927449458,NA,11.5340395597791,0.0228370442400049,NA,11.7733582870069,0,NA,11.7733582870069,0,NA,NA,NA,NA,11.7733582870069,0,NA,11.7733582870069,0,NA
"38",38,1.29426789627519,NA,11.4539577563703,0.030509273188541,NA,11.7736769087875,0,NA,11.7736769087875,0,NA,NA,NA,NA,11.7736769087875,0,NA,11.7736769087875,0,NA
"39",39,1.2942527840801,NA,11.4462766576189,0.0312408017076795,NA,11.7736617965924,0,NA,11.7736617965924,0,NA,NA,NA,NA,11.7736617965924,0,NA,11.7736617965924,0,NA
"40",40,1.29419427296608,NA,11.3592724568144,0.0395376140170992,NA,11.7736032854784,0,NA,11.7736032854784,0,NA,NA,NA,NA,11.7736032854784,0,NA,11.7736032854784,0,NA
"41",41,1.29261434469551,NA,11.0869601459642,0.0653723134983714,NA,11.7720233572079,0,NA,11.7720233572079,0,NA,NA,NA,NA,11.7720233572079,0,NA,11.7720233572079,0,NA
"42",42,1.291367809254,NA,10.530750836942,0.118329762999394,NA,11.7707768217663,0,NA,11.7707768217663,0,NA,NA,NA,NA,11.7707768217663,0,NA,11.7707768217663,0,NA
"43",43,1.28901281470515,NA,9.38076852493262,0.227842362048664,NA,11.7684218272175,0,NA,11.7684218272175,0,NA,NA,NA,NA,11.7684218272175,0,NA,11.7684218272175,0,NA
"44",44,1.27638522527141,NA,8.69023446935021,0.292531741510737,NA,11.7557942377838,0,NA,11.7557942377838,0,NA,NA,NA,NA,11.7557942377838,0,NA,11.7557942377838,0,NA
"45",45,1.28067832125629,NA,8.7229781085429,0.289816841922998,NA,11.7600873337686,0,NA,11.7600873337686,0,NA,NA,NA,NA,11.7600873337686,0,NA,11.7600873337686,0,NA
"46",46,1.28261353108776,NA,9.50919327723297,0.214976747608312,NA,11.7620225436001,0,NA,11.7620225436001,0,NA,NA,NA,NA,11.7620225436001,0,NA,11.7620225436001,0,NA
"47",47,1.27000487765739,NA,10.2494974440148,0.14312986966765,NA,11.7494138901697,0,NA,11.7494138901697,0,NA,NA,NA,NA,11.7494138901697,0,NA,11.7494138901697,0,NA
"48",48,1.26404771308929,NA,9.83024215632777,0.182568937522097,NA,11.7434567256016,0,NA,11.7434567256016,0,NA,NA,NA,NA,11.7434567256016,0,NA,11.7434567256016,0,NA
