"","X","original_MP","mp_discord_original","mp_annotated_3","av_3","discord_3","mp_annotated_4","av_4","discord_4","mp_annotated_6","av_6","discord_6","mp_annotated_8","av_8","discord_8","mp_annotated_10","av_10","discord_10","mp_annotated_11","av_11","discord_11"
"49",49,1.28654466190785,NA,9.57249277506874,0.209311507617697,NA,11.7659536744202,0,NA,11.7659536744202,0,NA,NA,NA,NA,11.7659536744202,0,NA,11.7659536744202,0,NA
"50",50,1.28877342958679,NA,9.86995514830532,0.181138773334197,NA,11.7681824420991,0,NA,11.7681824420991,0,NA,NA,NA,NA,11.7681824420991,0,NA,11.7681824420991,0,NA
"51",51,1.2786328054671,NA,9.9477340953757,0.172749028160104,NA,11.7580418179794,0,NA,11.7580418179794,0,NA,NA,NA,NA,11.7580418179794,0,NA,11.7580418179794,0,NA
"52",52,1.28904702141974,NA,9.57465249732592,0.209344203856036,NA,11.7684560339321,0,NA,11.7684560339321,0,NA,NA,NA,NA,11.7684560339321,0,NA,11.7684560339321,0,NA
"53",53,1.28648744534822,NA,9.36480775182621,0.229124438522007,NA,11.7658964578606,0,NA,11.7658964578606,0,NA,NA,NA,NA,11.7658964578606,0,NA,11.7658964578606,0,NA
"54",54,1.28539709484643,NA,9.82033963671699,0.18555115735249,NA,11.7648061073588,0,NA,11.7648061073588,0,NA,NA,NA,NA,11.7648061073588,0,NA,11.7648061073588,0,NA
"55",55,1.29169245970413,NA,10.2998210952054,0.140397266225071,NA,11.7711014722165,0,NA,11.7711014722165,0,NA,NA,NA,NA,11.7711014722165,0,NA,11.7711014722165,0,NA
"56",56,1.28827889356379,NA,9.73079245795692,0.194371213652142,NA,11.7676879060761,0,NA,11.7676879060761,0,NA,NA,NA,NA,11.7676879060761,0,NA,11.7676879060761,0,NA
"57",57,1.29427000868669,NA,9.23954360418932,0.24182045132354,NA,11.773679021199,0,NA,11.773679021199,0,NA,NA,NA,NA,11.773679021199,0,NA,11.773679021199,0,NA
"58",58,1.31126234967292,NA,9.48710064424852,0.219818762220875,NA,11.7906713621853,0,NA,11.7906713621853,0,NA,NA,NA,NA,11.7906713621853,0,NA,11.7906713621853,0,NA
"59",59,1.28515991156664,NA,9.73640063794644,0.193538422225043,NA,11.764568924079,0,NA,11.764568924079,0,NA,NA,NA,NA,11.764568924079,0,NA,11.764568924079,0,NA
"60",60,1.30864048902191,NA,9.40086843769669,0.227797298586904,NA,11.7880495015343,0,NA,11.7880495015343,0,NA,NA,NA,NA,11.7880495015343,0,NA,11.7880495015343,0,NA
"61",61,1.30465642497347,NA,9.08087272996527,0.257952781907161,NA,11.7840654374858,0,NA,11.7840654374858,0,NA,NA,NA,NA,11.7840654374858,0,NA,11.7840654374858,0,NA
"62",62,1.29562865013624,NA,9.41824477985348,0.224897499465963,NA,11.7750376626486,0,NA,11.7750376626486,0,NA,NA,NA,NA,11.7750376626486,0,NA,11.7750376626486,0,NA
"63",63,1.30510085951249,NA,5.50841203591949,0.598898070359858,NA,6.97191655779925,0.459242816887801,NA,11.7845098720248,0,NA,NA,NA,NA,11.7845098720248,0,NA,11.7845098720248,0,NA
"64",64,1.28067457944083,NA,5.61743907333795,0.586163257038727,NA,6.84458083012311,0.469062974444549,NA,11.7600835919532,0,NA,NA,NA,NA,11.7600835919532,0,NA,11.7600835919532,0,NA
"65",65,1.28052329894652,NA,5.61733673743752,0.58615858648967,NA,6.76543335284862,0.476601204576217,NA,11.7599323114589,0,NA,NA,NA,NA,11.7599323114589,0,NA,11.7599323114589,0,NA
"66",66,1.29533371947735,NA,11.7747427319897,0,NA,10.3664267751537,0.134388872039869,NA,11.7747427319897,0,NA,NA,NA,NA,11.7747427319897,0,NA,11.7747427319897,0,NA
"67",67,1.27880815109909,NA,11.7582171636114,0,NA,6.52024531158571,0.499834661074076,NA,11.7582171636114,0,NA,NA,NA,NA,8.74306513262002,0.287721571645055,NA,11.7582171636114,0,NA
"68",68,1.26626009502652,NA,11.7456691075389,0,NA,6.58296664888312,0.492652062009557,NA,11.7456691075389,0,NA,NA,NA,NA,8.72833462405208,0.287929832673207,NA,11.7456691075389,0,NA
"69",69,1.26477177128436,NA,11.7441807837967,0,NA,6.60082504247658,0.490805897086276,NA,11.7441807837967,0,NA,NA,NA,NA,8.69939068132597,0.290549791389502,NA,11.7441807837967,0,NA
"70",70,1.25588186561462,NA,11.735290878127,0,NA,11.735290878127,0,NA,11.735290878127,0,NA,NA,NA,NA,10.8271498399662,0.0866595661145025,NA,11.735290878127,0,NA
"71",71,1.27251144877875,NA,11.7519204612911,0,NA,11.7519204612911,0,NA,11.7519204612911,0,NA,NA,NA,NA,10.2577630464179,0.142580312791417,NA,11.7519204612911,0,NA
"72",72,1.26897948254994,NA,11.7483884950623,0,NA,11.7483884950623,0,NA,11.7483884950623,0,NA,NA,NA,NA,10.1836527059605,0.149315270282279,NA,11.7483884950623,0,NA
"73",73,1.24042574780496,NA,11.7198347603173,0,NA,11.7198347603173,0,NA,11.7198347603173,0,NA,NA,NA,NA,10.3564156279547,0.130104582303705,NA,11.7198347603173,0,NA
"74",74,1.20555831121485,NA,11.6849673237272,0,NA,11.6849673237272,0,NA,11.6849673237272,0,NA,NA,NA,NA,6.49200697917351,0.495539427686554,NA,6.45162462788877,0.499392922786947,NA
"75",75,1.20727105793607,NA,11.6866800704484,0,NA,11.6866800704484,0,NA,11.6866800704484,0,NA,NA,NA,NA,6.53066358017492,0.492014051948659,NA,6.45224504162707,0.499497158911486,NA
"76",76,1.21141458233849,NA,11.6908235948508,0,NA,11.6908235948508,0,NA,11.6908235948508,0,NA,NA,NA,NA,6.54020448059914,0.491499006108255,NA,6.30586513871202,0.513860891364123,NA
"77",77,1.21039204723487,NA,11.6898010597472,0,NA,11.6898010597472,0,NA,11.6898010597472,0,NA,NA,NA,NA,11.6898010597472,0,NA,10.2445886591626,0.137909723616954,NA
"78",78,1.22118677203216,NA,11.7005957845445,0,NA,11.7005957845445,0,NA,11.7005957845445,0,NA,NA,NA,NA,11.7005957845445,0,NA,9.82829697934053,0.178664541384773,NA
"79",79,1.22124797042913,NA,11.7006569829415,0,NA,11.7006569829415,0,NA,11.7006569829415,0,NA,NA,NA,NA,11.7006569829415,0,NA,10.2785434176855,0.135705511976673,NA
"80",80,1.21376622507356,NA,11.6931752375859,0,NA,11.6931752375859,0,NA,11.6931752375859,0,NA,NA,NA,NA,11.6931752375859,0,NA,10.3928324153006,0.124085510999017,NA
"81",81,1.20711252949949,NA,11.6865215420118,0,NA,11.6865215420118,0,NA,11.6865215420118,0,NA,NA,NA,NA,11.6865215420118,0,NA,11.1654693764557,0.0497215219802948,NA
"82",82,1.18472056839873,NA,11.6641295809111,0,NA,11.6641295809111,0,NA,11.6641295809111,0,NA,NA,NA,NA,11.6641295809111,0,NA,11.1389553722336,0.0501148688872055,NA
"83",83,1.19649704294974,NA,11.6759060554621,0,NA,11.6759060554621,0,NA,11.6759060554621,0,NA,NA,NA,NA,11.6759060554621,0,NA,10.9951234381573,0.0649638368434615,NA
"84",84,1.11819970911637,NA,11.5976087216287,0,NA,11.5976087216287,0,NA,11.5976087216287,0,NA,NA,NA,NA,11.5976087216287,0,NA,10.8398177832002,0.0723123734862985,NA
"85",85,1.1195044990895,NA,11.5989135116018,0,NA,11.5989135116018,0,NA,11.5989135116018,0,NA,NA,NA,NA,11.5989135116018,0,NA,10.9106458896339,0.0656780951240774,NA
"86",86,1.12571271072868,NA,11.605121723241,0,NA,11.605121723241,0,NA,11.605121723241,0,NA,NA,NA,NA,11.605121723241,0,NA,11.1874588250334,0.0398555775148126,NA
"87",87,1.12727095078887,NA,11.6066799633012,0,NA,11.6066799633012,0,NA,11.6066799633012,0,NA,NA,NA,NA,11.6066799633012,0,NA,11.2196997227212,0.0369276778984364,NA
"88",88,1.13433546932891,NA,11.6137444818413,0,NA,11.6137444818413,0,NA,11.6137444818413,0,NA,NA,NA,NA,11.6137444818413,0,NA,10.9736076199776,0.0610852063412448,NA
"89",89,1.16575708513967,NA,11.645166097652,0,NA,11.645166097652,0,NA,11.645166097652,0,NA,NA,NA,NA,11.645166097652,0,NA,10.8368730584183,0.0771315479974661,NA
"90",90,1.18543227655166,NA,11.664841289064,0,NA,11.664841289064,0,NA,11.664841289064,0,NA,NA,NA,NA,11.664841289064,0,NA,10.9159259933551,0.0714654132513276,NA
"91",91,1.20429910204977,NA,11.6837081145621,0,NA,11.6837081145621,0,NA,11.6837081145621,0,NA,NA,NA,NA,11.6837081145621,0,NA,11.0730846527204,0.058268883399119,NA
"92",92,1.21531344746132,NA,11.6947224599737,0,NA,11.6947224599737,0,NA,11.6947224599737,0,NA,NA,NA,NA,11.6947224599737,0,NA,11.335141347018,0.0343131098830383,NA
"93",93,1.22465317282891,NA,11.7040621853413,0,NA,11.7040621853413,0,NA,11.7040621853413,0,NA,NA,NA,NA,11.7040621853413,0,NA,11.3243062112173,0.0362383006208157,NA
"94",94,1.24423013396885,NA,11.7236391464812,0,NA,11.7236391464812,0,NA,11.7236391464812,0,NA,NA,NA,NA,11.7236391464812,0,NA,10.9884264660361,0.0701578380581644,NA
"95",95,1.24702198736136,NA,11.7264309998737,0,NA,11.7264309998737,0,NA,11.7264309998737,0,NA,NA,NA,NA,11.7264309998737,0,NA,10.9361061220922,0.0754169320844221,NA
"96",96,1.24518914019807,NA,11.7245981527104,0,NA,11.7245981527104,0,NA,11.7245981527104,0,NA,NA,NA,NA,11.7245981527104,0,NA,10.9453646887666,0.0743585313841082,NA
"97",97,1.24812621670488,NA,11.7275352292172,0,NA,11.7275352292172,0,NA,11.7275352292172,0,NA,NA,NA,NA,11.7275352292172,0,NA,11.3794717624313,0.0332140358650273,NA
"98",98,1.21971665153056,NA,11.6991256640429,0,NA,11.6991256640429,0,NA,11.6991256640429,0,NA,NA,NA,NA,11.6991256640429,0,NA,11.2007388953466,0.0475586713049591,NA
"99",99,1.2104989520537,NA,11.689907964566,0,NA,11.689907964566,0,NA,11.689907964566,0,NA,NA,NA,NA,11.689907964566,0,NA,10.8874116804926,0.0765783913115014,NA
"100",100,1.21143138119852,NA,11.6908403937109,0,NA,11.6908403937109,0,NA,11.6908403937109,0,NA,NA,NA,NA,11.6908403937109,0,NA,10.8880237075528,0.0766089657536554,NA
"101",101,1.21297977002836,NA,11.6923887825407,0,NA,11.6923887825407,0,NA,11.6923887825407,0,NA,NA,NA,NA,11.6923887825407,0,NA,11.0245142801726,0.0637320770255861,NA
"102",102,1.25212325566747,NA,11.7315322681798,0,NA,11.7315322681798,0,NA,11.7315322681798,0,NA,NA,NA,NA,11.7315322681798,0,NA,11.4771922330985,0.024270455974915,NA
"103",103,1.24656289279837,NA,11.7259719053107,0,NA,11.7259719053107,0,NA,11.7259719053107,0,NA,NA,NA,NA,2.47015636831384,0.883238312956913,NA,2.0548813259217,0.92286602878481,NA
"104",104,1.27397212973309,NA,11.7533811422454,0,NA,11.7533811422454,0,NA,11.7533811422454,0,NA,NA,NA,NA,2.49630132228391,0.883358957447756,NA,2.08479666410212,0.92262688350069,NA
"105",105,1.27182197472286,NA,11.7512309872352,0,NA,11.7512309872352,0,NA,11.7512309872352,0,NA,NA,NA,NA,2.49411605076851,0.883362308448288,NA,2.0833851657164,0.922556397023483,NA
"106",106,1.26277719264221,NA,11.7421862051546,0,NA,11.7421862051546,0,NA,11.7421862051546,0,NA,NA,NA,NA,11.465205785195,0.026430919876192,NA,11.7421862051546,0,NA
"107",107,1.26433804816825,NA,11.7437470606806,0,NA,11.7437470606806,0,NA,11.7437470606806,0,NA,NA,NA,NA,11.370523990551,0.0356148967641221,NA,11.7437470606806,0,NA
"108",108,1.2744041532691,NA,11.7538131657814,0,NA,11.7538131657814,0,NA,11.7538131657814,0,NA,NA,NA,NA,11.0698645658128,0.0652659514627257,NA,11.7538131657814,0,NA
"109",109,1.25312830476382,NA,11.7325373172762,0,NA,11.7325373172762,0,NA,11.7325373172762,0,NA,NA,NA,NA,11.0871025238604,0.0615907626704049,NA,11.7325373172762,0,NA
"110",110,1.22965661447673,NA,11.7090656269891,0,NA,11.7090656269891,0,NA,11.7090656269891,0,NA,NA,NA,NA,11.0875899515381,0.0593044583629613,NA,11.7090656269891,0,NA
"111",111,1.16958741864514,NA,11.6489964311575,0,NA,11.6489964311575,0,NA,11.6489964311575,0,NA,NA,NA,NA,11.1258965390441,0.0499169267550091,NA,11.6489964311575,0,NA
"112",112,1.16272996659818,NA,11.6421389791105,0,NA,11.6421389791105,0,NA,11.6421389791105,0,NA,NA,NA,NA,11.1185344077745,0.0499650858851714,NA,11.6421389791105,0,NA
"113",113,1.13322090136149,NA,11.6126299138738,0,NA,11.6126299138738,0,NA,11.6126299138738,0,NA,NA,NA,NA,11.0641610865597,0.0523377631944019,NA,11.6126299138738,0,NA
"114",114,1.13941400439106,NA,11.6188230169034,0,NA,11.6188230169034,0,NA,11.6188230169034,0,NA,NA,NA,NA,11.3216031438814,0.0283622743102325,NA,11.6188230169034,0,NA
"115",115,1.13604060698758,NA,11.6154496194999,0,NA,2.6848640879473,0.852203165358806,NA,11.6154496194999,0,NA,NA,NA,NA,4.41897947950762,0.68672480780164,NA,11.6154496194999,0,NA
"116",116,1.13277109093147,NA,11.6121801034438,0,NA,2.680947617893,0.852264901091939,NA,11.6121801034438,0,NA,NA,NA,NA,4.42142928169236,0.686179040551404,NA,11.6121801034438,0,NA
"117",117,1.1331809695631,NA,11.6125899820754,0,NA,2.68080628275494,0.852317500791888,NA,11.6125899820754,0,NA,NA,NA,NA,4.42212171366465,0.686152077834296,NA,11.6125899820754,0,NA
"118",118,1.13283187961194,NA,11.6122408921243,0,NA,11.331336142045,0.0268053999747379,NA,11.6122408921243,0,NA,NA,NA,NA,11.6122408921243,0,NA,11.6122408921243,0,NA
"119",119,1.13014974744321,NA,11.6095587599556,0,NA,11.2505443701933,0.0342590301927875,NA,11.6095587599556,0,NA,NA,NA,NA,11.6095587599556,0,NA,11.6095587599556,0,NA
"120",120,1.1219573661804,NA,11.6013663786927,0,NA,11.1118128448239,0.0467157578527852,NA,11.6013663786927,0,NA,NA,NA,NA,11.6013663786927,0,NA,11.6013663786927,0,NA
"121",121,1.14584716625026,NA,11.6252561787626,0,NA,10.9324292893524,0.0661131642617441,NA,11.6252561787626,0,NA,NA,NA,NA,11.6252561787626,0,NA,11.6252561787626,0,NA
"122",122,1.18938427780244,NA,2.05642816050892,0.917262139337129,NA,3.60527610492164,0.769462970265342,NA,11.6687932903148,0,NA,NA,NA,NA,11.6687932903148,0,NA,11.6687932903148,0,NA
"123",123,1.28449539957005,NA,2.12616784465257,0.919683214570825,NA,3.70786992058592,0.768748932490146,NA,11.7639044120824,0,NA,NA,NA,NA,11.7639044120824,0,NA,11.7639044120824,0,NA
"124",124,1.30006455677001,NA,2.11817467543558,0.921931654954135,NA,3.741946590885,0.766982848822926,NA,11.7794735692824,0,NA,NA,NA,NA,11.7794735692824,0,NA,11.7794735692824,0,NA
"125",125,1.24251603897716,NA,10.6168992381332,0.105447340783903,NA,11.7219250514895,0,NA,11.7219250514895,0,NA,NA,NA,NA,11.7219250514895,0,NA,11.7219250514895,0,NA
"126",126,1.24426826779617,NA,10.7661668504436,0.0913706516008372,NA,11.7236772803085,0,NA,11.7236772803085,0,NA,NA,NA,NA,11.7236772803085,0,NA,11.7236772803085,0,NA
"127",127,1.25847280307841,NA,10.7974796494494,0.0897380916250675,NA,11.7378818155907,0,NA,11.7378818155907,0,NA,NA,NA,NA,11.7378818155907,0,NA,11.7378818155907,0,NA
"128",128,1.2610493959619,NA,10.9613509643291,0.0743465059160193,NA,11.7404584084742,0,NA,11.7404584084742,0,NA,NA,NA,NA,11.7404584084742,0,NA,11.7404584084742,0,NA
"129",129,1.25510320059955,NA,11.0619611082364,0.064178342888659,NA,11.7345122131119,0,NA,11.7345122131119,0,NA,NA,NA,NA,11.7345122131119,0,NA,11.7345122131119,0,NA
"130",130,1.25951885107369,NA,11.4678034496909,0.0258721091591543,NA,11.738927863586,0,NA,11.738927863586,0,NA,NA,NA,NA,11.738927863586,0,NA,11.738927863586,0,NA
"131",131,1.25922124623321,NA,11.4617453506755,0.0264218056323112,NA,11.7386302587456,0,NA,11.7386302587456,0,NA,NA,NA,NA,11.7386302587456,0,NA,11.7386302587456,0,NA
"132",132,1.25877132771649,NA,11.2571931541548,0.0458983121566987,NA,11.7381803402288,0,NA,11.7381803402288,0,NA,NA,NA,NA,11.7381803402288,0,NA,11.7381803402288,0,NA
"133",133,1.25615941373358,NA,11.2958904815436,0.0419563683579198,NA,11.7355684262459,0,NA,11.7355684262459,0,NA,NA,NA,NA,11.7355684262459,0,NA,11.7355684262459,0,NA
"134",134,1.32432569332305,NA,11.2979170617128,0.0482677642907801,NA,11.8037347058354,0,NA,11.8037347058354,0,NA,NA,NA,NA,11.8037347058354,0,NA,11.8037347058354,0,NA
"135",135,1.32138341458841,NA,11.5230943457441,0.026499402879025,NA,11.8007924271008,0,NA,11.8007924271008,0,NA,NA,NA,NA,11.8007924271008,0,NA,11.8007924271008,0,NA
"136",136,1.34960736625788,NA,11.5612393082068,0.0255526881567201,NA,11.8290163787702,0,NA,11.8290163787702,0,NA,NA,NA,NA,11.8290163787702,0,NA,11.8290163787702,0,NA
"137",137,1.37142324931865,NA,11.6065401465499,0.0233116309316127,NA,11.850832261831,0,NA,11.850832261831,0,NA,NA,NA,NA,11.850832261831,0,NA,11.850832261831,0,NA
"138",138,1.37200264136289,NA,11.5131860156114,0.0322752588299548,NA,11.8514116538752,0,NA,11.8514116538752,0,NA,NA,NA,NA,11.8514116538752,0,NA,11.8514116538752,0,NA
"139",139,1.44213683402576,NA,10.3281304054452,0.152052032628025,NA,11.9215458465381,0,NA,11.9215458465381,0,NA,NA,NA,NA,11.9215458465381,0,NA,11.9215458465381,0,NA
"140",140,1.44304950607486,NA,9.91032608197427,0.192008197619776,NA,11.9224585185872,0,NA,11.9224585185872,0,NA,NA,NA,NA,11.9224585185872,0,NA,11.9224585185872,0,NA
"141",141,1.4271005026099,NA,9.42594238630186,0.236708685180491,NA,11.9065095151222,0,NA,11.9065095151222,0,NA,NA,NA,NA,11.9065095151222,0,NA,11.9065095151222,0,NA
