Date,cmp_score,energy_score,temperature_score,vector_ad_cmp,vector_ad_energy,vector_ad_energy_absolute,vector_ad_energy_relative,vector_ad_temperature
2019-01-01,0,0,1,38.835035728063865,393.7,11.264333333333298,2.945419142391703,-1.5817656310143364
2019-01-02,3,3,1,101.11379727811983,498.6,116.16433333333333,30.37486915010541,-1.3323224372334028
2019-01-03,3,3,1,102.89723028342674,486.8,104.36433333333332,27.289382876597102,-1.609371992381396
2019-01-06,0,0,1,24.116384471965375,358.1,-24.33566666666667,-6.363336055650315,-1.3599287986004627
2019-01-13,0,0,1,31.703627552718462,378.9,-3.535666666666714,-0.9245127938729669,-1.1193590781160845
2019-01-20,0,0,1,29.355749011070657,350.2,-32.2356666666667,-8.429042967575384,-1.3875351599675227
2019-01-27,0,0,1,26.211447880681142,360.5,-21.93566666666669,-5.735779525445239,-1.7296568526235854
2019-02-03,0,0,1,25.802325476650616,367.8,-14.63566666666668,-3.8269617460714556,-1.2918988366602082
2019-02-10,0,0,1,33.73306982767521,378.3,-4.13566666666668,-1.0814019264242303,-1.0937245997038145
2019-02-17,0,0,1,27.669477768840395,371.6,-10.835666666666668,-2.8333305732467395,-1.1065418389099493
2019-02-24,0,0,1,27.85964823898097,340.6,-41.83566666666667,-10.939269088395697,-1.1114715462969242
2019-03-03,0,0,1,33.86561678162656,378.2,-4.235666666666702,-1.107550115182776,-0.9438614951397755
2019-03-10,0,0,1,29.98933143635363,372.6,-9.835666666666668,-2.571848685661293,-0.5297660746338781
2019-03-17,0,0,1,27.533252622933023,371.1,-11.335666666666668,-2.9640715170394683,-0.6362477541925374
2019-03-24,0,0,1,37.22579750656397,375.0,-7.435666666666691,-1.9442921554562176,-0.4656798786032035
2019-03-31,1,0,1,76.16928514828358,437.8,55.36433333333332,14.476770384910044,-0.5632880848653079
2019-04-07,0,0,1,68.17272181744673,433.5,51.06433333333331,13.352398268292621,-0.8176609860332161
2019-04-14,0,0,1,59.90442387671993,340.375,-42.06066666666669,-10.998102513102426,-0.9566787343459102
2019-04-20,0,0,1,46.592703291394194,340.3,-42.13566666666668,-11.017713654671335,-0.18961626493260522
2019-04-21,0,0,1,50.845648781381215,317.7,-64.7356666666667,-16.927204314102507,-0.18271467459084037
2019-04-22,0,0,1,29.911870553376193,378.1,-4.335666666666668,-1.1336983039413218,-0.39469209223076407
2019-04-25,0,0,1,28.028556866250177,378.4,-4.035666666666714,-1.0552537376656956,-0.6382196371473274
2019-04-27,0,0,1,26.542042121890326,374.1,-8.335666666666668,-2.179625854283118,-0.4390594587135388
2019-04-28,0,0,1,34.07521093116754,371.0,-11.435666666666691,-2.990219705798014,-0.5613162019105179
2019-05-01,0,0,1,30.748008065649383,356.9,-25.535666666666714,-6.6771143207528745,-0.20539132857092524
2019-05-04,0,0,1,29.543188724299124,372.6,-9.835666666666668,-2.571848685661293,-0.2882104126721046
2019-05-05,0,0,1,29.645910341900315,337.0,-45.43566666666669,-11.880603883703323,-1.0769635945880995
2019-05-12,0,0,1,27.466343040116154,355.4,-27.035666666666714,-7.06933715213105,-0.30792924222000445
2019-05-18,0,0,1,30.413155048502222,383.5,1.064333333333309,0.27830388902010395,-0.41342498030126884
2019-05-19,0,0,1,31.143538655714693,342.4,-40.035666666666714,-10.468601690741897,-0.28328070528512966
2019-05-26,0,0,1,36.60382493674245,338.0,-44.43566666666669,-11.619121996117876,0.15743513511043247
2019-06-02,0,0,1,36.36041803939308,328.6,-53.83566666666667,-14.077051739421098,1.3415508494618196
2019-06-09,0,0,1,41.4921679356494,321.1,-61.33566666666667,-16.038165896311973,1.1985893352395458
2019-06-16,0,1,1,67.49814812276071,452.6,70.16433333333333,18.346702321174725,1.2488723505866905
2019-06-23,0,0,1,61.400977190927705,414.4,31.964333333333286,8.358094215410517,1.3178882540043402
2019-06-30,0,0,2,26.396969523007776,339.8,-42.63566666666668,-11.148454598464053,1.8700154813455365
2019-07-07,0,0,2,26.52395144018573,358.0,-24.43566666666669,-6.389484244408871,1.6422630000672926
2019-07-14,3,1,1,91.45665640073851,445.3,62.86433333333332,16.43788454180093,1.2409848187675303
2019-07-21,0,0,2,29.353023694320548,361.5,-20.93566666666669,-5.474297637859793,1.5781768040366182
2019-07-28,0,0,1,25.559342714525318,343.3,-39.13566666666668,-10.233267991914985,1.0102745130571018
2019-08-04,0,0,2,30.06925339951695,340.9,-41.535666666666714,-10.860824522120073,1.495357719935439
2019-08-11,0,0,2,39.64845520318829,328.7,-53.7356666666667,-14.050903550662564,1.6935319568918323
2019-08-12,4,4,1,314.14060546194844,686.9,304.4643333333333,79.61190858244566,1.4046511040150993
2019-08-13,4,3,1,176.7366402305788,523.5,141.0643333333333,36.885768150983125,1.3543680886679548
2019-08-14,0,0,1,37.20860115626503,392.9,10.464333333333286,2.736233632323337,1.0990092460226513
2019-08-15,0,0,1,41.205824830928016,378.6,-3.8356666666666683,-1.002957360148593,1.1601376176211413
2019-08-16,0,0,1,37.09447398199351,390.4,7.964333333333286,2.082528913359716,1.1226718414801313
2019-08-17,3,3,1,150.50953458170767,527.0,144.5643333333333,37.8009547575322,1.2932397170694654
2019-08-18,0,0,1,66.44335933711363,309.5,-72.93566666666669,-19.0713557923032,1.3652134449192994
2019-08-25,0,0,2,43.71544349541121,321.5,-60.93566666666669,-15.933573141277801,1.565359564830483
2019-09-01,0,0,2,49.38987750542319,327.4,-55.035666666666714,-14.390830004523647,1.500287427322414
2019-09-08,0,0,1,28.73047162849629,367.90000000000003,-14.535666666666657,-3.80081355731291,0.4551894612837206
