"timestamp","value"
2015-01-04 00:00:00,130
2015-01-04 00:15:00,136
2015-01-04 00:30:00,138
2015-01-04 00:45:00,137.6
2015-01-04 01:00:00,140
2015-01-04 01:15:00,142
2015-01-04 01:30:00,143.6
2015-01-04 01:45:00,139.2
2015-01-04 02:00:00,142.8
2015-01-04 02:15:00,139.6
2015-01-04 02:30:00,141.2
2015-01-04 02:45:00,131.6
2015-01-04 03:00:00,145.2
2015-01-04 03:15:00,146.8
2015-01-04 03:30:00,140.4
2015-01-04 03:45:00,147.2
2015-01-04 04:00:00,142.4
2015-01-04 04:15:00,146.4
2015-01-04 04:30:00,146.8
2015-01-04 04:45:00,139.6
2015-01-04 05:00:00,144.8
2015-01-04 05:15:00,130
2015-01-04 05:30:00,136.4
2015-01-04 05:45:00,132.8
2015-01-04 06:00:00,135.6
2015-01-04 06:15:00,130.4
2015-01-04 06:30:00,129.2
2015-01-04 06:45:00,124.4
2015-01-04 07:00:00,135.2
2015-01-04 07:15:00,144.4
2015-01-04 07:30:00,141.6
2015-01-04 07:45:00,134
2015-01-04 08:00:00,122.8
2015-01-04 08:15:00,118.4
2015-01-04 08:30:00,124
2015-01-04 08:45:00,128.8
2015-01-04 09:00:00,130
2015-01-04 09:15:00,109.6
2015-01-04 09:30:00,130
2015-01-04 09:45:00,120.4
2015-01-04 10:00:00,130.8
2015-01-04 10:15:00,123.2
2015-01-04 10:30:00,124.8
2015-01-04 10:45:00,123.2
2015-01-04 11:00:00,130.4
2015-01-04 11:15:00,122.8
2015-01-04 11:30:00,126.8
2015-01-04 11:45:00,131.2
2015-01-04 12:00:00,119.6
2015-01-04 12:15:00,130
2015-01-04 12:30:00,120.8
2015-01-04 12:45:00,114.8
2015-01-04 13:00:00,124.8
2015-01-04 13:15:00,116
2015-01-04 13:30:00,123.6
2015-01-04 13:45:00,124
2015-01-04 14:00:00,125.6
2015-01-04 14:15:00,114.4
2015-01-04 14:30:00,126
2015-01-04 14:45:00,126
2015-01-04 15:00:00,129.2
2015-01-04 15:15:00,122.4
2015-01-04 15:30:00,124.8
2015-01-04 15:45:00,128.4
2015-01-04 16:00:00,126
2015-01-04 16:15:00,130.8
2015-01-04 16:30:00,120.4
2015-01-04 16:45:00,135.2
2015-01-04 17:00:00,127.2
2015-01-04 17:15:00,129.6
2015-01-04 17:30:00,138
2015-01-04 17:45:00,124.8
2015-01-04 18:00:00,124.4
2015-01-04 18:15:00,125.6
2015-01-04 18:30:00,136
2015-01-04 18:45:00,132
2015-01-04 19:00:00,140
2015-01-04 19:15:00,145.2
2015-01-04 19:30:00,129.6
2015-01-04 19:45:00,122.8
2015-01-04 20:00:00,114
2015-01-04 20:15:00,124
2015-01-04 20:30:00,116.8
2015-01-04 20:45:00,131.6
2015-01-04 21:00:00,113.6
2015-01-04 21:15:00,118.4
2015-01-04 21:30:00,122.4
2015-01-04 21:45:00,113.2
2015-01-04 22:00:00,113.6
2015-01-04 22:15:00,116.4
2015-01-04 22:30:00,118.4
2015-01-04 22:45:00,118.4
2015-01-04 23:00:00,121.2
2015-01-04 23:15:00,117.2
2015-01-04 23:30:00,124.8
2015-01-04 23:45:00,129.6
2015-01-05 00:00:00,131.2
2015-01-05 00:15:00,141.6
2015-01-05 00:30:00,139.6
2015-01-05 00:45:00,140.4
2015-01-05 01:00:00,142
2015-01-05 01:15:00,141.6
2015-01-05 01:30:00,138.4
2015-01-05 01:45:00,137.6
2015-01-05 02:00:00,140.8
2015-01-05 02:15:00,130.4
2015-01-05 02:30:00,134
2015-01-05 02:45:00,132.8
2015-01-05 03:00:00,134.8
2015-01-05 03:15:00,126
2015-01-05 03:30:00,130.4
2015-01-05 03:45:00,130.8
2015-01-05 04:00:00,128.4
2015-01-05 04:15:00,134
2015-01-05 04:30:00,126.4
2015-01-05 04:45:00,125.6
2015-01-05 05:00:00,152.4
2015-01-05 05:15:00,181.2
2015-01-05 05:30:00,182
2015-01-05 05:45:00,176
2015-01-05 06:00:00,181.6
2015-01-05 06:15:00,191.2
2015-01-05 06:30:00,204
2015-01-05 06:45:00,200
2015-01-05 07:00:00,212.4
2015-01-05 07:15:00,228.4
2015-01-05 07:30:00,224.4
2015-01-05 07:45:00,220.4
2015-01-05 08:00:00,219.2
2015-01-05 08:15:00,225.6
2015-01-05 08:30:00,242.8
2015-01-05 08:45:00,335.2
2015-01-05 09:00:00,320.8
2015-01-05 09:15:00,285.6
2015-01-05 09:30:00,275.6
2015-01-05 09:45:00,278.4
2015-01-05 10:00:00,266
2015-01-05 10:15:00,259.2
2015-01-05 10:30:00,264
2015-01-05 10:45:00,252.4
2015-01-05 11:00:00,280
2015-01-05 11:15:00,297.2
2015-01-05 11:30:00,292
2015-01-05 11:45:00,284.8
2015-01-05 12:00:00,270
2015-01-05 12:15:00,243.6
2015-01-05 12:30:00,242.4
2015-01-05 12:45:00,251.2
2015-01-05 13:00:00,245.2
2015-01-05 13:15:00,252.8
2015-01-05 13:30:00,235.2
2015-01-05 13:45:00,233.6
2015-01-05 14:00:00,242
2015-01-05 14:15:00,232.4
2015-01-05 14:30:00,241.6
2015-01-05 14:45:00,232.4
2015-01-05 15:00:00,230.8
2015-01-05 15:15:00,228
2015-01-05 15:30:00,219.6
2015-01-05 15:45:00,231.6
2015-01-05 16:00:00,228.8
2015-01-05 16:15:00,231.6
2015-01-05 16:30:00,230
2015-01-05 16:45:00,232
2015-01-05 17:00:00,235.2
2015-01-05 17:15:00,238.4
2015-01-05 17:30:00,235.6
2015-01-05 17:45:00,236.8
2015-01-05 18:00:00,243.2
2015-01-05 18:15:00,244.8
2015-01-05 18:30:00,240
2015-01-05 18:45:00,224.4
2015-01-05 19:00:00,219.6
2015-01-05 19:15:00,209.2
2015-01-05 19:30:00,212.8
2015-01-05 19:45:00,205.2
2015-01-05 20:00:00,190.8
2015-01-05 20:15:00,172.4
2015-01-05 20:30:00,167.6
2015-01-05 20:45:00,165.6
2015-01-05 21:00:00,158.4
2015-01-05 21:15:00,162.8
2015-01-05 21:30:00,163.2
2015-01-05 21:45:00,156
2015-01-05 22:00:00,161.6
2015-01-05 22:15:00,156.8
2015-01-05 22:30:00,162.4
2015-01-05 22:45:00,147.2
2015-01-05 23:00:00,156
2015-01-05 23:15:00,142.8
2015-01-05 23:30:00,144.4
2015-01-05 23:45:00,147.2
2015-01-06 00:00:00,148.8
2015-01-06 00:15:00,148.4
2015-01-06 00:30:00,148.8
2015-01-06 00:45:00,149.6
2015-01-06 01:00:00,145.6
2015-01-06 01:15:00,152.4
2015-01-06 01:30:00,149.2
2015-01-06 01:45:00,146.4
2015-01-06 02:00:00,146.8
2015-01-06 02:15:00,147.6
2015-01-06 02:30:00,150.4
2015-01-06 02:45:00,144.4
2015-01-06 03:00:00,145.6
2015-01-06 03:15:00,144
2015-01-06 03:30:00,145.2
2015-01-06 03:45:00,148
2015-01-06 04:00:00,144.8
2015-01-06 04:15:00,146.4
2015-01-06 04:30:00,146
2015-01-06 04:45:00,146
2015-01-06 05:00:00,152
2015-01-06 05:15:00,160.8
2015-01-06 05:30:00,158.8
2015-01-06 05:45:00,157.6
2015-01-06 06:00:00,170.4
2015-01-06 06:15:00,193.2
2015-01-06 06:30:00,203.2
2015-01-06 06:45:00,200
2015-01-06 07:00:00,217.6
2015-01-06 07:15:00,218.4
2015-01-06 07:30:00,223.2
2015-01-06 07:45:00,220.8
2015-01-06 08:00:00,214.4
2015-01-06 08:15:00,218.4
2015-01-06 08:30:00,212.8
2015-01-06 08:45:00,215.6
2015-01-06 09:00:00,208.4
2015-01-06 09:15:00,208.8
2015-01-06 09:30:00,206.8
2015-01-06 09:45:00,206
2015-01-06 10:00:00,204.8
2015-01-06 10:15:00,201.6
2015-01-06 10:30:00,203.2
2015-01-06 10:45:00,198.8
2015-01-06 11:00:00,201.2
2015-01-06 11:15:00,195.6
2015-01-06 11:30:00,196
2015-01-06 11:45:00,195.2
2015-01-06 12:00:00,198.8
2015-01-06 12:15:00,198.4
2015-01-06 12:30:00,193.2
2015-01-06 12:45:00,196.4
2015-01-06 13:00:00,192
2015-01-06 13:15:00,194
2015-01-06 13:30:00,197.2
2015-01-06 13:45:00,198.8
2015-01-06 14:00:00,193.2
2015-01-06 14:15:00,198.8
2015-01-06 14:30:00,198.8
2015-01-06 14:45:00,192
2015-01-06 15:00:00,196.8
2015-01-06 15:15:00,195.2
2015-01-06 15:30:00,192.4
2015-01-06 15:45:00,200
2015-01-06 16:00:00,201.6
2015-01-06 16:15:00,196.8
2015-01-06 16:30:00,196
2015-01-06 16:45:00,205.2
2015-01-06 17:00:00,210.8
2015-01-06 17:15:00,220.8
2015-01-06 17:30:00,220.8
2015-01-06 17:45:00,224.8
2015-01-06 18:00:00,223.6
2015-01-06 18:15:00,218
2015-01-06 18:30:00,223.6
2015-01-06 18:45:00,217.2
2015-01-06 19:00:00,226.8
2015-01-06 19:15:00,199.6
2015-01-06 19:30:00,199.6
2015-01-06 19:45:00,194
2015-01-06 20:00:00,188
2015-01-06 20:15:00,162.8
2015-01-06 20:30:00,145.6
2015-01-06 20:45:00,146.8
2015-01-06 21:00:00,137.6
2015-01-06 21:15:00,151.2
2015-01-06 21:30:00,140.8
2015-01-06 21:45:00,146.4
2015-01-06 22:00:00,136.4
2015-01-06 22:15:00,147.6
2015-01-06 22:30:00,132.4
2015-01-06 22:45:00,148.8
2015-01-06 23:00:00,139.2
2015-01-06 23:15:00,128
2015-01-06 23:30:00,120.8
2015-01-06 23:45:00,124
2015-01-07 00:00:00,124
2015-01-07 00:15:00,122.4
2015-01-07 00:30:00,129.2
2015-01-07 00:45:00,135.2
2015-01-07 01:00:00,130
2015-01-07 01:15:00,140
2015-01-07 01:30:00,128.4
2015-01-07 01:45:00,131.6
2015-01-07 02:00:00,137.6
2015-01-07 02:15:00,131.2
2015-01-07 02:30:00,126
2015-01-07 02:45:00,124
2015-01-07 03:00:00,134.4
2015-01-07 03:15:00,126.8
2015-01-07 03:30:00,129.6
2015-01-07 03:45:00,142
2015-01-07 04:00:00,131.6
2015-01-07 04:15:00,124.4
2015-01-07 04:30:00,141.6
2015-01-07 04:45:00,120
2015-01-07 05:00:00,140.8
2015-01-07 05:15:00,162
2015-01-07 05:30:00,160
2015-01-07 05:45:00,160
2015-01-07 06:00:00,230.8
2015-01-07 06:15:00,298.4
2015-01-07 06:30:00,291.2
2015-01-07 06:45:00,284
2015-01-07 07:00:00,303.2
2015-01-07 07:15:00,313.6
2015-01-07 07:30:00,321.2
2015-01-07 07:45:00,368.8
2015-01-07 08:00:00,391.6
2015-01-07 08:15:00,471.6
2015-01-07 08:30:00,507.6
2015-01-07 08:45:00,508.4
2015-01-07 09:00:00,535.2
2015-01-07 09:15:00,546
2015-01-07 09:30:00,528.8
2015-01-07 09:45:00,526.4
2015-01-07 10:00:00,540
2015-01-07 10:15:00,564.4
2015-01-07 10:30:00,552
2015-01-07 10:45:00,537.2
2015-01-07 11:00:00,544
2015-01-07 11:15:00,534
2015-01-07 11:30:00,548
2015-01-07 11:45:00,536.8
2015-01-07 12:00:00,558
2015-01-07 12:15:00,552.4
2015-01-07 12:30:00,576.4
2015-01-07 12:45:00,620.4
2015-01-07 13:00:00,618
2015-01-07 13:15:00,611.2
2015-01-07 13:30:00,631.2
2015-01-07 13:45:00,612
2015-01-07 14:00:00,596.4
2015-01-07 14:15:00,563.2
2015-01-07 14:30:00,555.2
2015-01-07 14:45:00,562.8
2015-01-07 15:00:00,554.8
2015-01-07 15:15:00,548.4
2015-01-07 15:30:00,510
2015-01-07 15:45:00,484.4
2015-01-07 16:00:00,499.2
2015-01-07 16:15:00,490.8
2015-01-07 16:30:00,490.8
2015-01-07 16:45:00,487.6
2015-01-07 17:00:00,497.2
2015-01-07 17:15:00,510.8
2015-01-07 17:30:00,495.2
2015-01-07 17:45:00,485.6
2015-01-07 18:00:00,462.4
2015-01-07 18:15:00,455.6
2015-01-07 18:30:00,438
2015-01-07 18:45:00,423.2
2015-01-07 19:00:00,393.6
2015-01-07 19:15:00,310.4
2015-01-07 19:30:00,288.4
2015-01-07 19:45:00,265.6
2015-01-07 20:00:00,257.2
2015-01-07 20:15:00,221.6
2015-01-07 20:30:00,213.6
2015-01-07 20:45:00,204
2015-01-07 21:00:00,192.8
2015-01-07 21:15:00,190.4
2015-01-07 21:30:00,180.4
2015-01-07 21:45:00,179.6
2015-01-07 22:00:00,168.4
2015-01-07 22:15:00,172
2015-01-07 22:30:00,170.4
2015-01-07 22:45:00,168.4
2015-01-07 23:00:00,168
2015-01-07 23:15:00,152.8
2015-01-07 23:30:00,157.2
2015-01-07 23:45:00,160.8
2015-01-08 00:00:00,160.8
2015-01-08 00:15:00,149.6
2015-01-08 00:30:00,154.8
2015-01-08 00:45:00,155.6
2015-01-08 01:00:00,151.2
2015-01-08 01:15:00,156.8
2015-01-08 01:30:00,151.2
2015-01-08 01:45:00,154.4
2015-01-08 02:00:00,151.2
2015-01-08 02:15:00,156.8
2015-01-08 02:30:00,151.2
2015-01-08 02:45:00,149.6
2015-01-08 03:00:00,150.8
2015-01-08 03:15:00,150
2015-01-08 03:30:00,158.8
2015-01-08 03:45:00,155.2
2015-01-08 04:00:00,158.4
2015-01-08 04:15:00,159.2
2015-01-08 04:30:00,161.6
2015-01-08 04:45:00,167.2
2015-01-08 05:00:00,173.2
2015-01-08 05:15:00,188.8
2015-01-08 05:30:00,180.4
2015-01-08 05:45:00,241.6
2015-01-08 06:00:00,282.8
2015-01-08 06:15:00,298
2015-01-08 06:30:00,300.4
2015-01-08 06:45:00,307.2
2015-01-08 07:00:00,317.6
2015-01-08 07:15:00,328
2015-01-08 07:30:00,336.8
2015-01-08 07:45:00,349.2
2015-01-08 08:00:00,401.2
2015-01-08 08:15:00,454.4
2015-01-08 08:30:00,535.6
2015-01-08 08:45:00,544
2015-01-08 09:00:00,575.6
2015-01-08 09:15:00,576
2015-01-08 09:30:00,560.8
2015-01-08 09:45:00,588.8
2015-01-08 10:00:00,542.8
2015-01-08 10:15:00,564.4
2015-01-08 10:30:00,571.2
2015-01-08 10:45:00,569.2
2015-01-08 11:00:00,552
2015-01-08 11:15:00,536.8
2015-01-08 11:30:00,554.8
2015-01-08 11:45:00,562
2015-01-08 12:00:00,572.4
2015-01-08 12:15:00,597.6
2015-01-08 12:30:00,636
2015-01-08 12:45:00,620
2015-01-08 13:00:00,627.2
2015-01-08 13:15:00,653.2
2015-01-08 13:30:00,623.6
2015-01-08 13:45:00,628
2015-01-08 14:00:00,572
2015-01-08 14:15:00,590.4
2015-01-08 14:30:00,591.2
2015-01-08 14:45:00,582.8
2015-01-08 15:00:00,561.6
2015-01-08 15:15:00,544.4
2015-01-08 15:30:00,530.4
2015-01-08 15:45:00,465.2
2015-01-08 16:00:00,477.2
2015-01-08 16:15:00,484
2015-01-08 16:30:00,496
2015-01-08 16:45:00,494.4
2015-01-08 17:00:00,507.2
2015-01-08 17:15:00,497.6
2015-01-08 17:30:00,491.2
2015-01-08 17:45:00,489.6
2015-01-08 18:00:00,469.2
2015-01-08 18:15:00,466.8
2015-01-08 18:30:00,443.2
2015-01-08 18:45:00,436
2015-01-08 19:00:00,388.4
2015-01-08 19:15:00,312.4
2015-01-08 19:30:00,293.2
2015-01-08 19:45:00,271.2
2015-01-08 20:00:00,249.6
2015-01-08 20:15:00,210
2015-01-08 20:30:00,203.6
2015-01-08 20:45:00,190
2015-01-08 21:00:00,180.8
2015-01-08 21:15:00,174.8
2015-01-08 21:30:00,171.6
2015-01-08 21:45:00,174
2015-01-08 22:00:00,166
2015-01-08 22:15:00,166.4
2015-01-08 22:30:00,160.8
2015-01-08 22:45:00,163.2
2015-01-08 23:00:00,156.8
2015-01-08 23:15:00,150
2015-01-08 23:30:00,155.6
2015-01-08 23:45:00,151.6
2015-01-09 00:00:00,151.2
2015-01-09 00:15:00,152.4
2015-01-09 00:30:00,153.2
2015-01-09 00:45:00,153.2
2015-01-09 01:00:00,152
2015-01-09 01:15:00,152.4
2015-01-09 01:30:00,150.8
2015-01-09 01:45:00,150.8
2015-01-09 02:00:00,148
2015-01-09 02:15:00,152.4
2015-01-09 02:30:00,147.2
2015-01-09 02:45:00,150.4
2015-01-09 03:00:00,149.2
2015-01-09 03:15:00,148.4
2015-01-09 03:30:00,148.4
2015-01-09 03:45:00,148.4
2015-01-09 04:00:00,150.4
2015-01-09 04:15:00,147.6
2015-01-09 04:30:00,155.2
2015-01-09 04:45:00,157.6
2015-01-09 05:00:00,162.4
2015-01-09 05:15:00,170.4
2015-01-09 05:30:00,166
2015-01-09 05:45:00,179.2
2015-01-09 06:00:00,199.2
2015-01-09 06:15:00,240.4
2015-01-09 06:30:00,334.8
2015-01-09 06:45:00,311.2
2015-01-09 07:00:00,313.6
2015-01-09 07:15:00,325.6
2015-01-09 07:30:00,328
2015-01-09 07:45:00,356.4
2015-01-09 08:00:00,412
2015-01-09 08:15:00,450.4
2015-01-09 08:30:00,496.4
2015-01-09 08:45:00,551.2
2015-01-09 09:00:00,624
2015-01-09 09:15:00,583.6
2015-01-09 09:30:00,570.8
2015-01-09 09:45:00,612.8
2015-01-09 10:00:00,630.8
2015-01-09 10:15:00,601.6
2015-01-09 10:30:00,592.8
2015-01-09 10:45:00,575.2
2015-01-09 11:00:00,551.2
2015-01-09 11:15:00,579.2
2015-01-09 11:30:00,573.6
2015-01-09 11:45:00,581.6
2015-01-09 12:00:00,581.2
2015-01-09 12:15:00,584.8
2015-01-09 12:30:00,610
2015-01-09 12:45:00,588
2015-01-09 13:00:00,604.8
2015-01-09 13:15:00,624
2015-01-09 13:30:00,642
2015-01-09 13:45:00,597.2
2015-01-09 14:00:00,608.8
2015-01-09 14:15:00,615.2
2015-01-09 14:30:00,563.2
2015-01-09 14:45:00,569.2
2015-01-09 15:00:00,551.2
2015-01-09 15:15:00,554
2015-01-09 15:30:00,484.8
2015-01-09 15:45:00,468.4
2015-01-09 16:00:00,484
2015-01-09 16:15:00,465.6
2015-01-09 16:30:00,475.2
2015-01-09 16:45:00,474.8
2015-01-09 17:00:00,472.4
2015-01-09 17:15:00,469.6
2015-01-09 17:30:00,478.8
2015-01-09 17:45:00,454.4
2015-01-09 18:00:00,439.2
2015-01-09 18:15:00,408
2015-01-09 18:30:00,382.4
