nan,6.435277771784113554e+01,4.725082009870354938e+01,5.401629383806310614e+01,3.932836126766385831e+01,1.503361566623372880e+02,1.536281224255507709e+02,1.190253754457434496e+02,2.945912422323524993e+01,3.215960198759267286e+01,3.254043638306917785e+01,1.963136266284130613e+02,1.736792445861039198e+02,1.351946744513256533e+02,1.341998509686238208e+02,1.076691227789988119e+02
6.435277771784113554e+01,nan,9.201912844621332965e+01,3.872570205939516796e+01,3.647245536015473988e+01,1.361528552766966982e+02,8.964373932405129608e+01,7.358478103516090130e+01,6.190185780741707333e+01,6.778554418169186135e+01,5.738850059027674888e+01,1.364703630829873475e+02,1.177237444188815658e+02,1.107480022392723527e+02,7.915958564823102961e+01,6.524170445361318116e+01
4.725082009870354938e+01,9.201912844621332965e+01,nan,8.765477739403908686e+01,7.864451665558216575e+01,2.134246471239947311e+02,2.059106602389026648e+02,1.552025772982025842e+02,5.731177889396658287e+01,5.328564534642264761e+01,4.139758447066470382e+01,2.634275612004137201e+02,2.245692766163659542e+02,1.872448664182681739e+02,1.610589954022927088e+02,1.431301505623461310e+02
5.401629383806310614e+01,3.872570205939516796e+01,8.765477739403908686e+01,nan,3.116151472572378367e+01,1.391494160964688547e+02,1.072857865703219034e+02,8.875764755782948612e+01,5.697157185827852999e+01,6.182685500645666110e+01,4.213691967866666488e+01,1.537317143597968538e+02,1.349180492001989649e+02,1.138623730650007246e+02,9.306513847843893927e+01,6.909934876681786875e+01
3.932836126766385831e+01,3.647245536015473988e+01,7.864451665558216575e+01,3.116151472572378367e+01,nan,1.351106213441324826e+02,9.894645016371400459e+01,8.795453370921222813e+01,3.515679166241982045e+01,4.615278973138028817e+01,4.692291551047335929e+01,1.482657074309418590e+02,1.247288258583827627e+02,1.064330775652095014e+02,1.011691652629115197e+02,8.232520877595419506e+01
1.503361566623372880e+02,1.361528552766966982e+02,2.134246471239947311e+02,1.391494160964688547e+02,1.351106213441324826e+02,nan,8.134961585662432526e+01,9.363930798550694590e+01,8.610505211661036640e+01,1.043057045420094795e+02,1.304079752162580235e+02,8.099086368236915234e+01,6.672690611735170307e+01,4.310916375891707730e+01,1.175897954756289892e+02,1.363624581766894721e+02
1.536281224255507709e+02,8.964373932405129608e+01,2.059106602389026648e+02,1.072857865703219034e+02,9.894645016371400459e+01,8.134961585662432526e+01,nan,6.753132606424638595e+01,8.365261502185727238e+01,8.009294600650153484e+01,9.887932038607037555e+01,6.257283755749926968e+01,3.648780618233983120e+01,6.157661893924439767e+01,7.619868765279936440e+01,9.213989364011246153e+01
1.190253754457434496e+02,7.358478103516090130e+01,1.552025772982025842e+02,8.875764755782948612e+01,8.795453370921222813e+01,9.363930798550694590e+01,6.753132606424638595e+01,nan,7.995498733662429913e+01,8.614592271256620393e+01,8.217152791571393777e+01,7.635286504113707906e+01,7.361086876268477397e+01,6.723332507023579296e+01,5.351485775009997070e+01,7.572159533449284652e+01
2.945912422323524993e+01,6.190185780741707333e+01,5.731177889396658287e+01,5.697157185827852999e+01,3.515679166241982045e+01,8.610505211661036640e+01,8.365261502185727238e+01,7.995498733662429913e+01,nan,2.055237212590779805e+01,3.602665679755445183e+01,7.205220329745920083e+01,7.254350418884654061e+01,7.507862545356336170e+01,1.070962184206791648e+02,1.079911107453453951e+02
3.215960198759267286e+01,6.778554418169186135e+01,5.328564534642264761e+01,6.182685500645666110e+01,4.615278973138028817e+01,1.043057045420094795e+02,8.009294600650153484e+01,8.614592271256620393e+01,2.055237212590779805e+01,nan,2.733495930126425222e+01,1.176428493364803671e+02,9.761803112139875793e+01,7.894200402821994089e+01,1.028482377096959226e+02,9.212947411121963626e+01
