"","CET","ToU","Holiday","Year","Month","Month_day","Week_day","Hour","Time","Power_total","Power_data_centre","Power_canteen","Power_mechanical_room","Power_dimat","Power_bar","Power_rectory","Power_print_shop"
"26",2015-03-04 18:30:00,"F1","No",2015,3,4,3,18,"18:30",453.6,42,10,40.4,11.6,10.8,6.8,12.8
"27",2015-03-04 18:45:00,"F1","No",2015,3,4,3,18,"18:45",429.6,38.4,10.4,41.6,11.2,8,8.4,10.8
"28",2015-03-04 19:00:00,"F2","No",2015,3,4,3,19,"19:00",392.4,42.4,10,35.6,10.8,7.2,8,9.2
"29",2015-03-04 19:15:00,"F2","No",2015,3,4,3,19,"19:15",300,40,10,29.2,9.6,6.4,8,9.2
"30",2015-03-04 19:30:00,"F2","No",2015,3,4,3,19,"19:30",277.6,39.2,11.2,25.2,9.6,7.2,7.6,10.8
"31",2015-03-04 19:45:00,"F2","No",2015,3,4,3,19,"19:45",274.8,43.6,12,24,9.2,6.8,7.6,9.6
"32",2015-03-04 20:00:00,"F2","No",2015,3,4,3,20,"20:00",247.6,37.2,10.8,14.4,8.4,6,7.2,6.4
"33",2015-03-04 20:15:00,"F2","No",2015,3,4,3,20,"20:15",238,41.6,10,2.4,8.8,6,7.2,6.4
"34",2015-03-04 20:30:00,"F2","No",2015,3,4,3,20,"20:30",224.4,41.2,9.2,2.4,8,6,6.4,4.4
"35",2015-03-04 20:45:00,"F2","No",2015,3,4,3,20,"20:45",222.4,37.2,10,2.4,8.8,6.4,6,7.6
"36",2015-03-04 21:00:00,"F2","No",2015,3,4,3,21,"21:00",214.4,43.6,10,2.4,8,6,6,6.4
"37",2015-03-04 21:15:00,"F2","No",2015,3,4,3,21,"21:15",202.4,40,10,2.8,7.6,5.6,6.4,5.2
"38",2015-03-04 21:30:00,"F2","No",2015,3,4,3,21,"21:30",200.4,38.8,10,2.4,7.2,5.2,7.2,5.2
"39",2015-03-04 21:45:00,"F2","No",2015,3,4,3,21,"21:45",194,42.8,8.8,2.4,7.2,6.4,7.2,6.8
"40",2015-03-04 22:00:00,"F2","No",2015,3,4,3,22,"22:00",190,39.2,10.4,2.4,7.2,5.2,7.2,6.4
"41",2015-03-04 22:15:00,"F2","No",2015,3,4,3,22,"22:15",182.8,40,9.2,2.4,7.2,5.6,6.8,6
"42",2015-03-04 22:30:00,"F2","No",2015,3,4,3,22,"22:30",189.6,42.4,10.8,2.4,7.2,5.6,6.8,6.4
"43",2015-03-04 22:45:00,"F2","No",2015,3,4,3,22,"22:45",180.4,37.6,10.8,2.4,6.8,6,7.2,6
"44",2015-03-04 23:00:00,"F3","No",2015,3,4,3,23,"23:00",199.6,41.2,9.6,2.4,7.2,5.2,6.8,8.4
"45",2015-03-04 23:15:00,"F3","No",2015,3,4,3,23,"23:15",234,40.4,9.6,2.4,6.8,5.6,6.8,8
"46",2015-03-04 23:30:00,"F3","No",2015,3,4,3,23,"23:30",166.8,38,9.6,2.4,7.2,5.6,6.8,3.2
"47",2015-03-04 23:45:00,"F3","No",2015,3,4,3,23,"23:45",232.4,43.2,10.4,2.4,6.8,6,7.2,0.8
"48",2015-03-05 00:00:00,"F3","No",2015,3,5,4,0,"00:00",200.8,36.8,10.8,2.4,7.2,5.2,6.8,0.8
"49",2015-03-05 00:15:00,"F3","No",2015,3,5,4,0,"00:15",190.8,41.2,8.4,2.4,6.8,5.2,6.8,0.4
"50",2015-03-05 00:30:00,"F3","No",2015,3,5,4,0,"00:30",226.8,39.6,8.8,2.4,7.2,5.2,6.4,0.8
"51",2015-03-05 00:45:00,"F3","No",2015,3,5,4,0,"00:45",176.8,37.6,10,2.4,6.8,6,5.6,0.4
"52",2015-03-05 01:00:00,"F3","No",2015,3,5,4,1,"01:00",213.2,43.6,10.8,2.4,7.2,5.2,6,0.8
"53",2015-03-05 01:15:00,"F3","No",2015,3,5,4,1,"01:15",216.4,37.2,11.2,2.4,6.8,5.2,5.6,0.8
"54",2015-03-05 01:30:00,"F3","No",2015,3,5,4,1,"01:30",170,40.4,9.2,2.8,7.2,5.6,6,0.4
"55",2015-03-05 01:45:00,"F3","No",2015,3,5,4,1,"01:45",224.4,40.4,8.8,2.4,6.4,5.6,5.6,0.8
"56",2015-03-05 02:00:00,"F3","No",2015,3,5,4,2,"02:00",192.4,37.6,8.8,2.4,6.8,5.2,5.6,0.8
"57",2015-03-05 02:15:00,"F3","No",2015,3,5,4,2,"02:15",198.8,41.6,15.2,2.4,6.8,5.6,5.6,0.4
"58",2015-03-05 02:30:00,"F3","No",2015,3,5,4,2,"02:30",234,38.4,16,2.4,6.8,6,5.6,0.8
"59",2015-03-05 02:45:00,"F3","No",2015,3,5,4,2,"02:45",178,38,17.6,2.4,7.2,5.6,6,0.4
"60",2015-03-05 03:00:00,"F3","No",2015,3,5,4,3,"03:00",227.6,42.4,15.2,2.4,6.8,5.2,5.6,0.8
"61",2015-03-05 03:15:00,"F3","No",2015,3,5,4,3,"03:15",220.4,37.6,19.6,2.4,7.2,5.2,5.6,0.4
"62",2015-03-05 03:30:00,"F3","No",2015,3,5,4,3,"03:30",177.2,38,18.8,2.4,6.8,4.8,5.6,0.8
"63",2015-03-05 03:45:00,"F3","No",2015,3,5,4,3,"03:45",241.6,42.4,20.4,2.4,6.8,5.2,5.6,0.4
"64",2015-03-05 04:00:00,"F3","No",2015,3,5,4,4,"04:00",199.6,37.2,19.2,2.4,7.2,4.8,5.6,0.8
"65",2015-03-05 04:15:00,"F3","No",2015,3,5,4,4,"04:15",200.4,37.2,17.6,2.4,6.8,5.6,6,0.8
"66",2015-03-05 04:30:00,"F3","No",2015,3,5,4,4,"04:30",232.8,40.4,17.2,2.4,6.8,6.8,5.6,0.4
"67",2015-03-05 04:45:00,"F3","No",2015,3,5,4,4,"04:45",184.4,38.8,18.8,2.4,7.2,7.2,5.6,0.8
"68",2015-03-05 05:00:00,"F3","No",2015,3,5,4,5,"05:00",227.2,37.6,18.4,6.4,6.8,7.2,5.6,0.4
"69",2015-03-05 05:15:00,"F3","No",2015,3,5,4,5,"05:15",248.8,39.6,16.8,10.8,7.2,7.6,5.6,0.8
"70",2015-03-05 05:30:00,"F3","No",2015,3,5,4,5,"05:30",189.2,40.4,18,11.2,6.8,7.2,5.6,0.4
"71",2015-03-05 05:45:00,"F3","No",2015,3,5,4,5,"05:45",196.4,36.8,14.8,10.8,6.4,12.8,6,0.8
"72",2015-03-05 06:00:00,"F3","No",2015,3,5,4,6,"06:00",222,37.6,16.4,23.2,6.8,12,5.6,0.8
"73",2015-03-05 06:15:00,"F3","No",2015,3,5,4,6,"06:15",272.4,42,42.8,44,6.4,10.8,6,0.4
"74",2015-03-05 06:30:00,"F3","No",2015,3,5,4,6,"06:30",347.2,37.6,120.8,46,6.8,9.2,5.6,0.8
"75",2015-03-05 06:45:00,"F3","No",2015,3,5,4,6,"06:45",308.4,36.8,82.4,44,6.4,8.4,6,0.4
"76",2015-03-05 07:00:00,"F2","No",2015,3,5,4,7,"07:00",323.2,36.8,76.4,43.2,6.4,13.6,5.6,1.2
"77",2015-03-05 07:15:00,"F2","No",2015,3,5,4,7,"07:15",332.8,37.6,76.8,44.8,6.4,14.8,5.6,2
"78",2015-03-05 07:30:00,"F2","No",2015,3,5,4,7,"07:30",339.6,36.8,90.8,42.8,6.4,11.6,4.4,2
"79",2015-03-05 07:45:00,"F2","No",2015,3,5,4,7,"07:45",420,37.6,162,43.2,7.2,10.8,4.8,4
"80",2015-03-05 08:00:00,"F1","No",2015,3,5,4,8,"08:00",464,36.8,172.4,41.2,6.8,19.6,4.8,11.2
"81",2015-03-05 08:15:00,"F1","No",2015,3,5,4,8,"08:15",540,42.4,198.8,42.4,8,17.2,4.8,14
"82",2015-03-05 08:30:00,"F1","No",2015,3,5,4,8,"08:30",518.4,38.4,178.4,40.4,7.6,18.8,5.2,10.8
"83",2015-03-05 08:45:00,"F1","No",2015,3,5,4,8,"08:45",542.8,39.2,151.6,40,8,33.6,5.2,12
"84",2015-03-05 09:00:00,"F1","No",2015,3,5,4,9,"09:00",548.8,43.6,145.2,40.8,7.6,32,4.8,11.2
"85",2015-03-05 09:15:00,"F1","No",2015,3,5,4,9,"09:15",526.8,38,118.4,40.8,8,27.6,5.2,10.4
"86",2015-03-05 09:30:00,"F1","No",2015,3,5,4,9,"09:30",563.6,42.4,161.2,42,8.8,25.2,5.2,10.4
"87",2015-03-05 09:45:00,"F1","No",2015,3,5,4,9,"09:45",541.6,42.8,134,40,8.8,22,5.2,10.4
"88",2015-03-05 10:00:00,"F1","No",2015,3,5,4,10,"10:00",550.4,40.4,129.2,40.4,9.2,26.4,5.6,10.4
"89",2015-03-05 10:15:00,"F1","No",2015,3,5,4,10,"10:15",538.4,39.6,120.4,39.6,9.2,26,5.2,11.6
"90",2015-03-05 10:30:00,"F1","No",2015,3,5,4,10,"10:30",558,43.6,123.6,42,10.4,24.4,5.2,11.2
"91",2015-03-05 10:45:00,"F1","No",2015,3,5,4,10,"10:45",524.4,38.8,108.4,40.4,10,22,5.6,10
"92",2015-03-05 11:00:00,"F1","No",2015,3,5,4,11,"11:00",558,40.4,124,42,10,22,6,10.4
"93",2015-03-05 11:15:00,"F1","No",2015,3,5,4,11,"11:15",561.2,43.2,134.8,42.8,10.8,23.6,5.6,11.6
"94",2015-03-05 11:30:00,"F1","No",2015,3,5,4,11,"11:30",580.4,38.4,140,43.2,10.8,27.6,5.2,13.2
"95",2015-03-05 11:45:00,"F1","No",2015,3,5,4,11,"11:45",592.4,42,157.2,44.8,10.8,28,6.8,11.6
"96",2015-03-05 12:00:00,"F1","No",2015,3,5,4,12,"12:00",584,42.4,151.2,43.6,10.8,24.8,6.8,11.6
"97",2015-03-05 12:15:00,"F1","No",2015,3,5,4,12,"12:15",628.4,38,199.2,43.6,11.6,23.6,6.8,11.2
"98",2015-03-05 12:30:00,"F1","No",2015,3,5,4,12,"12:30",606.4,42.4,180.8,42.8,10.8,24.4,6.4,10.8
"99",2015-03-05 12:45:00,"F1","No",2015,3,5,4,12,"12:45",606.8,42.4,164.8,42.8,11.2,31.6,5.6,10.4
"100",2015-03-05 13:00:00,"F1","No",2015,3,5,4,13,"13:00",604.4,38.8,183.2,43.6,10,26.4,5.2,9.6
"101",2015-03-05 13:15:00,"F1","No",2015,3,5,4,13,"13:15",636,42.8,191.2,42.8,10.4,30.8,5.2,11.6
"102",2015-03-05 13:30:00,"F1","No",2015,3,5,4,13,"13:30",596,43.2,170,42.8,11.2,26,5.6,11.6
"103",2015-03-05 13:45:00,"F1","No",2015,3,5,4,13,"13:45",593.2,38.4,182,42.8,10.8,19.2,5.2,10.8
"104",2015-03-05 14:00:00,"F1","No",2015,3,5,4,14,"14:00",607.2,43.6,180.8,43.6,10.8,22.4,5.6,10.4
"105",2015-03-05 14:15:00,"F1","No",2015,3,5,4,14,"14:15",614.8,42.8,173.6,42.4,10.4,22.8,5.2,13.2
"106",2015-03-05 14:30:00,"F1","No",2015,3,5,4,14,"14:30",580.8,39.6,142.8,44,11.2,27.6,5.2,10.8
"107",2015-03-05 14:45:00,"F1","No",2015,3,5,4,14,"14:45",571.2,42.8,136.4,43.2,10,25.2,5.2,12
"108",2015-03-05 15:00:00,"F1","No",2015,3,5,4,15,"15:00",572.8,42.8,135.2,44,10.8,23.2,5.6,9.6
"109",2015-03-05 15:15:00,"F1","No",2015,3,5,4,15,"15:15",558.4,43.2,124.8,45.6,10.8,20.4,5.2,12.4
"110",2015-03-05 15:30:00,"F1","No",2015,3,5,4,15,"15:30",540,39.2,103.6,44.4,10.4,22.8,5.6,8.8
"111",2015-03-05 15:45:00,"F1","No",2015,3,5,4,15,"15:45",504,43.6,75.6,44.8,10.4,18.4,5.6,10.4
"112",2015-03-05 16:00:00,"F1","No",2015,3,5,4,16,"16:00",506.4,42.8,75.2,44.4,10.4,17.6,5.6,10.8
"113",2015-03-05 16:15:00,"F1","No",2015,3,5,4,16,"16:15",491.6,39.6,51.6,45.6,10.8,20,6,13.2
"114",2015-03-05 16:30:00,"F1","No",2015,3,5,4,16,"16:30",462.4,42.8,38.8,44.8,10,18,5.2,8.8
"115",2015-03-05 16:45:00,"F1","No",2015,3,5,4,16,"16:45",465.2,43.6,44,44.8,10.4,16,5.6,10
"116",2015-03-05 17:00:00,"F1","No",2015,3,5,4,17,"17:00",447.2,38.8,36,44,9.6,15.6,5.6,12
"117",2015-03-05 17:15:00,"F1","No",2015,3,5,4,17,"17:15",451.2,42.8,25.2,44,10,13.6,5.6,12.4
"118",2015-03-05 17:30:00,"F1","No",2015,3,5,4,17,"17:30",432,43.6,16.8,45.6,10.4,13.2,5.6,9.2
"119",2015-03-05 17:45:00,"F1","No",2015,3,5,4,17,"17:45",426.8,38.4,14.8,44,10,14,5.6,10
"120",2015-03-05 18:00:00,"F1","No",2015,3,5,4,18,"18:00",431.6,43.6,11.6,44.8,10.4,12.4,6,12.8
"121",2015-03-05 18:15:00,"F1","No",2015,3,5,4,18,"18:15",420,42.8,10,44,9.6,12,6.4,9.2
"122",2015-03-05 18:30:00,"F1","No",2015,3,5,4,18,"18:30",432,38.8,10.8,44.4,10,8.4,6.4,10.8
"123",2015-03-05 18:45:00,"F1","No",2015,3,5,4,18,"18:45",415.2,42.4,9.2,41.6,10,6.4,6.4,11.2
"124",2015-03-05 19:00:00,"F2","No",2015,3,5,4,19,"19:00",388.8,41.2,10,36.8,10.8,6,6.8,11.6
"125",2015-03-05 19:15:00,"F2","No",2015,3,5,4,19,"19:15",313.6,39.2,9.6,29.6,10.8,6,6.8,7.6
"126",2015-03-05 19:30:00,"F2","No",2015,3,5,4,19,"19:30",290.8,42.8,10.4,25.2,10,6,6.8,7.2
"127",2015-03-05 19:45:00,"F2","No",2015,3,5,4,19,"19:45",268.8,40,10.4,25.6,9.6,5.2,7.2,6.8
"128",2015-03-05 20:00:00,"F2","No",2015,3,5,4,20,"20:00",251.6,39.2,12.4,14.8,9.6,6,6.4,6
"129",2015-03-05 20:15:00,"F2","No",2015,3,5,4,20,"20:15",237.6,43.6,13.2,2.4,9.2,5.6,6,6.8
"130",2015-03-05 20:30:00,"F2","No",2015,3,5,4,20,"20:30",216.4,37.6,10.4,2.4,8.8,6.4,5.6,6
"131",2015-03-05 20:45:00,"F2","No",2015,3,5,4,20,"20:45",215.6,41.6,11.2,2.4,8.8,5.6,5.6,6
"132",2015-03-05 21:00:00,"F2","No",2015,3,5,4,21,"21:00",210,41.2,10.8,2.8,8.4,6,5.6,4.4
"133",2015-03-05 21:15:00,"F2","No",2015,3,5,4,21,"21:15",203.2,36.8,10,2.4,8.4,6,6.4,5.6
"134",2015-03-05 21:30:00,"F2","No",2015,3,5,4,21,"21:30",201.2,42.8,9.6,2.4,7.6,6,5.6,6.4
"135",2015-03-05 21:45:00,"F2","No",2015,3,5,4,21,"21:45",187.2,38.4,9.6,2.4,7.6,5.6,5.2,6
"136",2015-03-05 22:00:00,"F2","No",2015,3,5,4,22,"22:00",189.6,40,10,2.4,8,6,5.6,2.8
"137",2015-03-05 22:15:00,"F2","No",2015,3,5,4,22,"22:15",181.2,41.2,9.2,2.4,6.8,6,5.2,4
"138",2015-03-05 22:30:00,"F2","No",2015,3,5,4,22,"22:30",178.8,37.6,10,2.4,7.6,5.6,4.8,0.8
"139",2015-03-05 22:45:00,"F2","No",2015,3,5,4,22,"22:45",178.8,40.8,10,2.4,6.8,6,5.2,0.8
"140",2015-03-05 23:00:00,"F3","No",2015,3,5,4,23,"23:00",171.2,39.2,10,2.4,7.2,5.6,4.8,0.8
"141",2015-03-05 23:15:00,"F3","No",2015,3,5,4,23,"23:15",163.2,37.6,10.4,2.4,7.2,6,6,0.4
"142",2015-03-05 23:30:00,"F3","No",2015,3,5,4,23,"23:30",214,38,11.2,2.4,8.4,5.2,6.4,0.8
"143",2015-03-05 23:45:00,"F3","No",2015,3,5,4,23,"23:45",173.2,42,10.8,2.4,7.2,5.6,6.4,0.8
"144",2015-03-06 00:00:00,"F3","No",2015,3,6,5,0,"00:00",221.2,36.8,9.2,2.4,7.2,6.4,6.8,0.4
"145",2015-03-06 00:15:00,"F3","No",2015,3,6,5,0,"00:15",213.2,37.6,9.6,2.4,6.8,4.8,6.4,0.8
"146",2015-03-06 00:30:00,"F3","No",2015,3,6,5,0,"00:30",180.8,36.8,9.6,2.4,6.8,5.2,6.8,0.4
"147",2015-03-06 00:45:00,"F3","No",2015,3,6,5,0,"00:45",229.2,37.6,9.2,2.8,6.8,4.8,6.4,0.8
"148",2015-03-06 01:00:00,"F3","No",2015,3,6,5,1,"01:00",189.6,37.2,10,2.4,6.4,4.8,6.8,0.4
"149",2015-03-06 01:15:00,"F3","No",2015,3,6,5,1,"01:15",206,41.6,9.2,2.4,6.8,4.8,6.4,0.8
"150",2015-03-06 01:30:00,"F3","No",2015,3,6,5,1,"01:30",221.6,38.4,10,2.4,6.4,5.2,6.8,0.4
"151",2015-03-06 01:45:00,"F3","No",2015,3,6,5,1,"01:45",168.4,37.2,8.8,2.4,6.8,4.4,6.4,0.8
"152",2015-03-06 02:00:00,"F3","No",2015,3,6,5,2,"02:00",216,37.6,9.6,2.4,6.4,5.6,6.8,0.4
"153",2015-03-06 02:15:00,"F3","No",2015,3,6,5,2,"02:15",225.2,36.8,13.6,2.4,6.8,4.8,6.4,0.8
"154",2015-03-06 02:30:00,"F3","No",2015,3,6,5,2,"02:30",177.6,38,19.2,2.4,6.8,5.6,6.4,0.4
"155",2015-03-06 02:45:00,"F3","No",2015,3,6,5,2,"02:45",231.2,36.8,19.6,2.4,6.4,5.2,6.8,0.8
"156",2015-03-06 03:00:00,"F3","No",2015,3,6,5,3,"03:00",220,37.2,18.4,2.4,6.8,5.2,6.4,0.4
"157",2015-03-06 03:15:00,"F3","No",2015,3,6,5,3,"03:15",186.4,38,19.2,2.4,6.4,5.2,6.8,0.8
"158",2015-03-06 03:30:00,"F3","No",2015,3,6,5,3,"03:30",228.8,36.8,17.6,2.4,6.8,4.4,6.4,0.4
"159",2015-03-06 03:45:00,"F3","No",2015,3,6,5,3,"03:45",206.8,38,18.8,2.4,6.4,5.2,6.4,0.8
"160",2015-03-06 04:00:00,"F3","No",2015,3,6,5,4,"04:00",194.4,37.2,18.8,2.4,6.4,4.8,6.8,0.4
"161",2015-03-06 04:15:00,"F3","No",2015,3,6,5,4,"04:15",232.4,38,18.8,2.4,6.4,5.2,6.4,0.8
"162",2015-03-06 04:30:00,"F3","No",2015,3,6,5,4,"04:30",198.8,37.2,18.4,2.4,6.4,6.4,6.8,0.8
"163",2015-03-06 04:45:00,"F3","No",2015,3,6,5,4,"04:45",209.2,38,18.4,2.4,6,7.6,6.4,0.4
"164",2015-03-06 05:00:00,"F3","No",2015,3,6,5,5,"05:00",223.2,37.2,17.6,6,6,7.2,6.8,0.8
"165",2015-03-06 05:15:00,"F3","No",2015,3,6,5,5,"05:15",187.2,36.8,18,10.4,6.4,7.2,6.4,0.4
"166",2015-03-06 05:30:00,"F3","No",2015,3,6,5,5,"05:30",184.8,38,18.4,10.8,6,7.2,6.8,0.8
"167",2015-03-06 05:45:00,"F3","No",2015,3,6,5,5,"05:45",202,37.2,19.2,10.4,6.4,12.8,6.8,0.4
"168",2015-03-06 06:00:00,"F3","No",2015,3,6,5,6,"06:00",223.6,38,20.4,22.8,6,12.4,6.8,0.8
"169",2015-03-06 06:15:00,"F3","No",2015,3,6,5,6,"06:15",344,36.8,120,42.4,6.4,12,6.8,0.4
"170",2015-03-06 06:30:00,"F3","No",2015,3,6,5,6,"06:30",314.4,38,81.6,45.2,6,9.2,5.2,0.8
"171",2015-03-06 06:45:00,"F3","No",2015,3,6,5,6,"06:45",307.2,37.2,78,43.2,6,9.6,5.2,0.4
"172",2015-03-06 07:00:00,"F2","No",2015,3,6,5,7,"07:00",332.8,37.6,86.4,44,6,13.2,5.2,1.2
"173",2015-03-06 07:15:00,"F2","No",2015,3,6,5,7,"07:15",349.2,37.2,93.2,44,6,15.6,5.2,2
"174",2015-03-06 07:30:00,"F2","No",2015,3,6,5,7,"07:30",383.6,37.2,125.6,42,6.4,12.8,4.4,2
"175",2015-03-06 07:45:00,"F2","No",2015,3,6,5,7,"07:45",389.2,38,128,43.2,6.4,13.6,4.8,4.4
"176",2015-03-06 08:00:00,"F1","No",2015,3,6,5,8,"08:00",424.4,36.8,130,42.4,6.8,17.2,4.4,9.2
"177",2015-03-06 08:15:00,"F1","No",2015,3,6,5,8,"08:15",477.2,38,141.2,42,7.2,22.4,5.2,10
"178",2015-03-06 08:30:00,"F1","No",2015,3,6,5,8,"08:30",488.8,37.2,136.8,40.8,7.6,18.4,5.2,10.8
"179",2015-03-06 08:45:00,"F1","No",2015,3,6,5,8,"08:45",553.6,40.4,146.4,42.4,7.2,18.4,5.2,10.8
"180",2015-03-06 09:00:00,"F1","No",2015,3,6,5,9,"09:00",532.8,40.4,107.6,42,7.6,36.4,4.8,10
"181",2015-03-06 09:15:00,"F1","No",2015,3,6,5,9,"09:15",543.2,37.2,115.6,41.6,8,32,5.2,10.8
"182",2015-03-06 09:30:00,"F1","No",2015,3,6,5,9,"09:30",550.8,42.8,126,42.4,8.4,30.8,5.2,10
"183",2015-03-06 09:45:00,"F1","No",2015,3,6,5,9,"09:45",556.8,39.6,114.8,41.2,8.8,29.2,5.2,9.6
"184",2015-03-06 10:00:00,"F1","No",2015,3,6,5,10,"10:00",536,39.2,95.6,41.6,8,29.6,5.2,10
"185",2015-03-06 10:15:00,"F1","No",2015,3,6,5,10,"10:15",539.2,42.8,97.6,40.8,9.2,26.4,5.2,10.4
"186",2015-03-06 10:30:00,"F1","No",2015,3,6,5,10,"10:30",540.8,38.8,101.6,41.6,8.8,26,5.2,9.6
"187",2015-03-06 10:45:00,"F1","No",2015,3,6,5,10,"10:45",536,41.2,112.8,38,9.6,25.2,4.8,9.2
"188",2015-03-06 11:00:00,"F1","No",2015,3,6,5,11,"11:00",544,43.6,106.8,40.8,10,22.4,5.2,11.2
"189",2015-03-06 11:15:00,"F1","No",2015,3,6,5,11,"11:15",545.6,37.2,117.2,40.4,10,24.4,5.2,10
"190",2015-03-06 11:30:00,"F1","No",2015,3,6,5,11,"11:30",578.4,43.2,118.8,39.6,9.6,28.8,5.2,11.6
"191",2015-03-06 11:45:00,"F1","No",2015,3,6,5,11,"11:45",608,43.6,155.6,42,9.6,31.6,5.2,11.2
"192",2015-03-06 12:00:00,"F1","No",2015,3,6,5,12,"12:00",607.2,39.2,173.2,42.8,10,24.8,5.2,11.6
"193",2015-03-06 12:15:00,"F1","No",2015,3,6,5,12,"12:15",599.2,43.6,158.4,44,9.6,24.4,5.2,10.4
"194",2015-03-06 12:30:00,"F1","No",2015,3,6,5,12,"12:30",581.2,43.2,147.6,43.2,9.6,20.4,5.2,9.2
"195",2015-03-06 12:45:00,"F1","No",2015,3,6,5,12,"12:45",600.4,39.6,155.2,44.4,9.6,20.4,5.2,10.8
"196",2015-03-06 13:00:00,"F1","No",2015,3,6,5,13,"13:00",631.6,42.8,186.4,43.2,9.2,28.8,5.2,11.6
"197",2015-03-06 13:15:00,"F1","No",2015,3,6,5,13,"13:15",662,43.2,190.8,42,9.2,29.2,4.8,10
"198",2015-03-06 13:30:00,"F1","No",2015,3,6,5,13,"13:30",615.2,39.6,177.2,42.8,10,22,5.2,10
"199",2015-03-06 13:45:00,"F1","No",2015,3,6,5,13,"13:45",630,42.8,175.6,41.2,9.6,22,5.2,9.6
"200",2015-03-06 14:00:00,"F1","No",2015,3,6,5,14,"14:00",591.6,43.6,160.4,41.2,9.2,21.2,5.6,12.4
"201",2015-03-06 14:15:00,"F1","No",2015,3,6,5,14,"14:15",580,38.8,148,40.8,9.2,22.4,5.2,10.4
"202",2015-03-06 14:30:00,"F1","No",2015,3,6,5,14,"14:30",598,43.6,145.6,41.6,10.4,26.8,5.2,10.8
"203",2015-03-06 14:45:00,"F1","No",2015,3,6,5,14,"14:45",608,42.8,154.8,40.8,10.4,19.6,6,11.6
"204",2015-03-06 15:00:00,"F1","No",2015,3,6,5,15,"15:00",589.6,40,142,43.2,9.6,22.4,6.8,12.8
"205",2015-03-06 15:15:00,"F1","No",2015,3,6,5,15,"15:15",554.4,42.8,113.2,41.2,8.8,15.6,6.8,12
