Date,cmp_score,energy_score,temperature_score,vector_ad_cmp,vector_ad_energy,vector_ad_energy_absolute,vector_ad_energy_relative,vector_ad_temperature
2019-01-01,1,2,1,28.071337695236398,81.9,32.56533333333334,66.00902678305994,-1.5817656310143364
2019-01-02,1,2,1,27.628970302926586,83.7,34.36533333333334,69.65757682224807,-1.3323224372334028
2019-01-03,3,2,1,33.42813186524212,86.6,37.26533333333333,75.53579632982891,-1.609371992381396
2019-01-06,1,1,1,20.27017513491048,52.7,3.3653333333333393,6.8214372584524785,-1.3599287986004627
2019-01-13,1,1,1,17.513423423186318,49.1,-0.23466666666666214,-0.47566281992377224,-1.1193590781160845
2019-01-20,1,1,1,17.241809649800963,48.7,-0.6346666666666607,-1.286451717521131,-1.3875351599675227
2019-01-27,1,1,1,16.35114674877432,46.8,-2.5346666666666664,-5.137698981108619,-1.7296568526235854
2019-02-03,1,1,1,20.25438224187602,52.7,3.3653333333333393,6.8214372584524785,-1.2918988366602082
2019-02-10,1,1,1,20.633952602444662,53.1,3.765333333333338,7.632226156049837,-1.0937245997038145
2019-02-17,1,1,1,17.40804411759431,50.3,0.9653333333333336,1.956703872868304,-1.1065418389099493
2019-02-24,1,1,1,21.769703718699603,55.0,5.665333333333336,11.483473419637313,-1.1114715462969242
2019-03-03,1,1,1,21.934447793368633,55.2,5.865333333333339,11.888867868435993,-0.9438614951397755
2019-03-10,1,1,1,21.795412361323212,53.9,4.565333333333335,9.253803951244555,-0.5297660746338781
2019-03-17,1,1,1,19.863534428708373,53.1,3.765333333333338,7.632226156049837,-0.6362477541925374
2019-03-24,1,1,1,20.04395170618677,52.9,3.565333333333335,7.226831707251158,-0.4656798786032035
2019-03-31,1,1,1,19.87963782366053,52.2,2.8653333333333393,5.80795113645578,-0.5632880848653079
2019-04-07,1,1,1,19.312172327320894,52.6,3.265333333333338,6.618740034053139,-0.8176609860332161
2019-04-14,4,1,1,36.7978260227411,7.4,-41.934666666666665,-85.00040539444879,-0.9566787343459102
2019-04-20,1,1,1,16.88075827679513,35.6,-13.734666666666662,-27.83978811383475,-0.18961626493260522
2019-04-21,1,1,1,17.38505104968595,49.7,0.3653333333333393,0.7405205264722658,-0.18271467459084037
2019-04-22,2,2,1,32.68271714530198,87.3,37.965333333333334,76.95467690062432,-0.39469209223076407
2019-04-25,2,2,1,31.19743579206242,85.0,35.665333333333336,72.29264073943949,-0.6382196371473274
2019-04-27,1,1,1,14.204224723658541,37.3,-12.034666666666666,-24.393935299045978,-0.4390594587135388
2019-04-28,1,1,1,17.636326148038435,51.2,1.8653333333333393,3.7809788924623833,-0.5613162019105179
2019-05-01,1,1,1,17.241809649800963,67.1,17.76533333333333,36.009837571957505,-0.20539132857092524
2019-05-04,1,1,1,14.97197381777379,38.2,-11.13466666666666,-22.5696602794519,-0.2882104126721046
2019-05-05,1,1,1,14.78918523786977,40.6,-8.734666666666662,-17.70492689386772,-1.0769635945880995
2019-05-12,1,1,1,13.212115651932887,40.6,-8.734666666666662,-17.70492689386772,-0.30792924222000445
2019-05-18,1,1,1,13.699635031622151,37.7,-11.63466666666666,-23.583146401448595,-0.41342498030126884
2019-05-19,1,1,1,14.615060725156832,39.5,-9.834666666666664,-19.93459636226047,-0.28328070528512966
2019-05-26,1,1,1,22.407141718658533,30.5,-18.834666666666664,-38.17734655820113,0.15743513511043247
2019-06-02,1,1,1,22.460632226189315,30.1,-19.234666666666662,-38.98813545579849,1.3415508494618196
2019-06-09,1,1,1,21.901598115208767,30.9,-18.434666666666665,-37.366557660603775,1.1985893352395458
2019-06-16,1,1,1,19.170811146109703,33.8,-15.534666666666666,-31.488338153022887,1.2488723505866905
2019-06-23,1,1,1,20.043951706189997,32.0,-17.334666666666664,-35.13688819221101,1.3178882540043402
2019-06-30,1,1,2,17.636326148038435,33.9,-15.434666666666665,-31.285640928623547,1.8700154813455365
2019-07-07,1,1,2,15.299673199122616,37.3,-12.034666666666666,-24.393935299045978,1.6422630000672926
2019-07-14,1,1,1,16.804761230078878,34.4,-14.934666666666665,-30.27215480662685,1.2409848187675303
2019-07-21,1,1,2,16.885496735360956,34.7,-14.63466666666666,-29.66406313342882,1.5781768040366182
2019-07-28,1,1,1,18.918773744615905,33.8,-15.534666666666666,-31.488338153022887,1.0102745130571018
2019-08-04,1,1,2,20.680425527538443,32.3,-17.034666666666666,-34.52879651901301,1.495357719935439
2019-08-11,1,1,2,27.62317867299009,25.6,-23.734666666666662,-48.10951055376881,1.6935319568918323
2019-08-12,1,1,1,23.93658288059985,74.4,25.065333333333342,50.80673495310939,1.4046511040150993
2019-08-13,1,1,1,25.746456066803766,75.7,26.36533333333334,53.44179887030083,1.3543680886679548
2019-08-14,1,1,1,25.879721791397575,75.9,26.565333333333342,53.8471933190995,1.0990092460226513
2019-08-15,1,1,1,26.49679225869266,76.6,27.26533333333333,55.26607388989486,1.1601376176211413
2019-08-16,1,1,1,25.5499510762682,75.7,26.36533333333334,53.44179887030083,1.1226718414801313
2019-08-17,1,1,1,27.32910536406348,25.599999999999998,-23.734666666666666,-48.10951055376882,1.2932397170694654
2019-08-18,1,1,1,28.011426240015656,24.4,-24.934666666666665,-50.541877246560894,1.3652134449192994
2019-08-25,2,1,2,29.339393313429913,23.1,-26.234666666666662,-53.176941163752325,1.565359564830483
2019-09-01,1,1,2,20.486092843685615,31.4,-17.934666666666665,-36.35307153860706,1.500287427322414
2019-09-08,1,1,1,20.529003872559958,31.0,-18.334666666666664,-37.16386043620442,0.4551894612837206
