Timestamp,1226
2015-05-01 00:00:00,170.8
2015-05-01 00:15:00,154
2015-05-01 00:30:00,161.6
2015-05-01 00:45:00,170
2015-05-01 01:00:00,165.2
2015-05-01 01:15:00,152.8
2015-05-01 01:30:00,166.8
2015-05-01 01:45:00,168.4
2015-05-01 02:00:00,164.8
2015-05-01 02:15:00,158
2015-05-01 02:30:00,168
2015-05-01 02:45:00,164.4
2015-05-01 03:00:00,167.2
2015-05-01 03:15:00,152.4
2015-05-01 03:30:00,171.2
2015-05-01 03:45:00,165.6
2015-05-01 04:00:00,168.8
2015-05-01 04:15:00,148.8
2015-05-01 04:30:00,168.8
2015-05-01 04:45:00,174.4
2015-05-01 05:00:00,174.4
2015-05-01 05:15:00,174.8
2015-05-01 05:30:00,167.6
2015-05-01 05:45:00,178.4
2015-05-01 06:00:00,180.8
2015-05-01 06:15:00,183.6
2015-05-01 06:30:00,179.6
2015-05-01 06:45:00,161.2
2015-05-01 07:00:00,177.2
2015-05-01 07:15:00,168
2015-05-01 07:30:00,169.2
2015-05-01 07:45:00,161.2
2015-05-01 08:00:00,164.4
2015-05-01 08:15:00,194
2015-05-01 08:30:00,193.2
2015-05-01 08:45:00,188.8
2015-05-01 09:00:00,188.4
2015-05-01 09:15:00,176
2015-05-01 09:30:00,188
2015-05-01 09:45:00,188
2015-05-01 10:00:00,185.6
2015-05-01 10:15:00,164.8
2015-05-01 10:30:00,187.6
2015-05-01 10:45:00,185.6
2015-05-01 11:00:00,170
2015-05-01 11:15:00,186.4
2015-05-01 11:30:00,188.4
2015-05-01 11:45:00,168.4
2015-05-01 12:00:00,186
2015-05-01 12:15:00,182.8
2015-05-01 12:30:00,168
2015-05-01 12:45:00,186.8
2015-05-01 13:00:00,173.2
2015-05-01 13:15:00,174
2015-05-01 13:30:00,188.4
2015-05-01 13:45:00,174
2015-05-01 14:00:00,185.6
2015-05-01 14:15:00,182.8
2015-05-01 14:30:00,178
2015-05-01 14:45:00,194
2015-05-01 15:00:00,180.8
2015-05-01 15:15:00,170.8
2015-05-01 15:30:00,193.6
2015-05-01 15:45:00,172
2015-05-01 16:00:00,189.6
2015-05-01 16:15:00,184
2015-05-01 16:30:00,181.6
2015-05-01 16:45:00,198.4
2015-05-01 17:00:00,175.2
2015-05-01 17:15:00,190
2015-05-01 17:30:00,187.2
2015-05-01 17:45:00,176
2015-05-01 18:00:00,196.4
2015-05-01 18:15:00,185.2
2015-05-01 18:30:00,184.8
2015-05-01 18:45:00,200.4
2015-05-01 19:00:00,200.8
2015-05-01 19:15:00,200
2015-05-01 19:30:00,214.4
2015-05-01 19:45:00,207.2
2015-05-01 20:00:00,196.8
2015-05-01 20:15:00,213.6
2015-05-01 20:30:00,214.4
2015-05-01 20:45:00,185.2
2015-05-01 21:00:00,199.2
2015-05-01 21:15:00,199.2
2015-05-01 21:30:00,170.4
2015-05-01 21:45:00,175.2
2015-05-01 22:00:00,180.4
2015-05-01 22:15:00,183.6
2015-05-01 22:30:00,165.2
2015-05-01 22:45:00,175.6
2015-05-01 23:00:00,179.6
2015-05-01 23:15:00,170.4
2015-05-01 23:30:00,159.6
2015-05-01 23:45:00,161.6
2015-05-02 00:00:00,172
2015-05-02 00:15:00,172.4
2015-05-02 00:30:00,174.4
2015-05-02 00:45:00,152.8
2015-05-02 01:00:00,169.6
2015-05-02 01:15:00,170.8
2015-05-02 01:30:00,168.8
2015-05-02 01:45:00,166
2015-05-02 02:00:00,149.6
2015-05-02 02:15:00,166.8
2015-05-02 02:30:00,168
2015-05-02 02:45:00,169.6
2015-05-02 03:00:00,168.8
2015-05-02 03:15:00,147.6
2015-05-02 03:30:00,168.8
2015-05-02 03:45:00,167.6
2015-05-02 04:00:00,172
2015-05-02 04:15:00,168.4
2015-05-02 04:30:00,150.4
2015-05-02 04:45:00,166.8
2015-05-02 05:00:00,173.6
2015-05-02 05:15:00,178
2015-05-02 05:30:00,176.8
2015-05-02 05:45:00,167.2
2015-05-02 06:00:00,182.4
2015-05-02 06:15:00,199.2
2015-05-02 06:30:00,189.6
2015-05-02 06:45:00,188.4
2015-05-02 07:00:00,176
2015-05-02 07:15:00,170.4
2015-05-02 07:30:00,178
2015-05-02 07:45:00,168.4
2015-05-02 08:00:00,204.4
2015-05-02 08:15:00,206.4
2015-05-02 08:30:00,220
2015-05-02 08:45:00,228
2015-05-02 09:00:00,241.2
2015-05-02 09:15:00,216.4
2015-05-02 09:30:00,219.2
2015-05-02 09:45:00,239.2
