record,freq,auto8,demean8,zscore8,auto16,demean16,zscore16,auto32,demean32,zscore32,auto64,demean64,zscore64,mp
100 ,N,0.41242151170427976,0.5120589548905761,0.8679294853269579,0.5099177679110948,0.5249980295825343,0.779378924414786,0.5439403094869033,0.6057982817959698,0.7801014108189055,0.524722171137325,0.6661061923652891,0.8483960801828547,0.7375929380238025
101 ,N,0.39999999999999997,0.23419354838709677,0.7064516129032258,0.4604301075268818,0.6136559139784946,0.4969892473118279,0.4260215053763441,0.6826881720430107,0.6815053763440859,0.6026881720430107,0.6938709677419355,0.6783870967741936,0.9001075268817205
102 ,/,0.7140876781660528,0.8294133700519768,0.8516430352424548,0.7620607098110725,0.7857169439172342,0.6354558197809286,0.7856052993933981,0.7910076538523564,0.7258506692468956,0.7599642737523725,0.7654844752087133,0.7335014203664421,0.5608028481758525
103 ,N,0.7367915465898175,0.3796829971181556,0.7113352545629203,0.7137367915465898,0.8823246878001921,0.813640730067243,0.7946685878962536,0.86671469740634,0.8513448607108549,0.7692122958693564,0.9073006724303554,0.8124399615754082,0.9757444764649376
104 ,/,0.7564978405967806,0.7445434526552978,0.8833990543008827,0.7856898994554549,0.8448413308069169,0.9026937061504584,0.7746863317457879,0.849406804253939,0.9157849814786365,0.7793823936088493,0.8497345555726259,0.9266178453764873,0.5279262900940578
105 ,N,0.6346776136872182,0.60733588075321,0.3226186787841234,0.7134238700127371,0.7961117422286482,0.732331577679094,0.7358859168990327,0.8414231126716926,0.7216341354263486,0.7946056662879962,0.8413972942269956,0.8039949740094322,0.5837120038555543
106 ,N,0.6922540962686947,0.7054667959777448,0.6051286304935941,0.6736384053902302,0.6925118676943494,0.68599739676382,0.6693009545199327,0.669806288601909,0.6247116022663468,0.6544586800061253,0.6556977693839008,0.6313677198713696,0.5268975549997448
107 ,/,0.494086556499894,0.6685616874112983,0.8380450563612339,0.6969869985807736,0.8556467268070667,0.8386975742646938,0.7715290125772827,0.8956297613415769,0.833705812303225,0.8027846201530154,0.9071059199686792,0.8214058498230046,0.9098872775321772
108 ,N,0.3669014759440291,0.2923854705769599,0.3746405980448534,0.38338604562008816,0.49923327582902055,0.5157178455050796,0.4431426106958022,0.6619704811194174,0.6479538048686986,0.479585968947671,0.7105616254552425,0.6649415372819628,0.7078301705961281
109 ,L,0.7883426966292135,0.8882022471910112,0.9316011235955054,0.8098515248796148,0.8851625200642055,0.9646569020866773,0.8231239967897271,0.8814807383627608,0.9263543338683787,0.8262439807383627,0.8781199839486357,0.903069823434992,0.8984550561797753
111 ,L,0.4239284032030146,0.8535091851154027,0.06170513424399435,0.6081017428167688,0.940650023551578,0.21526142251530853,0.7734338200659444,0.9552520018841263,0.7018370230805464,0.7795572303344324,0.9401789919924635,0.8944889307583608,0.9293452661328309
112 ,N,0.5246353961371699,0.9008671659440284,0.793653921955065,0.5725266062278281,0.9008671659440284,0.8472605439495466,0.6393378005518329,0.9367363027197477,0.8762317698068585,0.6878202601497831,0.9184075679936934,0.9375246353961372,0.928655892786756
113 ,N,0.8896031302403578,0.9607788336128191,0.7305757406372275,0.9156884665548723,0.9598472144587293,0.8167505123905348,0.9303148872740824,0.9641326625675425,0.9144773616545556,0.9333892304825786,0.9794112166946153,0.9430780696851127,0.995248742314142
114 ,N,0.5018066679083628,0.39986030918234305,0.19079903147699756,0.5031011361519836,0.4286086794561371,0.19005401378282735,0.5044328552803129,0.45717079530638854,0.2529335071707953,0.49209349972061833,0.5019277332836656,0.33626373626373623,0.20720804619109703
116 ,N,0.8729089329436854,0.797685806808309,0.8905062791248716,0.8673919911539373,0.5983571597820078,0.914576257799542,0.8564173446015323,0.6387805070689518,0.924780822999763,0.8470618434562831,0.7494866124318775,0.909304162388437,0.2622502172024327
117 ,N,0.9889178617992177,0.999348109517601,0.5945241199478487,0.9902216427640157,0.9986962190352021,0.9132985658409387,0.9902216427640157,0.9967405475880052,0.9615384615384616,0.9902216427640157,0.9960886571056062,0.9641460234680573,0.9908735332464146
118 ,R,0.5557067009629335,0.4481433847777338,0.6338420063316185,0.583127225959636,0.49536670623928236,0.7103243305632503,0.5645322187046564,0.7071914984830497,0.6909708481730643,0.6095749241524864,0.6265746603350482,0.6498070834982193,0.6962719298245614
119 ,N,0.49442264688538184,0.29192137698294535,0.06723768486568227,0.40220437547073973,0.2771598559025649,0.12172671699567358,0.3100401114010965,0.26589713498333073,0.0903440705773823,0.27850274123767316,0.26671892242209805,0.6685467061358182,0.024849217331394904
121 ,N,0.599140247178936,0.6802794196668458,0.5566899516389038,0.5462117141321869,0.738850080601827,0.48092423428264375,0.6206340677055346,0.7581945190757657,0.5811391724879098,0.6316496507254165,0.7584631918323481,0.5926921010209565,0.8632455668995164
123 ,N,0.9962596259625962,1.0,0.9986798679867986,0.9964796479647965,1.0,0.9993399339933994,0.9966996699669967,1.0,0.9986798679867986,0.9966996699669967,1.0,0.9995599559955997,0.9812981298129813
124 ,R,0.7511281990380618,0.8039457276883797,0.7877501336025178,0.7597678285137462,0.776178671100291,0.8032257585654059,0.76509708449617,0.7697954397007303,0.8088222195831601,0.7736476456267444,0.7899323080577164,0.8190873463571047,0.6697939552283119
200 ,N,0.7483848146498748,0.8251072889627107,0.24077528896806005,0.7773611930238437,0.8219798942690509,0.1794530770434385,0.7851265200662791,0.8292684557744798,0.221659197562812,0.8028444112781461,0.8281076353365511,0.282302703989451,0.19128996839840212
201 ,N,0.43731269913518445,0.3737332726445153,0.2140209376422394,0.4176786527082385,0.36417114246700044,0.23453072371415568,0.40482476103777876,0.35924442421483843,0.22935093309057805,0.38186800182066455,0.35587255348202096,0.1975311788802913,0.31709968138370503
202 ,N,0.6050008086689309,0.5455992236778263,0.36002587740579006,0.5787546498463529,0.5318259744460618,0.4143943069707262,0.581005984150089,0.5224907003072942,0.43274785702733304,0.5590037198770824,0.516661814653081,0.5054310205401908,0.8180300824842309
203 ,N,0.8732371891819857,0.9136044061831754,0.49360368725007214,0.8821423154380363,0.9091864745887833,0.7115307225540712,0.8898515578491275,0.911943846064148,0.840382823110017,0.9012659359851444,0.9208647537785632,0.8762786269079125,0.49555445085347
205 ,N,0.9475187040977417,0.9622806415448326,0.5129063994325852,0.9558057061797882,0.9800581142608735,0.6635047017640194,0.9586107488502985,0.9845150662365296,0.6871302079758391,0.966522524995996,0.9918502756995448,0.9834076921316952,0.5888301645045416
207 ,L,0.7866328548242334,0.8627588896590601,0.9595160523935956,0.8360767135979127,0.9346323302751669,0.9553298783488966,0.825418830289643,0.9108368771618489,0.9540815196935817,0.8259467855190397,0.751353523930848,0.9583937217607819,0.8146110758194802
208 ,N,0.7093565226041966,0.7189644229963238,0.1637492780603104,0.7255938328158089,0.6507419283227879,0.21432696798226264,0.591999756820315,0.5992946868002251,0.13676968949454552,0.5838168525363917,0.6206839060184208,0.28586877324139176,0.14884300816954782
209 ,N,0.8661492114968841,0.8884937762304463,0.8729760826020604,0.8680717839882995,0.8991578436983341,0.9113232067913009,0.8790667127686633,0.9149308867480607,0.9181739237568357,0.881638091377337,0.9206379959938954,0.9097871359531984,0.8005244102123872
210 ,N,0.8545637348392152,0.9125942464015009,0.8784355506426118,0.8662032904198202,0.9295826886609784,0.8722630590468364,0.8699758736484606,0.9347806720107051,0.8876351993832964,0.8765974390068741,0.9367278703904032,0.9077853391052341,0.9117415516862084
212 ,R,0.322323572626486,0.0654833108238472,0.8866632036687989,0.32475162884578285,0.215577553837249,0.8890592024221198,0.44594072337078317,0.28150491993054216,0.9863702340491843,0.4139010670980573,0.20369313881179596,0.9859653601270425,0.524435803440241
213 ,N,0.7073221146982328,0.7768095790839287,0.6827046387049118,0.6902545608034711,0.7719474118720554,0.6786742478321053,0.6926139502548091,0.7887157745761975,0.7737978038621733,0.7247341729722349,0.8133431822272984,0.8300271258403114,0.41224511331400804
214 ,L,0.9396985602677065,0.8959572224674571,0.9084616318765096,0.894451758655453,0.9485964104036995,0.9051499970122037,0.902443631849523,0.9164265185233732,0.9186471258363419,0.9198634480711365,0.8875586234547792,0.9340680099541807,0.49855525591920996
215 ,N,0.8396378269617707,0.7881641702064237,0.8884100901706535,0.9068876220284672,0.8707932781876444,0.9657314255905805,0.9314404948207765,0.9360477680900217,0.971875698636262,0.9399396378269618,0.9519804009240629,0.991636858186154,0.4468812877263582
217 ,/,0.8602970674955113,0.9042846348293819,0.9326933937828878,0.8875577912542894,0.9264867980821289,0.9534407948804836,0.9168633614158906,0.9422350365930132,0.9427257997296907,0.9155429748814963,0.9526686219293222,0.9477970188086919,0.7869260310894551
219 ,N,0.7362712135766891,0.8530926459600812,0.2618475824527698,0.7384125840537944,0.865760753548938,0.25445618529192016,0.7572312946952716,0.879783061159142,0.20166239726758461,0.7768638595367702,0.9026777137367915,0.3057356708293308,0.5061506030526204
220 ,N,0.9249221455171063,0.9949857357520853,0.6110705808053312,0.9330070341253075,0.9948332934079575,0.7085030161806659,0.9458067466626014,0.9931618719919859,0.7471308173087392,0.9484581545765369,0.9831714540821882,0.7701822774886212,0.9903961323199547
221 ,N,0.8946990833992311,0.8808468734613489,0.7198859595462255,0.9016680840905361,0.9005726889774157,0.4926430727760122,0.9062324376209162,0.8981978823190049,0.11928865215423562,0.9072084707239803,0.9129390905609519,0.1179246925184887,0.17444757769720842
222 ,N,0.4655213327466127,0.40094251597162545,0.40314962988220276,0.4527578556436916,0.42111641258746096,0.3744237428320635,0.44728038871008247,0.40470935443070055,0.38067416040972146,0.4363565571787647,0.3797445461478029,0.3766803900924085,0.3822096942525187
