,0,1
0,150.0,0.46024454833802325
1,151.0,0.46359323938056823
2,502.0,0.48670588138741994
3,503.0,0.48378598872098283
4,154.0,0.5046948636232212
5,605.0,0.5195950557322765
6,506.0,0.5184755017270845
7,607.0,0.5172783319456462
8,508.0,0.5171419931751103
9,609.0,0.5181099793480531
10,610.0,0.5184019533437995
11,611.0,0.5194970254889117
12,662.0,0.5201367629986404
13,163.0,0.5299547127488712
14,164.0,0.5321262801871269
15,165.0,0.5361726516871094
16,117.0,0.5128307000702993
17,118.0,0.5209593972639056
18,168.0,0.5250724381616392
19,169.0,0.5237867825842104
20,521.0,0.52305496978158
21,171.0,0.5150244627129161
22,523.0,0.5146143845017487
23,524.0,0.5172825183471004
24,675.0,0.5228567333522295
25,676.0,0.5226457168208395
26,527.0,0.5184987199487495
27,528.0,0.5221713668271009
28,529.0,0.5257130260921322
29,530.0,0.5251606245107693
30,681.0,0.534209250638921
31,581.0,0.5331138716582607
32,582.0,0.5312705774574309
33,133.0,0.5338982463286464
34,134.0,0.5333038826771519
35,686.0,0.5334717593532924
36,687.0,0.5296889176315069
37,137.0,0.5254447125023288
38,138.0,0.5299123352084347
39,140.0,0.5260741342565151
40,140.0,0.545284914669934
41,142.0,0.539353251120056
42,192.0,0.5458233647757543
43,193.0,0.5388473562171653
44,194.0,0.5497239490967355
45,195.0,0.5482114161433639
46,546.0,0.5522172806152422
47,597.0,0.5471177206755193
48,198.0,0.5432768811312327
49,550.0,0.5335577674467805
50,551.0,0.5234725251351017
51,201.0,0.5269647997812454
52,502.0,0.5143892365283664
53,554.0,0.5275869894947083
54,104.0,0.5347820969101325
55,105.0,0.5312784190009172
56,557.0,0.545452340337221
57,607.0,0.5482866550633475
58,608.0,0.5465804667571394
59,609.0,0.5469951503948297
60,610.0,0.5477608968394015
61,111.0,0.54682203389601
62,112.0,0.5484588621982638
63,113.0,0.5508309598788221
64,164.0,0.5466256946106891
65,165.0,0.544947846346331
66,166.0,0.5497673313263548
67,567.0,0.5404106381478636
68,568.0,0.5249567631903559
69,569.0,0.5243863139111338
70,570.0,0.5190317080352578
71,571.0,0.5090980522436014
72,572.0,0.5187634672194955
73,573.0,0.5192062343913408
74,574.0,0.5481920200810879
75,575.0,0.5450757215379439
76,576.0,0.5450786839537786
77,577.0,0.5461719347673057
78,578.0,0.5459687654052542
79,579.0,0.5486781553708799
80,680.0,0.5199132994460506
81,681.0,0.5200335163957786
82,682.0,0.5180981015421737
83,683.0,0.5222699768974413
84,684.0,0.49704343843536813
85,535.0,0.4854681711460759
86,536.0,0.48502371438502073
87,537.0,0.4931099683614
88,138.0,0.4981351485280312
89,139.0,0.4971198005361474
90,140.0,0.5119850451104937
91,141.0,0.5093021159509878
92,692.0,0.5116592161977097
93,693.0,0.5233034675958009
94,694.0,0.5125027885366091
95,695.0,0.512767161624065
96,696.0,0.5076166099916224
97,697.0,0.5154251014785528
98,698.0,0.5007336554739545
99,699.0,0.5041906018797185
100,500.0,0.5065632643544354
101,501.0,0.5184741048456789
102,501.0,0.5162603209382162
103,553.0,0.49062085387663973
104,554.0,0.49027252828256196
105,555.0,0.48778852957576696
106,556.0,0.484059647737842
107,557.0,0.5043406833031415
108,558.0,0.5214627982658095
109,559.0,0.5226825899095897
110,560.0,0.5105050895816906
111,561.0,0.5103926232082907
112,662.0,0.5071753067691002
113,563.0,0.4928420760886505
114,564.0,0.49207177745264974
115,565.0,0.49005640744372453
116,566.0,0.47931874668624064
117,567.0,0.47679608458278255
118,568.0,0.47780848412041826
119,569.0,0.4840338534025766
120,570.0,0.4679587520987943
121,571.0,0.48331273261157015
122,571.0,0.48264393677637163
123,173.0,0.47800868458809675
124,174.0,0.48039916529732973
125,574.0,0.4851028746991829
126,575.0,0.47824745282902303
127,177.0,0.48043925287288997
