nan,5.115153956624880038e+01,4.438738559546322193e+01,2.768681996910924425e+01,1.723716914113706267e+01,3.761063679333238241e+01,5.904439008069012829e+01,3.926321433606449318e+01,8.943287985968869691e+01,2.513642774933808965e+01,5.875099999151822061e+01,5.672389267318053641e+01,6.863468510891102881e+01,4.420316730733751598e+01,3.900153843119815633e+01,1.683805214384221927e+01,4.264832939283294877e+01,3.947252208815218921e+01,2.105611550119366271e+01,2.905993805910860317e+01,1.881701357809922825e+01,1.649727250178519355e+01,3.036840463385636468e+01,3.679782602269338554e+01,8.759634695579336494e+01,5.708144356969244200e+02,2.830881134912008861e+02,4.350865660992060953e+02,2.477240400122745996e+02,5.872875956462904696e+02,1.524325424573122802e+02,1.262068143960541988e+02,2.192350336967121294e+01,5.451458520433006072e+01,5.715242776994843865e+01,4.236980056594585875e+01,1.017078168087331420e+02,1.638740980143027173e+02,1.054248547544611228e+02,1.122525723536171540e+02,2.718234721292556699e+01,7.037158517471544883e+01,8.476791845976673301e+01,1.337657654259758715e+02,1.426043477598144591e+02,6.403499043492202247e+01,1.106829706865541425e+02,5.725591672483254513e+01,5.183666655950797519e+01,4.834376898838559811e+01,6.290182827232115415e+01,2.503118055545780152e+01
5.115153956624880038e+01,nan,1.538830724929420235e+01,2.818226392603789776e+01,3.632299547117602145e+01,2.244638055449753722e+01,2.218107301275374965e+01,2.306512518935899436e+01,4.394906142343602085e+01,3.376625534464017875e+01,1.973828766641630850e+01,2.004395170621435440e+01,2.479354754771633651e+01,1.457669372668520680e+01,1.553319027117356654e+01,5.325861432668864381e+01,1.759545395834749826e+01,2.974020847271922818e+01,4.414521491621983529e+01,3.299939393385807307e+01,4.704210879627569142e+01,4.388165903886032027e+01,3.115637976404509857e+01,2.238928315059420626e+01,4.202856171703636790e+01,5.085035299779120805e+02,2.073786874295388998e+02,3.833319188379758202e+02,2.174786426295645470e+02,5.306246884569202393e+02,1.204232535684148644e+02,9.744085385504327235e+01,6.441614704401676761e+01,2.826446532308887072e+01,1.987963782368638022e+01,3.294115966390219796e+01,5.523187485504987393e+01,1.172259356968437913e+02,5.837807807729291198e+01,6.449434083700336373e+01,3.054701294729708749e+01,2.550921402159169205e+01,3.852895015442241800e+01,8.451840036347770990e+01,9.517394601465400683e+01,2.247131504833411952e+01,6.336560581259374203e+01,1.919166485745253681e+01,2.372172000511184109e+01,2.484512024529674790e+01,2.022275945559994170e+01,6.848532689560428821e+01
4.438738559546322193e+01,1.538830724929420235e+01,nan,2.395996661107394132e+01,3.039736830708902104e+01,1.544020725246561199e+01,2.282104292093377040e+01,1.735741916291689790e+01,4.682392550823396249e+01,2.808843178251444783e+01,2.031748015866679324e+01,1.834339118039668293e+01,2.510458125524357698e+01,1.497731618150860733e+01,1.284367548646594415e+01,4.837354648978478622e+01,1.599999999995548450e+01,2.701703166531896727e+01,3.906302599647074913e+01,2.924653825667184037e+01,4.125045454297387693e+01,3.856838083198007894e+01,2.490943596316021313e+01,1.856879102151916427e+01,4.340322568664750946e+01,5.131881526301995109e+02,2.124670327368377798e+02,3.868680395173502120e+02,2.215826708025789742e+02,5.332154536395196374e+02,1.227159321359694388e+02,9.832354753568905892e+01,5.765691632409157563e+01,2.310670898254537420e+01,1.806654366501882691e+01,2.930665453444023782e+01,5.555249769362102796e+01,1.201831935006048298e+02,6.458730525421121627e+01,6.707011256885122918e+01,2.416278129689968779e+01,2.631197446040271615e+01,3.951303582362828593e+01,8.750405704879952395e+01,9.935632843457982233e+01,2.500879845178453209e+01,6.576564452662604765e+01,1.631686244351581649e+01,2.821347195934857055e+01,2.352870587178241735e+01,2.341281700272955035e+01,6.360754672202886439e+01
2.768681996910924425e+01,2.818226392603789776e+01,2.395996661107394132e+01,nan,1.594992162979450789e+01,1.679047348935949913e+01,3.807361290975423884e+01,1.857309882596612383e+01,6.544249384001538772e+01,1.518947003686413311e+01,3.543557534456007119e+01,3.099677402565945883e+01,4.341244061322734638e+01,2.380252087487114210e+01,1.795550054999533529e+01,3.092959747556642824e+01,1.969771560365011709e+01,2.488694436846835245e+01,2.638787600404753420e+01,1.787959731093317117e+01,2.758840336082532474e+01,2.315858372185224212e+01,1.829098138428652831e+01,1.924162155335783808e+01,6.200903160023334237e+01,5.349344632756376541e+02,2.191744510658060960e+02,4.105923525834319889e+02,2.426447609160355512e+02,5.550055855574835277e+02,1.395317884927943908e+02,1.141689975431142017e+02,3.982361108687534568e+01,3.191739337722753334e+01,3.403527581796281254e+01,2.862446506051047379e+01,7.714505816966151031e+01,1.413438360877469506e+02,8.415794674303585055e+01,8.750862814603372897e+01,1.200000000008620660e+01,4.404361474719976144e+01,6.038940304389870306e+01,1.081643194403974206e+02,1.194413663686013791e+02,4.240943291293390871e+01,8.614685136439995006e+01,3.065681001021230045e+01,3.684562389209190769e+01,2.767815022722273000e+01,3.986376801057380703e+01,4.659785402786407360e+01
1.723716914113706267e+01,3.632299547117602145e+01,3.039736830708902104e+01,1.594992162979450789e+01,nan,2.151092745551860475e+01,4.538898544797923762e+01,2.337862271396169334e+01,7.178634967736013550e+01,1.301691207623283475e+01,4.053837687920958643e+01,3.971498457760836232e+01,5.042856333466087904e+01,3.187224497901559062e+01,2.337520053390582575e+01,2.408651074778590839e+01,2.864122902390896286e+01,2.960270257935349392e+01,2.072293415517064474e+01,2.036467529823001499e+01,1.947305831144582555e+01,1.651181395240846328e+01,1.870614872179467625e+01,2.404662138431364227e+01,7.109767928700381390e+01,5.410570395069273673e+02,2.316714915564605235e+02,4.094173420850641492e+02,2.335023768615592985e+02,5.596142957430563456e+02,1.417033521127686413e+02,1.138946881992212923e+02,3.253060097819982843e+01,3.236788531867098584e+01,3.923875635130738715e+01,3.050508154398126237e+01,8.294480092205836286e+01,1.486074022382482838e+02,9.163492783867846470e+01,9.403488714303486518e+01,1.541946821383712418e+01,5.344005988019054598e+01,6.444222218390102341e+01,1.157949912560768837e+02,1.276388655543610327e+02,4.929908721267243976e+01,9.412247340564674403e+01,4.043760625952126020e+01,4.428995371415694393e+01,3.753824716203146039e+01,4.871960590974173044e+01,3.936902335586069768e+01
3.761063679333238241e+01,2.244638055449753722e+01,1.544020725246561199e+01,1.679047348935949913e+01,2.151092745551860475e+01,nan,2.919726014538652947e+01,9.015542135493635811e+00,5.433083838851769087e+01,1.904100837663497359e+01,2.336493098642346311e+01,2.152951462529663118e+01,3.210732003764942277e+01,1.869759342801773627e+01,1.368795090587804708e+01,4.195998093422264219e+01,1.197330363775330397e+01,2.642725865463421897e+01,3.293630216031570512e+01,2.076535576390583415e+01,3.391518833797077548e+01,3.072197910289859735e+01,1.730202300307877294e+01,1.483778959278896892e+01,5.085194194913998444e+01,5.214894054532637711e+02,2.148312826382615981e+02,3.943760641823938045e+02,2.296313567438014900e+02,5.408869752545328993e+02,1.271484172138987958e+02,1.025764105435322762e+02,4.837520025800236567e+01,2.404329428342599329e+01,2.402665186835253408e+01,2.865239955048117437e+01,6.434158841686348751e+01,1.281642695918002630e+02,7.207107602915587563e+01,7.532648936462425127e+01,1.889761889761469860e+01,3.469409171602088549e+01,5.038253665705753548e+01,9.591162598975880371e+01,1.073416973966604218e+02,3.375914690865933210e+01,7.511697544498647972e+01,2.281753711505085036e+01,3.161518622434667236e+01,2.526657871581453918e+01,3.133815565724494334e+01,5.567045895265051314e+01
5.904439008069012829e+01,2.218107301275374965e+01,2.282104292093377040e+01,3.807361290975423884e+01,4.538898544797923762e+01,2.919726014538652947e+01,nan,2.935574901103350243e+01,3.506337120125339624e+01,4.125627225037136725e+01,1.729739864832394147e+01,1.777638883455014351e+01,2.089593261859140227e+01,2.724995412842043407e+01,2.727049687849426363e+01,6.418722614353947620e+01,2.750999818251136375e+01,4.152493226968429241e+01,5.594854779172640491e+01,3.955350806180680223e+01,5.817215828899367125e+01,5.414055781024813996e+01,3.906302599644457985e+01,3.097870236144660439e+01,3.426018096860827455e+01,4.849432131703658797e+02,1.660081925689161437e+02,3.604088789139367464e+02,2.077775733807773406e+02,5.058035982473814443e+02,1.009427560550981013e+02,8.243300309948516258e+01,7.107629703349900296e+01,3.552351333986883475e+01,2.370485182399326618e+01,4.363851509845328280e+01,5.066912274749132905e+01,1.047014804098062370e+02,5.185826838604457834e+01,5.924727841851497345e+01,3.970289661979644080e+01,2.663831826522674007e+01,3.541976849160340635e+01,7.844284543540037191e+01,8.742265152693416042e+01,2.009975124227044674e+01,5.405774690086983014e+01,2.459268183835565935e+01,3.215711429842582447e+01,3.081817645487168278e+01,2.764923145413045091e+01,7.831832480332131752e+01
3.926321433606449318e+01,2.306512518935899436e+01,1.735741916291689790e+01,1.857309882596612383e+01,2.337862271396169334e+01,9.015542135493635811e+00,2.935574901103350243e+01,nan,5.514344929362682990e+01,2.038038272449512789e+01,2.799428513106072813e+01,2.573402417032897205e+01,3.407521093107308729e+01,1.923746345027591431e+01,1.503595690337707680e+01,4.420135744521204657e+01,1.481080686534108182e+01,2.660225554354801147e+01,3.346401051878602573e+01,2.210882176876467398e+01,3.637801533887454752e+01,3.325778104443435268e+01,1.897788186296461532e+01,1.834339118044998429e+01,5.447641691594044744e+01,5.071244423216063524e+02,1.792673980399090397e+02,3.755486652885301169e+02,2.141341635517339910e+02,5.273098519845765395e+02,1.113136110275631836e+02,8.823242034535225287e+01,4.914631217087702453e+01,2.731446503228078626e+01,2.703479239808843460e+01,2.473216529132805874e+01,6.754198694144012904e+01,1.228651293085109444e+02,7.174398929528005908e+01,7.810864228751565008e+01,2.034109141613815908e+01,3.544911846581113224e+01,5.240305334617244881e+01,9.882671703542459340e+01,1.053679268088678072e+02,3.338263021395831487e+01,7.733356321803427136e+01,2.358304475674437128e+01,2.636057662498625476e+01,2.501199712131634811e+01,3.307688014314085478e+01,5.644962355938740473e+01
8.943287985968869691e+01,4.394906142343602085e+01,4.682392550823396249e+01,6.544249384001538772e+01,7.178634967736013550e+01,5.433083838851769087e+01,3.506337120125339624e+01,5.514344929362682990e+01,nan,6.969304125948175965e+01,3.612644460775080546e+01,4.085486507132116429e+01,2.959459410093521470e+01,5.046979294584539133e+01,5.453806010483231859e+01,9.244068368418835746e+01,5.132952366817647771e+01,6.573887738623179189e+01,8.464986709971086043e+01,6.662011708188907733e+01,8.578671225778745679e+01,8.270042321535217411e+01,6.416229422334500043e+01,5.593281684307822132e+01,2.761738582851911161e+01,4.632949816261756837e+02,1.794738978236089793e+02,3.473743801721704472e+02,2.046354807944953222e+02,4.864333870120361780e+02,8.979354097040989302e+01,7.982480817387352090e+01,1.003920315562486252e+02,5.146804834063868839e+01,4.302743310955551692e+01,6.639759031778146436e+01,2.874717377408602914e+01,7.568355171371926815e+01,3.643514786576406550e+01,3.290714208187269918e+01,6.648308055437956909e+01,3.287065560648399298e+01,2.938298827558158521e+01,5.176408021013997285e+01,6.065904714055067615e+01,3.480229877461652421e+01,3.150872894929403500e+01,4.080784238355683868e+01,4.994396860481312217e+01,5.291351434182591618e+01,3.796630084688708706e+01,1.047916027169900133e+02
2.513642774933808965e+01,3.376625534464017875e+01,2.808843178251444783e+01,1.518947003686413311e+01,1.301691207623283475e+01,1.904100837663497359e+01,4.125627225037136725e+01,2.038038272449512789e+01,6.969304125948175965e+01,nan,3.919591815479226682e+01,3.462946722085138163e+01,4.814478164867884402e+01,2.883053936365186232e+01,2.123016721546390784e+01,2.918081561571551674e+01,2.380252087490189439e+01,2.702591349058509707e+01,2.113575170192597952e+01,1.858601624874825475e+01,1.890185176118009380e+01,1.798221343435725927e+01,1.679523742023595645e+01,2.068429355814983950e+01,6.646502839841534183e+01,5.389120893058519641e+02,2.363428018789620637e+02,4.044423321068136374e+02,2.255301310246606192e+02,5.573590584174600053e+02,1.396853607218689604e+02,1.126367613170978075e+02,3.587087955441368337e+01,3.437673631978147171e+01,3.635821777813648481e+01,2.865798318095307806e+01,8.036317564654729040e+01,1.449452310357268630e+02,8.867017536919351528e+01,9.206519429185398451e+01,1.462053350599865631e+01,5.021712855191013603e+01,6.518281982240506522e+01,1.123024487711623323e+02,1.235579216400262510e+02,4.793495592984157128e+01,8.980779476191838739e+01,3.862434465460729172e+01,4.299767435575501651e+01,3.516816742458072298e+01,4.658583475691102649e+01,4.265020515779892207e+01
