nan,1.597998748427209215e+01,2.013554071786144206e+01,1.666613332480581278e+01,5.652267981379885242e+01,1.930388561921762047e+01,4.042177630930908805e+01,5.735085003729411568e+01,1.605988791990463938e+01,3.480919418775071961e+01,3.497427626128729372e+01,3.968677361539990756e+01,1.998399359488830029e+01,1.611955334372715143e+01,1.920000000004932872e+01,2.834642834642299647e+01,2.189794510904692970e+01,2.465765601188478584e+01,2.672826219564197814e+01,1.991180554344748188e+01,1.509966887051988138e+01,1.609968943796219065e+01,1.524068239942035348e+02,1.774472315929405113e+02,1.663812489435002533e+02,1.260996431398585713e+02,3.730737192566454752e+01,4.517344352603304714e+01,2.486443242866969072e+01,5.520000000000128182e+01,4.842478704135292134e+01,4.791993322199203220e+01,5.371629175585572114e+01,4.092334297196487825e+01,1.676186147173833518e+01,1.524204710663484441e+01
1.597998748427209215e+01,nan,2.649981132011762597e+01,1.892300187606297612e+01,5.582436743937126522e+01,1.124988888831840583e+01,3.248630480678008325e+01,4.715760808172644403e+01,1.772681584471501282e+01,2.568735097273963675e+01,2.321034252228423611e+01,2.913417237537080240e+01,1.089587077763126821e+01,2.770992601945167522e+01,1.620863967132529027e+01,2.541180827877124671e+01,2.745760368280955888e+01,2.469007897926641348e+01,2.202907170071044973e+01,2.168501786934816877e+01,1.718138527584874709e+01,1.512613632098583771e+01,1.418032439685413237e+02,1.634943424097615434e+02,1.534640022937148274e+02,1.162590211553270620e+02,3.263617624658235172e+01,3.481608823513567330e+01,2.517141235601954108e+01,4.663046214657443045e+01,4.203617489754391556e+01,2.252820454430933239e+01,4.681709089626444609e+01,3.842707378916116312e+01,1.546609194321709424e+01,1.474042061844679097e+01
2.013554071786144206e+01,2.649981132011762597e+01,nan,1.808867048757989338e+01,7.151419439520446986e+01,2.982616301176119222e+01,5.381598275604274306e+01,6.853203630427975668e+01,2.692508124388282198e+01,4.610249450952380812e+01,4.466228834254690128e+01,5.130146196747688236e+01,3.046571843897308796e+01,1.679523742010760756e+01,2.707618880129778205e+01,3.989185380493028532e+01,2.012759300058063161e+01,2.883053936364845526e+01,4.042969205920881137e+01,2.109786719081482431e+01,1.934941859606394488e+01,2.393992481216236001e+01,1.583787864582722307e+02,1.826423828140660532e+02,1.708955236394457131e+02,1.310035114033407808e+02,2.335465692301768215e+01,5.652893064615646779e+01,3.776982922923576069e+01,6.837309412329801717e+01,6.062870607231624831e+01,4.236224734378467360e+01,6.675447550531903573e+01,5.646804406023799316e+01,3.009850494636075879e+01,2.205447800317641338e+01
1.666613332480581278e+01,1.892300187606297612e+01,1.808867048757989338e+01,nan,6.637499529201228654e+01,2.075764919247683338e+01,4.224121210382996594e+01,5.740383262462844982e+01,1.883825894303985038e+01,3.491704454838199467e+01,3.599333271594484529e+01,4.121941290214883225e+01,2.211243993797355500e+01,1.818130908385935030e+01,2.140280355465037232e+01,2.921095684855972507e+01,2.226027852495851178e+01,2.519047439007532674e+01,3.015427001272977137e+01,2.055626425206662233e+01,1.862041889983015608e+01,1.891877374457260785e+01,1.592110548925389537e+02,1.836374689435788241e+02,1.728800740397800269e+02,1.330659986623191742e+02,4.574538228062374401e+01,5.129210465557915910e+01,2.934484622549581090e+01,6.152072821415440274e+01,5.327363325317057985e+01,5.388135113374355711e+01,5.774287834890164106e+01,4.591993031342931886e+01,1.960000000014717259e+01,1.813725447817374814e+01
5.652267981379885242e+01,5.582436743937126522e+01,7.151419439520446986e+01,6.637499529201228654e+01,nan,5.047652919916522052e+01,4.883077353927759390e+01,6.430676480747848700e+01,5.398555362315573802e+01,5.502403515235999976e+01,5.420639568656828544e+01,5.755125252035787753e+01,5.586968965567537282e+01,6.290045044879796876e+01,5.919853601791014341e+01,5.098548813139647962e+01,5.983298978543105306e+01,6.237424682247017671e+01,4.706591123086351303e+01,5.678908345792962109e+01,5.530798616231942333e+01,5.604510088622610198e+01,1.261319943551228420e+02,1.468920692208941432e+02,1.399371287400279869e+02,1.070185030730338980e+02,6.641676495198989016e+01,5.028717530347255149e+01,5.302464835653656650e+01,5.219655161018615530e+01,5.092582841739158539e+01,6.091567942656409684e+01,5.206150209121786787e+01,4.959193482812908371e+01,5.369990689001075879e+01,5.774322471078001939e+01
1.930388561921762047e+01,1.124988888831840583e+01,2.982616301176119222e+01,2.075764919247683338e+01,5.047652919916522052e+01,nan,2.701999259811814014e+01,4.478928443283113126e+01,1.825595793172110248e+01,2.224589849836228694e+01,2.537400244352467737e+01,2.694587166883586349e+01,1.310267148323596942e+01,2.770703881683092717e+01,1.943604898122323021e+01,2.176602857680123293e+01,2.713816500795181597e+01,2.391652148621095719e+01,1.617899873310105718e+01,2.507269431058820075e+01,2.081537892995365624e+01,1.647300822561884459e+01,1.405304237523166648e+02,1.641282425422146218e+02,1.535338399180975841e+02,1.149302397108904898e+02,4.224689337682082169e+01,2.983152694719456477e+01,1.860322552683307507e+01,4.060344812943503001e+01,3.556177723360845278e+01,3.746358231667950633e+01,3.869676989099232856e+01,2.994929047568129832e+01,1.345213737726279923e+01,1.911648503232489205e+01
4.042177630930908805e+01,3.248630480678008325e+01,5.381598275604274306e+01,4.224121210382996594e+01,4.883077353927759390e+01,2.701999259811814014e+01,nan,2.960540491193657786e+01,3.325778104433189242e+01,2.057960155114604461e+01,2.458617497698122634e+01,1.854723699097907286e+01,2.957296062286573957e+01,4.906485503895706302e+01,3.738448876204263627e+01,2.997065231194285317e+01,4.552449889897478386e+01,4.579432279225913760e+01,2.280701646422652118e+01,4.675382337312987602e+01,4.354491933629218892e+01,3.501770980505011011e+01,1.171986348043484440e+02,1.396085957239278912e+02,1.306586392091562630e+02,9.377504998662344349e+01,5.887342354565963376e+01,2.059902910327461711e+01,3.119487137345948469e+01,2.433105012137000855e+01,2.676116589392276524e+01,3.630977829735533646e+01,2.424211211915433495e+01,2.088444397148379039e+01,3.160506288525933272e+01,4.362384668973753321e+01
5.735085003729411568e+01,4.715760808172644403e+01,6.853203630427975668e+01,5.740383262462844982e+01,6.430676480747848700e+01,4.478928443283113126e+01,2.960540491193657786e+01,nan,5.114215482355128017e+01,3.051032612088239304e+01,3.679347768285200004e+01,2.529189593525343227e+01,4.139565194557311401e+01,6.622386276868230937e+01,4.988306325798751573e+01,4.356512366551748983e+01,6.165971131954621143e+01,6.128099215910763320e+01,4.252434596790484989e+01,6.383979949842124313e+01,6.030854002540435488e+01,5.126714347413823702e+01,1.108209366500349802e+02,1.260583991648548192e+02,1.202351030273634649e+02,8.983184290663508875e+01,7.522021005022442353e+01,3.349746259058439790e+01,4.795831523302979349e+01,3.488036697065561498e+01,3.492391730601886479e+01,3.835413928113261761e+01,3.134326083865236257e+01,3.120512778367583451e+01,4.756973827980161218e+01,6.025412848927063436e+01
1.605988791990463938e+01,1.772681584471501282e+01,2.692508124388282198e+01,1.883825894303985038e+01,5.398555362315573802e+01,1.825595793172110248e+01,3.325778104433189242e+01,5.114215482355128017e+01,nan,2.714700720156536207e+01,2.634843448861283122e+01,3.424383156121313476e+01,1.800888669517608420e+01,2.196360626137783001e+01,1.779887636917811378e+01,2.872211691358794283e+01,2.741970094653339274e+01,2.595072253348215341e+01,2.315858372193662973e+01,2.624804754638590154e+01,1.789301539724847601e+01,2.104471430056015535e+01,1.380023188211031311e+02,1.628928482162552598e+02,1.515646396756376646e+02,1.112596962066709523e+02,3.686515970397472586e+01,3.649657518179041915e+01,2.476449070757340820e+01,4.443602142400012411e+01,4.338294595814842580e+01,3.517953950808749397e+01,4.681367321629496558e+01,3.377573093212129862e+01,1.885099466881888830e+01,2.415615863519610329e+01
3.480919418775071961e+01,2.568735097273963675e+01,4.610249450952380812e+01,3.491704454838199467e+01,5.502403515235999976e+01,2.224589849836228694e+01,2.057960155114604461e+01,3.051032612088239304e+01,2.714700720156536207e+01,nan,2.174396467980074732e+01,2.215942237499848133e+01,2.064558064104179635e+01,4.127178212772471966e+01,2.743136890493569879e+01,2.586426105634848582e+01,3.816176096562973896e+01,3.949278415099510653e+01,2.531718783749382595e+01,3.828733472053608722e+01,3.658633624718593325e+01,2.893026097370158212e+01,1.154545798138925505e+02,1.352993717649977725e+02,1.273847714603450498e+02,9.244847213451274115e+01,5.259961977043742110e+01,2.196360626121275317e+01,2.440655649615747791e+01,3.161518622437169412e+01,2.682386996701590220e+01,2.776184431905591410e+01,2.919726014544693271e+01,1.898209682855895863e+01,2.557185953378805010e+01,3.843123729460560867e+01
3.497427626128729372e+01,2.321034252228423611e+01,4.466228834254690128e+01,3.599333271594484529e+01,5.420639568656828544e+01,2.537400244352467737e+01,2.458617497698122634e+01,3.679347768285200004e+01,2.634843448861283122e+01,2.174396467980074732e+01,nan,2.372509220218316273e+01,2.167025611288739739e+01,3.882885524972561342e+01,2.710867019978640258e+01,3.042630440908818557e+01,3.798947222574899740e+01,3.089077532205801546e+01,2.575266976451415957e+01,4.261079675392603150e+01,3.203997503129236435e+01,3.077141530704947314e+01,1.178331023100209336e+02,1.413002476997286010e+02,1.299759977842180945e+02,9.208952166237128267e+01,4.746367031737727160e+01,2.942923716312140670e+01,2.721176216301618567e+01,2.915064321759423649e+01,3.546040044897527110e+01,2.924927349540663002e+01,3.518636099396911732e+01,2.501839323379841318e+01,2.989849494554553999e+01,3.981959316738008425e+01
3.968677361539990756e+01,2.913417237537080240e+01,5.130146196747688236e+01,4.121941290214883225e+01,5.755125252035787753e+01,2.694587166883586349e+01,1.854723699097907286e+01,2.529189593525343227e+01,3.424383156121313476e+01,2.215942237499848133e+01,2.372509220218316273e+01,nan,2.647564918941410994e+01,4.817468214742039123e+01,3.515224032697327061e+01,2.881388554149323156e+01,4.562455479240856704e+01,4.745524207076571344e+01,2.752162785872953066e+01,4.610596490694201322e+01,4.176697259806777396e+01,3.519545425199766697e+01,1.330479612771514724e+02,1.518025032732130057e+02,1.450302037508015758e+02,1.114041291873453474e+02,6.149211331540928427e+01,2.629676786218963613e+01,3.342813186511015999e+01,3.154171840583767761e+01,3.087264161024617337e+01,3.995997997996943951e+01,2.798285189194234945e+01,2.932030013482643582e+01,3.279268211042845138e+01,4.259389627644251419e+01
1.998399359488830029e+01,1.089587077763126821e+01,3.046571843897308796e+01,2.211243993797355500e+01,5.586968965567537282e+01,1.310267148323596942e+01,2.957296062286573957e+01,4.139565194557311401e+01,1.800888669517608420e+01,2.064558064104179635e+01,2.167025611288739739e+01,2.647564918941410994e+01,nan,2.779064590841624138e+01,1.356465996620772962e+01,2.264508776756030173e+01,2.697257866793999881e+01,2.723527124897985630e+01,2.064170535578255539e+01,2.601845498866286022e+01,2.248910847493059606e+01,1.597998748405928637e+01,1.289973643142425601e+02,1.512587187569761511e+02,1.405218844166764995e+02,1.032124023555262653e+02,4.132021297123487358e+01,3.396468754457679751e+01,2.041959842907750655e+01,4.432606456709982012e+01,3.712465488047561735e+01,2.240714171864619075e+01,4.137438821301856251e+01,2.930392465193477491e+01,1.830409790175038509e+01,2.415947019291638753e+01
1.611955334372715143e+01,2.770992601945167522e+01,1.679523742010760756e+01,1.818130908385935030e+01,6.290045044879796876e+01,2.770703881683092717e+01,4.906485503895706302e+01,6.622386276868230937e+01,2.196360626137783001e+01,4.127178212772471966e+01,3.882885524972561342e+01,4.817468214742039123e+01,2.779064590841624138e+01,nan,2.413627974638227869e+01,3.394583921490779232e+01,2.008780724726309685e+01,2.456664405247272853e+01,3.556177723340416463e+01,2.300956322903079965e+01,1.949358868965335745e+01,2.415947019280876873e+01,1.450991385225640329e+02,1.716643236086079298e+02,1.586175274047723462e+02,1.170011965750862828e+02,2.567800615316142654e+01,4.956450342741396753e+01,3.129472799047304932e+01,5.721817892938339867e+01,5.576809123502226129e+01,4.099170647828547942e+01,6.032445606881157119e+01,4.736074323740603376e+01,2.624195114690570918e+01,2.200363606291212193e+01
1.920000000004932872e+01,1.620863967132529027e+01,2.707618880129778205e+01,2.140280355465037232e+01,5.919853601791014341e+01,1.943604898122323021e+01,3.738448876204263627e+01,4.988306325798751573e+01,1.779887636917811378e+01,2.743136890493569879e+01,2.710867019978640258e+01,3.515224032697327061e+01,1.356465996620772962e+01,2.413627974638227869e+01,nan,2.725288975498273203e+01,2.526974475542547793e+01,2.476772092872458231e+01,2.569046515721420576e+01,2.569046515735817948e+01,1.917915535169963093e+01,1.749971428342693258e+01,1.315373711155831415e+02,1.549921288324221109e+02,1.439294271509507439e+02,1.052676588511574067e+02,3.928358435786427805e+01,3.788403357616155631e+01,2.125652840919233810e+01,4.806994903251252538e+01,4.189128787708341406e+01,3.144010178090771035e+01,4.676237804040354717e+01,3.465256123287226586e+01,1.744476999027439845e+01,2.477095072855839675e+01
2.834642834642299647e+01,2.541180827877124671e+01,3.989185380493028532e+01,2.921095684855972507e+01,5.098548813139647962e+01,2.176602857680123293e+01,2.997065231194285317e+01,4.356512366551748983e+01,2.872211691358794283e+01,2.586426105634848582e+01,3.042630440908818557e+01,2.881388554149323156e+01,2.264508776756030173e+01,3.394583921490779232e+01,2.725288975498273203e+01,nan,2.976440827559775926e+01,3.362618027670757215e+01,2.160740613782929032e+01,3.037894007365079929e+01,3.192491190279730162e+01,2.392989761798252601e+01,1.223306993357953445e+02,1.441393769932082023e+02,1.349376152153795658e+02,9.831541079618807544e+01,4.407448241351788454e+01,3.157720696962925899e+01,2.503437636535991473e+01,4.065464303131101786e+01,3.424149529447105067e+01,3.185466998709979336e+01,3.553252031591586046e+01,2.781078927294112191e+01,2.001999000966089071e+01,3.181949088213905696e+01
2.189794510904692970e+01,2.745760368280955888e+01,2.012759300058063161e+01,2.226027852495851178e+01,5.983298978543105306e+01,2.713816500795181597e+01,4.552449889897478386e+01,6.165971131954621143e+01,2.741970094653339274e+01,3.816176096562973896e+01,3.798947222574899740e+01,4.562455479240856704e+01,2.697257866793999881e+01,2.008780724726309685e+01,2.526974475542547793e+01,2.976440827559775926e+01,nan,2.721764133786126294e+01,3.016222803445080203e+01,2.244994432045058019e+01,2.227464926765693676e+01,1.749971428339242152e+01,1.396263585430270382e+02,1.649795138797501579e+02,1.525809948846518580e+02,1.138342654916077379e+02,3.148078779201371447e+01,4.780794912983925116e+01,2.673723994735878406e+01,5.405626698177702849e+01,4.925200503529804053e+01,3.820157064840503125e+01,5.421143790748741509e+01,4.418868633486341224e+01,2.876386622129896509e+01,2.354909764732619948e+01
