Date,cmp_score,energy_score,temperature_score,vector_ad_cmp,vector_ad_energy,vector_ad_temperature
2019-01-04,3,1,1,182.45472932314357,707.1,-2.121389819766133
2019-04-17,0,1,1,63.52322409952984,812.1,-0.5616566876468159
2019-04-18,0,1,1,60.36612713774331,802.0,-0.6171921270014769
2019-04-19,1,1,1,126.31924546967169,662.2,-0.48173983589254776
2019-04-23,4,1,1,244.8384273591031,677.4,-0.7628033399435755
2019-04-24,1,1,1,134.8717830364727,694.8,-1.0736663480385673
2019-04-26,1,1,1,134.23813886404574,696.3,-1.1190428655600586
2019-04-29,0,1,1,64.2655813746534,835.3,-1.0296443534281654
2019-04-30,0,1,1,69.20732617978986,810.6,-0.6029696364350391
2019-05-02,0,1,1,80.60621246218736,858.1,-0.6029696364350391
2019-05-03,0,1,1,60.08774811051948,788.1,-0.641573539401084
2019-05-06,0,1,1,76.70585819821576,868.2,-0.9239915663632008
2019-05-07,0,1,1,65.20779616128954,854.0,-0.5433706283471105
2019-05-09,0,1,1,62.11254026019225,815.7,-0.5271163534140391
2019-05-10,0,1,1,65.38921012263174,785.5,-0.14175458520913606
2019-05-14,0,1,1,65.78889765530724,821.6999999999999,-0.7458718035549594
2019-05-15,0,1,1,72.00888812606458,790.3,-0.5779109625798873
2019-05-16,0,1,1,71.03379372638193,838.2,-0.6463143695898964
2019-05-17,0,1,1,75.6623261261885,761.9,-0.7892165367098166
2019-05-21,0,2,1,88.36922537081533,896.0,-0.19525824019716292
2019-05-29,0,1,1,96.96804123334078,861.9,-0.4397496256487797
2019-05-31,0,1,1,70.30459027582069,785.4,0.4792941695253034
2019-08-02,0,1,1,69.35686624096658,827.0,1.3190983744006632
2019-08-07,0,1,1,72.92539703496892,858.6,1.1707781156363857
2019-08-08,0,1,2,75.62075111310529,829.3,1.557494406752378
2019-08-09,0,1,2,76.70951074957507,824.8,1.7105554957054676
2019-08-19,0,1,1,79.45411359889292,789.4,1.2696582881459038
2019-08-20,0,1,1,85.29428298408573,737.4,1.0908612638821176
2019-08-21,0,1,1,87.28252457290861,712.0,1.3102939754785827
2019-08-22,1,1,1,119.78433136184337,706.6,1.2777854256124395
2019-08-23,1,1,1,133.38920846061018,687.8,1.1883869134805467
2019-08-26,0,1,1,72.22187319708172,843.9,1.403756056343744
2019-08-27,0,1,1,66.93606094068593,799.3,1.3468660940779935
2019-08-28,0,1,1,75.1412222048743,804.6,1.07663877331568
2019-12-23,0,1,1,101.56333705588091,684.8,-0.6239647415569233
2019-12-24,1,1,1,119.46284693139636,663.8,-0.43229974963778867
