record,freq,auto8,demean8,zscore8,auto16,demean16,zscore16,auto32,demean32,zscore32,auto64,demean64,zscore64,mp
100 ,N,1.0,1.0,0.0017605633802817433,1.0,1.0,0.01276408450704225,1.0,1.0,0.9973591549295775,1.0,1.0,0.9986795774647887,1.0
102 ,/,0.8268437929454878,0.7907695831424645,0.2669491525423729,0.9694228126431517,0.8125286303252405,0.8782638570774164,0.9933577645442052,0.9953046266605589,0.9966788822721026,0.9989693082913422,0.9989693082913422,0.9981676591846084,0.9819056344480073
104 ,/,0.8331836551414458,0.8551863493488998,0.07656039515042656,0.8194881005837449,0.8414907947911989,0.006960035922766061,0.8158958239784463,0.833408172429277,0.015491692860350237,0.8293668612483162,0.8378985181859003,0.4982038616973507,0.9272563987427033
105 ,N,0.8876853841632055,0.9063322122751057,0.19157568106696476,0.895153752011641,0.91677829065924,0.6413256112015882,0.8935540758015245,0.9154002563336577,0.8825587110078924,0.8927638743001416,0.9146004182285995,0.9149087895462124,0.7913193474091991
106 ,N,0.7903042213261192,0.7642680312388341,0.023850237353887,0.7875950691644122,0.7567850033178499,0.06926522382726764,0.8023110101577254,0.7779924455106936,0.241535654126895,0.8483027920984125,0.8351296513705273,0.5788576387116533,0.3394135062018274
107 ,/,0.17175086866445896,0.1243943818208512,0.006484396665633563,0.35134010864423093,0.32787393354105154,0.2505913443500106,0.6747116686514086,0.5074631735208235,0.960147469046182,0.9474233699287125,0.9885075284253112,0.9803184287368885,0.9729123505326177
108 ,N,0.7592817195606765,0.8098173977494777,0.5498955595984099,0.7726905195067717,0.8196550097702311,0.611919681962132,0.7794286099319453,0.8418907081733037,0.7729937335759045,0.8058756148507512,0.8661141432518025,0.8557711744491612,0.8856882959369314
109 ,L,0.3566770776178618,0.36488625332376656,0.5679314565483475,0.6668636306081964,0.6617671886211117,0.9756679187945807,0.8610349048242096,0.8650550795593634,0.9922445448022622,0.9383889756468156,0.9448254758789516,0.9930886759802473,0.9702021694171276
111 ,L,0.9759773904851625,0.999057936881771,0.2011304757418747,0.981629769194536,0.999057936881771,0.9665567593028733,0.9863400847856807,0.999057936881771,0.9717381064531324,0.9882242110221385,0.999057936881771,0.9736222326895903,0.9976448422044277
114 ,N,0.9868141054871562,0.9986193443785782,0.2689238486092111,0.9886634240259412,0.998581344682576,0.24830268024522473,0.9903734103460506,0.9983533465065614,0.19004914627349648,0.9914247352687846,0.9982900136798906,0.2732811470841567,0.5966458934995186
116 ,N,0.9760145323013062,0.9856828149959964,0.008624570265349947,0.9771936883283472,0.9863600329844997,0.029913116915710268,0.9807351400446963,0.9863600329844997,0.976353141295558,0.9843243953837635,0.9865432802049182,0.9766240284909592,0.7174367697498675
118 ,R,0.4571728558797524,0.38323386383731206,0.5315263041556145,0.5247844827586207,0.41489832007073385,0.5694904951370469,0.8161472148541115,0.9075762599469496,0.9614279398762158,0.9639423076923077,0.9964633068081344,0.9505415561450045,0.5977011494252873
119 ,N,1.0,1.0,0.0002904719366158123,1.0,1.0,0.004486988608829179,1.0,1.0,0.006807844785809789,1.0,1.0,0.01607229394008396,0.5012144354334892
121 ,N,0.9097744360902256,0.9951664876476907,0.36412459720730395,0.9285714285714286,0.9951664876476907,0.9983888292158969,0.9382384532760473,0.9962406015037594,0.9989258861439313,0.9650912996777659,0.9967776584317938,0.9989258861439313,0.9978517722878625
123 ,N,0.6948294829482948,0.7359735973597359,0.00044004400440041575,0.6695269526952694,0.6382838283828383,0.0,0.678987898789879,0.6721672167216722,0.0008800880088008685,0.9218921892189219,0.9892189218921892,0.9672167216721672,0.1003300330033003
