nan,5.390064934669177177e+01,5.254331546448710810e+01,3.518197265645945322e+02,2.304423572175885511e+02,1.317057326011233158e+02,1.865394328285638608e+02,3.111794337677155795e+02,6.602787290232085127e+01,1.662215389171894060e+02,6.873368897418893653e+01,1.801177392707289187e+02,1.892879288280223022e+02,2.520987108257392322e+02,1.192476414860979190e+02,8.256003875972162120e+01,5.323006669181117445e+01,2.377544952256408806e+02,2.613331972788799362e+02,2.209734825720342144e+02,4.703957482800981325e+02,2.548555669393899734e+02,3.123500600288089686e+02,2.818524436651106839e+02,4.268281152876265310e+02,4.325947757428587579e+02,5.421254467371918508e+02,7.447077279040452140e+02,5.561258850296413812e+02,5.719879719015029877e+02,2.182614945426737734e+02,1.784659071083379729e+02,5.903083939772150046e+01,7.653077812231396138e+01,1.012118570129563295e+02
5.390064934669177177e+01,nan,5.603998572447500948e+01,3.527217600318993505e+02,2.369371224607619979e+02,1.503324316306990909e+02,1.944382678384031919e+02,3.127989769804166258e+02,7.190438095134413743e+01,1.642169296997264496e+02,5.791994475134784182e+01,1.872679363906288756e+02,1.854857406918233664e+02,2.551965517008463564e+02,1.333272665285961409e+02,8.766664131813202232e+01,6.726782291703925409e+01,2.426932219902402608e+02,2.667547187961242798e+02,2.214479622846008340e+02,4.689237038154642505e+02,2.588392551372247681e+02,2.940715559179432148e+02,2.595636338164507606e+02,4.021313218340424100e+02,4.099424349832394228e+02,5.172312442225568248e+02,7.190020862278471441e+02,5.288537037782710968e+02,5.452547294613791564e+02,2.002358609240845340e+02,1.554384765751440227e+02,4.656865898866245601e+01,8.069498125655381671e+01,9.435592191275995333e+01
5.254331546448710810e+01,5.603998572447500948e+01,nan,3.109960771456783277e+02,1.892038054585602538e+02,1.215855254543121191e+02,1.623433398695453320e+02,2.647879151320852884e+02,5.761944116352339051e+01,1.430887836274951326e+02,3.978140269018899744e+01,1.359299819760113621e+02,1.345719138602209739e+02,2.032366108750942999e+02,1.028497933882302959e+02,7.092305689973359506e+01,8.243979621516366763e+01,1.958264537798778804e+02,2.269456322558422698e+02,1.753163996892460830e+02,4.241669482644801406e+02,2.115519794282555779e+02,3.396412224686768013e+02,3.099385745595407116e+02,4.474519862510397274e+02,4.555208008422823127e+02,5.649202421581188673e+02,7.657702005171004203e+02,5.754726752852872096e+02,5.908878743044190287e+02,2.461167202771776772e+02,2.032901374882935102e+02,4.681196428275231369e+01,9.756228779607519641e+01,1.254699964134677117e+02
3.518197265645945322e+02,3.527217600318993505e+02,3.109960771456783277e+02,nan,7.524679395159294870e+01,1.590144647508337243e+02,9.301010697772481706e+01,4.419592741418777848e+01,2.380127727665078226e+02,1.244835732134835240e+02,3.142223416627113011e+02,1.024804371575150128e+02,1.101540739146688992e+02,6.804821819855960996e+01,1.602478080973216947e+02,2.901103238425024529e+02,3.218832086331814253e+02,7.300739688552420148e+01,5.909179300037252602e+01,6.779616508337946357e+01,1.085880288061078716e+02,8.389421910961171136e+01,7.631800835975724340e+02,7.305656986199119274e+02,8.783614745649947508e+02,8.840208142345967417e+02,9.916019362627292821e+02,1.196907281287904198e+03,1.004482035678088891e+03,1.020543698231486928e+03,6.722856535729484904e+02,6.299448864781638804e+02,3.795340300947921151e+02,4.768667738477848843e+02,5.420488538868085016e+02
2.304423572175885511e+02,2.369371224607619979e+02,1.892038054585602538e+02,7.524679395159294870e+01,nan,1.241908209168193622e+02,6.573644346939849470e+01,6.726425499483762849e+01,1.344452304843906347e+02,6.739258119408390257e+01,1.851749443094190894e+02,7.698519338153559488e+01,7.883856924119331211e+01,5.404738661583701997e+01,7.686871925561665364e+01,1.515044553799959886e+02,2.163959334183394105e+02,7.225953224311572853e+01,4.710159232979530231e+01,6.655043200461321362e+01,1.804128598520686353e+02,7.893288288157307875e+01,6.343733916235778452e+02,6.005267021540320229e+02,7.496283879363161304e+02,7.553598347807431992e+02,8.636397397063194603e+02,1.064791585240981476e+03,8.723329639535571687e+02,8.893277461093844067e+02,5.436323757834846901e+02,5.009127668566720217e+02,2.544638284707779974e+02,3.538761365223599000e+02,4.141321528208047766e+02
1.317057326011233158e+02,1.503324316306990909e+02,1.215855254543121191e+02,1.590144647508337243e+02,1.241908209168193622e+02,nan,9.920645140308019450e+01,1.572697046477722154e+02,1.025654912726125190e+02,1.034276558759580240e+02,9.993918150556046953e+01,1.049517984600449552e+02,8.639722217758838951e+01,1.150005217378875813e+02,6.310625959444723776e+01,6.529563538243736787e+01,1.543761639632476772e+02,1.073767200095519883e+02,1.276745863513890242e+02,1.024039061754579194e+02,2.846985774463882990e+02,1.111755368775223758e+02,5.115860826879570027e+02,4.759746211721811733e+02,6.264629597988996466e+02,6.326189374339028291e+02,7.419437175419656114e+02,9.364796207072562311e+02,7.436034427031587484e+02,7.616466372275256163e+02,4.195723537126833662e+02,3.766010090267890291e+02,1.425706842236378407e+02,2.378328825036547869e+02,2.989699650466443472e+02
1.865394328285638608e+02,1.944382678384031919e+02,1.623433398695453320e+02,9.301010697772481706e+01,6.573644346939849470e+01,9.920645140308019450e+01,nan,7.948534456109621260e+01,1.165840469360415170e+02,5.796826718141269197e+01,1.541230677088961727e+02,1.022905665249538743e+02,6.082499486240298125e+01,7.033178513304272883e+01,9.189559293020921871e+01,1.232759506148677389e+02,1.871910254259086059e+02,5.735782422651594459e+01,6.127838117964968490e+01,6.270821317813041418e+01,2.120147164703239753e+02,5.445438458016560901e+01,5.856808687331448482e+02,5.498943898604615015e+02,6.985476361709352204e+02,7.071391376525541546e+02,8.136600764447031224e+02,1.012246847364807195e+03,8.183760504804632774e+02,8.356726631881587082e+02,4.926931702388389454e+02,4.495215234001605609e+02,2.040321543286393364e+02,3.094842160757178817e+02,3.695930735281673378e+02
3.111794337677155795e+02,3.127989769804166258e+02,2.647879151320852884e+02,4.419592741418777848e+01,6.726425499483762849e+01,1.572697046477722154e+02,7.948534456109621260e+01,nan,2.110181034887633587e+02,8.410659902764795959e+01,2.691684974138098028e+02,1.013911238719008452e+02,1.024843402671905608e+02,6.751947867094308720e+01,1.384398786477314900e+02,2.363272307627640032e+02,2.914136578817075929e+02,6.661050968131299044e+01,5.799448249618330209e+01,7.171276037077153376e+01,1.308874325517968771e+02,7.606207990847521216e+01,7.131169889997012206e+02,6.800917585149916249e+02,8.286136856219508218e+02,8.364855049551132424e+02,9.447989839113971584e+02,1.143323016474344513e+03,9.498318166917772487e+02,9.666636229837135943e+02,6.218790879262652425e+02,5.802964759500000582e+02,3.319221595494961434e+02,4.360790753980291470e+02,4.953539340713867887e+02
6.602787290232085127e+01,7.190438095134413743e+01,5.761944116352339051e+01,2.380127727665078226e+02,1.344452304843906347e+02,1.025654912726125190e+02,1.165840469360415170e+02,2.110181034887633587e+02,nan,1.238159925050120194e+02,6.857054761343576388e+01,8.188088910123209985e+01,1.062201487477733934e+02,1.541817109776704342e+02,7.490580751851804564e+01,7.108079909519896944e+01,7.798871713270045802e+01,1.454488226146696093e+02,1.454944672487666821e+02,1.175217426691607301e+02,3.636050604708244123e+02,1.586382047301275975e+02,4.334484975172958343e+02,4.002511211726956049e+02,5.493385113024697830e+02,5.541458291821687681e+02,6.628022932971874752e+02,8.674732041971069521e+02,6.779668428470572508e+02,6.941309386563906401e+02,3.400924580169274236e+02,2.998010006654472477e+02,7.679270798714942714e+01,1.605645041719893129e+02,2.164938798211167637e+02
1.662215389171894060e+02,1.642169296997264496e+02,1.430887836274951326e+02,1.244835732134835240e+02,6.739258119408390257e+01,1.034276558759580240e+02,5.796826718141269197e+01,8.410659902764795959e+01,1.238159925050120194e+02,nan,1.273056165296502087e+02,1.085017972201259795e+02,8.481886582601681823e+01,8.039203940689077399e+01,9.120350870443785141e+01,1.168527278243800396e+02,1.727291521428612100e+02,8.481037672358340274e+01,8.114973813878782494e+01,5.787849341510457180e+01,2.297292319231410431e+02,8.100172837657152058e+01,5.565326944573895389e+02,5.229413733871143677e+02,6.623631632269414240e+02,6.727947681128428030e+02,7.772549646029887072e+02,9.774310001222598885e+02,7.838986669206631177e+02,8.001515856386254200e+02,4.627396676318109598e+02,4.185714753778564159e+02,1.801839060515630706e+02,2.811211838335776747e+02,3.376085306979027223e+02
