nan,1.166135498130472143e+02,8.073859052522574586e+01,3.389586405448309847e+02,5.378490494553280996e+02,7.839285681744227929e+01,2.507939393207100238e+02,4.234405743430825737e+02,4.848917404947258802e+01,4.152362219267483283e+02,4.513092066421747717e+01,1.593762843085502823e+02,9.687676295170066396e+02,9.329647367398192728e+02,8.261207659900578619e+02,8.619366101982210466e+02,7.383174385046041834e+02,2.081795378993816428e+02,1.494394860804870859e+02,1.117225133981510368e+02,8.972580453804791034e+01,7.310047879460172737e+01,6.226523909855269778e+01,6.306460179847325662e+02,4.429914671864456750e+02,3.350223873116559759e+01,5.485107109254986568e+01,5.573939360990614489e+01,5.912292279649223303e+01,3.349746259047076791e+01
1.166135498130472143e+02,nan,4.324442160556539250e+01,2.340557198617458425e+02,4.254001410437001596e+02,6.014781791553195944e+01,1.610738960849953685e+02,3.101891036126185668e+02,1.192536791885256662e+02,2.998130083902296974e+02,1.522624050775507385e+02,5.316239272267603155e+01,8.515494583405006779e+02,8.154713974137905552e+02,7.101374514838657888e+02,7.457779830485756065e+02,6.214397476827504079e+02,1.221710276620443807e+02,6.606784391820276880e+01,6.269928229254284702e+01,1.982176581437688583e+02,1.060528170300064090e+02,6.069200935873378455e+01,5.141753786404011635e+02,3.251052752571083602e+02,1.501599147575668951e+02,1.704694694072813093e+02,9.573129060030507276e+01,8.415604553447138869e+01,1.092175810023276483e+02
8.073859052522574586e+01,4.324442160556539250e+01,nan,2.610648961465327034e+02,4.538345072821139183e+02,3.763190136041520617e+01,1.770486938669697849e+02,3.410827465586610856e+02,9.737022132048264211e+01,3.327653828149796595e+02,1.235566266939986519e+02,8.287822391919540621e+01,8.869568647910676873e+02,8.498320775306144697e+02,7.428664482933660338e+02,7.799423568444016155e+02,6.563991468611162645e+02,1.330473599888392471e+02,7.428808787416760140e+01,4.951767361255983246e+01,1.730239289809360059e+02,9.931042241376285062e+01,3.083374774494978610e+01,5.481662521534867665e+02,3.606636105847107956e+02,1.145279005308322837e+02,1.414128707013611290e+02,6.138534026948180156e+01,6.026342174155038123e+01,7.738940495959344901e+01
3.389586405448309847e+02,2.340557198617458425e+02,2.610648961465327034e+02,nan,1.576532904826319736e+02,2.615892964171123367e+02,1.143349465386675519e+02,8.047459226364537699e+01,3.345274876598335254e+02,7.690513636942489484e+01,3.696813763229079655e+02,1.820219766951255167e+02,5.821322186582700624e+02,5.460716436512705059e+02,4.389789972196851977e+02,4.782616856910034357e+02,3.625485346819097572e+02,1.352283993841516576e+02,1.778106858431185060e+02,2.220100898607989848e+02,4.141333118694995505e+02,2.971528899405156494e+02,2.704789825476266287e+02,2.477740906551789806e+02,1.059041075690650331e+02,3.625670696574638328e+02,3.853171161523976025e+02,2.849008248496309079e+02,2.880480515469598686e+02,3.193120104224084912e+02
5.378490494553280996e+02,4.254001410437001596e+02,4.538345072821139183e+02,1.576532904826319736e+02,nan,4.587904096643655976e+02,2.129792478153595710e+02,1.036933941965307184e+02,5.324704686646933851e+02,8.971688804232896075e+01,5.673307324656456103e+02,3.800921993411560607e+02,3.720156985934847285e+02,3.328754722114381366e+02,2.263176528686932727e+02,2.728700789753303297e+02,1.913426246292229393e+02,3.299883634311976834e+02,3.743361056590631506e+02,4.206900997171056247e+02,6.097089141549462283e+02,4.938474258310936307e+02,4.718369209801227839e+02,1.145439653582607491e+02,1.390205740169518265e+02,5.574298162100767513e+02,5.814338139461797255e+02,4.784739073345606926e+02,4.857044368749329237e+02,5.159826353667386911e+02
7.839285681744227929e+01,6.014781791553195944e+01,3.763190136041520617e+01,2.615892964171123367e+02,4.587904096643655976e+02,nan,1.777224802887980957e+02,3.434416398749601171e+02,8.248054316016728649e+01,3.355535128708880848e+02,1.109125781865979121e+02,8.168916696844050307e+01,8.906438120820276936e+02,8.538418588942575980e+02,7.471449658533454112e+02,7.833597385620481646e+02,6.596855008259591386e+02,1.327740938587149913e+02,7.230822913060522694e+01,4.391446231023751068e+01,1.591512488169792050e+02,7.481176378085483236e+01,2.722645772035022205e+01,5.518235950011547857e+02,3.652757862218549576e+02,1.037859335363217497e+02,1.289179584076421179e+02,5.291200241911088398e+01,3.925506336770359184e+01,6.146738972817556146e+01
2.507939393207100238e+02,1.610738960849953685e+02,1.770486938669697849e+02,1.143349465386675519e+02,2.129792478153595710e+02,1.777224802887980957e+02,nan,1.387221683798329650e+02,2.382375285298203096e+02,1.428772900079250974e+02,2.727950146172033214e+02,1.198398931909042062e+02,6.628760366765404797e+02,6.247700376938723821e+02,5.164632029486720057e+02,5.588635611667750709e+02,4.466352426757201215e+02,8.595347578775695752e+01,9.916047599724248585e+01,1.363430966349041569e+02,3.135617323590278147e+02,1.984495905765513157e+02,1.903058590795284886e+02,3.309482134715307211e+02,1.934759933428481986e+02,2.659214921739113038e+02,2.860439127127183951e+02,1.869365667813485459e+02,1.945291751897403287e+02,2.243354630904318299e+02
4.234405743430825737e+02,3.101891036126185668e+02,3.410827465586610856e+02,8.047459226364537699e+01,1.036933941965307184e+02,3.434416398749601171e+02,1.387221683798329650e+02,nan,4.213040707137787422e+02,3.754677083320620312e+01,4.562683420970607813e+02,2.625944401543818003e+02,5.011916998514723787e+02,4.639248214958950598e+02,3.581590708051418233e+02,3.955421595734150060e+02,2.783428102179213965e+02,2.141334163553416374e+02,2.602239035907287530e+02,3.079846749434129833e+02,5.005256436986971380e+02,3.853032052812363304e+02,3.550240555230051882e+02,1.654337329567501627e+02,6.869061071209441138e+01,4.464141574815922127e+02,4.716010178106028548e+02,3.678101684293152402e+02,3.734057310754579362e+02,4.041395798483512181e+02
4.848917404947258802e+01,1.192536791885256662e+02,9.737022132048264211e+01,3.345274876598335254e+02,5.324704686646933851e+02,8.248054316016728649e+01,2.382375285298203096e+02,4.213040707137787422e+02,nan,4.149513706448051948e+02,3.375677709734928555e+01,1.666886918780088536e+02,9.702829278102311719e+02,9.339559732664104104e+02,8.262923453596788477e+02,8.634003474634474742e+02,7.415048482646631101e+02,2.020847347030160108e+02,1.450903166996128277e+02,1.061523433561549581e+02,7.293174891636542156e+01,4.559824558031000663e+01,8.124333818839703270e+01,6.316499030317357892e+02,4.483846562941303091e+02,3.080779122241472834e+01,4.481428343729604080e+01,5.292258497091608405e+01,4.932017842635448801e+01,3.122819239101049504e+01
4.152362219267483283e+02,2.998130083902296974e+02,3.327653828149796595e+02,7.690513636942489484e+01,8.971688804232896075e+01,3.355535128708880848e+02,1.428772900079250974e+02,3.754677083320620312e+01,4.149513706448051948e+02,nan,4.495165402963562542e+02,2.535179678050366192e+02,5.086790736800655282e+02,4.724174425230235101e+02,3.618253722446891061e+02,4.028182716809141084e+02,2.859552412528955188e+02,2.085550287094420696e+02,2.531001382852058725e+02,3.014275368973612785e+02,4.945627563818338785e+02,3.801345025119395586e+02,3.470801636510008734e+02,1.723206313823494611e+02,5.634891303305376198e+01,4.398130511933401863e+02,4.652933698216687048e+02,3.623267034045356354e+02,3.669188466132502526e+02,3.973552566658649994e+02
4.513092066421747717e+01,1.522624050775507385e+02,1.235566266939986519e+02,3.696813763229079655e+02,5.673307324656456103e+02,1.109125781865979121e+02,2.727950146172033214e+02,4.562683420970607813e+02,3.375677709734928555e+01,4.495165402963562542e+02,nan,1.978799636143220937e+02,1.005109745251729009e+03,9.688871967365444107e+02,8.610361200321398201e+02,8.981371832854914601e+02,7.754353615872828414e+02,2.368118240291346694e+02,1.793726846540411657e+02,1.393975609542769121e+02,4.981405424176934815e+01,6.964596183563078569e+01,1.037520120286640406e+02,6.662179823451226639e+02,4.813288273103873962e+02,2.204359317350502678e+01,2.498959783580600913e+01,7.709111492256018039e+01,7.933927148645830130e+01,5.433378322922389714e+01
1.593762843085502823e+02,5.316239272267603155e+01,8.287822391919540621e+01,1.820219766951255167e+02,3.800921993411560607e+02,8.168916696844050307e+01,1.198398931909042062e+02,2.625944401543818003e+02,1.666886918780088536e+02,2.535179678050366192e+02,1.978799636143220937e+02,nan,8.062781653995078841e+02,7.706349589786370871e+02,6.634257758031428693e+02,6.991762009679665653e+02,5.756824124463030330e+02,7.389614333647351430e+01,4.413071492725029543e+01,7.153069271296014620e+01,2.450328957507370546e+02,1.475192190868827424e+02,9.609661804657022799e+01,4.681803071467182349e+02,2.806050605388382451e+02,1.867743023009151102e+02,2.141565782318949118e+02,1.212052804129902199e+02,1.196468135806672421e+02,1.459769844872755300e+02
9.687676295170066396e+02,8.515494583405006779e+02,8.869568647910676873e+02,5.821322186582700624e+02,3.720156985934847285e+02,8.906438120820276936e+02,6.628760366765404797e+02,5.011916998514723787e+02,9.702829278102311719e+02,5.086790736800655282e+02,1.005109745251729009e+03,8.062781653995078841e+02,nan,4.801499765686155996e+01,1.012221319672858897e+02,6.783981132055009766e+01,1.895713058455331179e+02,7.582186492035147012e+02,8.088347173557783663e+02,8.565613112906781907e+02,1.050441278701479177e+03,9.347693619283817270e+02,8.996561120783919705e+02,2.851166778706547120e+02,5.159593782459938893e+02,9.956278822933817310e+02,1.021266194486043901e+03,9.183799649382591497e+02,9.224104075735514243e+02,9.531660086259870468e+02
9.329647367398192728e+02,8.154713974137905552e+02,8.498320775306144697e+02,5.460716436512705059e+02,3.328754722114381366e+02,8.538418588942575980e+02,6.247700376938723821e+02,4.639248214958950598e+02,9.339559732664104104e+02,4.724174425230235101e+02,9.688871967365444107e+02,7.706349589786370871e+02,4.801499765686155996e+01,nan,8.547280269178271794e+01,6.350936938753772409e+01,1.539636320694205551e+02,7.218928452339731621e+02,7.717670114743190197e+02,8.197789946076942442e+02,1.013575137816632946e+03,8.978069280196043565e+02,8.640028703656087146e+02,2.478738388777670707e+02,4.777629537751942053e+02,9.585783640370775629e+02,9.844263304077137491e+02,8.808284282424165212e+02,8.858719546300113734e+02,9.163167138058762475e+02
8.261207659900578619e+02,7.101374514838657888e+02,7.428664482933660338e+02,4.389789972196851977e+02,2.263176528686932727e+02,7.471449658533454112e+02,5.164632029486720057e+02,3.581590708051418233e+02,8.262923453596788477e+02,3.618253722446891061e+02,8.610361200321398201e+02,6.634257758031428693e+02,1.012221319672858897e+02,8.547280269178271794e+01,nan,5.179343587756888212e+01,7.906756604325521209e+01,6.139215585072768135e+02,6.642721129175912438e+02,7.117619826880346636e+02,9.056328615945882348e+02,7.897115422735106449e+02,7.576228085267862298e+02,1.427277127960848588e+02,3.720847215352990816e+02,8.510247939983881906e+02,8.764955675871912035e+02,7.733209424294656174e+02,7.777588315152723908e+02,8.084208804824427261e+02
