nan,2.363387399475462303e+01,3.291443452347417775e+01,3.120256399719322005e+01,1.743559577412471384e+01,1.770875489685271376e+01,3.555277766925883753e+01,1.836082786800473698e+01,3.117948043187858786e+01,2.456990028471619425e+01,3.305268521612168087e+01,3.385616635121261453e+01,4.940607250128768868e+01,5.415533214744489499e+01,5.357402355618363288e+01,3.052343362073987620e+01,5.179652497995321880e+01,4.472672579118477643e+01,4.451696305904727069e+01,5.411691048094570533e+01,2.428826877326117994e+01,3.877318661136904154e+01,7.470368130153568131e+01,7.207662589216030824e+01,3.065941943352583721e+01,1.422116732198942657e+02,2.095328136589601442e+01,4.379954337660128516e+01,3.279024245107112989e+01,3.259938649729410542e+01,3.547393409251188245e+01,4.213691967859551823e+01,3.426018096858219764e+01,1.656019323557516998e+01,6.076709635979456436e+01,4.694848240359130642e+01,4.701999574655058467e+01,3.199499960928600828e+01,1.719534820816009812e+01,2.354230235137708505e+01,9.713578125490208492e+01,8.407615595399120423e+01
2.363387399475462303e+01,nan,2.033715811021617270e+01,1.754080955933803665e+01,1.228983319644130923e+01,1.807097119691573539e+01,2.034895574718092703e+01,1.582908715000508337e+01,2.335808211302325077e+01,1.496662954707403159e+01,2.068042552753087904e+01,2.989314302648509880e+01,3.209984423637874329e+01,4.306460263371506869e+01,4.324220160907898958e+01,3.270229349752860060e+01,3.523634487289969286e+01,3.208738069707651164e+01,2.902688409042567841e+01,4.438738559548624352e+01,2.179541236132545023e+01,2.798856909526113057e+01,6.423332468431939901e+01,5.480875842415852617e+01,2.325854681617741448e+01,1.367467732708971653e+02,2.697850996622545949e+01,5.316389752452671047e+01,4.227339588914620094e+01,4.704040816148800275e+01,4.912351778934345958e+01,5.744423382724917104e+01,4.614932285526607103e+01,2.357965224514895297e+01,4.170179852234230822e+01,3.424149529440509099e+01,5.092897014474664275e+01,3.693886841798342857e+01,1.677617358030930816e+01,2.324822573881426635e+01,1.016975909252525412e+02,8.999466650863313077e+01
3.291443452347417775e+01,2.033715811021617270e+01,nan,1.226376777345975633e+01,2.139532659253389468e+01,2.368797163118226834e+01,1.507315494508824472e+01,1.953458471520912099e+01,2.158518010113126095e+01,1.363524843922811591e+01,2.061455796276117169e+01,1.863759641152610058e+01,2.284907000289573631e+01,2.545898662554163394e+01,5.544986925142625012e+01,4.965803056906263890e+01,2.274379036130505227e+01,1.723252738280628904e+01,2.009577069926611870e+01,2.889705867383765536e+01,2.242141833160102848e+01,1.458766602302302751e+01,4.555787527968598027e+01,4.113781715163371899e+01,2.047437422735109180e+01,1.183520173043200856e+02,3.406581864568525475e+01,6.145046785827265978e+01,4.137438821305590864e+01,4.762016379644802555e+01,5.253570214625612067e+01,5.776642623530776888e+01,5.509700536325092912e+01,3.738020866714176549e+01,3.577261522454350029e+01,2.214858911975343858e+01,6.933628198859292979e+01,5.335616178102408469e+01,2.262741699789001260e+01,3.554602650084594018e+01,1.210593243001193429e+02,1.087014259336167186e+02
3.120256399719322005e+01,1.754080955933803665e+01,1.226376777345975633e+01,nan,2.025833161935806714e+01,2.368797163118987115e+01,1.566141756027112031e+01,1.760454486769364735e+01,2.136539257772445666e+01,1.469693845666930265e+01,2.030960363958880421e+01,1.764539599996671981e+01,2.502159067686486082e+01,3.077921376516858842e+01,4.720949057124643389e+01,4.211603020227838101e+01,2.868867372323478548e+01,1.880425483764225092e+01,2.175867643035466159e+01,3.169100818842709799e+01,2.257786526657971748e+01,1.677617358043180573e+01,5.301471493840469407e+01,4.613718673696323691e+01,2.003996007987002415e+01,1.226807238322243023e+02,3.397175297210501554e+01,5.859829349051656777e+01,3.986577479498046017e+01,4.399090815156942824e+01,5.116874045739343302e+01,5.531003525581348867e+01,5.319097667837567656e+01,3.428585714253460281e+01,3.816595341398278407e+01,2.210158365373191103e+01,6.387362522979741186e+01,4.917560370751488819e+01,2.098380327779302945e+01,3.307929866242359651e+01,1.154012131652048510e+02,1.030844314142671720e+02
1.743559577412471384e+01,1.228983319644130923e+01,2.139532659253389468e+01,2.025833161935806714e+01,nan,1.125699782362061541e+01,2.112439348234014247e+01,1.414779134707690922e+01,2.570603042087185131e+01,1.349370223459828466e+01,2.189794510904981095e+01,2.616868357406628576e+01,3.354757815395535658e+01,4.170179852226532091e+01,5.658805527667630031e+01,3.921836304591630551e+01,3.625686141959430842e+01,3.227630709970578948e+01,3.002931900658089504e+01,4.242263546734957202e+01,1.901578291834154300e+01,2.721764133790431117e+01,6.316074730399131454e+01,5.664627083930951557e+01,2.630285155641665895e+01,1.341539414254876306e+02,3.020198668965151612e+01,5.576809123505393018e+01,3.797262171613096626e+01,3.885151219705011982e+01,4.547174947158234914e+01,5.230831673834218520e+01,4.596346375109382620e+01,2.372509220217365922e+01,4.541189271543641581e+01,3.337544007198154361e+01,5.669003439758076013e+01,4.239056498793505057e+01,1.557433786721104418e+01,2.997065231198289226e+01,1.087212950621854333e+02,9.586240138865049687e+01
1.770875489685271376e+01,1.807097119691573539e+01,2.368797163118226834e+01,2.368797163118987115e+01,1.125699782362061541e+01,nan,2.889982698902433000e+01,1.256025477448604377e+01,2.319999999997543227e+01,1.883401178712540869e+01,2.737297937752225963e+01,2.876942821814432349e+01,3.993594871794137191e+01,4.468735839133635324e+01,5.077794796955716805e+01,3.362142174268879558e+01,4.277943431135017960e+01,3.406581864566981466e+01,3.809881887936727907e+01,4.591121867255325384e+01,2.052510657707786379e+01,2.926294585305852181e+01,6.634576097987309140e+01,6.227551685854135854e+01,2.642120360617570185e+01,1.357438764733166749e+02,2.539291239702088632e+01,5.016452930109057462e+01,3.554377582640077549e+01,3.791358595541260712e+01,4.193900332623895366e+01,4.711008384625114331e+01,4.293250516799805183e+01,2.293643389893398421e+01,5.276817222532763196e+01,3.722794649184783111e+01,5.489772308576300475e+01,4.067824971651175758e+01,1.789748585693995508e+01,2.606453529234580202e+01,1.045715066353959344e+02,9.234457211985333913e+01
3.555277766925883753e+01,2.034895574718092703e+01,1.507315494508824472e+01,1.566141756027112031e+01,2.112439348234014247e+01,2.889982698902433000e+01,nan,2.192715211791047025e+01,2.232845717912722350e+01,1.873179115832490282e+01,1.923330444823724861e+01,2.459268183828390519e+01,1.745393938336506068e+01,2.479354754769656566e+01,5.378683853879716992e+01,5.019482044994303038e+01,1.983532202917104925e+01,1.856879102158413275e+01,1.353513945263987495e+01,2.427509011303987307e+01,2.474186735076196442e+01,1.697527613912374633e+01,4.311844153027112725e+01,3.154679064504307817e+01,2.104091252768064635e+01,1.166615617930735738e+02,4.002399280430265094e+01,6.583859050734318430e+01,4.359082472265816222e+01,5.108424414632958843e+01,5.682675426236720995e+01,6.109271642347709275e+01,5.893453995746394725e+01,3.838749796484726318e+01,2.748672406817906833e+01,2.095709903587750844e+01,7.014727364625105110e+01,5.547179463472265581e+01,2.550607770707337707e+01,3.877318661138917832e+01,1.228312663779269798e+02,1.103644870418088431e+02
1.836082786800473698e+01,1.582908715000508337e+01,1.953458471520912099e+01,1.760454486769364735e+01,1.414779134707690922e+01,1.256025477448604377e+01,2.192715211791047025e+01,nan,2.640908934437085165e+01,1.561025304087408117e+01,2.273675438568173135e+01,2.089593261854503226e+01,3.392698041379127005e+01,3.961615831955047184e+01,4.676408878614336118e+01,3.539039417695189371e+01,3.715911731999229772e+01,2.994661917482395452e+01,3.034468652005214295e+01,4.016764867402125816e+01,1.814607395554913793e+01,2.521586801993957039e+01,6.156232614187786112e+01,5.609848482800880021e+01,1.971801207028246949e+01,1.301137963476668347e+02,2.418263840034042289e+01,4.825764188187054771e+01,3.231098884278951289e+01,3.691287038422337474e+01,4.169796158091156713e+01,4.732187654769690255e+01,4.147095369058425973e+01,2.288405558468647527e+01,4.701829431191034558e+01,3.313004678534665715e+01,5.482043414637228551e+01,4.181100333646667622e+01,1.323026832695023458e+01,2.310670898251970584e+01,1.064721559845559398e+02,9.383645347090624966e+01
3.117948043187858786e+01,2.335808211302325077e+01,2.158518010113126095e+01,2.136539257772445666e+01,2.570603042087185131e+01,2.319999999997543227e+01,2.232845717912722350e+01,2.640908934437085165e+01,nan,2.277893763985968789e+01,2.522538404068594886e+01,2.883608850036377547e+01,2.856571371414671745e+01,3.537908986959035218e+01,5.890765654818552122e+01,5.022350047535987727e+01,3.153664535101060196e+01,2.532666578917410405e+01,3.002132575356499444e+01,3.775923728048483241e+01,2.368797163123867477e+01,2.554995107619035366e+01,5.073696877026124952e+01,4.522123395042356009e+01,2.793993557617299217e+01,1.231330987184335868e+02,3.964643741876842853e+01,6.647947051533724050e+01,4.671958903927933449e+01,5.063437567503297032e+01,5.854365892222769219e+01,6.296538731718052162e+01,5.913509956024110181e+01,4.031873013867362943e+01,3.608656259606045325e+01,2.946455497718369543e+01,7.040454530779949494e+01,5.841095787607530099e+01,2.859930069079919690e+01,4.257323102606441978e+01,1.217216496766476013e+02,1.094261394731645822e+02
2.456990028471619425e+01,1.496662954707403159e+01,1.363524843922811591e+01,1.469693845666930265e+01,1.349370223459828466e+01,1.883401178712540869e+01,1.873179115832490282e+01,1.561025304087408117e+01,2.277893763985968789e+01,nan,2.266274475881568051e+01,2.239999999997848334e+01,3.088818544357792817e+01,3.528172331390566541e+01,5.443351908518117455e+01,3.988784275941463875e+01,3.316624790348825513e+01,2.527291039819943919e+01,2.737590181164974013e+01,3.805890171826789015e+01,2.085377663633223477e+01,2.078845833629244311e+01,5.799862067326077408e+01,5.117812032500924602e+01,2.064558064084824096e+01,1.278186214915529177e+02,3.064375956051601335e+01,5.640283680806756195e+01,3.889884317045996909e+01,4.136278520601150177e+01,4.760840261975555165e+01,5.289688081535577879e+01,4.921300641087776739e+01,2.803711825415045311e+01,4.379223675488619705e+01,2.871375976775595618e+01,6.095900261653699204e+01,4.504397850987403729e+01,1.738965209548985058e+01,3.003198295158475162e+01,1.122825008627647776e+02,9.959759033231944159e+01
