nan,7.229276035676056154e+02,6.231965340083345382e+02,8.684554565433928701e+02,7.704604337667188929e+02,8.138444077340575404e+02,7.691800309420297026e+02,5.008485599460117896e+02,6.395661029166556091e+02,7.392390682316515722e+02,6.749382193949367093e+02,6.129922674879406941e+02,5.110045009586467017e+02,7.987260857139924610e+02,6.819685623252678397e+02,6.844348325443429530e+02,9.947005177439202726e+02,8.338280877974840450e+02,5.781497383896294195e+02,5.655312546623846401e+02,2.993630571730670340e+02,2.683087773442773027e+02,2.874266515130425432e+02,2.716624375948808847e+02,2.463412267566755247e+02,2.329885834113336216e+02,2.820723311492975540e+02,2.564149761617063064e+02,3.450924513808035385e+02,3.772292671572657810e+02,5.688997099665165251e+02
7.229276035676056154e+02,nan,1.336233512526866889e+02,3.685424263229346025e+02,3.272506073332638721e+02,2.614185915347244418e+02,3.629078119853561475e+02,2.183062069662871068e+02,1.557967907243939578e+02,2.315070625272432494e+02,1.058973087476801282e+02,1.514067369703332702e+02,2.255829780812277363e+02,2.699466613981375076e+02,1.498980987204531345e+02,1.675976133481429429e+02,2.793984967747732071e+02,3.221477921699684543e+02,2.350683304913748941e+02,3.145556866438730594e+02,3.468611249477276033e+02,3.841466386680977507e+02,3.630484265218478868e+02,3.828514072064946845e+02,4.286247776318974729e+02,4.538237543364185740e+02,4.167074753349363050e+02,4.234488871162602663e+02,3.329134422038378602e+02,3.332689004392571519e+02,2.839969013915236928e+02
6.231965340083345382e+02,1.336233512526866889e+02,nan,3.362703674128761691e+02,3.114638983895343927e+02,2.784048850146033374e+02,3.375630311512193202e+02,1.906061908753335672e+02,1.069676586636758202e+02,2.186708942680725727e+02,1.129658355432867154e+02,1.030324220815568026e+02,2.015781734216363930e+02,2.599855380593425593e+02,1.482020242776365251e+02,1.614325865493294430e+02,2.917870456342992043e+02,3.325811780603607986e+02,1.731514943626010563e+02,2.410739305690323988e+02,2.863829603869693869e+02,3.164005056886018679e+02,2.951932248545155062e+02,3.151304491793681564e+02,3.608022172880994844e+02,3.792864880271831680e+02,3.493740688717124954e+02,3.567838561370430739e+02,2.920249304425634023e+02,2.969015998609775693e+02,2.910807448114680938e+02
8.684554565433928701e+02,3.685424263229346025e+02,3.362703674128761691e+02,nan,1.058013232431291897e+02,1.804008869157784147e+02,9.044689049383288193e+01,4.299942325194625710e+02,2.629911025110789637e+02,1.600729833544628491e+02,2.939404021226295072e+02,2.842970277720123704e+02,4.294731656343581108e+02,2.146263730300069028e+02,3.944498954240029320e+02,4.022226249230615167e+02,3.967130953220514016e+02,3.791020970662041805e+02,3.351231415465002783e+02,3.162601460823097455e+02,5.611044822490624711e+02,6.118097743580144652e+02,5.708075682749835096e+02,5.994736357839340144e+02,6.612748898907274224e+02,6.787100706487327670e+02,6.540457476354380333e+02,6.822046613736796417e+02,6.017852108518445675e+02,5.898855482209947922e+02,5.037980547798804309e+02
7.704604337667188929e+02,3.272506073332638721e+02,3.114638983895343927e+02,1.058013232431291897e+02,nan,1.417547177345109901e+02,5.622952960855626969e+01,4.283167052544283138e+02,2.562992001548163898e+02,1.204425174098416988e+02,2.727199295981338878e+02,2.825639750569697526e+02,4.221124020921512852e+02,2.215837539170908030e+02,3.761971823392827901e+02,3.859552305643716181e+02,3.868194410833086181e+02,3.831787050450568586e+02,3.447932713960856290e+02,3.007672854550436909e+02,4.961457850269451342e+02,5.424115043027647971e+02,5.007511158250302969e+02,5.317402373339824635e+02,5.888039402041990797e+02,6.040123177551879508e+02,5.840402725839932145e+02,6.081277497368449758e+02,5.492671481164862826e+02,5.405665176460701105e+02,5.058140369740594338e+02
8.138444077340575404e+02,2.614185915347244418e+02,2.784048850146033374e+02,1.804008869157784147e+02,1.417547177345109901e+02,nan,1.375028726972635127e+02,4.535529076083658993e+02,2.650295077911130761e+02,1.535796861567269218e+02,2.481370589009227956e+02,2.984520061919454861e+02,4.480182139154867400e+02,2.677428617162413502e+02,3.463350978460115357e+02,3.591093426798981909e+02,3.523359760228703408e+02,3.893633778361933082e+02,4.142636841433246673e+02,3.970420632628155886e+02,5.359411908036038312e+02,5.786826418685928957e+02,5.416827115572405091e+02,5.655777930576899735e+02,6.203094711513064112e+02,6.374284587308601431e+02,6.180946205881398328e+02,6.349660778340729621e+02,5.690587315910249799e+02,5.637151053502102513e+02,5.143709167517124570e+02
7.691800309420297026e+02,3.629078119853561475e+02,3.375630311512193202e+02,9.044689049383288193e+01,5.622952960855626969e+01,1.375028726972635127e+02,nan,4.409215803291952511e+02,2.663264162639332540e+02,1.454075651402035305e+02,2.930539882001244791e+02,2.882662658030268972e+02,4.353023776640887945e+02,2.426216808119077086e+02,3.988820377003737008e+02,4.067647969035747337e+02,4.171397847244929267e+02,4.109627720365784285e+02,3.553265540316365332e+02,3.187912169430092604e+02,5.062636467296399019e+02,5.520010144918074957e+02,5.099730188941235838e+02,5.395779091104493546e+02,5.962117744560210895e+02,6.113565244601663835e+02,5.941922921075191653e+02,6.180078963896796722e+02,5.622277118748136218e+02,5.548888176923251194e+02,5.134703886301625744e+02
5.008485599460117896e+02,2.183062069662871068e+02,1.906061908753335672e+02,4.299942325194625710e+02,4.283167052544283138e+02,4.535529076083658993e+02,4.409215803291952511e+02,nan,2.136018726509608427e+02,3.310296663442761087e+02,1.960983426752822254e+02,1.853463784377835566e+02,7.862315180653799018e+01,2.383872479811034282e+02,1.654177741356682247e+02,1.793548438152935773e+02,3.710130994991930606e+02,2.880749902369185520e+02,1.553190265227885902e+02,2.569171072544637013e+02,1.832528308103496215e+02,1.929053653997336824e+02,1.964696414207437840e+02,2.031507814407827084e+02,2.214985327265269461e+02,2.378312006445040936e+02,2.071096328034733176e+02,1.988708123380851873e+02,1.802305190582269461e+02,1.990449195533555837e+02,1.936458623364113123e+02
6.395661029166556091e+02,1.557967907243939578e+02,1.069676586636758202e+02,2.629911025110789637e+02,2.562992001548163898e+02,2.650295077911130761e+02,2.663264162639332540e+02,2.136018726509608427e+02,nan,1.545538093998000591e+02,7.311470440344083954e+01,7.208994382019278646e+01,2.143122954942068361e+02,1.700936212795943163e+02,1.618310229838374994e+02,1.632534226287345120e+02,2.685194964988402262e+02,2.736716280508444470e+02,1.532449020358794769e+02,2.004115765119618686e+02,2.868370966245624345e+02,3.279214540099295618e+02,2.962912081044814272e+02,3.242411448289616942e+02,3.814215515672743777e+02,3.988008024064186543e+02,3.640074724507783799e+02,3.855653511403601215e+02,3.081812453735424242e+02,3.031134441096218666e+02,3.073317425844791728e+02
7.392390682316515722e+02,2.315070625272432494e+02,2.186708942680725727e+02,1.600729833544628491e+02,1.204425174098416988e+02,1.535796861567269218e+02,1.454075651402035305e+02,3.310296663442761087e+02,1.545538093998000591e+02,nan,1.685552728335828760e+02,1.827842443976115874e+02,3.250070768460278714e+02,1.794070232738996253e+02,2.739115185602710767e+02,2.801816553595047026e+02,3.223565727575750657e+02,3.207009822248657542e+02,2.746474103282231454e+02,2.782522596494000027e+02,4.202583967037430739e+02,4.665397732241091830e+02,4.278693258461109394e+02,4.584834130042129914e+02,5.164196742960255051e+02,5.341265767587260598e+02,5.069177448067896989e+02,5.288922763663508704e+02,4.562032880197213558e+02,4.478662300285527635e+02,4.076871349454109463e+02
