nan,3.222173179712005009e+01,1.170743353600423262e+02,8.841447845231461145e+01,6.310625959442582200e+01,4.680854622821499333e+01,8.829133592825733956e+01,5.450871489953389215e+01,1.065322486386236420e+02,6.887902438334411670e+01,7.601473541357880492e+01,1.080540605437782631e+02,1.029205518834560422e+02,9.316480021982627591e+01,1.832213961304674967e+02,6.599515133700062108e+01,8.339592316176387499e+01,4.775939698110737908e+01,5.290444215754446589e+01,2.828220642029312444e+02,5.546025603974710094e+01,1.899212468366787050e+02,1.257629516192885575e+02,2.682088738279742302e+01,3.512036446282206015e+01,8.172735160275210831e+01,8.430990451894975024e+01,5.901999661134653508e+01,6.665493230062062935e+01,6.176212431581238604e+01,9.051585496472876002e+01,1.259358566890044813e+02,1.366695284253231364e+02,6.167916990365073815e+01,6.591388321137276307e+01,7.094223001851929666e+01,1.004597431810420858e+02,6.813985617828166141e+01,8.057096251130388964e+01,4.645341752767608057e+01,6.341482476520173606e+01,2.991187055335329958e+01,4.606777615646577573e+01,2.927661182590611588e+01,3.002931900668892951e+01,6.014116726507189981e+01,9.380916799547651408e+01,8.560093457433779918e+01,9.578475870402257897e+01,2.581782330100684320e+01,3.563144678515549657e+01,2.869425029512739656e+01,2.524123610297763776e+01,2.607067317884255075e+01,2.317930111107820323e+01,3.185926552825746967e+02,4.047497992587609019e+02,4.678290285991944586e+01,3.267537298944602497e+01,2.995463236307552179e+01,3.609764535255891360e+01,8.488580564495967451e+01
3.222173179712005009e+01,nan,1.270760402278624355e+02,9.692966522174839383e+01,6.547549159801083363e+01,5.717342039789187425e+01,9.927658334169426269e+01,6.829348431581382783e+01,1.149135327104645938e+02,7.827234505238229190e+01,8.232034985348326472e+01,1.376168594322622312e+02,1.114199264045779501e+02,1.197704471061396703e+02,1.700729255348967115e+02,5.064227483050438394e+01,6.552678841512295094e+01,5.338913747204475868e+01,6.083551594257779982e+01,2.819415542271275967e+02,4.737932038346193053e+01,1.695414993445418474e+02,1.104999547511243208e+02,2.799428513090694537e+01,3.013038333645600986e+01,9.188514569832189238e+01,9.080969111278588457e+01,6.173621303575167474e+01,7.678958262681277347e+01,7.253688716788853696e+01,1.022999511241174844e+02,1.375203257704104658e+02,1.490744780302934203e+02,7.194219902112538989e+01,7.513401360231792125e+01,7.995298618562929960e+01,1.118699244658663048e+02,7.808713082185745691e+01,8.740160181602634282e+01,5.813363914285713463e+01,7.608416392389422356e+01,3.618618520922419179e+01,5.317142089499403568e+01,2.286307065957915441e+01,3.946846842728277238e+01,7.114717141251645671e+01,1.060188662456111928e+02,1.027641960996141108e+02,1.104854741583950357e+02,2.501519538186298774e+01,4.064480286578743318e+01,3.354996274200703965e+01,3.916324807773887073e+01,3.436975414526243355e+01,2.986101136937218214e+01,3.205128390564020151e+02,4.035351781443599180e+02,7.074348026491880148e+01,3.463870667334295206e+01,3.844372510571551516e+01,7.149041893852566432e+01,9.738583059150609245e+01
1.170743353600423262e+02,1.270760402278624355e+02,nan,3.120769135965744212e+01,7.034884505093289420e+01,7.251482607026275673e+01,3.052605444559325321e+01,6.652518320157773246e+01,2.386629422414198842e+01,5.348345538576970171e+01,4.578209256908704816e+01,2.110127958205407026e+02,1.912485294065455221e+01,2.040905681309158695e+02,3.011973439457849508e+02,1.727837955365014579e+02,1.934433250334399474e+02,8.295058770137140414e+01,6.704505947497894169e+01,4.001323780950467039e+02,9.059713019739373863e+01,3.045615865469607115e+02,2.413137376943020342e+02,1.113215163389203610e+02,1.092102559286823436e+02,4.015171229224346661e+01,3.956968536635486089e+01,6.765914572330687804e+01,5.145872132108898711e+01,5.678591374628130239e+01,2.714406012379058453e+01,1.362350909270105959e+01,2.585807417404636865e+01,5.865287716726579248e+01,5.330966141329197683e+01,4.804997398539330788e+01,2.379243577287988742e+01,5.081102242624830723e+01,4.397635728426470081e+01,7.326772823011538094e+01,5.502435824248195928e+01,9.964496976765168768e+01,7.581134479740197207e+01,1.256178331288909220e+02,1.032836869984795101e+02,5.640283680811241140e+01,2.631501472544240272e+01,4.157884077264573364e+01,2.056015564165167575e+01,1.166766471921386739e+02,9.666602298639371327e+01,1.045225334557317041e+02,1.030005825226609488e+02,1.368596361240238366e+02,1.126779481531303446e+02,4.373875169686612026e+02,5.241408970877888578e+02,7.467369014584869547e+01,1.440416606402474713e+02,1.062329515734499239e+02,8.578391457611944304e+01,3.998199594833720028e+01
8.841447845231461145e+01,9.692966522174839383e+01,3.120769135965744212e+01,nan,4.125821130394221825e+01,4.500133331349665866e+01,2.249977777675627877e+01,3.974921382860934926e+01,2.047046653099688385e+01,2.626328235376801956e+01,2.248910847494237331e+01,1.884097662012314629e+02,1.792428520189086072e+01,1.788644179259965199e+02,2.712156337676720455e+02,1.419459051892649200e+02,1.623798016995947648e+02,5.314132102240519373e+01,3.797051487672256087e+01,3.708269677356194620e+02,6.146608821127450284e+01,2.739722613696744133e+02,2.107312981025882266e+02,8.161470455748398933e+01,7.965224416170903510e+01,1.306598637731219092e+01,1.787064632282491417e+01,3.903844259180859666e+01,2.287006777429182591e+01,3.118717685192247657e+01,1.732050807563054917e+01,3.975323886191056033e+01,5.134354876709348758e+01,2.930665453437189072e+01,2.636361128525931719e+01,2.079230626951521899e+01,2.586116780043883523e+01,2.581782330078974752e+01,1.720929981151996913e+01,4.474103262099236389e+01,2.723527124877921679e+01,6.870109169431742657e+01,4.660300419501713520e+01,9.469276635523688412e+01,7.372380890864153002e+01,3.041315504850627960e+01,2.094564393859876716e+01,3.189231882436645904e+01,2.262741699790386107e+01,8.669209883252327131e+01,6.587989071028279398e+01,7.557671599112781280e+01,7.303807226374856043e+01,1.076646645840808816e+02,8.403332672217530330e+01,4.094894382032360909e+02,4.951633265903391816e+02,5.481167758780011212e+01,1.139045214204367369e+02,7.861501128919583437e+01,6.385859378342130555e+01,2.662329806774015495e+01
6.310625959442582200e+01,6.547549159801083363e+01,7.034884505093289420e+01,4.125821130394221825e+01,nan,3.446969683652233130e+01,4.532019417437902575e+01,3.606882310249351775e+01,5.674363400421478332e+01,2.056015564140783525e+01,2.620839560141261160e+01,1.643785874133407106e+02,5.476787379471755912e+01,1.531326222592688850e+02,2.374726931670369083e+02,1.095021460977123837e+02,1.290035658422033293e+02,2.892749557082699141e+01,2.000399960021834644e+01,3.383179569576524273e+02,3.348313008062191187e+01,2.399849995312286524e+02,1.793838342772036185e+02,5.090540246393744184e+01,5.029194766552304685e+01,3.424616766883075769e+01,3.465717818860783694e+01,2.394660727534369116e+01,2.761448895029031902e+01,2.702591349059667181e+01,4.703870746518136770e+01,7.931204196087276159e+01,8.934606874397994147e+01,2.492548896228055000e+01,2.306512518914347964e+01,2.662630278505469406e+01,5.386056071004831836e+01,2.850122804368529472e+01,3.440930106822522561e+01,2.865519150167564533e+01,3.026020489012198667e+01,4.025518600123746182e+01,2.143641761088818143e+01,6.331761208385421469e+01,4.502621458660172493e+01,2.523489647298436012e+01,5.071173434225779886e+01,4.972082058846106634e+01,5.177335221909853402e+01,5.726988737554751907e+01,3.893584466788699672e+01,4.840165286440358727e+01,4.413071492745795155e+01,7.623017775134741214e+01,5.600571399423980523e+01,3.784509479443764803e+02,4.617906018965653061e+02,4.195044695827122894e+01,8.218418339314166587e+01,4.868018077193477211e+01,5.202153400273141415e+01,4.398181442358481519e+01
4.680854622821499333e+01,5.717342039789187425e+01,7.251482607026275673e+01,4.500133331349665866e+01,3.446969683652233130e+01,nan,4.880491778501162514e+01,2.054458566138004016e+01,6.142572750882068533e+01,3.431850812606717938e+01,3.585749572973885790e+01,1.519889469665537547e+02,5.797378718005542453e+01,1.373183163310920349e+02,2.274315721266526396e+02,1.026450193628471652e+02,1.228924733252373755e+02,2.714111272595679125e+01,2.354230235122536286e+01,3.264835677335079822e+02,3.254043638310280073e+01,2.320837779768357620e+02,1.688980757735262443e+02,4.568413291282394084e+01,4.584670108077827422e+01,4.233391075740057374e+01,4.229799049596017824e+01,2.542439773126701397e+01,2.532666578934762214e+01,2.967827488255033330e+01,5.021553544465339769e+01,8.258619739402568882e+01,9.558660994094067576e+01,2.627241899774532996e+01,2.923285822511102339e+01,3.278780261010466290e+01,6.140749139962154146e+01,2.908470388368334980e+01,4.158076478373359919e+01,2.202543983674436134e+01,2.752744085461770496e+01,3.279268211046194637e+01,2.470303625046342688e+01,5.834380858331292785e+01,4.217108013778796050e+01,2.813680863213930650e+01,5.569201019890420667e+01,5.414351300014870816e+01,5.905793765438338028e+01,4.768731487511724509e+01,3.626789213620435248e+01,3.764677941083496648e+01,3.941167339763809707e+01,6.991080031014386975e+01,4.260516400635830792e+01,3.647361786277722899e+02,4.504603867156174601e+02,3.606438686590118436e+01,7.325571650055765360e+01,4.574538228063534007e+01,4.686661925079541646e+01,5.138248728900961737e+01
8.829133592825733956e+01,9.927658334169426269e+01,3.052605444559325321e+01,2.249977777675627877e+01,4.532019417437902575e+01,4.880491778501162514e+01,nan,4.278317426282848857e+01,3.076101428756918210e+01,3.037894007362912774e+01,2.819361629869708352e+01,1.851745122850328187e+02,2.437703837634687787e+01,1.756564829432328452e+02,2.699561445864973166e+02,1.416943188698862457e+02,1.618567267678522796e+02,5.555681776343367773e+01,4.296230906274815453e+01,3.698856039372174678e+02,6.370808425937578079e+01,2.730555987340381989e+02,2.095213592930353457e+02,8.365548398049217838e+01,8.114086516668986349e+01,2.546527046780321868e+01,2.845065904332656359e+01,4.105216194062271029e+01,3.032358817814365182e+01,3.362618027655517494e+01,1.805768534458996655e+01,3.865747017078626868e+01,4.989428825018207192e+01,3.739732610767741505e+01,3.095803611345341722e+01,2.591678992470314569e+01,2.864402206391134698e+01,2.858251213604832941e+01,2.582092174964994769e+01,4.696892589788846806e+01,2.868030683242501766e+01,6.993139495242289172e+01,4.963708291186730293e+01,9.461500938007253581e+01,7.348686957545939435e+01,3.137642427033510728e+01,2.475479751486144409e+01,3.183205931133007027e+01,2.519999999993758522e+01,8.600093022756202288e+01,6.643854303037191755e+01,7.524573077594349968e+01,7.364237910339447524e+01,1.069893452638471842e+02,8.339976019153057507e+01,4.074290122217718135e+02,4.940641253926359013e+02,5.277423613833160942e+01,1.139901750152339162e+02,7.605471714495082836e+01,6.341608628722892149e+01,2.885827437662480577e+01
5.450871489953389215e+01,6.829348431581382783e+01,6.652518320157773246e+01,3.974921382860934926e+01,3.606882310249351775e+01,2.054458566138004016e+01,4.278317426282848857e+01,nan,5.626082118136137922e+01,2.753615804715341397e+01,3.428119017750580610e+01,1.550679850904110992e+02,5.394960611541113593e+01,1.418150908754137447e+02,2.377248830055420967e+02,1.133031332311962700e+02,1.333938529318471353e+02,3.258220373145359616e+01,2.439016195093058670e+01,3.351957040297539834e+02,3.913055072439810544e+01,2.428787351745729097e+02,1.788594979306506332e+02,5.509700536327944320e+01,5.381300957943365404e+01,3.748706443561992074e+01,3.800000000009319479e+01,2.853769437105143325e+01,2.370485182427578863e+01,2.610134096175660190e+01,4.272891292797557128e+01,7.589360974417701300e+01,8.729444426762285048e+01,2.434748446948499279e+01,2.467063031206571111e+01,2.920821802152702773e+01,5.249152312526337738e+01,2.618701968548945302e+01,3.446041206957139025e+01,2.224230203916611970e+01,2.489979919601590197e+01,4.050283940667215177e+01,2.967288324387676823e+01,6.608721510245158015e+01,4.816305638140804746e+01,2.626632825513437552e+01,4.738438561384215575e+01,4.467840641743441665e+01,4.958870839209433967e+01,5.789922279268635208e+01,4.156344547796872746e+01,4.524599429782548299e+01,4.510787071014246408e+01,7.788812489723655119e+01,5.282120786200206908e+01,3.730338322458231914e+02,4.594046582262830611e+02,3.312280181370733345e+01,8.168133201654769948e+01,5.201384431092613880e+01,4.325736931457222312e+01,4.142656152765534472e+01
1.065322486386236420e+02,1.149135327104645938e+02,2.386629422414198842e+01,2.047046653099688385e+01,5.674363400421478332e+01,6.142572750882068533e+01,3.076101428756918210e+01,5.626082118136137922e+01,nan,4.271018613871873981e+01,3.466410246923769023e+01,2.089275472502221191e+02,1.562561998764121007e+01,1.989918591299669686e+02,2.897866801631880662e+02,1.605729740647130086e+02,1.813584296359038319e+02,7.140868294536191740e+01,5.407106435057407623e+01,3.925231203381512159e+02,7.823247407570441680e+01,2.925936431298530920e+02,2.307889078790406927e+02,9.934827628092652674e+01,9.833656491867586169e+01,2.752453451031326281e+01,2.818794068392224972e+01,5.597856732711696282e+01,3.748493030551631477e+01,4.800499973968747724e+01,2.473216529141455311e+01,2.955943165909760850e+01,3.820157064839764161e+01,4.296230906279340189e+01,4.081372318230737051e+01,3.641977484838509582e+01,2.529505880605866608e+01,4.266145801529127368e+01,3.716988027951967410e+01,6.470363204644223742e+01,4.453133728062812935e+01,8.769310121099066180e+01,6.341482476518345379e+01,1.146465873892401959e+02,9.232724408320397913e+01,4.863907893854808151e+01,2.438031993227673055e+01,4.307946146357189576e+01,2.117734638715256423e+01,1.059229908943262330e+02,8.568500452240269283e+01,9.485483646080288622e+01,9.336551826021668887e+01,1.260863196385985532e+02,1.037651193802980885e+02,4.291783778337239710e+02,5.148986696428775076e+02,7.205553413867421853e+01,1.331549473357415536e+02,9.656251860839950041e+01,8.333834651585286224e+01,3.823715470585427312e+01
6.887902438334411670e+01,7.827234505238229190e+01,5.348345538576970171e+01,2.626328235376801956e+01,2.056015564140783525e+01,3.431850812606717938e+01,3.037894007362912774e+01,2.753615804715341397e+01,4.271018613871873981e+01,nan,1.765899204383891430e+01,1.712714804046431141e+02,3.919795913052424652e+01,1.584878544242420446e+02,2.498082464611390776e+02,1.226115818346804787e+02,1.422746639426796094e+02,3.436277055196865859e+01,2.120377324903022043e+01,3.505330797513949506e+02,4.138598796684847514e+01,2.538238759455227580e+02,1.919508270364738678e+02,6.159220729930118665e+01,6.044369280574370862e+01,2.094564393854298601e+01,2.078076033259927513e+01,2.297825058616117033e+01,1.944016460837121585e+01,1.965298959444387705e+01,2.938026548543338734e+01,6.362892424049160667e+01,7.384091007019152642e+01,1.593486742976836723e+01,1.933287355758021775e+01,1.555892027108080455e+01,3.930394382259768093e+01,1.631195880306685808e+01,2.190525051241650800e+01,2.913417237554719108e+01,2.042351585778176570e+01,4.758150901349296191e+01,2.835489375740295515e+01,7.471546024754515258e+01,5.456152490525423815e+01,1.927900412365827165e+01,3.601555219649246453e+01,3.672383422248538665e+01,3.897281103557369164e+01,6.856004667444057077e+01,4.619956709761127200e+01,5.502290432171844259e+01,5.316239272256611770e+01,8.749948571276753739e+01,6.350433056099149809e+01,3.881609975255210543e+02,4.730398714696264051e+02,4.104241708288270019e+01,9.254101793253771291e+01,5.941716923567905440e+01,5.080787340558008225e+01,3.160253154413687682e+01
