nan,8.247569338901999458e+01,9.558075120024493287e+01,2.276523665591810754e+02,8.668840752950808337e+01,4.315974049968310169e+02,6.537277720885906263e+01,8.701907836788696216e+01,7.521170121724723856e+01,8.703102894944035484e+01,8.641388777273280652e+01,7.688953114697048363e+01,7.846323980056406810e+01,8.177334529049487344e+01,6.411489686492608087e+01,5.031262267066897920e+01,7.195887714519318479e+01,8.336234161776295082e+01,5.661519230742683817e+01,8.479999999999816396e+01,6.940086454792874804e+01,7.024414566352278655e+01,8.322595748920672065e+01,1.026761900344757237e+02,1.500746480922295518e+02,1.740634367120474906e+02,1.769578480881704934e+02,8.246308264919527176e+01,1.299913843299096925e+02,1.453332721712468185e+02,1.293095510780201209e+02,1.329607460869748650e+02,1.953532185555157241e+02,3.763185884327211284e+02,4.868624446391420975e+02,4.517316017282743701e+02,1.368760022794520808e+02,1.136577318090912456e+02,1.200439919363199692e+02,1.161440484915457461e+02,7.795383249072517629e+01,9.635683680976978849e+01,1.011565123953826912e+02,8.276424348714503765e+01,9.849426379238161644e+01,9.008174065814401388e+01,9.729624864297606734e+01,1.014818210321550822e+02,9.069068309367592917e+01,1.355634168940887605e+02,1.116365531535134608e+02,1.005345711682702330e+02,1.240890003182915677e+02,7.804819024161166396e+01,1.047190527077321036e+02,1.163573805136433776e+02,8.655818852067866942e+01,5.685490304273101714e+01,6.729398190031855620e+01,8.875314078949659802e+01,7.661644732040107897e+01,7.473473088197111736e+01,7.565712127753729987e+01,5.652043878106216113e+01,7.648895345086111774e+01,8.255713173309250408e+01,5.099019513599471765e+01,7.642722028168718396e+01,4.638448016315992817e+01,6.511651096302439612e+01,8.680829453450043331e+01,8.309031231139481122e+01,7.639581140352248667e+01,3.656711090583958139e+02,7.847649329575841648e+01,9.712013179562117671e+01,9.222060507280853869e+01,1.708819475544766533e+02,1.459029814637035827e+02,8.921524533400835821e+01,8.527226981844815157e+01,6.801999705978472832e+01,5.548044700611929869e+01,1.002971584841838109e+02,8.789539237072678191e+01,8.345250146032768157e+01,9.378272762080842995e+01,5.089125661651318921e+01,9.407401341498749048e+01,8.740526299943942945e+01,9.665112518742677139e+01,8.926006945993590591e+01,7.714194708464711425e+01,1.561076551614268055e+02,2.014388244604332669e+02
8.247569338901999458e+01,nan,4.119805820664780782e+01,1.555552634917895887e+02,3.705563384960133533e+01,3.552551758947367944e+02,6.352322409948693149e+01,4.041781785300929641e+01,5.284997634816847523e+01,3.820994634904824494e+01,6.281273756174518752e+01,6.316201390075124067e+01,6.603393067205381328e+01,4.547878626350236431e+01,7.651300543047726421e+01,7.723729669014770138e+01,5.240610651438777978e+01,7.708903942842043477e+01,7.536259018899831119e+01,5.349242937080611426e+01,6.819501448050488079e+01,8.127582666452929061e+01,7.523935140598638327e+01,3.801473398566579931e+01,1.662913106569177444e+02,1.804518772415500791e+02,1.862561676831193438e+02,5.335616178101167861e+01,1.415321871518986825e+02,1.593426496578933609e+02,1.300682897558132822e+02,1.272565911848781752e+02,2.898808030898241554e+02,2.955975642660129097e+02,4.010572029025346978e+02,3.652098574792452155e+02,1.381321106766948503e+02,1.039569141519492916e+02,1.231688272251005571e+02,1.035358874979720696e+02,1.080873720653498680e+02,1.097670260142001979e+02,1.064443516585313745e+02,9.760819637715746921e+01,8.784713996480068943e+01,9.855029172965043927e+01,1.013477182772259795e+02,1.101126695707910130e+02,1.110617846066181897e+02,1.540077920106512295e+02,1.188915472184365143e+02,1.122974621262593189e+02,1.353058757039140687e+02,9.732420048476632246e+01,1.072417829019702253e+02,1.288304311876636348e+02,6.480370359782014589e+01,7.017577929741372600e+01,8.493479852220953319e+01,9.819653761716031681e+01,1.050516063656338872e+02,8.070588578285665449e+01,1.039823061871229157e+02,7.667072453024798051e+01,9.411482348703707146e+01,1.064691504615043129e+02,9.685287811936413505e+01,1.027665315168682554e+02,8.517276560029596055e+01,1.000551847731787518e+02,1.185323584512272816e+02,1.104594043076560581e+02,1.144202779231154778e+02,2.935037989532796701e+02,1.058224928831504315e+02,1.358805357657872719e+02,1.227954396547522293e+02,2.335236176492448408e+02,1.914136881207600709e+02,1.233259096865107409e+02,1.079073676817373126e+02,1.006180898248517224e+02,1.023984374880687085e+02,1.159937929373852512e+02,9.984708308206501215e+01,9.485567985103249100e+01,1.016629726104840188e+02,8.368608008498078732e+01,1.210487505098535905e+02,1.113409179053487037e+02,1.087830869207054292e+02,1.091611652557803183e+02,8.471410744379460311e+01,1.138075568668493815e+02,1.427265917760304603e+02
9.558075120024493287e+01,4.119805820664780782e+01,nan,1.246486261456557258e+02,3.484594667956167058e+01,3.229080364438077595e+02,7.489192212781709657e+01,3.253060097805821016e+01,5.668297804454523714e+01,3.460173406059341517e+01,4.101316861688639648e+01,7.412961621369690590e+01,5.168210522019131048e+01,6.318227599574584019e+01,8.445590565493451152e+01,8.805725410206621007e+01,7.488764918196194742e+01,9.607247264432672296e+01,8.800181816307635074e+01,6.709396396100949289e+01,7.870044472558758741e+01,9.024677279550508047e+01,8.223478582693965677e+01,3.427885645688531469e+01,2.021809090888728235e+02,2.130382125347366298e+02,2.157802585965623052e+02,5.068333059298004173e+01,1.841495044793685736e+02,1.963743364088088867e+02,1.574882852786144838e+02,1.707658045394403246e+02,3.449213243625565042e+02,2.644632299583441295e+02,3.693178576781835432e+02,3.336865595135482181e+02,1.645682837001044732e+02,1.121741503199132239e+02,1.523763761217403214e+02,1.202184677992907069e+02,1.234011345166818643e+02,1.341932934240507791e+02,1.469655742002255749e+02,1.225110607251644410e+02,1.184486386583020163e+02,1.349885921105754392e+02,1.396601589573747901e+02,1.444814174902777495e+02,1.587249192786262881e+02,2.088735502642297206e+02,1.649247100952313474e+02,1.526695778470408413e+02,1.860645049438470835e+02,1.305753422358259002e+02,1.476319748564341694e+02,1.778039369642680754e+02,7.501679811878274506e+01,8.077425332371355182e+01,9.684544387835109092e+01,1.202517359541753734e+02,1.215967104818497688e+02,9.506292652764366835e+01,1.230720114404595336e+02,8.862776088784193007e+01,1.117196491221992574e+02,1.188074071764574171e+02,1.052372557605310988e+02,1.233187739154266893e+02,9.424054329219289627e+01,1.129382131964937770e+02,1.327831314587908196e+02,1.329818032664331326e+02,1.300184602277784620e+02,2.609720291525352422e+02,1.301555991880326815e+02,1.707212933409210507e+02,1.493355952209575150e+02,2.583656323894566640e+02,2.185958828523327497e+02,1.471902170662411606e+02,1.370307994576596400e+02,1.231019090022556384e+02,1.063819533567700546e+02,1.434578683795196241e+02,1.221009418473133081e+02,1.143559355695931998e+02,1.241341210143348235e+02,1.009039146911549665e+02,1.503734019034070570e+02,1.362961481480303405e+02,1.340799761336717495e+02,1.302846115241455607e+02,1.017479238117649487e+02,9.572544071456189840e+01,1.166279554823847349e+02
2.276523665591810754e+02,1.555552634917895887e+02,1.246486261456557258e+02,nan,1.454774209284653921e+02,1.528832234092254794e+02,1.925301015425752666e+02,1.312829006382697514e+02,1.708880335190205813e+02,1.358628720438138657e+02,1.142229399026298040e+02,1.820320850839430307e+02,1.173998296421443257e+02,1.765903734635421927e+02,2.077475390949515770e+02,2.159425849618528446e+02,1.851403791721320999e+02,2.123792833588015583e+02,2.137823191940734375e+02,1.773132820743815614e+02,1.943292052163125163e+02,2.068877956768074853e+02,2.030696432261560176e+02,1.260222202629252735e+02,3.586583889999081975e+02,3.599119892418146378e+02,3.502001713306186161e+02,1.383601098582983866e+02,3.553652768631177423e+02,3.626859798779276503e+02,3.116197683074589690e+02,3.425509013270932996e+02,5.750314078378720524e+02,9.915402160270704712e+01,1.800573242053447416e+02,1.456368085341177618e+02,3.238495947195328313e+02,2.819563086721148579e+02,3.247534449393925229e+02,2.737970050968310147e+02,3.136359673251878348e+02,3.183341640477885903e+02,3.569743968410052730e+02,3.167381252707069734e+02,3.194437665693167787e+02,3.335189349947094684e+02,3.409147694072453305e+02,3.339367604801838070e+02,3.775794485932727298e+02,4.160298066244678807e+02,3.657876979888524147e+02,3.594787337242582339e+02,3.854588953442293473e+02,3.315845593510029516e+02,3.417552340491872656e+02,3.754873100385824500e+02,1.766220824245743302e+02,2.115516012702317994e+02,2.520472971487712073e+02,2.546822333811160206e+02,2.797404511328678041e+02,2.270545308951288916e+02,2.697278628543849663e+02,2.139196110691933086e+02,2.673095583775256046e+02,3.019464853248100553e+02,2.576049688961621200e+02,2.940737322509341993e+02,2.369317201220719085e+02,2.703967455425332105e+02,3.173049006870282938e+02,2.912071427695454418e+02,2.881680065517515459e+02,1.169499038050019095e+02,2.943483650370837950e+02,3.742503974613853757e+02,3.339468221139361503e+02,4.527833919215653964e+02,4.134843165103173988e+02,3.296482974322779569e+02,3.423065292979488277e+02,2.876016689798674975e+02,2.607883432977821485e+02,3.181710231935113598e+02,2.819943261840489868e+02,2.767656047994498749e+02,2.860841834146155520e+02,2.313988764017661026e+02,3.448526641915338473e+02,2.982814778024329030e+02,2.981712259759423773e+02,2.890995676233465019e+02,2.213077495254047733e+02,7.915958564823102961e+01,6.524170445361318116e+01
8.668840752950808337e+01,3.705563384960133533e+01,3.484594667956167058e+01,1.454774209284653921e+02,nan,3.529627742411383906e+02,6.433039716963486399e+01,4.775772188864652890e+01,5.669850086200094097e+01,2.818794068371321160e+01,6.513984955471383387e+01,6.452410402319473803e+01,7.397945660786194821e+01,4.995357845034935451e+01,6.962872970262768035e+01,7.864960266904907371e+01,4.938663786894666430e+01,7.915251101513943865e+01,7.709630341335669357e+01,5.482043414630268074e+01,7.084179557297423457e+01,7.738733746549043246e+01,6.637228337193647576e+01,4.024524816677953964e+01,1.755321053254820072e+02,1.881845902299499471e+02,1.946693607119325122e+02,4.691439011650120960e+01,1.528062825933706108e+02,1.648543599666120372e+02,1.344345193765948636e+02,1.372495537332828235e+02,3.041299722158359486e+02,2.936019073507489452e+02,3.986428978421730562e+02,3.626718627078606687e+02,1.370237935542773187e+02,1.030502789903436565e+02,1.280656081858055586e+02,1.027618606293498829e+02,1.163119942224822267e+02,1.201931778430807043e+02,1.243144400300948007e+02,1.130727199636795604e+02,1.052425769353884419e+02,1.154968397836022973e+02,1.224921221956756909e+02,1.204345465387937679e+02,1.281155728239006635e+02,1.762657085198374318e+02,1.387533062669261881e+02,1.290097670721148404e+02,1.575106345616100327e+02,1.163518800879071335e+02,1.248211520536384711e+02,1.511142614050786506e+02,5.944812865013441439e+01,6.233714783330817255e+01,8.219099707378580888e+01,9.857383019840582961e+01,1.076810103964287890e+02,7.719792743329297480e+01,1.084944238198341537e+02,7.411558540556752916e+01,9.489868281486815249e+01,1.113229536079367819e+02,9.710530366566010230e+01,1.053907016771867120e+02,8.627027297978833076e+01,1.012300350686491015e+02,1.278793181088819182e+02,1.159351542889105389e+02,1.170688686200767421e+02,2.914147559750410323e+02,1.142936568668896200e+02,1.526459956893793901e+02,1.379443365999864000e+02,2.393437695031897761e+02,1.994977694110764048e+02,1.341217357477787289e+02,1.205799319953166133e+02,1.077203787590325987e+02,1.036378309306529530e+02,1.220642453792464437e+02,1.038175322380648424e+02,9.612575097243610855e+01,1.002540772237596798e+02,8.807542222431727907e+01,1.362251078179193939e+02,1.159544738248672076e+02,1.108014440338835414e+02,1.098944948575435916e+02,8.432223905939331132e+01,1.037697451090633933e+02,1.273992150682119444e+02
4.315974049968310169e+02,3.552551758947367944e+02,3.229080364438077595e+02,1.528832234092254794e+02,3.529627742411383906e+02,nan,4.026084946942884812e+02,3.280148777113676033e+02,3.793767520552652854e+02,3.429262311343315446e+02,3.012140766962728549e+02,3.943843810294662831e+02,2.921251786477839119e+02,3.870119378003649899e+02,4.182812450971183580e+02,4.200125712404322940e+02,3.916067415150075135e+02,4.209035994144006736e+02,4.244491960176168277e+02,3.891909557016936105e+02,4.033037564912931430e+02,4.218244184491990154e+02,4.192755657082828975e+02,3.311949274973798083e+02,5.703280459525016113e+02,5.730165791667806161e+02,5.625376787380504311e+02,3.427918318746878867e+02,5.727043216180517220e+02,5.765823445094367798e+02,5.268349267085501424e+02,5.573174319900606406e+02,7.710305830510294527e+02,8.197658202189964527e+01,7.317376579075913412e+01,5.821614896233878511e+01,5.428853285915932929e+02,5.005126971416397055e+02,5.428732448739898473e+02,4.947893289067528144e+02,5.183185121139258626e+02,5.312739406370327515e+02,5.685013280547317436e+02,5.262005701251255232e+02,5.353757558948746009e+02,5.487100509376613218e+02,5.521217257091020656e+02,5.482020065632639216e+02,5.874367370194058822e+02,6.292100444207824239e+02,5.804884839512405961e+02,5.689061785567092784e+02,5.999814663804240809e+02,5.401475354012072785e+02,5.583168992606337042e+02,5.884149556223104582e+02,3.894007704152723477e+02,4.243277978167366200e+02,4.624619335686077193e+02,4.686513416176180158e+02,4.879854096179415706e+02,4.403249709021811782e+02,4.765321395247195824e+02,4.231094421068808060e+02,4.796543755663989828e+02,5.067818465572835862e+02,4.637732204429115654e+02,5.027735872139496678e+02,4.411154950803773431e+02,4.783612024401750205e+02,5.165401823672449382e+02,4.985378621529119982e+02,4.891092311539312050e+02,5.932554255965229117e+01,5.000932713004615380e+02,5.700886948537063290e+02,5.357259000645839251e+02,6.230481201319859110e+02,5.952458315687608774e+02,5.314472316232319145e+02,5.424175513384653868e+02,4.926740098685828571e+02,4.608588504086665694e+02,5.319855637139129385e+02,4.948509270477225073e+02,4.874196549176065787e+02,4.988689607502262220e+02,4.392367926301344596e+02,5.471789469634074976e+02,5.062762882063490224e+02,5.091542791728252269e+02,5.002903157167933728e+02,4.334793189991758027e+02,2.387829139616400482e+02,2.069086755068469188e+02
6.537277720885906263e+01,6.352322409948693149e+01,7.489192212781709657e+01,1.925301015425752666e+02,6.433039716963486399e+01,4.026084946942884812e+02,nan,5.703753150338587119e+01,4.710668742329472991e+01,6.779380502669459929e+01,7.763195218466410097e+01,5.285300369902768836e+01,7.830197954075897826e+01,4.509368026674749785e+01,5.664344622279833885e+01,6.133840558732877213e+01,3.803997896949032764e+01,4.141497313776640254e+01,4.987504385961189257e+01,4.992955036858485585e+01,5.627077394169727853e+01,5.444116089860931140e+01,6.079868419632917664e+01,7.673330437301970619e+01,1.446452211447208072e+02,1.594761424163412471e+02,1.636635573363587639e+02,7.038749889003074145e+01,1.342081964710041291e+02,1.414292756115451937e+02,1.065712906931285602e+02,1.301887859994368171e+02,2.509572075075447515e+02,3.450708912672928932e+02,4.515677579278757889e+02,4.158007215000936299e+02,1.170087176239539559e+02,9.093910050147248114e+01,1.079029193302774132e+02,8.624986956510274183e+01,9.283878499857203792e+01,9.753768502479735503e+01,1.049129162686656400e+02,9.826739031842434713e+01,9.273877290537194540e+01,9.529575016763602946e+01,9.951964630157596048e+01,1.019576382621557116e+02,1.080910727118633901e+02,1.551922678486261304e+02,1.144447464936504559e+02,1.091904757751325690e+02,1.310523559498081454e+02,9.092326434967402804e+01,1.118692093472345448e+02,1.275667668321580237e+02,5.480145983462075066e+01,6.035760101269479350e+01,6.097212477849105028e+01,8.205169102453183427e+01,8.536416109824953935e+01,6.323922833171138080e+01,7.970445407880403366e+01,5.792961246207980963e+01,6.314427923420407751e+01,9.760737677041255722e+01,6.396499042441699601e+01,7.619133809037245442e+01,6.730943470272669060e+01,6.923929520147211747e+01,1.138679937471308818e+02,8.087323413841632203e+01,8.826958706142515609e+01,3.392502321296272498e+02,8.287050138615404649e+01,1.345225631632272041e+02,1.156207593817032233e+02,2.151888472946555169e+02,1.820443901909746671e+02,1.122447326158765009e+02,1.155383918877858065e+02,7.078869966314766771e+01,8.060967683840677012e+01,9.563179387632784767e+01,7.369233338685690171e+01,7.283625470873509755e+01,8.155685133698574418e+01,6.443229004164737717e+01,1.205885566709853123e+02,8.159019548936974786e+01,8.699149383712844497e+01,8.350904142666362873e+01,6.658167916183049329e+01,1.307308685812287763e+02,1.698234377228043570e+02
8.701907836788696216e+01,4.041781785300929641e+01,3.253060097805821016e+01,1.312829006382697514e+02,4.775772188864652890e+01,3.280148777113676033e+02,5.703753150338587119e+01,nan,5.139649793517582310e+01,4.838512168014293024e+01,4.391446231023994073e+01,6.275667295188916484e+01,5.976754972387026754e+01,5.041587051717007739e+01,7.302273618537326172e+01,8.045371340095174162e+01,6.269928229255368279e+01,7.569095058196450054e+01,6.917340529422368434e+01,5.747903965800072257e+01,6.534707338504256313e+01,7.669263328380854716e+01,7.045906613062678048e+01,3.301151314321946018e+01,1.747670449484032815e+02,1.878190618653877095e+02,1.897366596101092853e+02,6.152072821415583803e+01,1.575324728429138759e+02,1.720506902049646669e+02,1.326209636520588049e+02,1.455774707844855982e+02,3.269262913869341105e+02,2.672957912126851738e+02,3.717343137241998647e+02,3.357208364102435780e+02,1.420050703320129060e+02,9.834795371537171604e+01,1.303815937930152700e+02,1.004557614076609156e+02,1.107978339138876578e+02,1.176700471657996871e+02,1.283102490060888954e+02,1.088867301373516057e+02,9.930961685557691965e+01,1.141360591574509442e+02,1.198198647971481279e+02,1.226442008413018812e+02,1.397265901680892455e+02,1.849237680775455885e+02,1.395690510106004183e+02,1.324229587344652543e+02,1.621273573460075852e+02,1.117182169567935404e+02,1.264936362035262789e+02,1.551118306255150401e+02,7.040909032221804864e+01,7.237679186033885514e+01,7.735838674640203294e+01,1.014368769234746850e+02,1.038067435188948053e+02,7.910499352130372586e+01,1.047694611993600091e+02,7.960803979498756178e+01,8.976324414811701047e+01,1.093705627671804734e+02,9.121841919265683885e+01,1.073573472100948294e+02,8.530697509580062388e+01,9.768193282284239842e+01,1.269544800312960859e+02,1.132932478129076230e+02,1.167684889000444315e+02,2.673481625147499017e+02,1.120978144300341768e+02,1.576055836574558384e+02,1.362996698455111755e+02,2.527572748705694323e+02,2.096118317271295837e+02,1.349500648388259947e+02,1.255458481989613517e+02,1.059328088932593346e+02,9.808486121719622020e+01,1.250459115685544020e+02,9.932733762674861566e+01,9.343061596708442096e+01,1.025022926573029309e+02,8.734666564902990160e+01,1.381037291314201525e+02,1.151868047998164997e+02,1.111121955502994467e+02,1.090988542561323271e+02,8.530416168042593483e+01,9.457864452399014965e+01,1.180664219836659754e+02
7.521170121724723856e+01,5.284997634816847523e+01,5.668297804454523714e+01,1.708880335190205813e+02,5.669850086200094097e+01,3.793767520552652854e+02,4.710668742329472991e+01,5.139649793517582310e+01,nan,5.182431861591474842e+01,6.488636220348301720e+01,3.524315536387123160e+01,6.912481464713732748e+01,3.095803611326192950e+01,4.806162710515074821e+01,5.298452604298412183e+01,3.757020095758042544e+01,7.677395391664757085e+01,6.432666632124178818e+01,3.334426487418106433e+01,4.000999875033582498e+01,6.121045662300996781e+01,6.432417896874848395e+01,5.970594610255273693e+01,1.875419952970574116e+02,2.014193635179973683e+02,2.045631442855845989e+02,5.118749847379906015e+01,1.662383830527812449e+02,1.836187354275029406e+02,1.474622663599252803e+02,1.507389796966933204e+02,2.752156972267350170e+02,3.189796231736537493e+02,4.298263835550375802e+02,3.941092234393977947e+02,1.545087699776148042e+02,1.142950567610320860e+02,1.436339792667338315e+02,1.136936233920004611e+02,1.100232702658639141e+02,1.245844292036719736e+02,1.270401511334074769e+02,1.070020560550861290e+02,1.143993006971615927e+02,1.193301303108138569e+02,1.225391366053853659e+02,1.282840598047914114e+02,1.260977398687241333e+02,1.730068206747934596e+02,1.428464910314615679e+02,1.277434929849707004e+02,1.601049655694957607e+02,1.084575492992629790e+02,1.347168883251058560e+02,1.522797425792577712e+02,4.757814624388720404e+01,5.735782422649696599e+01,7.594313662209557947e+01,1.008563334650086603e+02,9.994478475643289528e+01,7.169490916377321810e+01,1.036933941965055794e+02,5.928237512108331231e+01,9.177973632554135008e+01,1.035969111508434821e+02,8.090784881577801002e+01,1.052836169591336528e+02,7.442687686579166950e+01,9.509405869977435088e+01,1.136359098172551114e+02,1.102861732040875040e+02,1.118298707859341050e+02,3.161422464650747202e+02,1.114651515048862933e+02,1.308397493118796717e+02,1.323782459469620676e+02,2.009807951024201884e+02,1.654269627358028174e+02,1.273250957195926105e+02,1.017856571427811900e+02,9.722715670017132084e+01,8.354064878851313836e+01,1.273382896068739285e+02,1.023484245115648434e+02,9.555061485928806064e+01,1.045255949516141385e+02,6.866964394839962438e+01,1.286999611499797709e+02,1.137850605308015162e+02,1.170818517106956875e+02,1.129226283788543839e+02,6.871157107792485874e+01,1.016558901392731258e+02,1.430708915188433537e+02
8.703102894944035484e+01,3.820994634904824494e+01,3.460173406059341517e+01,1.358628720438138657e+02,2.818794068371321160e+01,3.429262311343315446e+02,6.779380502669459929e+01,4.838512168014293024e+01,5.182431861591474842e+01,nan,5.687600548562063807e+01,6.327211075978475208e+01,6.871273535526376008e+01,5.473426714588852349e+01,6.908082223020851131e+01,7.187767386330433794e+01,5.501708825441931339e+01,8.709443150971009118e+01,7.956381086903888900e+01,5.639432595565777717e+01,6.833798358161163833e+01,7.815676554209431970e+01,7.337683558180235366e+01,4.085878118590159858e+01,1.867284659606088439e+02,2.004618666978930150e+02,2.061133668639703558e+02,3.430685062782371375e+01,1.662643678001875287e+02,1.782986259060753582e+02,1.468375973652643154e+02,1.496310128282084406e+02,3.136512713189478063e+02,2.837838614157010966e+02,3.903028567663767490e+02,3.549454042525339332e+02,1.520878693387511476e+02,1.122661124293260713e+02,1.425184900284620539e+02,1.128822395242267618e+02,1.193106868641710889e+02,1.299821526210463958e+02,1.338817388593363376e+02,1.177645107831661306e+02,1.148620041615244958e+02,1.246890532484940479e+02,1.305753422358356772e+02,1.330978587355773755e+02,1.408817944235246671e+02,1.917439959946462977e+02,1.512703540023907749e+02,1.373526847207577646e+02,1.701298327748602048e+02,1.232038960422973446e+02,1.371410952267918049e+02,1.631073266287973809e+02,6.189281056801195291e+01,6.620332317941821998e+01,8.818616671567096432e+01,1.064901873413362949e+02,1.082234725002444975e+02,8.054911545135013284e+01,1.107422232033008100e+02,7.537851152685540512e+01,1.005106959481596647e+02,1.114220803970421514e+02,9.639087093706461928e+01,1.097108928046587266e+02,8.284346685162645940e+01,1.023945311039080366e+02,1.266781749157993318e+02,1.182688462782571293e+02,1.180515141791727558e+02,2.811940255410943905e+02,1.160896205523818452e+02,1.551004835582751014e+02,1.422915317227283083e+02,2.389212422535842677e+02,2.003664642598527621e+02,1.370214581735087620e+02,1.239825794214968795e+02,1.063390803044856909e+02,9.906119320906395842e+01,1.304877005697959476e+02,1.104919906599848929e+02,1.036478653905413267e+02,1.083283896307717526e+02,8.972223804602725750e+01,1.397426205565081148e+02,1.203661081866386837e+02,1.202776787271915850e+02,1.165614001288441983e+02,8.595161429551785659e+01,9.866225215349113853e+01,1.184101347013340018e+02
