nan,2.263388610027144523e+02,1.930222785069128975e+02,2.034345103466894784e+02,2.058694732105653600e+02,5.869105553658158669e+01,1.741677352439140520e+02,1.868269787798768959e+02,1.492091150030774998e+02,1.534342856078660304e+02,1.133412546251243782e+02,1.849389088321044881e+02,1.738817989325217752e+02,1.970035532674492060e+02,1.835952069090884606e+02,2.033405026058526914e+02,4.121215354722448865e+02,4.009229352381991589e+02,3.040521007985198025e+02,3.327759606702234692e+02,2.127545064152984082e+02,2.236976530945460127e+02,1.774995211260857957e+02,6.813633391957934293e+01,7.450208050787446723e+01,2.431141295770656541e+02,2.479080474692166831e+02,2.704103548313231045e+02,3.743643145386579363e+02,3.384007092191111497e+02,4.368798461814959921e+01,7.809327755958469197e+01,8.883873029256035636e+01,1.259212452288257253e+02,1.380110140532383980e+02,6.342617756106130855e+01,2.308589179564230562e+02,1.688994967429233611e+02,1.516590913859316174e+02,1.048297667649943037e+02,1.358322494844875905e+02,1.106938119319098064e+02,1.229965853185039890e+02,1.234776093062719440e+02,1.305208029396019640e+02,1.792276764341602302e+02,1.705187379732466297e+02,1.872683635855128728e+02,1.381674346580939527e+02,1.134372072998931458e+02,1.105860750727816963e+02,1.227758933993477655e+02,1.272069180509148651e+02,1.326607703882157807e+02,1.487768799242610953e+02,1.909785328250286796e+02,1.474128895313788803e+02,1.417908318616078702e+02,1.679819037872377123e+02,1.245169867929746204e+02,1.299692271270775734e+02,1.600989693908344123e+02,7.702570999358465542e+01,8.988259008286080132e+01,1.090849210478407514e+02,1.164061854027140583e+02,8.517746180771320041e+01,1.206004975114188511e+02,8.325959404177260126e+01,1.061561114584486063e+02,1.172450425391029256e+02,1.061787172648733701e+02,1.197744547055000766e+02,1.006172947360547596e+02,1.132452206497210625e+02,1.332540430906726669e+02
2.263388610027144523e+02,nan,7.661122633142790050e+01,7.522446410579129861e+01,9.061037468197781664e+01,2.398165965899839023e+02,7.163574526727533964e+01,6.541314852534509328e+01,1.063142511613179835e+02,9.392507652385077677e+01,1.229822751456685097e+02,1.079785163817307421e+02,8.915694027943747813e+01,8.422446200478577794e+01,7.572899048583472847e+01,1.186241122200397484e+02,3.488415112913039025e+02,2.625828631118168346e+02,2.223618672344622382e+02,1.965339665299694616e+02,1.562060178098001018e+02,1.533064904039937346e+02,1.321368987073799417e+02,2.244983741589275041e+02,2.452857924952108988e+02,5.413621338808342216e+02,5.458169656578999138e+02,5.687686348595622121e+02,6.735097326691151238e+02,6.385595038835562036e+02,2.891454997055918170e+02,2.990074246569650427e+02,3.174306853472136254e+02,4.046062777565194892e+02,4.265299989449903251e+02,2.545499558043691479e+02,1.333350666553851624e+02,1.215545967868081192e+02,1.298417498342006411e+02,1.717998835854884305e+02,1.355911501536689627e+02,1.666099636876516854e+02,1.742503945476247225e+02,1.554117112704329600e+02,1.454977663058765245e+02,1.088992194646413907e+02,1.125756634446008349e+02,1.231915581523470280e+02,1.562945936365166801e+02,1.693233592863059869e+02,1.588216609911930846e+02,1.392143670746756925e+02,1.510030463269166603e+02,1.337615789380429305e+02,1.472130429004065206e+02,1.172784720227981978e+02,1.220590021260387630e+02,1.516580363845306181e+02,1.050889147341011522e+02,1.579002216590958199e+02,1.254916730305252059e+02,1.049914282215718231e+02,1.938510768605820260e+02,1.632970299791055595e+02,1.439572158664043684e+02,1.620266644721946818e+02,1.660409588022972400e+02,1.406914354180439375e+02,1.773295237685769052e+02,1.400337102272216896e+02,1.738495901634582026e+02,1.688388580866268569e+02,1.533555346246080546e+02,1.782667663924429462e+02,1.614573627927716473e+02,1.791446343042088358e+02
1.930222785069128975e+02,7.661122633142790050e+01,nan,4.214641147245234976e+01,5.953284807569241366e+01,2.045799599178902213e+02,5.522897790112536143e+01,4.049296235147466660e+01,6.053098380167681114e+01,7.682707855950829412e+01,9.106393358520820414e+01,1.114529497141912771e+02,8.145673698350367431e+01,8.601674255626740262e+01,6.222539674438089463e+01,1.143160531159811342e+02,3.234714206850360370e+02,2.478457584870288883e+02,2.107586297165529459e+02,1.854270746142740052e+02,1.525867622043537324e+02,1.517819488608174083e+02,1.400668411865914891e+02,1.884029723756790986e+02,2.072822230679552433e+02,4.854996601440564632e+02,4.895700971260517349e+02,5.124366887723764421e+02,6.164750116590363405e+02,5.809099069563275179e+02,2.509779273163263156e+02,2.566731774066020648e+02,2.606069837897487673e+02,3.466583332331729252e+02,3.694203026364231732e+02,2.185215778819109573e+02,1.222378010273465776e+02,1.264430306502063530e+02,1.102498979591524630e+02,1.445616823366653136e+02,1.192208035538207440e+02,1.366783084472253336e+02,1.465796711689607150e+02,1.308250740492926525e+02,1.267179545289634461e+02,1.187939392393476510e+02,1.254387499938044357e+02,1.180196593792438051e+02,1.517450493426494518e+02,1.434561954047434824e+02,1.438549269229394554e+02,1.238709005376221342e+02,1.351343035650187403e+02,1.176006802701792395e+02,1.464081964918297274e+02,1.160827291202835880e+02,1.214854723825125546e+02,1.422279859943336078e+02,1.126182933630750114e+02,1.350821971985623122e+02,1.116988809254924035e+02,1.017636477333640812e+02,1.649227698046014439e+02,1.381216854805833805e+02,1.220753865445189348e+02,1.278836971626714245e+02,1.423634784626490557e+02,1.162803508766217817e+02,1.550860406354798329e+02,1.131681934113895380e+02,1.331927925978107226e+02,1.417637471288141455e+02,1.168315026010125450e+02,1.514188891783804536e+02,1.223967319825701878e+02,1.434807304135190975e+02
2.034345103466894784e+02,7.522446410579129861e+01,4.214641147245234976e+01,nan,3.065420036479930488e+01,2.201515841415081240e+02,7.060878132352149805e+01,5.157053422258678665e+01,6.604967827323605434e+01,8.772320103597914454e+01,9.903292381823769119e+01,1.358151685196056064e+02,1.065930579352803989e+02,1.110509792842894683e+02,8.197072648202625089e+01,1.319866659932206971e+02,3.564536435499024947e+02,2.682231906453967554e+02,2.367060624487910729e+02,2.141681582308645488e+02,1.698441638679501295e+02,1.647495068278142298e+02,1.538497968799043463e+02,2.050014634094519579e+02,2.197587768440573655e+02,4.889271520380116272e+02,4.935155519332652148e+02,5.147696960777813047e+02,6.160580492128921151e+02,5.811068060176301060e+02,2.567208600795918301e+02,2.632227953654597172e+02,2.635089372298440367e+02,3.508720564536174038e+02,3.720352671454705842e+02,2.317716117215458951e+02,1.297196978102847709e+02,1.332984621066261468e+02,1.183520173043492321e+02,1.562587597544640232e+02,1.323734112275386394e+02,1.450892139341126210e+02,1.712826903104769656e+02,1.513396180780192708e+02,1.509643666565158640e+02,1.171002988894066732e+02,1.243440388599380952e+02,1.268239724973123970e+02,1.593300975961313668e+02,1.663975961364922114e+02,1.625107996411435067e+02,1.468419558573242796e+02,1.575720787449397164e+02,1.371195099174534562e+02,1.536249979657974905e+02,1.263075611354583998e+02,1.365160796390415783e+02,1.589258946805004484e+02,1.186490623646466247e+02,1.603012164645408859e+02,1.322149764588145047e+02,1.246389987123111354e+02,1.793432463183535504e+02,1.538503168667642171e+02,1.272704207583769005e+02,1.499215795007298766e+02,1.564501198465304412e+02,1.332408345816033943e+02,1.727708308713779957e+02,1.284641584256356452e+02,1.590164771336531828e+02,1.609044436925325954e+02,1.400582735863978030e+02,1.672210513063785129e+02,1.396000000000328782e+02,1.686041517875910927e+02
2.058694732105653600e+02,9.061037468197781664e+01,5.953284807569241366e+01,3.065420036479930488e+01,nan,2.210824280669970392e+02,8.486695469969723149e+01,7.410371110810096695e+01,7.391779217484116771e+01,1.023288815535376273e+02,1.048625767373606266e+02,1.482425040263368885e+02,1.271729530992942614e+02,1.326095019219740152e+02,9.781615408509833287e+01,1.464901361867179901e+02,3.651791888922529097e+02,2.846553003195114684e+02,2.454563097579594455e+02,2.203223093560872883e+02,1.814642664548867401e+02,1.805914726669092829e+02,1.625737986269865871e+02,2.085772758475542616e+02,2.207615908621888821e+02,4.795834859542106869e+02,4.837711855826063925e+02,5.042556494477741467e+02,6.039194648295406296e+02,5.695639033506259921e+02,2.548539974181121295e+02,2.610906356037997966e+02,2.523800309057878337e+02,3.406769730991547362e+02,3.614369101240073974e+02,2.344836028381864423e+02,1.310505246079315214e+02,1.356648812331695240e+02,1.321490068067230936e+02,1.644598431229003666e+02,1.470227193327159227e+02,1.510395974571405588e+02,1.840252156635571055e+02,1.664764247573655780e+02,1.680361865789649869e+02,1.227413540743537226e+02,1.278586719780415706e+02,1.368947040611938348e+02,1.712322399549776435e+02,1.818236508268165039e+02,1.750638740574420353e+02,1.617004638212674763e+02,1.744559543265560819e+02,1.537395199680340170e+02,1.683643667763515737e+02,1.360352895391556274e+02,1.471168243267492812e+02,1.705337503253041689e+02,1.257597709921481481e+02,1.760581722045421884e+02,1.489708696356120470e+02,1.365781827379177003e+02,1.790141893817370544e+02,1.589676696690417828e+02,1.280631094421293312e+02,1.570421599444374863e+02,1.575238394656304308e+02,1.388051872229341654e+02,1.773326817030698237e+02,1.347964391221471487e+02,1.675699257026952012e+02,1.659383017871330992e+02,1.511296132463899937e+02,1.704774471887770630e+02,1.460860020672614610e+02,1.798639485833923004e+02
5.869105553658158669e+01,2.398165965899839023e+02,2.045799599178902213e+02,2.201515841415081240e+02,2.210824280669970392e+02,nan,1.834378368821186029e+02,1.971878292390299521e+02,1.666858122336732322e+02,1.704990322552984594e+02,1.293676930303511767e+02,1.799813323653134773e+02,1.805462821550289618e+02,2.004107781532699448e+02,1.869626700707815985e+02,2.009664648641656584e+02,3.786365011458939307e+02,3.738609367131139152e+02,2.820039716032226806e+02,3.111874033440047356e+02,2.102006660312936503e+02,2.208728140808982232e+02,1.812542965007802991e+02,5.330515922497948367e+01,4.461389917973817631e+01,2.597789829836399349e+02,2.602085317586510769e+02,2.855918766351741169e+02,3.939124775886137968e+02,3.586485745127114910e+02,6.927972286336667196e+01,8.262299921943275649e+01,8.642036796956718092e+01,1.304515235633780321e+02,1.490605246200402121e+02,6.689813151356536025e+01,2.336417770862672398e+02,1.876375228998899161e+02,1.723271307716566412e+02,1.265404283223396789e+02,1.607442689491386716e+02,1.304594956298811894e+02,1.181036832618341208e+02,1.364093838414586060e+02,1.353513945255220676e+02,1.914019853606924073e+02,1.956748323111538639e+02,1.894636640625716382e+02,1.396194828811374009e+02,1.178283497295889077e+02,1.234192853649190482e+02,1.318623524740385733e+02,1.337209033771285931e+02,1.468365077220107935e+02,1.448110493021815444e+02,1.972182547331947262e+02,1.591733646060422416e+02,1.400554176032193823e+02,1.759668150532649520e+02,1.236718237918322529e+02,1.446629185382494711e+02,1.685405589168118752e+02,7.461903242467614916e+01,9.587158077345534934e+01,1.210533766567015732e+02,1.164219910497275663e+02,9.364955952914210968e+01,1.182079523552303755e+02,8.317595806479371845e+01,1.099039580725442704e+02,1.129771658345561605e+02,9.970275823671848059e+01,1.188578983492509877e+02,8.476886220777494430e+01,1.120671227433777375e+02,1.222116197421380832e+02
1.741677352439140520e+02,7.163574526727533964e+01,5.522897790112536143e+01,7.060878132352149805e+01,8.486695469969723149e+01,1.834378368821186029e+02,nan,5.420553477277299237e+01,7.143892496395979208e+01,6.561219398857495833e+01,8.809903518201291206e+01,9.207388337632933428e+01,6.660210206893268037e+01,7.994498108065134545e+01,5.411691048106121826e+01,9.846095672905924800e+01,3.042906505300398976e+02,2.306051170291029848e+02,1.899806305916516180e+02,1.648931775422956605e+02,1.285519350301891848e+02,1.242204492021718067e+02,1.197403858353333419e+02,1.627306977801233643e+02,1.849977297158384602e+02,4.847935643137178090e+02,4.887779045742440189e+02,5.135221124742397478e+02,6.205725098648867970e+02,5.848921951949727145e+02,2.355300405468386202e+02,2.422649788970779241e+02,2.632616948969401278e+02,3.472490748727869345e+02,3.709128199456212656e+02,1.968252016384087142e+02,9.241991127457515631e+01,1.150749321095024982e+02,1.097699412407671105e+02,1.334208379526914428e+02,1.114637160694150992e+02,1.280349952161868430e+02,1.380730241575217576e+02,1.238553995593496211e+02,1.117475726805107570e+02,9.551209347508478231e+01,1.110005405392752067e+02,8.642962455080731843e+01,1.212626900576122040e+02,1.292074301268930867e+02,1.221048729576681353e+02,1.052646189371879188e+02,1.199566588397793794e+02,1.043693441581662142e+02,1.118549060166143647e+02,8.891254129761112779e+01,1.022225024151108670e+02,1.217367651943926887e+02,8.991551590237921232e+01,1.151784702103489764e+02,9.897797734851089047e+01,8.561027975660725531e+01,1.470025850112682235e+02,1.238625044152114185e+02,1.152249972879044577e+02,1.259955554771749888e+02,1.257266877000343186e+02,1.102520748104500825e+02,1.392534380185970520e+02,1.078680675640690225e+02,1.228677337627816257e+02,1.301549845376090389e+02,1.149330239748632749e+02,1.347816011182926559e+02,1.230993095025454380e+02,1.318866179716628722e+02
1.868269787798768959e+02,6.541314852534509328e+01,4.049296235147466660e+01,5.157053422258678665e+01,7.410371110810096695e+01,1.971878292390299521e+02,5.420553477277299237e+01,nan,5.988789527110021993e+01,6.416728138238569557e+01,8.684422836316987571e+01,1.046043976131139459e+02,6.785160278134823386e+01,7.230601634719288029e+01,5.140427997730954246e+01,1.014455518984829467e+02,3.250954321426181082e+02,2.411160716335499501e+02,2.015666639104746309e+02,1.810697103328185733e+02,1.362374397880117556e+02,1.327656582102702885e+02,1.202018302689676972e+02,1.854197400494287535e+02,2.074110893852820539e+02,4.902148100578061758e+02,4.941386040373679975e+02,5.175406457467747714e+02,6.235550978061123715e+02,5.878628411457829088e+02,2.452900324106372523e+02,2.507196043392170566e+02,2.721549558615496380e+02,3.551921170296554351e+02,3.770160739278978212e+02,2.092042064586412948e+02,1.272710493395934463e+02,1.020619419763576730e+02,9.026272763431592239e+01,1.287384946315648904e+02,9.883400224618293350e+01,1.234983400698291263e+02,1.340202969703059068e+02,1.139319094898507529e+02,1.083040165460458155e+02,9.903696279682378645e+01,9.989354333486635085e+01,1.085651877906142744e+02,1.314022830851872925e+02,1.281767529624741542e+02,1.261548255121485198e+02,1.079110745012221741e+02,1.152451300489153141e+02,9.782515014045812052e+01,1.284211820534517585e+02,1.090555821587681180e+02,9.967306556939793438e+01,1.256878673540422398e+02,9.003288288181190069e+01,1.215624942158996191e+02,9.131834426879342459e+01,7.878680092504275478e+01,1.533805724333873286e+02,1.306984315131403775e+02,1.167287453886354172e+02,1.250331156134270287e+02,1.288664424898499306e+02,1.139368246003032965e+02,1.456477943533959376e+02,1.086675664584029875e+02,1.280168738877566454e+02,1.365277993669618013e+02,1.082604267495333943e+02,1.423662881443097490e+02,1.162789748836661516e+02,1.366379156749820538e+02
1.492091150030774998e+02,1.063142511613179835e+02,6.053098380167681114e+01,6.604967827323605434e+01,7.391779217484116771e+01,1.666858122336732322e+02,7.143892496395979208e+01,5.988789527110021993e+01,nan,7.246737196837113970e+01,4.842974292731960162e+01,1.171965869810242111e+02,1.048610509197883971e+02,1.128382913730918489e+02,8.940872440651706654e+01,1.238502321354270208e+02,3.258569011084466638e+02,2.554819758808763766e+02,2.127300636957507720e+02,1.863218720387003486e+02,1.454559727203075852e+02,1.359594057062437571e+02,1.308348577406127902e+02,1.532328946407983494e+02,1.710733176155707440e+02,4.411956482106147064e+02,4.449587846081792009e+02,4.676282284037171166e+02,5.721374659992081888e+02,5.365030475216383365e+02,2.034942751037550011e+02,2.094178597923294376e+02,2.240317834594312956e+02,3.065140779801180884e+02,3.267752744624489765e+02,1.809061635213157331e+02,1.000367932313522061e+02,1.096518125705141955e+02,7.672079248799113316e+01,1.024226537441142142e+02,8.796090040472586224e+01,9.067745033909193353e+01,1.237914375068128834e+02,1.050927209658642312e+02,1.106901983014013524e+02,9.856490247547174022e+01,1.028863450608679528e+02,1.066575829465184313e+02,1.213688592679829981e+02,1.197991652725497005e+02,1.166320710611012146e+02,1.055590829819993388e+02,1.181625998360240715e+02,9.471726347393810386e+01,1.180921673947895130e+02,1.091714248327486132e+02,1.038560542288598043e+02,1.235410862830637626e+02,9.255657729197110939e+01,1.193804004014478295e+02,9.834551336985681758e+01,9.745645181318006678e+01,1.229080957463932151e+02,1.003011465538330640e+02,7.349993197281084178e+01,1.013319298148656458e+02,9.989354333489511362e+01,8.519060981118713016e+01,1.235242486315956683e+02,7.678958262689366165e+01,1.171494771648232387e+02,1.098886709356055178e+02,9.296536989654673278e+01,1.140077190368752298e+02,8.901685233710411183e+01,1.283937693192167728e+02
1.534342856078660304e+02,9.392507652385077677e+01,7.682707855950829412e+01,8.772320103597914454e+01,1.023288815535376273e+02,1.704990322552984594e+02,6.561219398857495833e+01,6.416728138238569557e+01,7.246737196837113970e+01,nan,8.236601240804510837e+01,1.048282404698396988e+02,6.747799641359554812e+01,9.076827639656018221e+01,6.315694736129785269e+01,9.226657032751590748e+01,3.081654101290282597e+02,2.323118593614997849e+02,1.841447256915086825e+02,1.762053347659730491e+02,1.164178680444228604e+02,1.230596603278343792e+02,1.025491101862531025e+02,1.590330783201631846e+02,1.787615171115245971e+02,4.679167447313640196e+02,4.713709367366478205e+02,4.953179181091792316e+02,6.038552144347218018e+02,5.685837845032112909e+02,2.124948940562910877e+02,2.276147622629156331e+02,2.584900771789880878e+02,3.389543922123036168e+02,3.599044317593243818e+02,1.839286818307629403e+02,1.072305926496875088e+02,1.141942205193170565e+02,9.787420497763908145e+01,1.161040912284552036e+02,1.006371700714963708e+02,1.134393229881512610e+02,1.291380656506767650e+02,1.122140811128584943e+02,1.117089074336017376e+02,1.040891925225571697e+02,1.105223959205271740e+02,1.025764105434771949e+02,1.305587990140642489e+02,1.200646492519695272e+02,1.196682079752025487e+02,1.035297058819438121e+02,1.157410903698450824e+02,1.014873391118732400e+02,1.251060350262685432e+02,1.027104668472846356e+02,9.986951486816916201e+01,1.261503864441351084e+02,9.849751265894710173e+01,1.194219410326564770e+02,8.861331728356333315e+01,8.733475825798495862e+01,1.329029721262942303e+02,1.098966787486641437e+02,1.049540851992328356e+02,1.037674322704760925e+02,1.101569788982997693e+02,1.042151620446736331e+02,1.239077075891599549e+02,9.784395740148477216e+01,1.093508116111285347e+02,1.253379431775700397e+02,1.002205567735171172e+02,1.260983742955691156e+02,1.089271316064582322e+02,1.197216772351848562e+02
