Date,cmp_score,energy_score,temperature_score,vector_ad_cmp,vector_ad_energy,vector_ad_temperature
2019-01-04,3,0,1,488.70364401479196,795.8,-2.1189278563930047
2019-04-17,0,1,1,104.72299973206015,1434.8,-0.6460632471152425
2019-04-18,0,0,1,94.40527348448839,1309.7,-0.5811435949156718
2019-04-19,1,0,1,272.17611654246934,955.3,-0.5819550905681663
2019-04-23,4,0,1,560.1674569766797,675.9,-1.0242202211777423
2019-04-24,2,0,1,407.4028595554915,891.5,-1.4031886908927367
2019-04-26,2,0,1,410.7754580455366,881.0,-0.8854544646011598
2019-04-29,0,0,1,67.81277943542311,1340.3,-0.8408222037139547
2019-04-30,0,0,1,74.6428362628336,1357.0,-0.31172703828745285
2019-05-02,0,1,1,94.3385096588589,1443.8,-0.580332099263177
2019-05-03,0,0,1,108.90653124794184,1366.4,-0.766976099336943
2019-05-06,0,1,1,90.0288493418915,1401.3,-0.7807715254293518
2019-05-07,0,1,1,76.50496464191258,1397.2,-0.5567987253408326
2019-05-09,0,0,1,76.64563367195967,1357.7,-0.36122827308962574
2019-05-10,0,0,1,83.04961570924962,1316.2,-0.05691740340413768
2019-05-14,0,1,1,99.89342098010567,1428.3,-0.5064859948861652
2019-05-15,0,0,1,84.06645295185487,1310.8,-0.5430032992484236
2019-05-16,0,1,1,78.41730277231923,1399.8,-0.45536176877900314
2019-05-17,0,0,1,121.72336538611935,1210.5,-1.0096132994328388
2019-05-21,0,1,1,97.15414366367723,1448.6,-0.1275175251711707
2019-05-29,0,2,1,117.29034629632234,1474.1,-0.1680923077959025
2019-05-31,0,0,1,85.51294477577905,1358.1,0.3163705967433943
2019-08-02,0,0,1,124.83384149807006,1309.8,1.468694423285776
2019-08-07,0,0,1,94.27169940630377,1285.5,1.0256177970237053
2019-08-08,0,0,1,100.09471886861837,1327.8,1.572565866805089
2019-08-09,0,0,1,160.4146599211814,1222.0,1.6139521450823158
2019-08-19,0,0,1,212.8846399369637,1160.5,1.2122617970974714
2019-08-20,0,0,1,212.45844969179433,1130.9,1.0239948057187158
2019-08-21,0,0,1,171.85115289830736,1144.6,1.3786184058588717
2019-08-22,1,0,1,362.51454667197436,944.3,1.2471561101547406
2019-08-23,2,0,1,407.3201551117061,901.1,1.1798019709976861
2019-08-26,0,0,1,107.99504266695877,1369.0,1.5417290320102928
2019-08-27,0,0,1,112.77147141128935,1354.7,1.3023378145243758
2019-08-28,0,0,1,87.72999099054029,1332.5,0.9826085274414899
2019-12-23,0,0,1,203.06362915218722,1096.9,-0.7450657167195879
2019-12-24,3,0,1,427.3553171989968,932.0,-0.8140428471816318
