nan,1.576532904826319736e+02,1.143349465386675519e+02,8.047459226364537699e+01,7.690513636942489484e+01,3.625485346819097572e+02,3.050390138982226063e+02,2.811948790429861447e+02,3.410013489709385794e+02,1.255101589513763258e+02,1.046762628297340711e+02,5.282752312952028433e+02,5.150543272316034518e+02,5.070731702624382251e+02,2.477740906551789806e+02,1.059041075690650331e+02
1.576532904826319736e+02,nan,2.129792478153595710e+02,1.036933941965307184e+02,8.971688804232896075e+01,1.913426246292229393e+02,1.570788337109650001e+02,1.326487090023854023e+02,1.548656191671007889e+02,1.070476529401831414e+02,1.217965516753299795e+02,3.232641025539294901e+02,3.130924464116044419e+02,2.902820697183977927e+02,1.145439653582607491e+02,1.390205740169518265e+02
1.143349465386675519e+02,2.129792478153595710e+02,nan,1.387221683798329650e+02,1.428772900079250974e+02,4.466352426757201215e+02,3.943937119174174200e+02,3.661634607658164100e+02,4.231682407742699183e+02,2.114123932034011659e+02,1.657313488752125465e+02,6.115806406353955254e+02,5.976527419831689940e+02,5.839769858479006643e+02,3.309482134715307211e+02,1.934759933428481986e+02
8.047459226364537699e+01,1.036933941965307184e+02,1.387221683798329650e+02,nan,3.754677083320620312e+01,2.783428102179213965e+02,2.267054476628107977e+02,2.011785276812581458e+02,2.588509996117448964e+02,5.197999615227450221e+01,4.311287510706690540e+01,4.489705558274502550e+02,4.351389663084664789e+02,4.251298154681702499e+02,1.654337329567501627e+02,6.869061071209441138e+01
7.690513636942489484e+01,8.971688804232896075e+01,1.428772900079250974e+02,3.754677083320620312e+01,nan,2.859552412528955188e+02,2.324977419245194596e+02,2.063530954456354891e+02,2.655433674562316924e+02,5.601571208150780024e+01,4.312771730573332007e+01,4.554798788091495680e+02,4.410721482932230515e+02,4.346908786712796768e+02,1.723206313823494611e+02,5.634891303305376198e+01
3.625485346819097572e+02,1.913426246292229393e+02,4.466352426757201215e+02,2.783428102179213965e+02,2.859552412528955188e+02,nan,4.124851512477968640e+01,5.165268628051988742e+01,3.331786307664729208e+01,2.188837134187806726e+02,2.680456677508473717e+02,1.440277750991367327e+02,1.326788604111569612e+02,1.345326726115188762e+02,8.064341262616372319e+01,2.844689086701301903e+02
3.050390138982226063e+02,1.570788337109650001e+02,3.943937119174174200e+02,2.267054476628107977e+02,2.324977419245194596e+02,4.124851512477968640e+01,nan,1.635114674841349114e+01,5.190452774091101418e+01,1.662730284802936467e+02,2.173355010116403037e+02,2.126608567649459758e+02,1.958860893478392029e+02,2.088969123754677639e+02,4.898326244749235059e+01,2.314061364787170589e+02
2.811948790429861447e+02,1.326487090023854023e+02,3.661634607658164100e+02,2.011785276812581458e+02,2.063530954456354891e+02,5.165268628051988742e+01,1.635114674841349114e+01,nan,5.399259208447836045e+01,1.415016607676463991e+02,1.920554086715824269e+02,2.306606164909813117e+02,2.128150370627059260e+02,2.202551247984699216e+02,3.416196715652794325e+01,2.106333306957798470e+02
3.410013489709385794e+02,1.548656191671007889e+02,4.231682407742699183e+02,2.588509996117448964e+02,2.655433674562316924e+02,3.331786307664729208e+01,5.190452774091101418e+01,5.399259208447836045e+01,nan,2.065778303690873088e+02,2.545332984110371797e+02,1.569198521539057936e+02,1.416722979272925897e+02,1.513163573444751080e+02,4.849247364284474315e+01,2.711029324813522408e+02
1.255101589513763258e+02,1.070476529401831414e+02,2.114123932034011659e+02,5.197999615227450221e+01,5.601571208150780024e+01,2.188837134187806726e+02,1.662730284802936467e+02,1.415016607676463991e+02,2.065778303690873088e+02,nan,4.224121210368053170e+01,3.952603192833749404e+02,3.794537125921996790e+02,3.785481739488379844e+02,1.119507034368461404e+02,6.018903554636821696e+01
