nan,5.656854249489470243e-01,5.656854249498636245e-01,7.999999999998980149e-01,8.000000000005790257e-01,8.944271910003412929e-01,8.000000000003754108e-01,6.928203230281364533e-01,6.928203230281037017e-01,6.928203230270147950e-01,8.000000000001771250e-01,5.656854249497426101e-01,6.928203230271529067e-01,5.656854249495093523e-01,7.999999999995844879e-01,7.999999999999470868e-01,5.656854249500827825e-01,5.656854249488677544e-01,8.000000000002490674e-01,6.928203230278577873e-01,5.656854249493136200e-01,8.000000000001682432e-01,8.000000000005786926e-01,5.656854249501725995e-01,5.656854249500407050e-01,3.999999999993047450e-01,6.039867548216657944e+00,8.944271909999473857e-01,9.797958971132615380e-01,1.058300524425836553e+00,9.797958971132627592e-01,5.656854249494224218e-01,5.656854249495288922e-01,5.656854249491692910e-01,6.928203230279442737e-01,1.131370849898130748e+00,6.928203230271672286e-01,8.000000000006602940e-01,5.656854249496672260e-01,6.928203230282174996e-01,6.928203230274951885e-01,7.999999999992210009e-01,7.999999999998086420e-01,6.928203230271687829e-01,6.928203230277341085e-01,5.656854249497144105e-01,7.999999999996096900e-01
5.656854249489470243e-01,nan,8.944271909997648651e-01,8.944271909995329395e-01,8.944271909994445657e-01,6.928203230282341529e-01,6.928203230281780867e-01,8.944271910001475590e-01,8.944271910003115389e-01,8.944271910005492376e-01,6.928203230274876390e-01,6.928203230277397706e-01,8.944271909996779346e-01,6.928203230271012814e-01,7.999999999998324007e-01,6.928203230275068458e-01,6.928203230279172953e-01,6.928203230273846103e-01,8.000000000000169198e-01,8.000000000003120171e-01,6.928203230281710923e-01,8.000000000005343948e-01,5.656854249508616039e-01,8.944271910001461157e-01,6.928203230277467650e-01,6.928203230271744451e-01,5.727128425310547222e+00,1.264911064067311575e+00,8.944271909996723835e-01,1.200000000000117417e+00,1.058300524425774602e+00,6.928203230276487323e-01,6.928203230279504909e-01,5.656854249492171416e-01,8.944271909998462444e-01,8.944271909999997883e-01,6.928203230275135072e-01,8.944271910004246706e-01,6.928203230282556913e-01,7.999999999998151923e-01,6.928203230284608605e-01,8.000000000012296164e-01,8.000000000007694290e-01,8.944271909996704961e-01,7.999999999996172395e-01,5.656854249496386933e-01,9.797958971128370997e-01
5.656854249498636245e-01,8.944271910001646564e-01,nan,8.944271909999852443e-01,8.000000000004097167e-01,8.000000000003856249e-01,6.928203230279967872e-01,6.928203230275201685e-01,6.928203230279530445e-01,6.928203230282612424e-01,6.928203230284299963e-01,5.656854249491473086e-01,6.928203230277355518e-01,5.656854249504745802e-01,5.656854249502897281e-01,6.928203230275985502e-01,5.656854249491145570e-01,5.656854249486895636e-01,8.000000000001818989e-01,6.928203230273854984e-01,5.656854249495177900e-01,8.000000000001370459e-01,6.928203230272422797e-01,5.656854249495820719e-01,5.656854249510117061e-01,4.000000000003149370e-01,5.727128425310618276e+00,1.264911064067403945e+00,1.058300524426762035e+00,9.797958971134798078e-01,1.058300524426313505e+00,7.999999999997754463e-01,5.656854249493640241e-01,5.656854249493132869e-01,3.999999999996377009e-01,8.944271910002101755e-01,4.000000000003808287e-01,6.928203230274512237e-01,6.928203230272216295e-01,6.928203230285315817e-01,6.928203230282424796e-01,6.928203230272391711e-01,8.000000000003448797e-01,6.928203230278454638e-01,6.928203230279865732e-01,6.928203230270962854e-01,8.000000000007297940e-01
7.999999999998980149e-01,8.944271909995329395e-01,8.944271909999852443e-01,nan,3.999999999997049804e-01,8.000000000004363621e-01,5.656854249502698551e-01,6.928203230285813197e-01,5.656854249503672216e-01,8.944271910000419767e-01,8.944271910004830684e-01,8.000000000000591083e-01,8.944271909998691150e-01,6.928203230265974621e-01,7.999999999997527977e-01,6.928203230286664738e-01,8.000000000001232792e-01,7.999999999998882450e-01,9.797958971131215389e-01,8.944271910005412440e-01,7.999999999999415357e-01,5.656854249512244248e-01,8.000000000002873701e-01,8.000000000005899059e-01,8.000000000005416112e-01,8.944271910006182935e-01,5.851495535331146414e+00,8.944271910002902226e-01,1.131370849898641451e+00,1.200000000000797318e+00,1.131370849898681419e+00,8.000000000006236567e-01,7.999999999997821076e-01,6.928203230274651014e-01,7.999999999997986500e-01,1.131370849898380992e+00,5.656854249495967268e-01,5.656854249497541565e-01,5.656854249490145259e-01,8.944271910003137593e-01,8.000000000008491430e-01,8.000000000011202594e-01,8.944271909997990599e-01,8.944271910001563297e-01,8.944271910001754256e-01,6.928203230281141378e-01,8.944271909998483538e-01
8.000000000005790257e-01,8.944271909994445657e-01,8.000000000004097167e-01,3.999999999997049804e-01,nan,8.000000000001546985e-01,5.656854249491167774e-01,6.928203230280968183e-01,6.928203230285275849e-01,8.944271910003064319e-01,8.944271910004185644e-01,8.000000000003745226e-01,8.944271910001817538e-01,6.928203230280685077e-01,8.000000000000522249e-01,8.000000000011407986e-01,8.000000000003245626e-01,7.999999999994058530e-01,9.797958971134501649e-01,8.944271909995321623e-01,8.000000000005571543e-01,8.944271910023441352e-01,7.999999999996967315e-01,5.656854249495985032e-01,7.999999999998599343e-01,8.944271910002531412e-01,5.851495535331283193e+00,9.797958971135727335e-01,1.058300524426557976e+00,1.058300524426093459e+00,9.797958971139224538e-01,8.000000000001423750e-01,8.000000000006226575e-01,7.999999999997805533e-01,8.944271909999681469e-01,1.131370849898560849e+00,6.928203230273831670e-01,5.656854249495956166e-01,5.656854249496142684e-01,6.928203230274982971e-01,8.944271909998393610e-01,8.944271910007047799e-01,9.797958971130757977e-01,8.944271909996277525e-01,8.944271910002080661e-01,6.928203230279124103e-01,8.000000000004759970e-01
8.944271910003412929e-01,6.928203230282341529e-01,8.000000000003856249e-01,8.000000000004363621e-01,8.000000000001546985e-01,nan,7.999999999998711475e-01,6.928203230273191071e-01,8.944271909998422476e-01,8.944271910004483184e-01,5.656854249498016740e-01,5.656854249498587395e-01,8.944271910006530435e-01,8.000000000003267830e-01,9.797958971127654904e-01,8.000000000013420820e-01,5.656854249497357268e-01,7.999999999999237721e-01,9.797958971132808559e-01,8.944271910006464932e-01,7.999999999999465317e-01,8.000000000019701352e-01,6.928203230291398729e-01,8.944271909997603132e-01,8.000000000003706369e-01,8.944271909999879089e-01,5.851495535331159736e+00,1.058300524426792233e+00,7.999999999997833289e-01,1.131370849899332676e+00,9.797958971143373441e-01,8.000000000004884315e-01,8.000000000001785683e-01,8.000000000001397105e-01,8.944271910001354575e-01,9.797958971132583184e-01,8.944271909998978698e-01,8.944271910002429271e-01,8.000000000003767431e-01,8.944271910008051440e-01,8.944271910001271308e-01,9.797958971134907991e-01,8.000000000005582645e-01,8.944271910008311233e-01,6.928203230282730107e-01,6.928203230279010860e-01,8.944271910002092874e-01
8.000000000003754108e-01,6.928203230281780867e-01,6.928203230279967872e-01,5.656854249502698551e-01,5.656854249491167774e-01,7.999999999998711475e-01,nan,6.928203230272738100e-01,7.999999999995129896e-01,8.944271909992653757e-01,6.928203230281616554e-01,8.000000000000163647e-01,8.944271910005806570e-01,6.928203230276197555e-01,9.797958971133479134e-01,6.928203230294203152e-01,8.000000000009701573e-01,7.999999999994635846e-01,9.797958971131662809e-01,1.058300524425756617e+00,7.999999999999837241e-01,8.000000000030731417e-01,5.656854249491747311e-01,6.928203230280216562e-01,7.999999999997794431e-01,8.944271910001533321e-01,5.851495535331149078e+00,1.200000000000626788e+00,1.058300524426435185e+00,1.264911064068258373e+00,1.058300524426285749e+00,5.656854249515989030e-01,8.000000000019765745e-01,6.928203230276996916e-01,9.797958971139582030e-01,9.797958971135184436e-01,8.000000000002149836e-01,9.797958971131515149e-01,8.000000000003884004e-01,8.944271910005554549e-01,8.944271910005230364e-01,9.797958971131621730e-01,9.797958971131466299e-01,1.058300524426561529e+00,8.944271910008074755e-01,6.928203230278875413e-01,8.944271910002395964e-01
6.928203230281364533e-01,8.944271910001475590e-01,6.928203230275201685e-01,6.928203230285813197e-01,6.928203230280968183e-01,6.928203230273191071e-01,6.928203230272738100e-01,nan,7.999999999999206635e-01,5.656854249484493113e-01,5.656854249489342568e-01,6.928203230281351210e-01,5.656854249492144771e-01,5.656854249492516695e-01,6.928203230275297164e-01,8.000000000013069990e-01,6.928203230292993009e-01,6.928203230275769009e-01,8.944271909994411240e-01,5.656854249489164932e-01,4.000000000005528022e-01,8.944271910019361282e-01,9.797958971129961947e-01,3.999999999994625632e-01,6.928203230284403213e-01,7.999999999993797628e-01,5.878775382679680028e+00,9.797958971135427575e-01,9.797958971134833606e-01,9.797958971129652195e-01,8.944271910014562899e-01,8.944271910012682181e-01,6.928203230319009975e-01,6.928203230278294766e-01,6.928203230285773229e-01,1.058300524426086797e+00,5.656854249496610088e-01,6.928203230269903701e-01,6.928203230271819946e-01,5.656854249500511411e-01,8.000000000006742829e-01,6.928203230281519964e-01,6.928203230275781221e-01,6.928203230277623081e-01,5.656854249515518296e-01,6.928203230293992210e-01,8.000000000006703971e-01
6.928203230281037017e-01,8.944271910003115389e-01,6.928203230279530445e-01,5.656854249503672216e-01,6.928203230285275849e-01,8.944271909998422476e-01,7.999999999995129896e-01,7.999999999999206635e-01,nan,5.656854249499869702e-01,8.944271909995825665e-01,6.928203230270494339e-01,5.656854249495254505e-01,5.656854249498820542e-01,6.928203230281518854e-01,7.999999999997388089e-01,5.656854249513625366e-01,6.928203230283812575e-01,8.944271910016704519e-01,8.000000000002579492e-01,6.928203230281267944e-01,6.928203230305568505e-01,5.656854249497124121e-01,6.928203230280524094e-01,6.928203230282645730e-01,5.656854249513356692e-01,5.851495535331125097e+00,1.058300524426260214e+00,1.058300524425868083e+00,1.200000000000771339e+00,1.058300524427049361e+00,6.928203230281497760e-01,6.928203230298998205e-01,6.928203230294774917e-01,8.000000000002446265e-01,1.131370849898599040e+00,5.656854249502554222e-01,5.656854249497328402e-01,6.928203230278446867e-01,7.999999999996773026e-01,8.000000000000413447e-01,8.000000000007359002e-01,8.000000000004738876e-01,5.656854249499094767e-01,8.000000000005060841e-01,5.656854249503152632e-01,8.944271910003884773e-01
6.928203230270147950e-01,8.944271910005492376e-01,6.928203230282612424e-01,8.944271910000419767e-01,8.944271910003064319e-01,8.944271910004483184e-01,8.944271909992653757e-01,5.656854249484493113e-01,5.656854249499869702e-01,nan,6.928203230269769364e-01,6.928203230272287350e-01,5.656854249486062969e-01,6.928203230280050029e-01,6.928203230280358671e-01,8.000000000000796474e-01,6.928203230283985770e-01,6.928203230290370662e-01,6.928203230294703863e-01,5.656854249501360732e-01,6.928203230270647550e-01,6.928203230289159409e-01,9.797958971132422201e-01,6.928203230270121304e-01,6.928203230279441627e-01,5.656854249488408870e-01,5.878775382679831907e+00,1.058300524424684808e+00,9.797958971142317619e-01,1.058300524427035594e+00,9.797958971154658858e-01,6.928203230272794722e-01,6.928203230292427905e-01,6.928203230291063441e-01,5.656854249540332891e-01,1.058300524427280287e+00,5.656854249491165554e-01,6.928203230279440517e-01,6.928203230279307290e-01,7.999999999999737321e-01,5.656854249494135400e-01,6.928203230280967073e-01,6.928203230280357561e-01,8.906482757490042235e-07,5.656854249498662890e-01,5.656854249493999953e-01,8.944271910003367410e-01
