nan,8.670317179896579773e+01,1.010955983215870191e+02,1.140869843584264629e+02,9.536372475946778593e+01,7.368473383274037758e+01,8.768580272770371664e+01,9.132184842631767197e+01,8.843800088196726961e+01,8.950977600239657761e+01,5.777473496260486741e+01,9.641161755720533222e+01,8.258135382760323751e+01,9.712672134898055276e+01,1.073178456734984252e+02,1.942122550201183913e+02,9.712177922587660817e+01,8.842171678950482772e+01,8.740251712621649460e+01,9.934908152568935691e+01,5.817353350106624532e+01,6.212245970661395233e+01,8.003699144770216378e+01,5.481897481712766762e+01,7.424823230218423475e+01,1.551144093886822191e+02,1.561081676274493759e+02,1.270495966148673261e+02,4.691950553873898144e+01,8.580442879011798141e+01,1.011090500400413816e+02,8.345633588889928944e+01,7.109092769123225253e+01,8.180953489661506239e+01,9.012613383474906925e+01,1.089293348919275815e+02,8.210334950536666554e+01,8.721284309090937370e+01,9.816801923233181526e+01,8.366600265340376552e+01,6.201677192502172886e+01,7.008109588184350969e+01,8.867378417548316349e+01,7.644919881856205279e+01,7.918686759810782405e+01,8.865212913404613460e+01,8.775693704774022308e+01,7.043749001773915097e+01,4.136471926654097331e+01,7.744933827993200737e+01,8.921793541659096149e+01,7.499226626791275407e+01,7.012446078224505186e+01,8.785351444308372493e+01,7.340626676245533133e+01,7.555024817959927930e+01,6.409992199683695446e+01,7.084292484080791041e+01,5.565321194685222395e+01,4.296603309591208841e+01,5.994263924787490083e+01,7.452677371253639649e+01,9.764834868034758131e+01,6.226909345736056878e+01,7.913128332082702343e+01,7.611990541244966835e+01,6.205932645460600128e+01,7.818542063581379864e+01,9.455411149177562891e+01,8.442653611276359982e+01,8.118620572486571518e+01,5.594139790888817743e+01,7.627529088767354892e+01,1.951819663799419047e+01,7.084179557295961160e+01,6.660210206892760709e+01,6.461454944515128318e+01,6.390743305752592107e+01,6.360503124752534632e+01,7.937253933194131150e+01,7.275713023477194952e+01,7.613146524270440807e+01,8.047359815492858104e+01,7.436988637884006437e+01,5.767078983333354358e+01,5.589704822261457196e+01,5.085194194915816723e+01,5.965500817198945782e+01
8.670317179896579773e+01,nan,6.422336023598404608e+01,4.636722980727576982e+01,5.151465810815253121e+01,4.018158782327237333e+01,6.580699051014104839e+01,2.076535576391044913e+01,4.217297712990320235e+01,5.124685356193382546e+01,6.201677192501817615e+01,5.601285566724115483e+01,3.612644460778152222e+01,3.381360672865083217e+01,4.099170647829293301e+01,1.418489337288086745e+02,6.550358768800244036e+01,7.200888834026196150e+01,7.215427915238095125e+01,6.260734781157227502e+01,6.970451922219854168e+01,6.119084898903987835e+01,4.490523354799375255e+01,6.767924349458661482e+01,4.734046894572219344e+01,1.443911354619763756e+02,2.200381785054604222e+02,1.969231322115308842e+02,7.377370805375332452e+01,1.487612852861930435e+02,1.439933331789997055e+02,1.327102106094313285e+02,4.919674786000470590e+01,3.376151655361442749e+01,2.158147353635698806e+01,4.461389917950575068e+01,6.057458212816394649e+01,4.423934900063942166e+01,2.441311123145888473e+01,7.933523807236896630e+01,6.149341428153071831e+01,5.689288180431859843e+01,6.238717816987831810e+01,5.754163709871475163e+01,3.838332971488519263e+01,4.848092408358449035e+01,6.842806441804117412e+01,7.840714253179322668e+01,5.795446488409463370e+01,7.874211071592978328e+01,6.092487176843228980e+01,8.027552553549980985e+01,7.391779217481371234e+01,5.298754570652754126e+01,7.772978836971780936e+01,6.892198488145605495e+01,9.390974390338342914e+01,7.571208622142553679e+01,7.802358617751524150e+01,6.771705841219566935e+01,5.127026428641661937e+01,6.457739542595814441e+01,4.817468214740034682e+01,5.642127258402502576e+01,6.529318494300534326e+01,6.393496695861664136e+01,1.000007999968040480e+02,6.765559843797292672e+01,5.906877347635136033e+01,7.397080505171940956e+01,7.568038054871813358e+01,6.443477322067811031e+01,5.605711373234123585e+01,7.704855611883631639e+01,7.414040733634664093e+01,7.008794475515057343e+01,4.994557037416969081e+01,3.876493260667293583e+01,8.683133075105681087e+01,7.162569371390884498e+01,4.257135186954422323e+01,3.321445468466333750e+01,6.822550842610927191e+01,5.203076013280789880e+01,5.698561221922344799e+01,8.014287242168080638e+01,6.902057664205146637e+01,5.871149802211269275e+01
1.010955983215870191e+02,6.422336023598404608e+01,nan,3.442789566617424413e+01,2.502798433755165419e+01,4.404543109111520494e+01,2.366769950796534516e+01,6.585074031475873824e+01,2.388304838168200206e+01,3.147824645688644551e+01,7.123257681707873701e+01,1.594992162989307971e+01,3.686949958975879582e+01,3.934056430707525465e+01,2.879166546068254462e+01,1.751748840444873281e+02,1.280000000005003002e+01,2.424211211919885045e+01,3.609764535257561846e+01,8.323460818655600946e+00,6.489375933015551823e+01,7.624696715280387593e+01,4.443062007219230480e+01,7.870044472555328241e+01,4.766214430761147725e+01,9.738911643504305005e+01,2.244559645008312714e+02,1.881884162216177572e+02,9.518907500337704164e+01,1.539984415505571462e+02,1.513205868347015723e+02,1.406715323013254135e+02,8.342853228961229206e+01,7.470368130153205755e+01,5.180270263219853888e+01,9.825273533088270028e+01,8.832666641507148597e+01,9.534191103602691442e+01,6.847364456490079476e+01,1.233096914277202956e+02,1.074660876742075573e+02,1.032472759931221589e+02,1.063496121290527867e+02,1.063947367119287861e+02,9.029019880362865536e+01,3.126915412991183985e+01,2.174028518668266230e+01,4.006794229806382646e+01,7.536895912774988915e+01,3.758510343210137705e+01,4.051666323871867803e+01,4.287470116513836160e+01,5.100588201375256858e+01,2.091889098396348246e+01,5.118280961417953279e+01,5.742473334722747325e+01,9.357093565845994476e+01,7.931607655449843719e+01,7.507969099563852922e+01,8.286760525078912565e+01,5.943332398579706677e+01,5.982106652343209419e+01,2.225308967311221053e+01,6.968156140615636218e+01,4.293623178622983261e+01,4.437837311125211670e+01,8.403047066391692965e+01,4.351183746982886902e+01,2.890813034426073358e+01,5.249152312514008401e+01,5.137781622450624752e+01,5.810748660885216310e+01,2.981274895077660148e+01,9.814438343583202595e+01,3.994396074499204730e+01,4.147095369049764457e+01,4.947403359340160023e+01,4.612851612615709485e+01,8.350904142666416874e+01,3.209236669364577210e+01,3.484824242338017086e+01,3.856215761599120384e+01,4.010187028056844838e+01,6.979398254863754403e+01,6.910629493756552222e+01,6.354840674636615461e+01,6.955975848145106966e+01,6.742462458183432261e+01
1.140869843584264629e+02,4.636722980727576982e+01,3.442789566617424413e+01,nan,3.359761896326849495e+01,4.786648096528706731e+01,4.867360681110639575e+01,4.202475460962670439e+01,2.428826877325338174e+01,1.054514106118747208e+01,6.836256285424134660e+01,3.446969683648665495e+01,3.410102637751217003e+01,2.084994004785615829e+01,2.117734638709765704e+01,1.506338607352402903e+02,4.165381135023170600e+01,5.426011426454306985e+01,5.240457995251748713e+01,3.592659182277535734e+01,7.613356684143150233e+01,8.218126307133721298e+01,5.145250236869648575e+01,8.442843123024078977e+01,5.570780914737100176e+01,9.992236986780460484e+01,2.284010507856743857e+02,1.979684823399884692e+02,1.263145280638798198e+02,1.757543740565237442e+02,1.751753407303677079e+02,1.698884339794750815e+02,7.760824698445578917e+01,5.501563414156724008e+01,3.312521698043540397e+01,6.987646241761231636e+01,9.277930803794659198e+01,7.889740173163109205e+01,4.624802698496108633e+01,1.151215010326062327e+02,1.012126474310403808e+02,9.485061939703241762e+01,9.949874371066167100e+01,9.580396651496306504e+01,7.820383622302806259e+01,3.626348025216107374e+01,4.900612206653548952e+01,6.865799297968068515e+01,7.814345781958049031e+01,6.635540671264433854e+01,5.964427885389981299e+01,7.191216865037333150e+01,7.476683756854676233e+01,3.993795187538848523e+01,7.569940554587564918e+01,7.545276668220384408e+01,1.071253471406285769e+02,9.363161859115569996e+01,1.039253578295454332e+02,8.921434862173435931e+01,6.785867667439271145e+01,6.776547793675800335e+01,2.400000000001837108e+01,7.607470013084575555e+01,6.314174530372291372e+01,6.458854387583653534e+01,1.067557960955820846e+02,6.470486844124950210e+01,4.930882273995371179e+01,6.103245038503144571e+01,7.216647421065492551e+01,7.709941634019983780e+01,4.848917404945083831e+01,9.949472347818297635e+01,6.448069478533915344e+01,6.362263748067549329e+01,5.586984875583070931e+01,4.454031881341922627e+01,1.040076920232412618e+02,5.756526730593338925e+01,3.738662862574562240e+01,3.115124395587904260e+01,6.097737285256346951e+01,6.623231839519301900e+01,7.467154745953210693e+01,8.375392528113435731e+01,8.473488065725778995e+01,7.143892496391944746e+01
9.536372475946778593e+01,5.151465810815253121e+01,2.502798433755165419e+01,3.359761896326849495e+01,nan,2.818510244791753649e+01,2.202543983670211958e+01,5.323006669169385674e+01,2.170345594598587269e+01,3.621270495281639512e+01,5.309312573204755381e+01,1.610465771136229307e+01,2.130539837692131755e+01,2.788548009268884442e+01,3.073499633966518729e+01,1.920937271229836938e+02,2.719117503898642596e+01,3.501770980519285104e+01,2.464142853004427991e+01,1.975044303300045101e+01,5.658551051286131894e+01,5.620960771965931002e+01,2.966209702634632350e+01,5.877958829390258444e+01,3.107925353028115723e+01,7.473044894817888917e+01,2.259376905254952703e+02,1.960448928179513643e+02,1.273389178531091517e+02,1.590371025893045385e+02,1.617524033824425373e+02,1.582018963223874550e+02,7.973054621662237196e+01,5.760833273060654136e+01,3.917346040368158100e+01,8.534541581128364385e+01,9.441271100863157528e+01,7.955073852579980098e+01,5.751799718351098534e+01,1.069878497774474937e+02,9.561255147730339843e+01,8.676035961198010682e+01,1.012086952786206524e+02,9.282068734931843323e+01,7.550682088395963376e+01,2.506312031650914918e+01,2.351850335371868894e+01,4.212552670293391799e+01,5.723215879207249657e+01,4.221468938652232339e+01,3.984570240315066769e+01,4.730158559712101862e+01,4.460851936571943099e+01,1.827785545411314772e+01,4.640861988899080615e+01,4.587809935033966013e+01,7.150832119410360121e+01,5.712862679953181555e+01,7.721865059685818267e+01,7.892173338188375453e+01,4.378127453604285080e+01,4.421040601488432742e+01,2.226746505552432609e+01,7.050673726675341868e+01,3.470792416722889584e+01,3.864091096234938050e+01,7.629311895578037195e+01,3.568977444593195969e+01,2.620534296666518159e+01,3.325056390497023528e+01,4.470883581576822507e+01,5.675068281525008729e+01,2.415284662310311958e+01,8.142628568221030605e+01,3.983767061463422010e+01,3.636701802457918120e+01,3.492391730601617184e+01,3.216955082060358251e+01,8.625914444279115401e+01,3.611094017055507521e+01,2.366093827394766080e+01,3.003731013255730531e+01,3.496741340160446754e+01,6.670052473557137773e+01,6.258178648776721076e+01,5.415680935948487473e+01,6.274009882046284048e+01,4.674697851198197895e+01
7.368473383274037758e+01,4.018158782327237333e+01,4.404543109111520494e+01,4.786648096528706731e+01,2.818510244791753649e+01,nan,3.736736544100555335e+01,4.702339843100217109e+01,3.116664884135037639e+01,5.125153656232915012e+01,4.272142319726550141e+01,3.132283512075595766e+01,1.606984754123933712e+01,3.323853185687007539e+01,3.718709453560068567e+01,1.739645940989138069e+02,4.327770788753811360e+01,4.607645819721457059e+01,4.032666611562896719e+01,4.017760570268807641e+01,3.949886074305664607e+01,3.986577479493688259e+01,1.745393938334791528e+01,4.178995094514885977e+01,1.434433686154351228e+01,1.760877054197768246e+02,1.975052404368109649e+02,1.593737745050874537e+02,8.843438245386825258e+01,1.200686470315968677e+02,1.311859748601266062e+02,1.063744330184755285e+02,6.424951361683574191e+01,4.488028520407485189e+01,3.342813186525310698e+01,7.794664842057645160e+01,7.777917459063628769e+01,6.371812928827533540e+01,5.086138024080052134e+01,8.535760071604174470e+01,7.280769190133055702e+01,6.505013451175787509e+01,8.339112662629449346e+01,7.284064799272928781e+01,5.691256451787648274e+01,3.066463761401435306e+01,3.914690281491753154e+01,4.659957081345737606e+01,3.593104507246616919e+01,4.888353506036764884e+01,3.612865898426314004e+01,4.841322133468104738e+01,4.250176466924851582e+01,2.831536685264554265e+01,4.530960163143249986e+01,3.793046269163857431e+01,7.617873719090985674e+01,5.481897481710475972e+01,6.564510644369724446e+01,5.930126474199123265e+01,2.578371579116798529e+01,3.988984833263750573e+01,3.815756805667472662e+01,5.683238513382136148e+01,3.158733923584165382e+01,3.120769135968375707e+01,6.666693333281465073e+01,3.527038417708211426e+01,2.830406331256141073e+01,4.548582196686083989e+01,4.703020306143268670e+01,4.494974972122651735e+01,2.687154628974582238e+01,6.079473661427567777e+01,4.532901940256619611e+01,3.693670261410311184e+01,2.544327023010204414e+01,2.598768939325632843e+01,8.722935285785064252e+01,4.627050896630364463e+01,2.779928056625962540e+01,2.811974395331754195e+01,3.478160433333805202e+01,5.568051723896519434e+01,4.702509968093463044e+01,4.594257284915202177e+01,4.619090819630628886e+01,3.074800806557152910e+01
8.768580272770371664e+01,6.580699051014104839e+01,2.366769950796534516e+01,4.867360681110639575e+01,2.202543983670211958e+01,3.736736544100555335e+01,nan,6.982836100039622806e+01,3.210981158463529539e+01,4.743500816909916296e+01,5.846024290063332529e+01,2.036860329035568995e+01,3.569425724121541776e+01,4.710838566538651406e+01,4.033063351845835598e+01,1.755175204929653603e+02,1.872324758153083479e+01,1.931631434821606064e+01,2.620228997625341094e+01,1.850405360999114279e+01,5.489043632547188878e+01,5.963354760535179366e+01,3.256746843094511945e+01,6.285729870108612261e+01,3.538361202587946508e+01,1.375162535847997844e+02,2.184219769162474449e+02,1.803170541019414372e+02,9.492986885063815805e+01,1.198312146312589306e+02,1.292024767564392675e+02,1.048106864780580025e+02,7.435159715836222460e+01,7.241878209414787193e+01,5.521883736551425415e+01,9.850238575791270534e+01,7.764637789363283105e+01,9.185031300981329139e+01,7.299643826925633050e+01,1.078487830251150115e+02,9.269131566657904386e+01,9.630617841031346416e+01,9.460486245432176133e+01,9.233677490578806157e+01,8.589761347091922516e+01,3.442092386904955248e+01,7.704544113627207480e+00,2.416940214403803111e+01,6.282419915922245934e+01,2.425201022595011224e+01,2.894131994222433590e+01,2.967018705706410842e+01,3.552801711325475509e+01,1.655052869246708269e+01,3.183959798741024017e+01,3.964038344918722601e+01,9.469361118893810669e+01,7.132124508168442389e+01,6.753251068928480549e+01,6.663332499582928392e+01,4.704891072065033342e+01,4.545063255885234810e+01,3.058627143015860739e+01,5.615977207928064274e+01,2.202180737357837259e+01,2.894961139635803349e+01,6.432790996139455331e+01,2.718234721288724387e+01,1.659879513702317411e+01,4.059162475191364905e+01,4.020149250961112131e+01,4.403998183471416183e+01,2.215581187861279489e+01,8.157940916676710685e+01,2.967827488246502199e+01,2.777624884677980077e+01,3.893995377504558064e+01,4.324812134650473894e+01,7.644187334175963144e+01,2.583021486552926760e+01,3.451840088997137457e+01,4.312400723496838140e+01,2.923559474339713304e+01,5.912156966792003487e+01,5.543861470129546376e+01,4.489810686432772968e+01,5.213520883241628212e+01,5.255701665809804268e+01
9.132184842631767197e+01,2.076535576391044913e+01,6.585074031475873824e+01,4.202475460962670439e+01,5.323006669169385674e+01,4.702339843100217109e+01,6.982836100039622806e+01,nan,4.468735839140253319e+01,4.846937177230331173e+01,6.646863922181910311e+01,5.906200132065188058e+01,4.015171229225333605e+01,3.189733531193380855e+01,4.264270160295630063e+01,1.582635776165903962e+02,6.955170738378558326e+01,7.660078328580777907e+01,7.171276037079522325e+01,6.463064288709853145e+01,7.452140632060897474e+01,6.876627080190911556e+01,5.024738799181329085e+01,7.282746734577958136e+01,5.321653878257760084e+01,1.408068180167410901e+02,2.146863759068168349e+02,1.944028806370981499e+02,8.330474176179539825e+01,1.608472567375610538e+02,1.657366585882640777e+02,1.395959884810384608e+02,5.034282471217310473e+01,2.685963514271863062e+01,1.937420966129727162e+01,3.495139482193970792e+01,5.631340870522104325e+01,4.002199395331253129e+01,1.721394783310004328e+01,7.967032069721653897e+01,6.602423797362371261e+01,6.065377152329393340e+01,5.909856174222108649e+01,5.691397016548548038e+01,4.273078515543736700e+01,5.482627107511425635e+01,7.183759461451161599e+01,8.599162749942375683e+01,6.736764802186988277e+01,8.400857099129386540e+01,6.736646049778470058e+01,8.511263125999836632e+01,8.207898634852955411e+01,5.931205611003311162e+01,8.222408406299923911e+01,7.623542483649187318e+01,9.998399871978814701e+01,8.175084097427854601e+01,8.121970204327999454e+01,7.174287421061113434e+01,5.949117581624355466e+01,6.494674741661914652e+01,4.698254995208135654e+01,5.569201019895906057e+01,7.017463929370421738e+01,7.104364855494813469e+01,1.099425304420456655e+02,7.272633635761721393e+01,6.511651096303360475e+01,7.400216213057977654e+01,7.652241501677900715e+01,6.852269696969730717e+01,6.281019025605593953e+01,8.684883418906073871e+01,8.296505288373425913e+01,7.892376068079347817e+01,5.882584466030414916e+01,4.657037685055473020e+01,8.953569120747521026e+01,7.955777774673023828e+01,4.870811020763801480e+01,3.891323682245900528e+01,7.602631123500329124e+01,4.813481068835202592e+01,6.265333191457763462e+01,8.997955323293558649e+01,7.574377862241779269e+01,6.559634136137583482e+01
8.843800088196726961e+01,4.217297712990320235e+01,2.388304838168200206e+01,2.428826877325338174e+01,2.170345594598587269e+01,3.116664884135037639e+01,3.210981158463529539e+01,4.468735839140253319e+01,nan,2.469979757002753473e+01,6.262012456071387589e+01,2.124523475983136223e+01,2.130539837695391370e+01,2.239285600364278039e+01,1.333866560050012140e+01,1.647849507691809094e+02,2.719705866448418519e+01,3.554377582643388678e+01,4.190083531386096638e+01,2.348786920942555057e+01,5.805376818091882996e+01,6.471846722535677543e+01,3.285117958310654274e+01,6.864867078101235620e+01,3.738020866716213675e+01,1.014857625482584638e+02,2.208224626255205862e+02,1.916392444151325378e+02,1.018414453942882432e+02,1.475197613880741301e+02,1.527675358183115861e+02,1.321138902614059134e+02,7.773699248107276105e+01,5.434114463277857254e+01,3.136112242889217683e+01,7.683124364475634138e+01,9.302816777728557440e+01,7.475827713371432992e+01,4.609381737282143376e+01,1.052387761236355885e+02,9.359487165439871603e+01,8.361817984145346827e+01,9.679999999999976978e+01,8.987635951683373037e+01,6.939855906284647347e+01,2.441638793920848016e+01,3.260184043887575456e+01,4.849577301168219634e+01,6.394747844910264689e+01,4.571564283698253206e+01,3.806310549597407800e+01,5.128118563371548788e+01,5.207533005177065633e+01,1.962039754954264481e+01,5.528978205780639144e+01,5.454539393937750447e+01,8.359904305672648661e+01,7.334193888900539093e+01,8.778063567781775589e+01,8.233784063236468853e+01,4.945462566837983331e+01,5.775811631277937153e+01,1.373462777070180785e+01,7.361956261755069875e+01,4.188364836067847818e+01,4.226014671060067229e+01,8.583985088523279217e+01,4.427911471563241719e+01,2.928480834835260538e+01,5.257832252935144624e+01,6.309992076065245925e+01,6.901709933052933366e+01,2.731739372634804397e+01,8.747022350492854059e+01,4.694677837721096836e+01,4.591470352731059279e+01,4.188937812858005572e+01,3.395997644283997374e+01,9.310982762308275085e+01,4.197141884664316791e+01,2.505992817224633029e+01,2.287006777426431370e+01,4.389077351791362958e+01,6.681556704841086969e+01,6.779970501407960626e+01,6.465786881734094038e+01,7.234141275922051761e+01,5.685912415788535412e+01
8.950977600239657761e+01,5.124685356193382546e+01,3.147824645688644551e+01,1.054514106118747208e+01,3.621270495281639512e+01,5.125153656232915012e+01,4.743500816909916296e+01,4.846937177230331173e+01,2.469979757002753473e+01,nan,7.527230566417705404e+01,3.459710970588119494e+01,3.989786961730748516e+01,2.631501472547008902e+01,2.235710177997211545e+01,1.730068206747974386e+02,3.971297017350511993e+01,5.349841119136048206e+01,5.509700536329497567e+01,3.482527817547748583e+01,7.931506792534864303e+01,8.539508182559403338e+01,5.559136623612858585e+01,9.016074533853246464e+01,5.973943421224216621e+01,1.066193228265804436e+02,2.270471316709378584e+02,1.976429103206048978e+02,9.353929655498171769e+01,1.491056001630967387e+02,1.595709246698778543e+02,1.391229671908984074e+02,8.528821724013194228e+01,6.323796328154756452e+01,4.024127234569089495e+01,7.604419767477789094e+01,1.004159349904110030e+02,8.589668212451458373e+01,5.292863119333406985e+01,1.216000000000056787e+02,1.082367774834575158e+02,1.010552324226774061e+02,1.067617909179142686e+02,1.028801244167234330e+02,8.473865705803439141e+01,3.942385064909506553e+01,4.889989775039824593e+01,6.868012813035895192e+01,8.403808660364899197e+01,6.625043396082752167e+01,6.014781791552216816e+01,7.119550547614254299e+01,7.585987081452864800e+01,4.051271405373424273e+01,7.468011783599658315e+01,7.604524968728946988e+01,1.078665842603728322e+02,8.390566131077709144e+01,1.003123123051225321e+02,9.708223318404931490e+01,6.622990261203689499e+01,7.385390984910425516e+01,2.003596765822533143e+01,8.387800665252282784e+01,5.499236310615619061e+01,6.659489469921643945e+01,1.088610123046801732e+02,6.635420107272285861e+01,5.171924206714701455e+01,6.490855105454487273e+01,7.715646440835203634e+01,8.341990170218539902e+01,4.998719836121142635e+01,1.059154379682170202e+02,6.512142504583607661e+01,6.175823831685504217e+01,5.102783554100145835e+01,3.580167593842332252e+01,1.073864050985917800e+02,5.695190953779640353e+01,3.455314746877829180e+01,3.634721447371986613e+01,6.318987260632328429e+01,7.489726296734163213e+01,8.142530319255915572e+01,8.183984359710960632e+01,9.053971504263617476e+01,7.678124771062101672e+01
