nan,1.940770980821799867e+02,1.752903876429066656e+02,1.983310364012635887e+02,1.872786159709619653e+02,1.796917360370273116e+02,1.717607638548457771e+02,1.788026845436064036e+02,1.993766285199947674e+02,1.729508600730291619e+02,1.794725605768199443e+02,1.847787866612399341e+02,1.757420837477500584e+02,1.006920056409595787e+02,1.455417465883924137e+02,2.177109908928692619e+02,2.136235942025128622e+02,2.268246900141187723e+02,1.822077934666901626e+02,1.857456325193138298e+02,2.050389231341203242e+02,2.002526404320302049e+02,2.059572771231948991e+02,2.119490504814806684e+02,2.167439041818697660e+02,2.188350977334305298e+02,1.137358342827786828e+02,1.491774781929202902e+02,2.002230755932002637e+02,1.810215456789506732e+02,1.390671780112035947e+02,1.778965991805268345e+02,1.972336685254351494e+02,2.079430691319143989e+02,1.531430703623215095e+02,2.174823211205916493e+02,8.572794176929772902e+01,2.389078483432471671e+02,2.238324373275687549e+02,2.212484576217420056e+02,1.827010673203600675e+02,2.010727231625434683e+02,1.751136773641584057e+02,1.677693654991869607e+02,2.270097795250260333e+02,2.296313567438006089e+02,1.784896635662674669e+02,1.885863197583580586e+02,1.613136076095229043e+02,1.350389573419458316e+02,1.834740308599523644e+02,1.758371974298967473e+02,1.630116560249634290e+02,2.149578563346814235e+02,1.988635713246630132e+02,2.102132250834848151e+02,1.611612856736994672e+02,2.430585114740890447e+02
1.940770980821799867e+02,nan,2.200727152557229971e+01,1.584929020494201168e+01,1.291200991323880132e+01,1.240644993540479391e+01,2.335465692319308317e+01,1.604992211820611203e+01,1.166190378970126673e+01,2.200727152556313726e+01,1.868047108615553498e+01,1.398284663436414910e+01,2.907369945501711683e+01,8.504116650187158655e+01,7.445804187595103940e+01,5.199956196396104247e+01,3.844372510566260104e+01,3.673908001024876313e+01,1.413081738611728966e+01,2.158147353634657506e+01,1.440000000001418101e+01,9.303762679653781120e+00,1.588961925285658872e+01,2.344696142360152180e+01,2.026228022702751730e+01,2.615033460591235226e+01,7.587674215462524785e+01,6.380344818268832796e+01,1.131370849893554897e+01,1.791089054178082307e+01,9.693709300364464809e+01,1.915411183010248308e+01,9.583318840435389063e+00,1.093252029504034617e+01,3.770071617356887828e+02,2.683579698833213101e+01,1.593813037969021025e+02,5.259505680194601496e+01,2.971329668683443970e+01,3.573457709278580552e+01,1.618394265933596188e+01,1.135605565330233802e+01,2.395996661099736968e+01,2.656012048164847528e+01,3.728163086561944084e+01,4.762352359913739974e+01,2.301999131188907199e+01,5.425863986393944849e+00,3.895638586933619507e+01,4.850072164410462250e+01,1.287478155150247439e+01,2.071907333833931375e+01,3.357856459111509650e+01,2.938026548552370798e+01,1.393125981380353728e+01,2.410974906549335017e+01,4.662188327384526332e+01,5.423651906234513831e+01
1.752903876429066656e+02,2.200727152557229971e+01,nan,3.183959798738213820e+01,1.501465950331436439e+01,1.234179889641173666e+01,7.076722405172360730e+00,1.164817582283747122e+01,3.026020489024334381e+01,9.732420048492462783e+00,1.093983546499110915e+01,1.052995726486651229e+01,1.778538726035324302e+01,6.809640225444388761e+01,5.197537878649557541e+01,6.985093652438314393e+01,5.824087911425504416e+01,6.063398387043917381e+01,1.299230541516536341e+01,1.160689450285088142e+01,3.177168550769408029e+01,2.687154628973122783e+01,3.422279941793086522e+01,4.586763564868636678e+01,4.451876009055072814e+01,5.042539042981844233e+01,5.692802473298893773e+01,4.126596660689798313e+01,2.462194143440572702e+01,1.564097183679076686e+01,7.417600690250007744e+01,9.448809448780393083e+00,2.555934271452531803e+01,3.527038417710988227e+01,3.567704023598392951e+02,4.835700569722668263e+01,1.454196685459052389e+02,7.636753236815026469e+01,5.432053018887162921e+01,5.889108591289528505e+01,9.789790600429187251e+00,3.245674044014123183e+01,7.858753081812804631e+00,8.606973916474142783e+00,6.072758845862090737e+01,7.017805924931417394e+01,9.533100230229102579e+00,1.731126800672285526e+01,1.709736821851002020e+01,3.169100818845324596e+01,1.513671034270642757e+01,9.903534722571709636e+00,1.254750971306516583e+01,5.139649793516496601e+01,3.160253154414527899e+01,4.586937976470522926e+01,3.520454516111551158e+01,7.872280482805460622e+01
1.983310364012635887e+02,1.584929020494201168e+01,3.183959798738213820e+01,nan,2.307206102625931621e+01,2.535507838679403392e+01,3.489871057790661979e+01,2.634843448859659176e+01,8.854377448539610285e+00,3.465025252431841807e+01,3.032622627365545398e+01,2.379243577273383536e+01,3.868643172998785218e+01,8.643980564531570110e+01,8.456287601542808829e+01,5.081622662977413540e+01,2.663231120277038499e+01,2.757099925646185667e+01,2.352530552408103048e+01,3.038947186117867716e+01,1.630705368851745618e+01,1.394847661933975225e+01,1.583414033034492974e+01,1.355285947684676273e+01,1.899894733927599333e+01,1.990778742101315046e+01,8.032334654382445649e+01,7.439999999999767510e+01,1.623822650413288571e+01,2.652395144018572992e+01,1.063165085958039953e+02,2.935302369432054803e+01,1.468604780055375336e+01,9.516301802621999428e+00,3.848380438574145046e+02,1.859892470012588106e+01,1.680047618372812508e+02,4.360733883188364501e+01,2.253175536883272656e+01,2.553742351920066866e+01,2.549039034616327370e+01,1.059811303957110695e+01,3.366897681845744472e+01,3.911828217087042958e+01,3.013038333642889555e+01,3.762552325217205862e+01,3.208738069707833063e+01,1.910392629802241871e+01,4.771582546703039895e+01,5.371778104127722742e+01,1.949358868961062541e+01,2.891366458956388996e+01,4.457981606065120417e+01,2.001199640214481335e+01,1.115706054476073561e+01,1.291200991328543601e+01,5.282878003510935372e+01,4.672986197281834109e+01
1.872786159709619653e+02,1.291200991323880132e+01,1.501465950331436439e+01,2.307206102625931621e+01,nan,1.144727041697858461e+01,1.722788437391170646e+01,1.345808307298797502e+01,2.065332902948761884e+01,1.527874340385152863e+01,1.260476100528766175e+01,1.049190163889652538e+01,2.044309174269953289e+01,7.898759396259183063e+01,6.610052949862583205e+01,5.535684239549614460e+01,4.659270329139419431e+01,4.429356612420133388e+01,8.881441324564118389e+00,1.800000000003331024e+01,1.912066944435920135e+01,1.749514218293555956e+01,2.159259132201887965e+01,3.044470397293711272e+01,2.856851413707569165e+01,3.416196715647586757e+01,7.002742319977150487e+01,5.477079513755543161e+01,1.187265766374810916e+01,1.319999999998138485e+01,8.919192788587869813e+01,1.313316412758101670e+01,1.669970059608579405e+01,2.087294900101510109e+01,3.696999864755283625e+02,3.196247800153553698e+01,1.554353885059679499e+02,5.954225390428007358e+01,3.697350402655353463e+01,4.442341724812195736e+01,1.100545319376201370e+01,1.956323081701259170e+01,1.780786343162750640e+01,1.916246330725439506e+01,4.383423319735756252e+01,5.559424430639543857e+01,1.689496966553246082e+01,9.863062404690575491e+00,3.011710477453521762e+01,4.089009660052236939e+01,1.160689450281651602e+01,1.326649916141399110e+01,2.621144788068114195e+01,3.761701742564733308e+01,2.243925132441625436e+01,3.153410851759293010e+01,3.918979458994173370e+01,6.151552649533171291e+01
1.796917360370273116e+02,1.240644993540479391e+01,1.234179889641173666e+01,2.535507838679403392e+01,1.144727041697858461e+01,nan,1.239354670784155843e+01,4.931531202422847038e+00,2.115088650627520295e+01,1.409113196304250515e+01,1.290581264391014393e+01,1.000799680256571023e+01,2.359321936489967086e+01,7.037158517469484309e+01,6.111890051366211196e+01,6.267891724230334916e+01,4.911700316592571625e+01,4.928123375078621393e+01,6.858571279697565082e+00,1.482700239428844569e+01,2.269096736588305063e+01,1.678094157072766635e+01,2.474510052515674730e+01,3.521817712488590502e+01,3.443254274666635695e+01,4.053442980973516541e+01,5.978896219202799500e+01,5.082676460290905851e+01,1.782133552793036912e+01,1.252836781065743033e+01,8.351574701816109325e+01,1.229634091921383821e+01,1.708332520325072679e+01,2.437047393876461854e+01,3.630288142833766187e+02,3.813659659695536419e+01,1.485158577391841561e+02,6.591509690501654006e+01,4.295299756712447703e+01,4.876228050451894802e+01,1.052235715031341101e+01,2.248199279421437069e+01,1.361763562442727427e+01,1.662287580414123767e+01,5.063121566778986704e+01,5.973541663034232840e+01,1.702703732301002049e+01,1.095445115011111525e+01,2.450795789123554158e+01,3.334906295535602538e+01,1.127120224293005180e+01,1.029951455164338370e+01,1.973423421368507036e+01,4.212932470381009864e+01,2.276488524024335547e+01,3.672819080763756006e+01,3.610650910849900441e+01,6.790346088381403433e+01
1.717607638548457771e+02,2.335465692319308317e+01,7.076722405172360730e+00,3.489871057790661979e+01,1.722788437391170646e+01,1.239354670784155843e+01,nan,1.217866987816229063e+01,3.224158805020419294e+01,9.199999999972009235e+00,1.164817582286142184e+01,1.128538878378530086e+01,1.760908856244855869e+01,6.327084636702959841e+01,4.697573841888755908e+01,7.300433777065565266e+01,5.927562736909787589e+01,6.143614571244595624e+01,1.559999999996222719e+01,1.104898185350394613e+01,3.324334519866786763e+01,2.951609730298569545e+01,3.396468754457021788e+01,4.684783879754687064e+01,4.638103060519130594e+01,5.141828468552009923e+01,5.283786521047931473e+01,3.719999999999959073e+01,2.694290259047291869e+01,1.759090674180025715e+01,6.866964394840498187e+01,1.496662954699423764e+01,2.785964823897397480e+01,3.634721447374125347e+01,3.537709993767133483e+02,4.952413553006232405e+01,1.430608262243725335e+02,7.774419592482691144e+01,5.508103121763322463e+01,6.036157718285242879e+01,1.128538878368343923e+01,3.373306982767520878e+01,9.191300234437253636e+00,1.080740486888400120e+01,6.181650265099251840e+01,7.203443620934463354e+01,1.146123902546965390e+01,1.902839982761840432e+01,1.411382301146668006e+01,2.755939041415199853e+01,1.681903683331384869e+01,1.327252801844296748e+01,1.266807009769809511e+01,5.311421655263104213e+01,3.335146173708141504e+01,4.783304297241397052e+01,3.752545802517939677e+01,8.036417112122994411e+01
1.788026845436064036e+02,1.604992211820611203e+01,1.164817582283747122e+01,2.634843448859659176e+01,1.345808307298797502e+01,4.931531202422847038e+00,1.217866987816229063e+01,nan,2.401999167356326126e+01,1.428285685710312336e+01,1.383329317260638192e+01,1.107068200247404199e+01,2.458292090050982992e+01,6.887089370699227686e+01,5.859283232615577930e+01,6.313292854498889284e+01,4.940931086344238565e+01,5.084564878138121458e+01,8.475848040220862245e+00,1.254113232528177413e+01,2.524440532077221278e+01,2.182109071513004039e+01,2.701703166524773891e+01,3.660382493674244841e+01,3.636481816262719491e+01,4.149216793564939820e+01,5.844108144106085234e+01,4.830900537166577635e+01,1.847376518203099138e+01,1.320605921541585204e+01,8.099086368227911237e+01,1.101271991834960318e+01,1.914993472565473454e+01,2.795711000801355439e+01,3.614462062326858813e+02,3.964845520318829131e+01,1.474139749141764071e+02,6.658528365937053195e+01,4.371544349541120766e+01,4.979638541099280502e+01,1.177794549136080349e+01,2.503437636528716936e+01,1.069579356567440698e+01,1.526826774719815560e+01,5.141984052872749089e+01,6.137882370981262881e+01,1.634625339337154060e+01,1.268700122168287336e+01,2.226387208010659791e+01,3.270963160905105127e+01,1.578860348478596798e+01,1.013508756747303075e+01,1.903260360542002516e+01,4.314440867598204221e+01,2.481612379078928399e+01,3.721934980623544931e+01,3.824133888866347064e+01,6.961379173698701095e+01
1.993766285199947674e+02,1.166190378970126673e+01,3.026020489024334381e+01,8.854377448539610285e+00,2.065332902948761884e+01,2.115088650627520295e+01,3.224158805020419294e+01,2.401999167356326126e+01,nan,3.188730154780177273e+01,2.839436563829093885e+01,2.372846391995396687e+01,3.722579750656397124e+01,8.945166292473415126e+01,8.383793890595752885e+01,5.073256679228450849e+01,3.185718129401715615e+01,2.524757414089891938e+01,2.190159811525363409e+01,2.995196153840148767e+01,1.178473589014189216e+01,1.075546372787387917e+01,1.447204201207001262e+01,1.531012736719511835e+01,1.444437606820362774e+01,1.818130908376367572e+01,8.258522870344258138e+01,7.337683558181066701e+01,1.484856895463552817e+01,2.444585854496251542e+01,1.067423065143300818e+02,2.704958410032377714e+01,1.286234815264792175e+01,1.013508756744125705e+01,3.847010267727434893e+02,1.969771560357430573e+01,1.656970729976883661e+02,4.078038744299610840e+01,1.874459922214437668e+01,2.524123610286308050e+01,2.321378900570439896e+01,8.352245207325676546e+00,3.291686497834470515e+01,3.558651429965213708e+01,2.785964823898097009e+01,3.431384560203066769e+01,3.184964677984840975e+01,1.527350647369284253e+01,4.757310164368367111e+01,5.491520736553176363e+01,1.863759641153563251e+01,2.872211691363337138e+01,4.335896677735883742e+01,2.306512518936489897e+01,7.621023553308941878e+00,1.627759195951317395e+01,5.158139199362180705e+01,4.209132927335703300e+01
1.729508600730291619e+02,2.200727152556313726e+01,9.732420048492462783e+00,3.465025252431841807e+01,1.527874340385152863e+01,1.409113196304250515e+01,9.199999999972009235e+00,1.428285685710312336e+01,3.188730154780177273e+01,nan,8.772684879853880346e+00,1.085909756840458229e+01,1.328457752431159555e+01,6.543882639534317036e+01,4.842148283561948574e+01,6.883879720041116457e+01,6.003732172574640202e+01,6.145437331874210685e+01,1.543502510530457350e+01,1.453272169969626049e+01,3.399058693225043726e+01,2.762897030293001066e+01,3.631418455646441856e+01,4.708800271829166917e+01,4.511851061371321947e+01,5.196614282396495810e+01,5.545592844774059671e+01,3.685430775364742573e+01,2.486764966781110431e+01,1.559999999998109210e+01,7.023845100798585861e+01,1.099090533127031399e+01,2.513642774936534252e+01,3.554152500948938354e+01,3.520359072594722534e+02,4.926499771639779368e+01,1.432217860522706303e+02,7.719481847895302451e+01,5.433820019103656307e+01,5.993062656104680030e+01,8.988882021920606036e+00,3.303331651529513380e+01,9.975971130695716838e+00,8.935323161453727181e+00,6.206963831053581515e+01,7.141876504112813961e+01,8.284926070868017689e+00,1.896101263117606806e+01,1.387371615683675863e+01,2.723527124888472883e+01,1.991180554342802012e+01,1.235475616917268304e+01,1.209958676979393388e+01,5.300264144361472063e+01,3.386561678162655653e+01,4.792661056239580830e+01,3.562695608666699343e+01,7.927572137798001961e+01
